train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.8149999999999998
MSC01,MSC02,motor,0.9
MSC01,MSC02,mem,0.885
MSC01,MSC03,mixed,0.58
MSC01,MSC03,motor,0.9299999999999999
MSC01,MSC03,mem,0.76
MSC01,MSC04,mixed,0.8150000000000001
MSC01,MSC04,motor,0.9949999999999999
MSC01,MSC04,mem,0.885
MSC01,MSC05,mixed,0.6900000000000001
MSC01,MSC05,motor,0.9199999999999999
MSC01,MSC05,mem,0.97
MSC01,MSC06,mixed,0.7499999999999999
MSC01,MSC06,motor,0.7949999999999998
MSC01,MSC06,mem,0.9549999999999998
MSC01,MSC07,mixed,0.585
MSC01,MSC07,motor,0.97
MSC01,MSC07,mem,0.735
MSC01,MSC10,mixed,0.7350000000000001
MSC01,MSC10,motor,0.985
MSC01,MSC10,mem,0.9349999999999999
MSC02,MSC01,mixed,0.67
MSC02,MSC01,motor,0.5
MSC02,MSC01,mem,0.975
MSC02,MSC03,mixed,0.7649999999999999
MSC02,MSC03,motor,0.73
MSC02,MSC03,mem,0.77
MSC02,MSC04,mixed,0.6649999999999999
MSC02,MSC04,motor,0.6250000000000001
MSC02,MSC04,mem,0.9550000000000001
MSC02,MSC05,mixed,0.6599999999999999
MSC02,MSC05,motor,0.5850000000000001
MSC02,MSC05,mem,0.9099999999999999
MSC02,MSC06,mixed,0.645
MSC02,MSC06,motor,0.5449999999999999
MSC02,MSC06,mem,0.95
MSC02,MSC07,mixed,0.7749999999999999
MSC02,MSC07,motor,0.5
MSC02,MSC07,mem,0.8700000000000001
MSC02,MSC10,mixed,0.64
MSC02,MSC10,motor,0.52
MSC02,MSC10,mem,0.9649999999999999
MSC03,MSC01,mixed,0.5
MSC03,MSC01,motor,0.58
MSC03,MSC01,mem,0.5449999999999999
MSC03,MSC02,mixed,0.655
MSC03,MSC02,motor,0.97
MSC03,MSC02,mem,0.575
MSC03,MSC04,mixed,0.545
MSC03,MSC04,motor,0.915
MSC03,MSC04,mem,0.8649999999999999
MSC03,MSC05,mixed,0.7350000000000001
MSC03,MSC05,motor,0.865
MSC03,MSC05,mem,0.9
MSC03,MSC06,mixed,0.5
MSC03,MSC06,motor,0.835
MSC03,MSC06,mem,0.945
MSC03,MSC07,mixed,0.55
MSC03,MSC07,motor,0.7950000000000002
MSC03,MSC07,mem,0.8649999999999999
MSC03,MSC10,mixed,0.505
MSC03,MSC10,motor,0.7000000000000001
MSC03,MSC10,mem,0.89
MSC04,MSC01,mixed,0.8699999999999999
MSC04,MSC01,motor,0.9850000000000001
MSC04,MSC01,mem,0.96
MSC04,MSC02,mixed,0.8800000000000001
MSC04,MSC02,motor,0.9850000000000001
MSC04,MSC02,mem,0.9550000000000001
MSC04,MSC03,mixed,0.745
MSC04,MSC03,motor,0.985
MSC04,MSC03,mem,0.7750000000000001
MSC04,MSC05,mixed,0.95
MSC04,MSC05,motor,0.925
MSC04,MSC05,mem,0.93
MSC04,MSC06,mixed,0.95
MSC04,MSC06,motor,0.85
MSC04,MSC06,mem,1.0
MSC04,MSC07,mixed,0.58
MSC04,MSC07,motor,0.9649999999999999
MSC04,MSC07,mem,0.8950000000000001
MSC04,MSC10,mixed,0.8149999999999998
MSC04,MSC10,motor,0.9800000000000001
MSC04,MSC10,mem,0.9500000000000002
MSC05,MSC01,mixed,0.85
MSC05,MSC01,motor,0.6499999999999999
MSC05,MSC01,mem,0.9850000000000001
MSC05,MSC02,mixed,0.5349999999999999
MSC05,MSC02,motor,0.93
MSC05,MSC02,mem,0.775
MSC05,MSC03,mixed,0.82
MSC05,MSC03,motor,0.8149999999999998
MSC05,MSC03,mem,0.95
MSC05,MSC04,mixed,0.8400000000000001
MSC05,MSC04,motor,0.74
MSC05,MSC04,mem,0.8249999999999998
MSC05,MSC06,mixed,0.9
MSC05,MSC06,motor,0.74
MSC05,MSC06,mem,0.9949999999999999
MSC05,MSC07,mixed,0.885
MSC05,MSC07,motor,0.7250000000000001
MSC05,MSC07,mem,0.8850000000000001
MSC05,MSC10,mixed,0.8350000000000002
MSC05,MSC10,motor,0.76
MSC05,MSC10,mem,0.89
MSC06,MSC01,mixed,0.62
MSC06,MSC01,motor,0.6799999999999999
MSC06,MSC01,mem,0.9550000000000001
MSC06,MSC02,mixed,0.6250000000000001
MSC06,MSC02,motor,0.6450000000000001
MSC06,MSC02,mem,0.945
MSC06,MSC03,mixed,0.655
MSC06,MSC03,motor,0.65
MSC06,MSC03,mem,0.875
MSC06,MSC04,mixed,0.73
MSC06,MSC04,motor,0.7649999999999999
MSC06,MSC04,mem,0.9850000000000001
MSC06,MSC05,mixed,0.6200000000000001
MSC06,MSC05,motor,0.9850000000000001
MSC06,MSC05,mem,0.9800000000000001
MSC06,MSC07,mixed,0.8350000000000002
MSC06,MSC07,motor,0.6599999999999999
MSC06,MSC07,mem,0.7899999999999999
MSC06,MSC10,mixed,0.78
MSC06,MSC10,motor,0.6000000000000001
MSC06,MSC10,mem,0.8399999999999999
MSC07,MSC01,mixed,0.8450000000000001
MSC07,MSC01,motor,0.5700000000000001
MSC07,MSC01,mem,0.9299999999999999
MSC07,MSC02,mixed,0.72
MSC07,MSC02,motor,0.585
MSC07,MSC02,mem,0.9200000000000002
MSC07,MSC03,mixed,0.6
MSC07,MSC03,motor,0.655
MSC07,MSC03,mem,0.8150000000000001
MSC07,MSC04,mixed,0.655
MSC07,MSC04,motor,0.7300000000000001
MSC07,MSC04,mem,0.9200000000000002
MSC07,MSC05,mixed,0.5
MSC07,MSC05,motor,0.865
MSC07,MSC05,mem,0.905
