train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.665
MSC01,MSC02,motor,0.5899999999999999
MSC01,MSC02,mem,0.59
MSC01,MSC03,mixed,0.6150000000000001
MSC01,MSC03,motor,0.68
MSC01,MSC03,mem,0.93
MSC01,MSC04,mixed,0.575
MSC01,MSC04,motor,0.825
MSC01,MSC04,mem,0.675
MSC01,MSC05,mixed,0.5349999999999999
MSC01,MSC05,motor,0.7649999999999999
MSC01,MSC05,mem,0.7500000000000001
MSC01,MSC06,mixed,0.6350000000000001
MSC01,MSC06,motor,0.5450000000000002
MSC01,MSC06,mem,0.73
MSC01,MSC07,mixed,0.925
MSC01,MSC07,motor,0.7649999999999999
MSC01,MSC07,mem,0.8099999999999999
MSC01,MSC10,mixed,0.52
MSC01,MSC10,motor,0.615
MSC01,MSC10,mem,0.645
MSC02,MSC01,mixed,0.61
MSC02,MSC01,motor,0.57
MSC02,MSC01,mem,0.5999999999999999
MSC02,MSC03,mixed,0.7450000000000001
MSC02,MSC03,motor,0.57
MSC02,MSC03,mem,0.7250000000000001
MSC02,MSC04,mixed,0.49000000000000005
MSC02,MSC04,motor,0.7449999999999999
MSC02,MSC04,mem,0.75
MSC02,MSC05,mixed,0.6199999999999999
MSC02,MSC05,motor,0.5449999999999999
MSC02,MSC05,mem,0.525
MSC02,MSC06,mixed,0.595
MSC02,MSC06,motor,0.5
MSC02,MSC06,mem,0.7000000000000001
MSC02,MSC07,mixed,0.6600000000000001
MSC02,MSC07,motor,0.5
MSC02,MSC07,mem,0.625
MSC02,MSC10,mixed,0.5499999999999999
MSC02,MSC10,motor,0.5349999999999999
MSC02,MSC10,mem,0.7050000000000001
MSC03,MSC01,mixed,0.515
MSC03,MSC01,motor,0.7799999999999999
MSC03,MSC01,mem,0.825
MSC03,MSC02,mixed,0.6950000000000001
MSC03,MSC02,motor,0.8899999999999999
MSC03,MSC02,mem,0.575
MSC03,MSC04,mixed,0.51
MSC03,MSC04,motor,0.8550000000000001
MSC03,MSC04,mem,0.8299999999999998
MSC03,MSC05,mixed,0.515
MSC03,MSC05,motor,0.885
MSC03,MSC05,mem,0.685
MSC03,MSC06,mixed,0.51
MSC03,MSC06,motor,0.775
MSC03,MSC06,mem,0.755
MSC03,MSC07,mixed,0.53
MSC03,MSC07,motor,0.6700000000000002
MSC03,MSC07,mem,0.73
MSC03,MSC10,mixed,0.5
MSC03,MSC10,motor,0.6250000000000001
MSC03,MSC10,mem,0.8450000000000001
MSC04,MSC01,mixed,0.68
MSC04,MSC01,motor,0.9549999999999998
MSC04,MSC01,mem,0.7649999999999999
MSC04,MSC02,mixed,0.5
MSC04,MSC02,motor,0.8049999999999999
MSC04,MSC02,mem,0.655
MSC04,MSC03,mixed,0.635
MSC04,MSC03,motor,0.9
MSC04,MSC03,mem,0.8549999999999999
MSC04,MSC05,mixed,0.575
MSC04,MSC05,motor,0.915
MSC04,MSC05,mem,0.6900000000000001
MSC04,MSC06,mixed,0.875
MSC04,MSC06,motor,0.8499999999999999
MSC04,MSC06,mem,0.7350000000000001
MSC04,MSC07,mixed,0.45500000000000007
MSC04,MSC07,motor,0.43999999999999995
MSC04,MSC07,mem,0.52
MSC04,MSC10,mixed,0.665
MSC04,MSC10,motor,0.8699999999999999
MSC04,MSC10,mem,0.8
MSC05,MSC01,mixed,0.51
MSC05,MSC01,motor,0.5349999999999999
MSC05,MSC01,mem,0.8499999999999999
MSC05,MSC02,mixed,0.5
MSC05,MSC02,motor,0.58
MSC05,MSC02,mem,0.57
MSC05,MSC03,mixed,0.54
MSC05,MSC03,motor,0.9150000000000003
MSC05,MSC03,mem,0.51
MSC05,MSC04,mixed,0.645
MSC05,MSC04,motor,0.7100000000000001
MSC05,MSC04,mem,0.575
MSC05,MSC06,mixed,0.6299999999999999
MSC05,MSC06,motor,0.945
MSC05,MSC06,mem,0.8849999999999998
MSC05,MSC07,mixed,0.6699999999999999
MSC05,MSC07,motor,0.425
MSC05,MSC07,mem,0.835
MSC05,MSC10,mixed,0.5
MSC05,MSC10,motor,0.5999999999999999
MSC05,MSC10,mem,0.625
MSC06,MSC01,mixed,0.51
MSC06,MSC01,motor,0.7649999999999999
MSC06,MSC01,mem,0.6799999999999999
MSC06,MSC02,mixed,0.615
MSC06,MSC02,motor,0.635
MSC06,MSC02,mem,0.7699999999999999
MSC06,MSC03,mixed,0.5599999999999999
MSC06,MSC03,motor,0.845
MSC06,MSC03,mem,0.7500000000000001
MSC06,MSC04,mixed,0.5
MSC06,MSC04,motor,0.8149999999999998
MSC06,MSC04,mem,0.5599999999999999
MSC06,MSC05,mixed,0.82
MSC06,MSC05,motor,0.8550000000000001
MSC06,MSC05,mem,0.9850000000000001
MSC06,MSC07,mixed,0.5600000000000002
MSC06,MSC07,motor,0.7100000000000001
MSC06,MSC07,mem,0.7899999999999998
MSC06,MSC10,mixed,0.505
MSC06,MSC10,motor,0.8150000000000001
MSC06,MSC10,mem,0.6399999999999999
MSC07,MSC01,mixed,0.8699999999999999
MSC07,MSC01,motor,0.795
MSC07,MSC01,mem,0.735
MSC07,MSC02,mixed,0.8550000000000001
MSC07,MSC02,motor,0.66
MSC07,MSC02,mem,0.9
MSC07,MSC03,mixed,0.47000000000000003
MSC07,MSC03,motor,0.6850000000000002
MSC07,MSC03,mem,0.6100000000000001
MSC07,MSC04,mixed,0.5
MSC07,MSC04,motor,0.5349999999999999
MSC07,MSC04,mem,0.615
MSC07,MSC05,mixed,0.675
MSC07,MSC05,motor,0.7550000000000001
MSC07,MSC05,mem,0.845
MSC07,MSC06,mixed,0.5549999999999999
MSC07,MSC06,motor,0.7
MSC07,MSC06,mem,0.8699999999999999
MSC07,MSC10,mixed,0.5499999999999999
MSC07,MSC10,motor,0.5549999999999999
MSC07,MSC10,mem,0.59
MSC10,MSC01,mixed,0.6500000000000001
MSC10,MSC01,motor,0.5700000000000001
MSC10,MSC01,mem,0.5
MSC10,MSC02,mixed,0.51
MSC10,MSC02,motor,0.735
MSC10,MSC02,mem,0.7999999999999999
MSC10,MSC03,mixed,0.5449999999999999
MSC10,MSC03,motor,0.8
MSC10,MSC03,mem,0.6200000000000001
MSC10,MSC04,mixed,0.6700000000000002
MSC10,MSC04,motor,0.8649999999999999
MSC10,MSC04,mem,0.5900000000000001
MSC10,MSC05,mixed,0.485
MSC10,MSC05,motor,0.5599999999999999
MSC10,MSC05,mem,0.705
MSC10,MSC06,mixed,0.5499999999999999
MSC10,MSC06,motor,0.505
MSC10,MSC06,mem,0.635
MSC10,MSC07,mixed,0.64
MSC10,MSC07,motor,0.7000000000000001
MSC10,MSC07,mem,0.6400000000000001
