,test_task,train_task,Mean,Std
0,mem,mixed,0.5438392857142856,0.07361441973015741
1,mem,motor,0.5228571428571429,0.0718828411871905
2,mixed,mem,0.5478571428571428,0.0784500833932991
3,mixed,motor,0.5499107142857141,0.07089358908974756
4,motor,mem,0.5283035714285714,0.10861640921448909
5,motor,mixed,0.5460714285714284,0.09427095516124252
