train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.48
mixed,mem,MSC01,MSC02,0.505
motor,mixed,MSC01,MSC02,0.4800000000000001
motor,mem,MSC01,MSC02,0.57
mem,mixed,MSC01,MSC02,0.4600000000000001
mem,motor,MSC01,MSC02,0.385
mixed,motor,MSC01,MSC03,0.5900000000000001
mixed,mem,MSC01,MSC03,0.48
motor,mixed,MSC01,MSC03,0.5199999999999999
motor,mem,MSC01,MSC03,0.45
mem,mixed,MSC01,MSC03,0.46500000000000014
mem,motor,MSC01,MSC03,0.7249999999999999
mixed,motor,MSC01,MSC04,0.5700000000000001
mixed,mem,MSC01,MSC04,0.6400000000000001
motor,mixed,MSC01,MSC04,0.45000000000000007
motor,mem,MSC01,MSC04,0.595
mem,mixed,MSC01,MSC04,0.58
mem,motor,MSC01,MSC04,0.6599999999999999
mixed,motor,MSC01,MSC05,0.5399999999999999
mixed,mem,MSC01,MSC05,0.5149999999999999
motor,mixed,MSC01,MSC05,0.45999999999999996
motor,mem,MSC01,MSC05,0.4750000000000001
mem,mixed,MSC01,MSC05,0.6000000000000001
mem,motor,MSC01,MSC05,0.5650000000000001
mixed,motor,MSC01,MSC06,0.465
mixed,mem,MSC01,MSC06,0.515
motor,mixed,MSC01,MSC06,0.53
motor,mem,MSC01,MSC06,0.505
mem,mixed,MSC01,MSC06,0.585
mem,motor,MSC01,MSC06,0.61
mixed,motor,MSC01,MSC07,0.5249999999999999
mixed,mem,MSC01,MSC07,0.66
motor,mixed,MSC01,MSC07,0.4800000000000001
motor,mem,MSC01,MSC07,0.5349999999999999
mem,mixed,MSC01,MSC07,0.44000000000000006
mem,motor,MSC01,MSC07,0.52
mixed,motor,MSC01,MSC10,0.465
mixed,mem,MSC01,MSC10,0.6099999999999999
motor,mixed,MSC01,MSC10,0.605
motor,mem,MSC01,MSC10,0.69
mem,mixed,MSC01,MSC10,0.505
mem,motor,MSC01,MSC10,0.6
mixed,motor,MSC02,MSC01,0.5900000000000001
mixed,mem,MSC02,MSC01,0.5900000000000001
motor,mixed,MSC02,MSC01,0.49000000000000005
motor,mem,MSC02,MSC01,0.495
mem,mixed,MSC02,MSC01,0.515
mem,motor,MSC02,MSC01,0.58
mixed,motor,MSC02,MSC03,0.35500000000000004
mixed,mem,MSC02,MSC03,0.36499999999999994
motor,mixed,MSC02,MSC03,0.54
motor,mem,MSC02,MSC03,0.475
mem,mixed,MSC02,MSC03,0.56
mem,motor,MSC02,MSC03,0.375
mixed,motor,MSC02,MSC04,0.595
mixed,mem,MSC02,MSC04,0.4600000000000001
motor,mixed,MSC02,MSC04,0.5399999999999999
motor,mem,MSC02,MSC04,0.5399999999999999
mem,mixed,MSC02,MSC04,0.45500000000000007
mem,motor,MSC02,MSC04,0.53
mixed,motor,MSC02,MSC05,0.4800000000000001
mixed,mem,MSC02,MSC05,0.51
motor,mixed,MSC02,MSC05,0.55
motor,mem,MSC02,MSC05,0.48500000000000004
mem,mixed,MSC02,MSC05,0.43
mem,motor,MSC02,MSC05,0.6600000000000001
mixed,motor,MSC02,MSC06,0.45
mixed,mem,MSC02,MSC06,0.57
motor,mixed,MSC02,MSC06,0.5
motor,mem,MSC02,MSC06,0.4
mem,mixed,MSC02,MSC06,0.445
mem,motor,MSC02,MSC06,0.5700000000000001
mixed,motor,MSC02,MSC07,0.35500000000000004
mixed,mem,MSC02,MSC07,0.555
motor,mixed,MSC02,MSC07,0.485
motor,mem,MSC02,MSC07,0.495
mem,mixed,MSC02,MSC07,0.585
mem,motor,MSC02,MSC07,0.46500000000000014
mixed,motor,MSC02,MSC10,0.4
mixed,mem,MSC02,MSC10,0.5349999999999999
motor,mixed,MSC02,MSC10,0.5449999999999999
motor,mem,MSC02,MSC10,0.625
mem,mixed,MSC02,MSC10,0.52
mem,motor,MSC02,MSC10,0.6850000000000002
mixed,motor,MSC03,MSC01,0.525
mixed,mem,MSC03,MSC01,0.6900000000000002
motor,mixed,MSC03,MSC01,0.515
motor,mem,MSC03,MSC01,0.665
mem,mixed,MSC03,MSC01,0.5
mem,motor,MSC03,MSC01,0.5
mixed,motor,MSC03,MSC02,0.5349999999999999
mixed,mem,MSC03,MSC02,0.43499999999999994
motor,mixed,MSC03,MSC02,0.44000000000000006
motor,mem,MSC03,MSC02,0.45499999999999996
mem,mixed,MSC03,MSC02,0.5
mem,motor,MSC03,MSC02,0.48500000000000004
mixed,motor,MSC03,MSC04,0.64
mixed,mem,MSC03,MSC04,0.585
motor,mixed,MSC03,MSC04,0.485
motor,mem,MSC03,MSC04,0.5650000000000001
mem,mixed,MSC03,MSC04,0.5
mem,motor,MSC03,MSC04,0.5
mixed,motor,MSC03,MSC05,0.515
mixed,mem,MSC03,MSC05,0.5299999999999999
motor,mixed,MSC03,MSC05,0.5799999999999998
motor,mem,MSC03,MSC05,0.58
mem,mixed,MSC03,MSC05,0.5
mem,motor,MSC03,MSC05,0.5
mixed,motor,MSC03,MSC06,0.425
mixed,mem,MSC03,MSC06,0.36
motor,mixed,MSC03,MSC06,0.4700000000000001
motor,mem,MSC03,MSC06,0.5499999999999999
mem,mixed,MSC03,MSC06,0.49000000000000005
mem,motor,MSC03,MSC06,0.505
mixed,motor,MSC03,MSC07,0.445
mixed,mem,MSC03,MSC07,0.5800000000000001
motor,mixed,MSC03,MSC07,0.41000000000000003
motor,mem,MSC03,MSC07,0.44499999999999995
mem,mixed,MSC03,MSC07,0.5
mem,motor,MSC03,MSC07,0.49000000000000005
mixed,motor,MSC03,MSC10,0.55
mixed,mem,MSC03,MSC10,0.59
motor,mixed,MSC03,MSC10,0.44000000000000006
motor,mem,MSC03,MSC10,0.4600000000000001
mem,mixed,MSC03,MSC10,0.5
mem,motor,MSC03,MSC10,0.5
mixed,motor,MSC04,MSC01,0.5650000000000001
mixed,mem,MSC04,MSC01,0.6199999999999999
motor,mixed,MSC04,MSC01,0.5249999999999999
motor,mem,MSC04,MSC01,0.43500000000000005
mem,mixed,MSC04,MSC01,0.655
mem,motor,MSC04,MSC01,0.525
mixed,motor,MSC04,MSC02,0.43
mixed,mem,MSC04,MSC02,0.575
motor,mixed,MSC04,MSC02,0.44000000000000006
motor,mem,MSC04,MSC02,0.445
mem,mixed,MSC04,MSC02,0.4800000000000001
mem,motor,MSC04,MSC02,0.49000000000000005
mixed,motor,MSC04,MSC03,0.4999999999999999
mixed,mem,MSC04,MSC03,0.45
motor,mixed,MSC04,MSC03,0.41500000000000004
motor,mem,MSC04,MSC03,0.505
mem,mixed,MSC04,MSC03,0.37499999999999994
mem,motor,MSC04,MSC03,0.28500000000000003
mixed,motor,MSC04,MSC05,0.465
mixed,mem,MSC04,MSC05,0.5
motor,mixed,MSC04,MSC05,0.52
motor,mem,MSC04,MSC05,0.425
mem,mixed,MSC04,MSC05,0.395
mem,motor,MSC04,MSC05,0.575
mixed,motor,MSC04,MSC06,0.62
mixed,mem,MSC04,MSC06,0.395
motor,mixed,MSC04,MSC06,0.655
motor,mem,MSC04,MSC06,0.48
mem,mixed,MSC04,MSC06,0.6450000000000001
mem,motor,MSC04,MSC06,0.495
mixed,motor,MSC04,MSC07,0.495
mixed,mem,MSC04,MSC07,0.5850000000000002
motor,mixed,MSC04,MSC07,0.71
motor,mem,MSC04,MSC07,0.585
mem,mixed,MSC04,MSC07,0.45499999999999996
mem,motor,MSC04,MSC07,0.39
mixed,motor,MSC04,MSC10,0.5149999999999999
mixed,mem,MSC04,MSC10,0.46499999999999997
motor,mixed,MSC04,MSC10,0.575
motor,mem,MSC04,MSC10,0.5100000000000001
