train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.6649999999999999
mixed,mem,MSC01,MSC02,0.51
motor,mixed,MSC01,MSC02,0.5
motor,mem,MSC01,MSC02,0.46500000000000014
mem,mixed,MSC01,MSC02,0.59
mem,motor,MSC01,MSC02,0.5549999999999999
mixed,motor,MSC01,MSC03,0.47000000000000003
mixed,mem,MSC01,MSC03,0.53
motor,mixed,MSC01,MSC03,0.5
motor,mem,MSC01,MSC03,0.5
mem,mixed,MSC01,MSC03,0.4950000000000001
mem,motor,MSC01,MSC03,0.6000000000000001
mixed,motor,MSC01,MSC04,0.535
mixed,mem,MSC01,MSC04,0.43500000000000005
motor,mixed,MSC01,MSC04,0.5
motor,mem,MSC01,MSC04,0.485
mem,mixed,MSC01,MSC04,0.52
mem,motor,MSC01,MSC04,0.6599999999999999
mixed,motor,MSC01,MSC05,0.5149999999999999
mixed,mem,MSC01,MSC05,0.5900000000000001
motor,mixed,MSC01,MSC05,0.53
motor,mem,MSC01,MSC05,0.525
mem,mixed,MSC01,MSC05,0.5050000000000001
mem,motor,MSC01,MSC05,0.62
mixed,motor,MSC01,MSC06,0.365
mixed,mem,MSC01,MSC06,0.52
motor,mixed,MSC01,MSC06,0.5
motor,mem,MSC01,MSC06,0.5
mem,mixed,MSC01,MSC06,0.745
mem,motor,MSC01,MSC06,0.51
mixed,motor,MSC01,MSC07,0.5549999999999999
mixed,mem,MSC01,MSC07,0.45999999999999996
motor,mixed,MSC01,MSC07,0.505
motor,mem,MSC01,MSC07,0.45499999999999996
mem,mixed,MSC01,MSC07,0.47000000000000003
mem,motor,MSC01,MSC07,0.34500000000000003
mixed,motor,MSC01,MSC10,0.35
mixed,mem,MSC01,MSC10,0.5
motor,mixed,MSC01,MSC10,0.5599999999999999
motor,mem,MSC01,MSC10,0.53
mem,mixed,MSC01,MSC10,0.51
mem,motor,MSC01,MSC10,0.515
mixed,motor,MSC02,MSC01,0.555
mixed,mem,MSC02,MSC01,0.5349999999999999
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.495
mem,mixed,MSC02,MSC01,0.54
mem,motor,MSC02,MSC01,0.64
mixed,motor,MSC02,MSC03,0.49000000000000005
mixed,mem,MSC02,MSC03,0.5399999999999999
motor,mixed,MSC02,MSC03,0.5
motor,mem,MSC02,MSC03,0.505
mem,mixed,MSC02,MSC03,0.66
mem,motor,MSC02,MSC03,0.5
mixed,motor,MSC02,MSC04,0.41000000000000003
mixed,mem,MSC02,MSC04,0.5549999999999999
