train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.5
mixed,mem,MSC01,MSC02,0.5
motor,mixed,MSC01,MSC02,0.5
motor,mem,MSC01,MSC02,0.5
mem,mixed,MSC01,MSC02,0.5549999999999999
mem,motor,MSC01,MSC02,0.57
mixed,motor,MSC01,MSC03,0.5
mixed,mem,MSC01,MSC03,0.5
motor,mixed,MSC01,MSC03,0.5
motor,mem,MSC01,MSC03,0.5
mem,mixed,MSC01,MSC03,0.5299999999999999
mem,motor,MSC01,MSC03,0.5650000000000001
mixed,motor,MSC01,MSC04,0.5
mixed,mem,MSC01,MSC04,0.5
motor,mixed,MSC01,MSC04,0.5
motor,mem,MSC01,MSC04,0.5
mem,mixed,MSC01,MSC04,0.5199999999999999
mem,motor,MSC01,MSC04,0.5399999999999999
mixed,motor,MSC01,MSC05,0.505
mixed,mem,MSC01,MSC05,0.5
motor,mixed,MSC01,MSC05,0.5
motor,mem,MSC01,MSC05,0.5
mem,mixed,MSC01,MSC05,0.52
mem,motor,MSC01,MSC05,0.505
mixed,motor,MSC01,MSC06,0.5
mixed,mem,MSC01,MSC06,0.5
motor,mixed,MSC01,MSC06,0.5
motor,mem,MSC01,MSC06,0.5
mem,mixed,MSC01,MSC06,0.525
mem,motor,MSC01,MSC06,0.5
mixed,motor,MSC01,MSC07,0.505
mixed,mem,MSC01,MSC07,0.5
motor,mixed,MSC01,MSC07,0.5
motor,mem,MSC01,MSC07,0.5
mem,mixed,MSC01,MSC07,0.5449999999999999
mem,motor,MSC01,MSC07,0.4600000000000001
mixed,motor,MSC01,MSC10,0.52
mixed,mem,MSC01,MSC10,0.5
motor,mixed,MSC01,MSC10,0.5
motor,mem,MSC01,MSC10,0.5
mem,mixed,MSC01,MSC10,0.5849999999999999
mem,motor,MSC01,MSC10,0.5700000000000001
mixed,motor,MSC02,MSC01,0.5
mixed,mem,MSC02,MSC01,0.5
motor,mixed,MSC02,MSC01,0.5
