train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.5549999999999999
mixed,mem,MSC01,MSC02,0.45499999999999996
motor,mixed,MSC01,MSC02,0.5
motor,mem,MSC01,MSC02,0.5
mem,mixed,MSC01,MSC02,0.5399999999999999
mem,motor,MSC01,MSC02,0.57
mixed,motor,MSC01,MSC03,0.635
mixed,mem,MSC01,MSC03,0.5399999999999999
motor,mixed,MSC01,MSC03,0.5
motor,mem,MSC01,MSC03,0.5
mem,mixed,MSC01,MSC03,0.355
mem,motor,MSC01,MSC03,0.64
mixed,motor,MSC01,MSC04,0.59
mixed,mem,MSC01,MSC04,0.525
motor,mixed,MSC01,MSC04,0.5
motor,mem,MSC01,MSC04,0.5
mem,mixed,MSC01,MSC04,0.595
mem,motor,MSC01,MSC04,0.49000000000000005
mixed,motor,MSC01,MSC05,0.51
mixed,mem,MSC01,MSC05,0.485
motor,mixed,MSC01,MSC05,0.5
motor,mem,MSC01,MSC05,0.5
mem,mixed,MSC01,MSC05,0.6000000000000001
mem,motor,MSC01,MSC05,0.625
mixed,motor,MSC01,MSC06,0.585
mixed,mem,MSC01,MSC06,0.49000000000000005
motor,mixed,MSC01,MSC06,0.5
motor,mem,MSC01,MSC06,0.5
mem,mixed,MSC01,MSC06,0.57
mem,motor,MSC01,MSC06,0.49000000000000005
mixed,motor,MSC01,MSC07,0.53
mixed,mem,MSC01,MSC07,0.465
motor,mixed,MSC01,MSC07,0.505
motor,mem,MSC01,MSC07,0.5
mem,mixed,MSC01,MSC07,0.275
mem,motor,MSC01,MSC07,0.38
mixed,motor,MSC01,MSC10,0.5599999999999999
mixed,mem,MSC01,MSC10,0.45500000000000007
motor,mixed,MSC01,MSC10,0.5
motor,mem,MSC01,MSC10,0.5
mem,mixed,MSC01,MSC10,0.5
mem,motor,MSC01,MSC10,0.5399999999999999
mixed,motor,MSC02,MSC01,0.5
mixed,mem,MSC02,MSC01,0.5
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.505
mem,motor,MSC02,MSC01,0.6050000000000001
mixed,motor,MSC02,MSC03,0.505
mixed,mem,MSC02,MSC03,0.5
motor,mixed,MSC02,MSC03,0.5
motor,mem,MSC02,MSC03,0.5
mem,mixed,MSC02,MSC03,0.5149999999999999
mem,motor,MSC02,MSC03,0.595
