train_task,test_task,sub,acc,features,Null_Network
motor,glass,MSC07,0.525,4620,fp
motor,mem,MSC07,0.51,4620,fp
mem,semantic,MSC07,0.9400000000000001,4620,fp
mem,glass,MSC07,0.9800000000000001,4620,fp
mem,motor,MSC07,0.8800000000000001,4620,fp
semantic,glass,MSC10,0.885,4620,fp
semantic,motor,MSC10,0.7250000000000001,4620,fp
semantic,mem,MSC10,0.9099999999999999,4620,fp
glass,semantic,MSC10,0.9399999999999998,4620,fp
glass,motor,MSC10,0.8950000000000001,4620,fp
glass,mem,MSC10,0.905,4620,fp
motor,semantic,MSC10,0.635,4620,fp
motor,glass,MSC10,0.68,4620,fp
motor,mem,MSC10,0.7899999999999999,4620,fp
mem,semantic,MSC10,0.93,4620,fp
mem,glass,MSC10,0.915,4620,fp
mem,motor,MSC10,0.9000000000000001,4620,fp
semantic,glass,MSC01,0.8549999999999999,4620,fp
semantic,motor,MSC01,0.7799999999999999,4620,fp
semantic,mem,MSC01,0.605,4620,fp
glass,semantic,MSC01,0.95,4620,fp
glass,motor,MSC01,0.9400000000000001,4620,fp
glass,mem,MSC01,0.8149999999999998,4620,fp
motor,semantic,MSC01,0.885,4620,fp
motor,glass,MSC01,0.8349999999999997,4620,fp
motor,mem,MSC01,0.645,4620,fp
mem,semantic,MSC01,1.0,4620,fp
mem,glass,MSC01,0.945,4620,fp
mem,motor,MSC01,0.9949999999999999,4620,fp
semantic,glass,MSC02,0.6900000000000001,4620,fp
semantic,motor,MSC02,0.505,4620,fp
semantic,mem,MSC02,0.5,4620,fp
glass,semantic,MSC02,0.915,4620,fp
glass,motor,MSC02,0.635,4620,fp
glass,mem,MSC02,0.765,4620,fp
motor,semantic,MSC02,0.5,4620,fp
motor,glass,MSC02,0.505,4620,fp
motor,mem,MSC02,0.5,4620,fp
mem,semantic,MSC02,0.8600000000000001,4620,fp
mem,glass,MSC02,0.8699999999999999,4620,fp
mem,motor,MSC02,0.75,4620,fp
semantic,glass,MSC03,0.775,4620,fp
semantic,motor,MSC03,0.73,4620,fp
semantic,mem,MSC03,0.755,4620,fp
glass,semantic,MSC03,0.77,4620,fp
glass,motor,MSC03,0.96,4620,fp
glass,mem,MSC03,0.6650000000000001,4620,fp
motor,semantic,MSC03,0.68,4620,fp
motor,glass,MSC03,0.8149999999999998,4620,fp
motor,mem,MSC03,0.5899999999999999,4620,fp
mem,semantic,MSC03,0.7100000000000002,4620,fp
mem,glass,MSC03,0.655,4620,fp
mem,motor,MSC03,0.8299999999999998,4620,fp
semantic,glass,MSC04,0.865,4620,fp
semantic,motor,MSC04,0.6500000000000001,4620,fp
semantic,mem,MSC04,0.77,4620,fp
glass,semantic,MSC04,0.9650000000000001,4620,fp
glass,motor,MSC04,0.9000000000000001,4620,fp
glass,mem,MSC04,0.915,4620,fp
motor,semantic,MSC04,0.8299999999999998,4620,fp
motor,glass,MSC04,0.945,4620,fp
motor,mem,MSC04,0.795,4620,fp
mem,semantic,MSC04,0.95,4620,fp
mem,glass,MSC04,0.9799999999999999,4620,fp
mem,motor,MSC04,0.95,4620,fp
semantic,glass,MSC05,0.85,4620,fp
semantic,motor,MSC05,0.8049999999999999,4620,fp
semantic,mem,MSC05,0.9700000000000001,4620,fp
glass,semantic,MSC05,0.97,4620,fp
glass,motor,MSC05,0.885,4620,fp
glass,mem,MSC05,0.9400000000000001,4620,fp
motor,semantic,MSC05,0.7150000000000001,4620,fp
motor,glass,MSC05,0.7649999999999999,4620,fp
motor,mem,MSC05,0.93,4620,fp
mem,semantic,MSC05,0.985,4620,fp
mem,glass,MSC05,0.99,4620,fp
mem,motor,MSC05,1.0,4620,fp
semantic,glass,MSC06,0.7666666666666666,4620,fp
semantic,motor,MSC06,0.73,4620,fp
semantic,mem,MSC06,0.8699999999999999,4620,fp
glass,semantic,MSC06,0.9111111111111112,4620,fp
glass,motor,MSC06,0.9277777777777779,4620,fp
glass,mem,MSC06,0.9444444444444444,4620,fp
motor,semantic,MSC06,0.745,4620,fp
motor,glass,MSC06,0.6333333333333334,4620,fp
motor,mem,MSC06,0.835,4620,fp
mem,semantic,MSC06,0.905,4620,fp
mem,glass,MSC06,0.9111111111111112,4620,fp
mem,motor,MSC06,0.9550000000000001,4620,fp
semantic,glass,MSC07,0.945,4620,fp
semantic,motor,MSC07,0.5549999999999999,4620,fp
semantic,mem,MSC07,0.6700000000000002,4620,fp
glass,semantic,MSC07,0.9949999999999999,4620,fp
glass,motor,MSC07,0.59,4620,fp
glass,mem,MSC07,0.8099999999999999,4620,fp
motor,semantic,MSC07,0.5449999999999999,4620,fp
motor,glass,MSC07,0.615,4620,fp
motor,mem,MSC07,0.5399999999999999,4620,fp
mem,semantic,MSC07,0.99,4620,fp
mem,glass,MSC07,0.9800000000000001,4620,fp
mem,motor,MSC07,0.845,4620,fp
semantic,glass,MSC10,0.9799999999999999,4620,fp
semantic,motor,MSC10,0.7100000000000002,4620,fp
semantic,mem,MSC10,0.885,4620,fp
glass,semantic,MSC10,0.9349999999999999,4620,fp
glass,motor,MSC10,0.86,4620,fp
glass,mem,MSC10,0.9099999999999999,4620,fp
motor,semantic,MSC10,0.6049999999999999,4620,fp
motor,glass,MSC10,0.68,4620,fp
motor,mem,MSC10,0.75,4620,fp
mem,semantic,MSC10,0.875,4620,fp
mem,glass,MSC10,0.9000000000000001,4620,fp
mem,motor,MSC10,0.875,4620,fp
semantic,glass,MSC01,0.86,4620,fp
semantic,motor,MSC01,0.8299999999999998,4620,fp
semantic,mem,MSC01,0.735,4620,fp
glass,semantic,MSC01,0.945,4620,fp
glass,motor,MSC01,0.9349999999999999,4620,fp
glass,mem,MSC01,0.8299999999999998,4620,fp
motor,semantic,MSC01,0.925,4620,fp
motor,glass,MSC01,0.945,4620,fp
motor,mem,MSC01,0.66,4620,fp
mem,semantic,MSC01,0.96,4620,fp
mem,glass,MSC01,0.9200000000000002,4620,fp
mem,motor,MSC01,1.0,4620,fp
semantic,glass,MSC02,0.6700000000000002,4620,fp
semantic,motor,MSC02,0.4750000000000001,4620,fp
semantic,mem,MSC02,0.5,4620,fp
glass,semantic,MSC02,0.845,4620,fp
glass,motor,MSC02,0.685,4620,fp
glass,mem,MSC02,0.6099999999999999,4620,fp
motor,semantic,MSC02,0.6400000000000001,4620,fp
motor,glass,MSC02,0.5,4620,fp
motor,mem,MSC02,0.5,4620,fp
mem,semantic,MSC02,0.845,4620,fp
mem,glass,MSC02,0.78,4620,fp
mem,motor,MSC02,0.6450000000000001,4620,fp
semantic,glass,MSC03,0.755,4620,fp
semantic,motor,MSC03,0.86,4620,fp
semantic,mem,MSC03,0.7350000000000001,4620,fp
glass,semantic,MSC03,0.74,4620,fp
glass,motor,MSC03,0.95,4620,fp
glass,mem,MSC03,0.655,4620,fp
motor,semantic,MSC03,0.6299999999999999,4620,fp
motor,glass,MSC03,0.7200000000000001,4620,fp
motor,mem,MSC03,0.635,4620,fp
mem,semantic,MSC03,0.7999999999999999,4620,fp
mem,glass,MSC03,0.7100000000000001,4620,fp
mem,motor,MSC03,0.9650000000000001,4620,fp
semantic,glass,MSC04,0.8700000000000001,4620,fp
semantic,motor,MSC04,0.6449999999999999,4620,fp
semantic,mem,MSC04,0.8550000000000001,4620,fp
glass,semantic,MSC04,0.9200000000000002,4620,fp
glass,motor,MSC04,0.945,4620,fp
glass,mem,MSC04,0.9299999999999999,4620,fp
motor,semantic,MSC04,0.89,4620,fp
motor,glass,MSC04,0.945,4620,fp
motor,mem,MSC04,0.6799999999999999,4620,fp
mem,semantic,MSC04,0.95,4620,fp
mem,glass,MSC04,0.905,4620,fp
mem,motor,MSC04,0.9149999999999998,4620,fp
semantic,glass,MSC05,0.8800000000000001,4620,fp
semantic,motor,MSC05,0.845,4620,fp
semantic,mem,MSC05,0.9350000000000002,4620,fp
glass,semantic,MSC05,1.0,4620,fp
glass,motor,MSC05,0.885,4620,fp
glass,mem,MSC05,0.9800000000000001,4620,fp
motor,semantic,MSC05,0.755,4620,fp
motor,glass,MSC05,0.82,4620,fp
motor,mem,MSC05,0.875,4620,fp
mem,semantic,MSC05,0.95,4620,fp
mem,glass,MSC05,0.945,4620,fp
mem,motor,MSC05,0.99,4620,fp
semantic,glass,MSC06,0.7666666666666667,4620,fp
semantic,motor,MSC06,0.86,4620,fp
semantic,mem,MSC06,0.9199999999999999,4620,fp
glass,semantic,MSC06,0.9222222222222223,4620,fp
glass,motor,MSC06,0.6222222222222222,4620,fp
glass,mem,MSC06,0.8833333333333333,4620,fp
motor,semantic,MSC06,0.74,4620,fp
motor,glass,MSC06,0.5777777777777777,4620,fp
motor,mem,MSC06,0.765,4620,fp
mem,semantic,MSC06,0.9399999999999998,4620,fp
mem,glass,MSC06,0.8888888888888891,4620,fp
mem,motor,MSC06,0.9550000000000001,4620,fp
semantic,glass,MSC07,0.885,4620,fp
semantic,motor,MSC07,0.5499999999999999,4620,fp
semantic,mem,MSC07,0.615,4620,fp
glass,semantic,MSC07,0.99,4620,fp
glass,motor,MSC07,0.6200000000000001,4620,fp
glass,mem,MSC07,0.835,4620,fp
motor,semantic,MSC07,0.5449999999999999,4620,fp
motor,glass,MSC07,0.57,4620,fp
motor,mem,MSC07,0.5149999999999999,4620,fp
mem,semantic,MSC07,0.99,4620,fp
mem,glass,MSC07,0.9550000000000001,4620,fp
mem,motor,MSC07,0.8299999999999998,4620,fp
semantic,glass,MSC10,0.915,4620,fp
semantic,motor,MSC10,0.6800000000000002,4620,fp
semantic,mem,MSC10,0.915,4620,fp
glass,semantic,MSC10,0.8900000000000002,4620,fp
glass,motor,MSC10,0.9,4620,fp
glass,mem,MSC10,0.945,4620,fp
motor,semantic,MSC10,0.5999999999999999,4620,fp
motor,glass,MSC10,0.6500000000000001,4620,fp
motor,mem,MSC10,0.8400000000000001,4620,fp
mem,semantic,MSC10,0.885,4620,fp
mem,glass,MSC10,0.8950000000000001,4620,fp
mem,motor,MSC10,0.875,4620,fp
semantic,glass,MSC01,0.8950000000000001,4620,fp
semantic,motor,MSC01,0.865,4620,fp
semantic,mem,MSC01,0.7350000000000001,4620,fp
glass,semantic,MSC01,0.95,4620,fp
glass,motor,MSC01,0.9400000000000001,4620,fp
glass,mem,MSC01,0.8399999999999999,4620,fp
motor,semantic,MSC01,0.9100000000000001,4620,fp
motor,glass,MSC01,0.86,4620,fp
motor,mem,MSC01,0.6450000000000001,4620,fp
mem,semantic,MSC01,0.9949999999999999,4620,fp
mem,glass,MSC01,0.9100000000000001,4620,fp
mem,motor,MSC01,0.99,4620,fp
semantic,glass,MSC02,0.655,4620,fp
semantic,motor,MSC02,0.5,4620,fp
semantic,mem,MSC02,0.505,4620,fp
glass,semantic,MSC02,0.865,4620,fp
glass,motor,MSC02,0.535,4620,fp
glass,mem,MSC02,0.74,4620,fp
motor,semantic,MSC02,0.5,4620,fp
motor,glass,MSC02,0.5499999999999999,4620,fp
motor,mem,MSC02,0.5,4620,fp
mem,semantic,MSC02,0.845,4620,fp
mem,glass,MSC02,0.7899999999999999,4620,fp
mem,motor,MSC02,0.6099999999999999,4620,fp
semantic,glass,MSC03,0.7100000000000002,4620,fp
semantic,motor,MSC03,0.755,4620,fp
semantic,mem,MSC03,0.6849999999999999,4620,fp
glass,semantic,MSC03,0.7849999999999999,4620,fp
glass,motor,MSC03,0.96,4620,fp
glass,mem,MSC03,0.6850000000000002,4620,fp
motor,semantic,MSC03,0.6149999999999999,4620,fp
motor,glass,MSC03,0.6850000000000002,4620,fp
motor,mem,MSC03,0.605,4620,fp
mem,semantic,MSC03,0.7999999999999999,4620,fp
mem,glass,MSC03,0.6400000000000001,4620,fp
mem,motor,MSC03,0.925,4620,fp
semantic,glass,MSC04,0.8949999999999999,4620,fp
semantic,motor,MSC04,0.54,4620,fp
semantic,mem,MSC04,0.8149999999999998,4620,fp
glass,semantic,MSC04,0.9800000000000001,4620,fp
glass,motor,MSC04,0.8499999999999999,4620,fp
glass,mem,MSC04,0.9199999999999999,4620,fp
motor,semantic,MSC04,0.9199999999999999,4620,fp
motor,glass,MSC04,0.9200000000000002,4620,fp
motor,mem,MSC04,0.725,4620,fp
mem,semantic,MSC04,0.9099999999999999,4620,fp
mem,glass,MSC04,0.97,4620,fp
mem,motor,MSC04,0.985,4620,fp
semantic,glass,MSC05,0.9200000000000002,4620,fp
semantic,motor,MSC05,0.765,4620,fp
semantic,mem,MSC05,0.99,4620,fp
glass,semantic,MSC05,0.945,4620,fp
glass,motor,MSC05,0.9000000000000001,4620,fp
glass,mem,MSC05,0.985,4620,fp
motor,semantic,MSC05,0.7150000000000001,4620,fp
motor,glass,MSC05,0.7300000000000001,4620,fp
motor,mem,MSC05,0.76,4620,fp
mem,semantic,MSC05,0.9099999999999999,4620,fp
mem,glass,MSC05,0.9400000000000001,4620,fp
mem,motor,MSC05,1.0,4620,fp
semantic,glass,MSC06,0.8166666666666667,4620,fp
semantic,motor,MSC06,0.7649999999999999,4620,fp
semantic,mem,MSC06,0.8550000000000001,4620,fp
glass,semantic,MSC06,0.8388888888888888,4620,fp
glass,motor,MSC06,0.711111111111111,4620,fp
glass,mem,MSC06,0.911111111111111,4620,fp
motor,semantic,MSC06,0.7050000000000001,4620,fp
motor,glass,MSC06,0.6777777777777778,4620,fp
motor,mem,MSC06,0.7550000000000001,4620,fp
mem,semantic,MSC06,0.8699999999999999,4620,fp
mem,glass,MSC06,0.9000000000000001,4620,fp
mem,motor,MSC06,0.85,4620,fp
semantic,glass,MSC07,0.95,4620,fp
semantic,motor,MSC07,0.5499999999999999,4620,fp
semantic,mem,MSC07,0.6850000000000002,4620,fp
glass,semantic,MSC07,0.9949999999999999,4620,fp
glass,motor,MSC07,0.6300000000000001,4620,fp
glass,mem,MSC07,0.8299999999999998,4620,fp
motor,semantic,MSC07,0.5599999999999999,4620,fp
motor,glass,MSC07,0.5949999999999999,4620,fp
motor,mem,MSC07,0.5499999999999999,4620,fp
mem,semantic,MSC07,0.9550000000000001,4620,fp
mem,glass,MSC07,0.9399999999999998,4620,fp
mem,motor,MSC07,0.875,4620,fp
semantic,glass,MSC10,0.9350000000000002,4620,fp
semantic,motor,MSC10,0.72,4620,fp
semantic,mem,MSC10,0.9100000000000001,4620,fp
glass,semantic,MSC10,0.865,4620,fp
glass,motor,MSC10,0.8950000000000001,4620,fp
glass,mem,MSC10,0.89,4620,fp
motor,semantic,MSC10,0.6199999999999999,4620,fp
motor,glass,MSC10,0.7050000000000002,4620,fp
motor,mem,MSC10,0.685,4620,fp
mem,semantic,MSC10,0.86,4620,fp
mem,glass,MSC10,0.8750000000000002,4620,fp
mem,motor,MSC10,0.9400000000000001,4620,fp
semantic,glass,MSC01,0.9000000000000001,4620,fp
semantic,motor,MSC01,0.7899999999999999,4620,fp
semantic,mem,MSC01,0.7000000000000001,4620,fp
glass,semantic,MSC01,0.95,4620,fp
glass,motor,MSC01,0.9400000000000001,4620,fp
glass,mem,MSC01,0.8299999999999998,4620,fp
motor,semantic,MSC01,0.9200000000000002,4620,fp
motor,glass,MSC01,0.865,4620,fp
motor,mem,MSC01,0.6500000000000001,4620,fp
mem,semantic,MSC01,0.9949999999999999,4620,fp
mem,glass,MSC01,0.9850000000000001,4620,fp
mem,motor,MSC01,0.9949999999999999,4620,fp
semantic,glass,MSC02,0.675,4620,fp
semantic,motor,MSC02,0.5,4620,fp
semantic,mem,MSC02,0.495,4620,fp
glass,semantic,MSC02,0.85,4620,fp
glass,motor,MSC02,0.595,4620,fp
glass,mem,MSC02,0.6849999999999999,4620,fp
motor,semantic,MSC02,0.505,4620,fp
motor,glass,MSC02,0.59,4620,fp
motor,mem,MSC02,0.5,4620,fp
mem,semantic,MSC02,0.8399999999999999,4620,fp
mem,glass,MSC02,0.8549999999999999,4620,fp
mem,motor,MSC02,0.6200000000000001,4620,fp
semantic,glass,MSC03,0.6900000000000002,4620,fp
semantic,motor,MSC03,0.7300000000000001,4620,fp
semantic,mem,MSC03,0.685,4620,fp
glass,semantic,MSC03,0.9049999999999999,4620,fp
glass,motor,MSC03,0.9400000000000001,4620,fp
glass,mem,MSC03,0.73,4620,fp
motor,semantic,MSC03,0.56,4620,fp
motor,glass,MSC03,0.63,4620,fp
motor,mem,MSC03,0.605,4620,fp
mem,semantic,MSC03,0.7799999999999999,4620,fp
mem,glass,MSC03,0.595,4620,fp
mem,motor,MSC03,0.89,4620,fp
semantic,glass,MSC04,0.9399999999999998,4620,fp
semantic,motor,MSC04,0.6,4620,fp
semantic,mem,MSC04,0.7799999999999999,4620,fp
glass,semantic,MSC04,0.9649999999999999,4620,fp
glass,motor,MSC04,0.9150000000000003,4620,fp
glass,mem,MSC04,0.945,4620,fp
motor,semantic,MSC04,0.76,4620,fp
motor,glass,MSC04,0.9349999999999999,4620,fp
motor,mem,MSC04,0.7150000000000001,4620,fp
mem,semantic,MSC04,0.96,4620,fp
mem,glass,MSC04,1.0,4620,fp
mem,motor,MSC04,0.8499999999999999,4620,fp
semantic,glass,MSC05,0.9000000000000001,4620,fp
semantic,motor,MSC05,0.79,4620,fp
semantic,mem,MSC05,0.885,4620,fp
glass,semantic,MSC05,0.8799999999999999,4620,fp
glass,motor,MSC05,0.86,4620,fp
glass,mem,MSC05,0.99,4620,fp
motor,semantic,MSC05,0.72,4620,fp
motor,glass,MSC05,0.7250000000000001,4620,fp
motor,mem,MSC05,0.885,4620,fp
mem,semantic,MSC05,0.95,4620,fp
mem,glass,MSC05,0.915,4620,fp
mem,motor,MSC05,0.9949999999999999,4620,fp
semantic,glass,MSC06,0.7611111111111111,4620,fp
semantic,motor,MSC06,0.725,4620,fp
semantic,mem,MSC06,0.9199999999999999,4620,fp
glass,semantic,MSC06,0.9222222222222223,4620,fp
glass,motor,MSC06,0.7222222222222222,4620,fp
glass,mem,MSC06,0.938888888888889,4620,fp
motor,semantic,MSC06,0.7899999999999998,4620,fp
motor,glass,MSC06,0.5222222222222223,4620,fp
motor,mem,MSC06,0.8150000000000001,4620,fp
mem,semantic,MSC06,0.925,4620,fp
mem,glass,MSC06,0.7944444444444444,4620,fp
mem,motor,MSC06,0.97,4620,fp
semantic,glass,MSC07,0.9349999999999999,4620,fp
semantic,motor,MSC07,0.5499999999999999,4620,fp
semantic,mem,MSC07,0.74,4620,fp
glass,semantic,MSC07,1.0,4620,fp
glass,motor,MSC07,0.585,4620,fp
glass,mem,MSC07,0.8099999999999999,4620,fp
motor,semantic,MSC07,0.5499999999999999,4620,fp
motor,glass,MSC07,0.51,4620,fp
motor,mem,MSC07,0.51,4620,fp
mem,semantic,MSC07,0.945,4620,fp
mem,glass,MSC07,0.9400000000000001,4620,fp
mem,motor,MSC07,0.865,4620,fp
semantic,glass,MSC10,0.975,4620,fp
semantic,motor,MSC10,0.6950000000000001,4620,fp
semantic,mem,MSC10,0.865,4620,fp
glass,semantic,MSC10,0.8699999999999999,4620,fp
glass,motor,MSC10,0.89,4620,fp
glass,mem,MSC10,0.885,4620,fp
motor,semantic,MSC10,0.5849999999999999,4620,fp
motor,glass,MSC10,0.65,4620,fp
motor,mem,MSC10,0.7150000000000001,4620,fp
mem,semantic,MSC10,0.89,4620,fp
mem,glass,MSC10,0.8950000000000001,4620,fp
mem,motor,MSC10,0.9150000000000003,4620,fp
semantic,glass,MSC01,0.8549999999999999,4620,fp
semantic,motor,MSC01,0.82,4620,fp
semantic,mem,MSC01,0.6850000000000002,4620,fp
glass,semantic,MSC01,0.95,4620,fp
glass,motor,MSC01,0.9400000000000001,4620,fp
glass,mem,MSC01,0.8099999999999999,4620,fp
motor,semantic,MSC01,0.8549999999999999,4620,fp
motor,glass,MSC01,0.8999999999999998,4620,fp
motor,mem,MSC01,0.6500000000000001,4620,fp
mem,semantic,MSC01,1.0,4620,fp
mem,glass,MSC01,0.99,4620,fp
mem,motor,MSC01,0.99,4620,fp
semantic,glass,MSC02,0.685,4620,fp
semantic,motor,MSC02,0.5399999999999999,4620,fp
semantic,mem,MSC02,0.5449999999999999,4620,fp
glass,semantic,MSC02,0.8899999999999999,4620,fp
glass,motor,MSC02,0.605,4620,fp
glass,mem,MSC02,0.5599999999999999,4620,fp
motor,semantic,MSC02,0.51,4620,fp
motor,glass,MSC02,0.545,4620,fp
motor,mem,MSC02,0.5,4620,fp
mem,semantic,MSC02,0.8150000000000001,4620,fp
mem,glass,MSC02,0.7899999999999998,4620,fp
mem,motor,MSC02,0.74,4620,fp
semantic,glass,MSC03,0.75,4620,fp
semantic,motor,MSC03,0.8150000000000001,4620,fp
semantic,mem,MSC03,0.7699999999999999,4620,fp
glass,semantic,MSC03,0.8149999999999998,4620,fp
glass,motor,MSC03,0.95,4620,fp
glass,mem,MSC03,0.725,4620,fp
motor,semantic,MSC03,0.575,4620,fp
motor,glass,MSC03,0.685,4620,fp
motor,mem,MSC03,0.5599999999999999,4620,fp
mem,semantic,MSC03,0.7699999999999999,4620,fp
mem,glass,MSC03,0.7150000000000001,4620,fp
mem,motor,MSC03,0.945,4620,fp
semantic,glass,MSC04,0.8549999999999999,4620,fp
semantic,motor,MSC04,0.52,4620,fp
semantic,mem,MSC04,0.77,4620,fp
glass,semantic,MSC04,0.985,4620,fp
glass,motor,MSC04,0.9000000000000001,4620,fp
glass,mem,MSC04,0.9049999999999999,4620,fp
motor,semantic,MSC04,0.8200000000000001,4620,fp
motor,glass,MSC04,0.9000000000000001,4620,fp
motor,mem,MSC04,0.6399999999999999,4620,fp
mem,semantic,MSC04,0.97,4620,fp
mem,glass,MSC04,0.945,4620,fp
mem,motor,MSC04,0.8799999999999999,4620,fp
semantic,glass,MSC05,0.875,4620,fp
semantic,motor,MSC05,0.7999999999999999,4620,fp
semantic,mem,MSC05,0.905,4620,fp
glass,semantic,MSC05,0.9500000000000002,4620,fp
glass,motor,MSC05,0.8499999999999999,4620,fp
glass,mem,MSC05,0.9200000000000002,4620,fp
motor,semantic,MSC05,0.6850000000000002,4620,fp
motor,glass,MSC05,0.745,4620,fp
motor,mem,MSC05,0.885,4620,fp
mem,semantic,MSC05,0.9099999999999999,4620,fp
mem,glass,MSC05,0.975,4620,fp
mem,motor,MSC05,0.99,4620,fp
semantic,glass,MSC06,0.7777777777777778,4620,fp
semantic,motor,MSC06,0.7100000000000001,4620,fp
semantic,mem,MSC06,0.9100000000000001,4620,fp
glass,semantic,MSC06,0.861111111111111,4620,fp
glass,motor,MSC06,0.7833333333333332,4620,fp
glass,mem,MSC06,0.9555555555555557,4620,fp
motor,semantic,MSC06,0.7550000000000001,4620,fp
motor,glass,MSC06,0.5833333333333334,4620,fp
motor,mem,MSC06,0.8450000000000001,4620,fp
mem,semantic,MSC06,0.9549999999999998,4620,fp
mem,glass,MSC06,0.8833333333333335,4620,fp
mem,motor,MSC06,0.97,4620,fp
semantic,glass,MSC07,0.945,4620,fp
semantic,motor,MSC07,0.5499999999999999,4620,fp
semantic,mem,MSC07,0.595,4620,fp
glass,semantic,MSC07,0.9899999999999999,4620,fp
glass,motor,MSC07,0.61,4620,fp
glass,mem,MSC07,0.7899999999999999,4620,fp
motor,semantic,MSC07,0.5499999999999999,4620,fp
motor,glass,MSC07,0.5349999999999999,4620,fp
motor,mem,MSC07,0.5,4620,fp
mem,semantic,MSC07,0.885,4620,fp
mem,glass,MSC07,0.97,4620,fp
mem,motor,MSC07,0.9099999999999999,4620,fp
semantic,glass,MSC10,0.9350000000000002,4620,fp
semantic,motor,MSC10,0.78,4620,fp
semantic,mem,MSC10,0.845,4620,fp
glass,semantic,MSC10,0.95,4620,fp
glass,motor,MSC10,0.905,4620,fp
glass,mem,MSC10,0.8799999999999999,4620,fp
motor,semantic,MSC10,0.63,4620,fp
motor,glass,MSC10,0.6199999999999999,4620,fp
motor,mem,MSC10,0.755,4620,fp
mem,semantic,MSC10,0.9,4620,fp
mem,glass,MSC10,0.8950000000000001,4620,fp
mem,motor,MSC10,0.9349999999999999,4620,fp
semantic,glass,MSC01,0.875,4620,fp
semantic,motor,MSC01,0.85,4620,fp
semantic,mem,MSC01,0.665,4620,fp
glass,semantic,MSC01,0.8950000000000001,4620,fp
glass,motor,MSC01,0.945,4620,fp
glass,mem,MSC01,0.7949999999999999,4620,fp
motor,semantic,MSC01,0.905,4620,fp
motor,glass,MSC01,0.9049999999999999,4620,fp
motor,mem,MSC01,0.7000000000000001,4620,fp
mem,semantic,MSC01,0.99,4620,fp
mem,glass,MSC01,0.97,4620,fp
mem,motor,MSC01,1.0,4620,fp
semantic,glass,MSC02,0.6950000000000001,4620,fp
semantic,motor,MSC02,0.5,4620,fp
semantic,mem,MSC02,0.5,4620,fp
glass,semantic,MSC02,0.8699999999999999,4620,fp
glass,motor,MSC02,0.6950000000000001,4620,fp
glass,mem,MSC02,0.6,4620,fp
motor,semantic,MSC02,0.5999999999999999,4620,fp
motor,glass,MSC02,0.5549999999999999,4620,fp
motor,mem,MSC02,0.5,4620,fp
mem,semantic,MSC02,0.845,4620,fp
mem,glass,MSC02,0.8099999999999999,4620,fp
mem,motor,MSC02,0.685,4620,fp
semantic,glass,MSC03,0.7250000000000001,4620,fp
semantic,motor,MSC03,0.77,4620,fp
semantic,mem,MSC03,0.705,4620,fp
glass,semantic,MSC03,0.7999999999999999,4620,fp
glass,motor,MSC03,1.0,4620,fp
glass,mem,MSC03,0.7350000000000001,4620,fp
motor,semantic,MSC03,0.545,4620,fp
motor,glass,MSC03,0.8950000000000001,4620,fp
motor,mem,MSC03,0.7,4620,fp
mem,semantic,MSC03,0.8399999999999999,4620,fp
mem,glass,MSC03,0.7050000000000001,4620,fp
mem,motor,MSC03,0.9400000000000001,4620,fp
semantic,glass,MSC04,0.8950000000000001,4620,fp
semantic,motor,MSC04,0.525,4620,fp
semantic,mem,MSC04,0.7100000000000001,4620,fp
glass,semantic,MSC04,0.9549999999999998,4620,fp
glass,motor,MSC04,0.8649999999999999,4620,fp
glass,mem,MSC04,0.8949999999999999,4620,fp
motor,semantic,MSC04,0.865,4620,fp
motor,glass,MSC04,0.9549999999999998,4620,fp
motor,mem,MSC04,0.7500000000000001,4620,fp
mem,semantic,MSC04,0.95,4620,fp
mem,glass,MSC04,0.9650000000000001,4620,fp
mem,motor,MSC04,0.95,4620,fp
semantic,glass,MSC05,0.8950000000000001,4620,fp
semantic,motor,MSC05,0.7849999999999999,4620,fp
semantic,mem,MSC05,1.0,4620,fp
glass,semantic,MSC05,1.0,4620,fp
glass,motor,MSC05,0.8950000000000001,4620,fp
glass,mem,MSC05,0.99,4620,fp
motor,semantic,MSC05,0.7150000000000001,4620,fp
motor,glass,MSC05,0.745,4620,fp
motor,mem,MSC05,0.95,4620,fp
mem,semantic,MSC05,0.945,4620,fp
mem,glass,MSC05,0.96,4620,fp
mem,motor,MSC05,1.0,4620,fp
semantic,glass,MSC06,0.7833333333333333,4620,fp
semantic,motor,MSC06,0.7999999999999999,4620,fp
semantic,mem,MSC06,0.9249999999999998,4620,fp
glass,semantic,MSC06,0.8944444444444445,4620,fp
glass,motor,MSC06,0.8666666666666666,4620,fp
glass,mem,MSC06,0.9000000000000001,4620,fp
motor,semantic,MSC06,0.7999999999999999,4620,fp
motor,glass,MSC06,0.6277777777777779,4620,fp
motor,mem,MSC06,0.9249999999999998,4620,fp
mem,semantic,MSC06,0.915,4620,fp
mem,glass,MSC06,0.8555555555555555,4620,fp
mem,motor,MSC06,0.9450000000000001,4620,fp
semantic,glass,MSC07,0.9349999999999999,4620,fp
semantic,motor,MSC07,0.5499999999999999,4620,fp
semantic,mem,MSC07,0.66,4620,fp
glass,semantic,MSC07,1.0,4620,fp
glass,motor,MSC07,0.5549999999999999,4620,fp
glass,mem,MSC07,0.8299999999999998,4620,fp
motor,semantic,MSC07,0.5799999999999998,4620,fp
motor,glass,MSC07,0.5399999999999999,4620,fp
