train_task,test_task,sub,acc
semantic,glass,MSC01,0.8499999999999999
semantic,motor,MSC01,0.8900000000000002
semantic,mem,MSC01,0.675
glass,semantic,MSC01,0.945
glass,motor,MSC01,0.915
glass,mem,MSC01,0.8299999999999998
motor,semantic,MSC01,0.905
motor,glass,MSC01,0.8450000000000001
motor,mem,MSC01,0.6950000000000001
mem,semantic,MSC01,0.9549999999999998
mem,glass,MSC01,0.9949999999999999
mem,motor,MSC01,1.0
semantic,glass,MSC02,0.6700000000000002
semantic,motor,MSC02,0.5
semantic,mem,MSC02,0.505
glass,semantic,MSC02,0.8149999999999998
glass,motor,MSC02,0.57
glass,mem,MSC02,0.595
motor,semantic,MSC02,0.51
motor,glass,MSC02,0.5499999999999999
motor,mem,MSC02,0.5
mem,semantic,MSC02,0.78
mem,glass,MSC02,0.8400000000000001
mem,motor,MSC02,0.74
semantic,glass,MSC03,0.685
semantic,motor,MSC03,0.865
semantic,mem,MSC03,0.7899999999999999
glass,semantic,MSC03,0.925
glass,motor,MSC03,0.99
glass,mem,MSC03,0.72
motor,semantic,MSC03,0.585
motor,glass,MSC03,0.74
motor,mem,MSC03,0.785
mem,semantic,MSC03,0.7949999999999999
mem,glass,MSC03,0.6
mem,motor,MSC03,0.8750000000000002
semantic,glass,MSC04,0.8049999999999999
semantic,motor,MSC04,0.5399999999999999
semantic,mem,MSC04,0.805
glass,semantic,MSC04,0.975
glass,motor,MSC04,0.8700000000000001
glass,mem,MSC04,0.9049999999999999
motor,semantic,MSC04,0.74
motor,glass,MSC04,0.9949999999999999
motor,mem,MSC04,0.725
mem,semantic,MSC04,0.93
mem,glass,MSC04,0.975
mem,motor,MSC04,0.9299999999999999
semantic,glass,MSC05,0.9000000000000001
semantic,motor,MSC05,0.745
semantic,mem,MSC05,0.9400000000000001
glass,semantic,MSC05,0.9200000000000002
glass,motor,MSC05,0.8799999999999999
glass,mem,MSC05,0.9949999999999999
motor,semantic,MSC05,0.7250000000000001
motor,glass,MSC05,0.7649999999999999
motor,mem,MSC05,0.9949999999999999
mem,semantic,MSC05,0.9099999999999999
mem,glass,MSC05,0.9349999999999999
mem,motor,MSC05,1.0
semantic,glass,MSC06,0.8388888888888889
semantic,motor,MSC06,0.8399999999999999
semantic,mem,MSC06,0.9450000000000001
glass,semantic,MSC06,0.9833333333333335
glass,motor,MSC06,0.8222222222222222
glass,mem,MSC06,0.938888888888889
motor,semantic,MSC06,0.7849999999999999
motor,glass,MSC06,0.6111111111111113
motor,mem,MSC06,0.875
mem,semantic,MSC06,0.905
mem,glass,MSC06,0.8722222222222223
mem,motor,MSC06,0.975
semantic,glass,MSC07,0.9400000000000001
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.68
glass,semantic,MSC07,1.0
glass,motor,MSC07,0.61
glass,mem,MSC07,0.755
motor,semantic,MSC07,0.57
motor,glass,MSC07,0.525
motor,mem,MSC07,0.5599999999999999
mem,semantic,MSC07,0.9149999999999998
mem,glass,MSC07,0.9550000000000001
mem,motor,MSC07,0.9049999999999999
semantic,glass,MSC10,0.9000000000000001
semantic,motor,MSC10,0.6799999999999999
semantic,mem,MSC10,0.78
glass,semantic,MSC10,0.905
glass,motor,MSC10,0.9100000000000001
glass,mem,MSC10,0.8149999999999998
motor,semantic,MSC10,0.5999999999999999
motor,glass,MSC10,0.745
motor,mem,MSC10,0.675
mem,semantic,MSC10,0.905
mem,glass,MSC10,0.905
mem,motor,MSC10,0.93
