train_task,test_task,sub,acc
semantic,glass,MSC01,0.97
semantic,motor,MSC01,0.8350000000000002
semantic,mem,MSC01,0.8099999999999999
glass,semantic,MSC01,0.9349999999999999
glass,motor,MSC01,0.9550000000000001
glass,mem,MSC01,0.8149999999999998
motor,semantic,MSC01,0.8849999999999998
motor,glass,MSC01,0.86
motor,mem,MSC01,0.7300000000000001
mem,semantic,MSC01,0.885
mem,glass,MSC01,0.945
mem,motor,MSC01,0.9099999999999999
semantic,glass,MSC02,0.645
semantic,motor,MSC02,0.575
semantic,mem,MSC02,0.45500000000000007
glass,semantic,MSC02,0.755
glass,motor,MSC02,0.7999999999999999
glass,mem,MSC02,0.5
motor,semantic,MSC02,0.5849999999999999
motor,glass,MSC02,0.53
motor,mem,MSC02,0.5149999999999999
mem,semantic,MSC02,0.635
mem,glass,MSC02,0.6450000000000001
mem,motor,MSC02,0.5
semantic,glass,MSC03,0.725
semantic,motor,MSC03,0.8049999999999999
semantic,mem,MSC03,0.6799999999999999
glass,semantic,MSC03,0.72
glass,motor,MSC03,0.9550000000000001
glass,mem,MSC03,0.72
motor,semantic,MSC03,0.6449999999999999
motor,glass,MSC03,0.835
motor,mem,MSC03,0.7000000000000001
mem,semantic,MSC03,0.655
mem,glass,MSC03,0.7649999999999999
mem,motor,MSC03,0.89
semantic,glass,MSC04,0.885
semantic,motor,MSC04,0.6449999999999998
semantic,mem,MSC04,0.7749999999999999
glass,semantic,MSC04,0.9549999999999998
glass,motor,MSC04,0.7350000000000001
glass,mem,MSC04,0.7999999999999999
motor,semantic,MSC04,0.945
motor,glass,MSC04,0.845
motor,mem,MSC04,0.7849999999999999
mem,semantic,MSC04,0.9150000000000003
mem,glass,MSC04,0.8149999999999998
mem,motor,MSC04,0.65
semantic,glass,MSC05,0.875
semantic,motor,MSC05,0.76
semantic,mem,MSC05,0.9649999999999999
glass,semantic,MSC05,0.9400000000000001
glass,motor,MSC05,0.825
glass,mem,MSC05,0.96
motor,semantic,MSC05,0.7250000000000001
motor,glass,MSC05,0.82
motor,mem,MSC05,0.9100000000000001
mem,semantic,MSC05,0.9000000000000001
mem,glass,MSC05,0.8350000000000002
mem,motor,MSC05,0.835
semantic,glass,MSC06,0.8111111111111111
semantic,motor,MSC06,0.645
semantic,mem,MSC06,0.775
glass,semantic,MSC06,0.922222222222222
glass,motor,MSC06,0.6444444444444444
glass,mem,MSC06,0.7777777777777777
motor,semantic,MSC06,0.675
motor,glass,MSC06,0.7333333333333333
motor,mem,MSC06,0.615
mem,semantic,MSC06,0.7849999999999999
mem,glass,MSC06,0.8944444444444446
mem,motor,MSC06,0.845
semantic,glass,MSC07,0.8749999999999998
semantic,motor,MSC07,0.5449999999999999
semantic,mem,MSC07,0.73
glass,semantic,MSC07,0.95
glass,motor,MSC07,0.665
glass,mem,MSC07,0.8099999999999999
motor,semantic,MSC07,0.505
motor,glass,MSC07,0.56
motor,mem,MSC07,0.565
mem,semantic,MSC07,0.72
mem,glass,MSC07,0.86
mem,motor,MSC07,0.725
semantic,glass,MSC10,0.74
semantic,motor,MSC10,0.465
semantic,mem,MSC10,0.755
glass,semantic,MSC10,0.72
glass,motor,MSC10,0.8099999999999999
glass,mem,MSC10,0.63
motor,semantic,MSC10,0.515
motor,glass,MSC10,0.8099999999999999
motor,mem,MSC10,0.6649999999999999
mem,semantic,MSC10,0.82
mem,glass,MSC10,0.7350000000000001
mem,motor,MSC10,0.755
