train_task,test_task,sub,acc
semantic,glass,MSC01,0.8499999999999999
semantic,motor,MSC01,0.845
semantic,mem,MSC01,0.675
glass,semantic,MSC01,0.95
glass,motor,MSC01,0.8800000000000001
glass,mem,MSC01,0.7050000000000001
motor,semantic,MSC01,0.865
motor,glass,MSC01,0.9199999999999999
motor,mem,MSC01,0.6500000000000001
mem,semantic,MSC01,0.9799999999999999
mem,glass,MSC01,0.845
mem,motor,MSC01,1.0
semantic,glass,MSC02,0.66
semantic,motor,MSC02,0.5
semantic,mem,MSC02,0.53
glass,semantic,MSC02,0.805
glass,motor,MSC02,0.53
glass,mem,MSC02,0.72
motor,semantic,MSC02,0.52
motor,glass,MSC02,0.6500000000000001
motor,mem,MSC02,0.5
mem,semantic,MSC02,0.8550000000000001
mem,glass,MSC02,0.8299999999999998
mem,motor,MSC02,0.605
semantic,glass,MSC03,0.675
semantic,motor,MSC03,0.605
semantic,mem,MSC03,0.76
glass,semantic,MSC03,0.93
glass,motor,MSC03,0.8750000000000002
glass,mem,MSC03,0.6300000000000001
motor,semantic,MSC03,0.6100000000000001
motor,glass,MSC03,0.66
motor,mem,MSC03,0.6250000000000001
mem,semantic,MSC03,0.77
mem,glass,MSC03,0.615
mem,motor,MSC03,0.6500000000000001
semantic,glass,MSC04,0.73
semantic,motor,MSC04,0.5149999999999999
semantic,mem,MSC04,0.6750000000000002
glass,semantic,MSC04,0.915
glass,motor,MSC04,0.74
glass,mem,MSC04,0.9000000000000001
motor,semantic,MSC04,0.6600000000000001
motor,glass,MSC04,0.76
motor,mem,MSC04,0.8400000000000001
mem,semantic,MSC04,0.8549999999999999
mem,glass,MSC04,0.8700000000000001
mem,motor,MSC04,0.9099999999999999
semantic,glass,MSC05,0.8149999999999998
semantic,motor,MSC05,0.6599999999999999
semantic,mem,MSC05,0.93
glass,semantic,MSC05,0.9450000000000001
glass,motor,MSC05,0.8499999999999999
glass,mem,MSC05,0.9450000000000001
motor,semantic,MSC05,0.7050000000000001
motor,glass,MSC05,0.735
motor,mem,MSC05,0.8599999999999998
mem,semantic,MSC05,0.975
mem,glass,MSC05,0.8
mem,motor,MSC05,0.95
semantic,glass,MSC06,0.6500000000000001
semantic,motor,MSC06,0.7050000000000001
semantic,mem,MSC06,0.7999999999999999
glass,semantic,MSC06,0.8555555555555555
glass,motor,MSC06,0.7111111111111112
glass,mem,MSC06,0.8722222222222222
motor,semantic,MSC06,0.6049999999999999
motor,glass,MSC06,0.5722222222222222
motor,mem,MSC06,0.8099999999999999
mem,semantic,MSC06,0.82
mem,glass,MSC06,0.8888888888888891
mem,motor,MSC06,0.7949999999999998
semantic,glass,MSC07,0.93
semantic,motor,MSC07,0.5449999999999999
semantic,mem,MSC07,0.51
glass,semantic,MSC07,0.9250000000000002
glass,motor,MSC07,0.635
glass,mem,MSC07,0.625
motor,semantic,MSC07,0.5499999999999999
motor,glass,MSC07,0.6099999999999999
motor,mem,MSC07,0.5349999999999999
mem,semantic,MSC07,0.8800000000000001
mem,glass,MSC07,0.9400000000000001
mem,motor,MSC07,0.9200000000000002
semantic,glass,MSC10,0.86
semantic,motor,MSC10,0.75
semantic,mem,MSC10,0.775
glass,semantic,MSC10,0.8349999999999997
glass,motor,MSC10,0.8400000000000001
glass,mem,MSC10,0.82
motor,semantic,MSC10,0.7150000000000001
motor,glass,MSC10,0.7050000000000001
motor,mem,MSC10,0.7649999999999999
mem,semantic,MSC10,0.845
mem,glass,MSC10,0.885
mem,motor,MSC10,0.8800000000000001
