train_task,test_task,sub,acc
semantic,glass,MSC01,0.74
semantic,motor,MSC01,0.6599999999999999
semantic,mem,MSC01,0.6
glass,semantic,MSC01,0.8149999999999998
glass,motor,MSC01,0.845
glass,mem,MSC01,0.68
motor,semantic,MSC01,0.7649999999999999
motor,glass,MSC01,0.755
motor,mem,MSC01,0.66
mem,semantic,MSC01,0.6249999999999999
mem,glass,MSC01,0.85
mem,motor,MSC01,0.7849999999999999
semantic,glass,MSC02,0.6400000000000001
semantic,motor,MSC02,0.5
semantic,mem,MSC02,0.5
glass,semantic,MSC02,0.7999999999999999
glass,motor,MSC02,0.7650000000000001
glass,mem,MSC02,0.63
motor,semantic,MSC02,0.48
motor,glass,MSC02,0.74
motor,mem,MSC02,0.7
mem,semantic,MSC02,0.605
mem,glass,MSC02,0.825
mem,motor,MSC02,0.61
semantic,glass,MSC03,0.575
semantic,motor,MSC03,0.6699999999999999
semantic,mem,MSC03,0.6700000000000002
glass,semantic,MSC03,0.725
glass,motor,MSC03,0.74
glass,mem,MSC03,0.545
motor,semantic,MSC03,0.7000000000000001
motor,glass,MSC03,0.7699999999999999
motor,mem,MSC03,0.6649999999999999
mem,semantic,MSC03,0.755
mem,glass,MSC03,0.6100000000000001
mem,motor,MSC03,0.755
semantic,glass,MSC04,0.675
semantic,motor,MSC04,0.6849999999999999
semantic,mem,MSC04,0.6300000000000001
glass,semantic,MSC04,0.755
glass,motor,MSC04,0.8149999999999998
glass,mem,MSC04,0.6649999999999999
motor,semantic,MSC04,0.73
motor,glass,MSC04,0.905
motor,mem,MSC04,0.6250000000000001
mem,semantic,MSC04,0.67
mem,glass,MSC04,0.7150000000000001
mem,motor,MSC04,0.7000000000000001
semantic,glass,MSC05,0.78
semantic,motor,MSC05,0.8299999999999998
semantic,mem,MSC05,0.85
glass,semantic,MSC05,0.9550000000000001
glass,motor,MSC05,0.875
glass,mem,MSC05,0.925
motor,semantic,MSC05,0.8249999999999998
motor,glass,MSC05,0.6950000000000001
motor,mem,MSC05,0.76
mem,semantic,MSC05,0.96
mem,glass,MSC05,0.9100000000000001
mem,motor,MSC05,0.9100000000000001
semantic,glass,MSC06,0.8722222222222221
semantic,motor,MSC06,0.835
semantic,mem,MSC06,0.835
glass,semantic,MSC06,0.8888888888888888
glass,motor,MSC06,0.75
glass,mem,MSC06,0.6666666666666666
motor,semantic,MSC06,0.875
motor,glass,MSC06,0.8222222222222222
motor,mem,MSC06,0.7899999999999999
mem,semantic,MSC06,0.825
mem,glass,MSC06,0.8111111111111111
mem,motor,MSC06,0.86
semantic,glass,MSC07,0.76
semantic,motor,MSC07,0.5049999999999999
semantic,mem,MSC07,0.7100000000000001
glass,semantic,MSC07,0.7899999999999999
glass,motor,MSC07,0.64
glass,mem,MSC07,0.72
motor,semantic,MSC07,0.76
motor,glass,MSC07,0.6250000000000001
motor,mem,MSC07,0.5599999999999999
mem,semantic,MSC07,0.8400000000000001
mem,glass,MSC07,0.78
mem,motor,MSC07,0.71
semantic,glass,MSC10,0.675
semantic,motor,MSC10,0.605
semantic,mem,MSC10,0.685
glass,semantic,MSC10,0.78
glass,motor,MSC10,0.7899999999999998
glass,mem,MSC10,0.7649999999999999
motor,semantic,MSC10,0.66
motor,glass,MSC10,0.6900000000000002
motor,mem,MSC10,0.7449999999999999
mem,semantic,MSC10,0.7499999999999999
mem,glass,MSC10,0.7350000000000001
mem,motor,MSC10,0.76
