train_task,test_task,sub,acc,features
semantic,mem,MSC05,0.8550000000000001,23695
glass,semantic,MSC05,0.975,23695
glass,motor,MSC05,0.8950000000000001,23695
glass,mem,MSC05,0.9949999999999999,23695
motor,semantic,MSC05,0.6950000000000001,23695
motor,glass,MSC05,0.6950000000000001,23695
motor,mem,MSC05,0.9100000000000001,23695
mem,semantic,MSC05,0.9450000000000001,23695
mem,glass,MSC05,0.9,23695
mem,motor,MSC05,1.0,23695
semantic,glass,MSC06,0.7722222222222221,23695
semantic,motor,MSC06,0.7699999999999999,23695
semantic,mem,MSC06,0.865,23695
glass,semantic,MSC06,0.9277777777777779,23695
glass,motor,MSC06,0.7888888888888889,23695
glass,mem,MSC06,0.9055555555555556,23695
motor,semantic,MSC06,0.7699999999999999,23695
motor,glass,MSC06,0.5777777777777778,23695
motor,mem,MSC06,0.7750000000000001,23695
mem,semantic,MSC06,0.93,23695
mem,glass,MSC06,0.8388888888888888,23695
mem,motor,MSC06,0.95,23695
semantic,glass,MSC07,0.945,23695
semantic,motor,MSC07,0.5499999999999999,23695
semantic,mem,MSC07,0.66,23695
glass,semantic,MSC07,1.0,23695
glass,motor,MSC07,0.6900000000000002,23695
glass,mem,MSC07,0.7949999999999999,23695
motor,semantic,MSC07,0.5499999999999999,23695
motor,glass,MSC07,0.5549999999999999,23695
motor,mem,MSC07,0.505,23695
mem,semantic,MSC07,0.8399999999999999,23695
mem,glass,MSC07,0.9800000000000001,23695
mem,motor,MSC07,0.8949999999999999,23695
semantic,glass,MSC10,0.905,23695
semantic,motor,MSC10,0.755,23695
semantic,mem,MSC10,0.9100000000000001,23695
glass,semantic,MSC10,0.9400000000000001,23695
glass,motor,MSC10,0.8550000000000001,23695
glass,mem,MSC10,0.865,23695
motor,semantic,MSC10,0.655,23695
motor,glass,MSC10,0.6699999999999999,23695
motor,mem,MSC10,0.85,23695
mem,semantic,MSC10,0.875,23695
mem,glass,MSC10,0.9,23695
mem,motor,MSC10,0.9349999999999999,23695
semantic,glass,MSC01,0.9000000000000001,48891
semantic,motor,MSC01,0.8700000000000001,48891
semantic,mem,MSC01,0.7050000000000001,48891
glass,semantic,MSC01,0.95,48891
glass,motor,MSC01,0.9400000000000001,48891
glass,mem,MSC01,0.7999999999999999,48891
motor,semantic,MSC01,0.925,48891
motor,glass,MSC01,0.9350000000000002,48891
motor,mem,MSC01,0.6500000000000001,48891
mem,semantic,MSC01,1.0,48891
mem,glass,MSC01,0.9550000000000001,48891
mem,motor,MSC01,0.99,48891
semantic,glass,MSC02,0.675,48891
semantic,motor,MSC02,0.505,48891
semantic,mem,MSC02,0.505,48891
glass,semantic,MSC02,0.865,48891
glass,motor,MSC02,0.6900000000000002,48891
glass,mem,MSC02,0.6700000000000002,48891
motor,semantic,MSC02,0.53,48891
motor,glass,MSC02,0.5700000000000001,48891
motor,mem,MSC02,0.5,48891
mem,semantic,MSC02,0.8549999999999999,48891
mem,glass,MSC02,0.8099999999999999,48891
mem,motor,MSC02,0.6599999999999999,48891
semantic,glass,MSC03,0.7150000000000001,48891
semantic,motor,MSC03,0.7250000000000001,48891
semantic,mem,MSC03,0.78,48891
glass,semantic,MSC03,0.905,48891
glass,motor,MSC03,0.9399999999999998,48891
glass,mem,MSC03,0.7100000000000001,48891
motor,semantic,MSC03,0.535,48891
motor,glass,MSC03,0.6950000000000001,48891
motor,mem,MSC03,0.6199999999999999,48891
mem,semantic,MSC03,0.725,48891
mem,glass,MSC03,0.635,48891
mem,motor,MSC03,0.8800000000000001,48891
semantic,glass,MSC04,0.8800000000000001,48891
semantic,motor,MSC04,0.6900000000000001,48891
semantic,mem,MSC04,0.875,48891
glass,semantic,MSC04,0.9649999999999999,48891
glass,motor,MSC04,0.9250000000000002,48891
glass,mem,MSC04,0.86,48891
motor,semantic,MSC04,0.64,48891
motor,glass,MSC04,0.9549999999999998,48891
motor,mem,MSC04,0.8800000000000001,48891
mem,semantic,MSC04,0.95,48891
mem,glass,MSC04,0.9549999999999998,48891
mem,motor,MSC04,0.915,48891
semantic,glass,MSC05,0.85,48891
semantic,motor,MSC05,0.725,48891
semantic,mem,MSC05,0.99,48891
glass,semantic,MSC05,0.9549999999999998,48891
glass,motor,MSC05,0.89,48891
glass,mem,MSC05,0.9650000000000001,48891
motor,semantic,MSC05,0.6849999999999999,48891
motor,glass,MSC05,0.7849999999999999,48891
motor,mem,MSC05,0.985,48891
mem,semantic,MSC05,0.9,48891
mem,glass,MSC05,0.9349999999999999,48891
mem,motor,MSC05,0.9949999999999999,48891
semantic,glass,MSC06,0.7999999999999999,48891
semantic,motor,MSC06,0.7550000000000001,48891
semantic,mem,MSC06,0.8650000000000002,48891
glass,semantic,MSC06,0.938888888888889,48891
glass,motor,MSC06,0.8833333333333333,48891
glass,mem,MSC06,0.9000000000000001,48891
motor,semantic,MSC06,0.8049999999999999,48891
motor,glass,MSC06,0.5611111111111111,48891
motor,mem,MSC06,0.8399999999999999,48891
mem,semantic,MSC06,0.9200000000000002,48891
mem,glass,MSC06,0.8666666666666666,48891
mem,motor,MSC06,0.93,48891
semantic,glass,MSC07,0.9200000000000002,48891
semantic,motor,MSC07,0.5499999999999999,48891
semantic,mem,MSC07,0.7150000000000001,48891
glass,semantic,MSC07,0.9949999999999999,48891
glass,motor,MSC07,0.6350000000000001,48891
glass,mem,MSC07,0.8049999999999999,48891
motor,semantic,MSC07,0.5599999999999999,48891
motor,glass,MSC07,0.57,48891
motor,mem,MSC07,0.505,48891
mem,semantic,MSC07,0.9199999999999999,48891
mem,glass,MSC07,0.945,48891
mem,motor,MSC07,0.835,48891
semantic,glass,MSC10,0.8700000000000001,48891
semantic,motor,MSC10,0.7050000000000002,48891
semantic,mem,MSC10,0.905,48891
glass,semantic,MSC10,0.885,48891
glass,motor,MSC10,0.89,48891
glass,mem,MSC10,0.8950000000000001,48891
motor,semantic,MSC10,0.57,48891
motor,glass,MSC10,0.74,48891
motor,mem,MSC10,0.8049999999999999,48891
mem,semantic,MSC10,0.8950000000000001,48891
mem,glass,MSC10,0.9349999999999999,48891
mem,motor,MSC10,0.985,48891
semantic,glass,MSC01,0.8950000000000001,14890
semantic,motor,MSC01,0.8149999999999998,14890
semantic,mem,MSC01,0.7100000000000001,14890
glass,semantic,MSC01,0.95,14890
glass,motor,MSC01,0.9100000000000001,14890
glass,mem,MSC01,0.8299999999999998,14890
motor,semantic,MSC01,0.9100000000000001,14890
motor,glass,MSC01,0.95,14890
motor,mem,MSC01,0.7150000000000001,14890
mem,semantic,MSC01,1.0,14890
mem,glass,MSC01,0.9650000000000001,14890
mem,motor,MSC01,1.0,14890
semantic,glass,MSC02,0.6900000000000001,14890
semantic,motor,MSC02,0.5,14890
semantic,mem,MSC02,0.5,14890
glass,semantic,MSC02,0.8950000000000001,14890
glass,motor,MSC02,0.735,14890
glass,mem,MSC02,0.6249999999999999,14890
motor,semantic,MSC02,0.545,14890
motor,glass,MSC02,0.53,14890
motor,mem,MSC02,0.5,14890
mem,semantic,MSC02,0.8850000000000001,14890
mem,glass,MSC02,0.8399999999999999,14890
mem,motor,MSC02,0.6700000000000002,14890
semantic,glass,MSC03,0.7300000000000001,14890
semantic,motor,MSC03,0.7100000000000001,14890
semantic,mem,MSC03,0.7050000000000001,14890
glass,semantic,MSC03,0.905,14890
glass,motor,MSC03,0.915,14890
glass,mem,MSC03,0.6950000000000001,14890
motor,semantic,MSC03,0.5549999999999999,14890
motor,glass,MSC03,0.73,14890
motor,mem,MSC03,0.55,14890
mem,semantic,MSC03,0.7849999999999999,14890
mem,glass,MSC03,0.73,14890
mem,motor,MSC03,0.9649999999999999,14890
semantic,glass,MSC04,0.8800000000000001,14890
semantic,motor,MSC04,0.665,14890
semantic,mem,MSC04,0.875,14890
glass,semantic,MSC04,0.9899999999999999,14890
glass,motor,MSC04,0.9099999999999999,14890
glass,mem,MSC04,0.875,14890
motor,semantic,MSC04,0.7100000000000002,14890
motor,glass,MSC04,0.875,14890
motor,mem,MSC04,0.82,14890
mem,semantic,MSC04,0.945,14890
mem,glass,MSC04,0.9549999999999998,14890
mem,motor,MSC04,0.9,14890
semantic,glass,MSC05,0.8950000000000001,14890
semantic,motor,MSC05,0.7550000000000001,14890
semantic,mem,MSC05,0.9250000000000002,14890
glass,semantic,MSC05,0.9899999999999999,14890
glass,motor,MSC05,0.9000000000000001,14890
glass,mem,MSC05,0.9200000000000002,14890
motor,semantic,MSC05,0.6900000000000001,14890
motor,glass,MSC05,0.82,14890
motor,mem,MSC05,0.96,14890
mem,semantic,MSC05,0.95,14890
mem,glass,MSC05,0.9,14890
mem,motor,MSC05,0.985,14890
semantic,glass,MSC06,0.8277777777777777,14890
semantic,motor,MSC06,0.6800000000000002,14890
semantic,mem,MSC06,0.8649999999999999,14890
glass,semantic,MSC06,0.938888888888889,14890
glass,motor,MSC06,0.7722222222222223,14890
glass,mem,MSC06,0.9333333333333333,14890
motor,semantic,MSC06,0.8099999999999999,14890
motor,glass,MSC06,0.6944444444444444,14890
motor,mem,MSC06,0.915,14890
mem,semantic,MSC06,0.875,14890
mem,glass,MSC06,0.8444444444444443,14890
mem,motor,MSC06,0.9399999999999998,14890
semantic,glass,MSC07,0.9349999999999999,14890
semantic,motor,MSC07,0.5499999999999999,14890
semantic,mem,MSC07,0.7000000000000001,14890
glass,semantic,MSC07,0.9949999999999999,14890
glass,motor,MSC07,0.64,14890
glass,mem,MSC07,0.8299999999999998,14890
motor,semantic,MSC07,0.5449999999999999,14890
motor,glass,MSC07,0.61,14890
motor,mem,MSC07,0.5449999999999999,14890
mem,semantic,MSC07,1.0,14890
mem,glass,MSC07,0.985,14890
mem,motor,MSC07,0.9349999999999999,14890
semantic,glass,MSC10,0.8949999999999999,14890
semantic,motor,MSC10,0.6950000000000001,14890
semantic,mem,MSC10,0.9000000000000001,14890
glass,semantic,MSC10,0.9099999999999999,14890
glass,motor,MSC10,0.8550000000000001,14890
glass,mem,MSC10,0.915,14890
motor,semantic,MSC10,0.615,14890
motor,glass,MSC10,0.625,14890
motor,mem,MSC10,0.8400000000000001,14890
mem,semantic,MSC10,0.8699999999999999,14890
mem,glass,MSC10,0.875,14890
mem,motor,MSC10,0.905,14890
semantic,glass,MSC01,0.8499999999999999,22500
semantic,motor,MSC01,0.8950000000000001,22500
semantic,mem,MSC01,0.6350000000000001,22500
glass,semantic,MSC01,0.95,22500
glass,motor,MSC01,0.945,22500
glass,mem,MSC01,0.8299999999999998,22500
motor,semantic,MSC01,0.8649999999999999,22500
motor,glass,MSC01,0.945,22500
motor,mem,MSC01,0.62,22500
mem,semantic,MSC01,1.0,22500
mem,glass,MSC01,0.985,22500
mem,motor,MSC01,0.9949999999999999,22500
semantic,glass,MSC02,0.6950000000000001,22500
semantic,motor,MSC02,0.495,22500
semantic,mem,MSC02,0.525,22500
glass,semantic,MSC02,0.865,22500
glass,motor,MSC02,0.6,22500
glass,mem,MSC02,0.6950000000000001,22500
motor,semantic,MSC02,0.525,22500
motor,glass,MSC02,0.52,22500
motor,mem,MSC02,0.5,22500
mem,semantic,MSC02,0.8549999999999999,22500
mem,glass,MSC02,0.8700000000000001,22500
mem,motor,MSC02,0.7150000000000001,22500
semantic,glass,MSC03,0.8400000000000001,22500
semantic,motor,MSC03,0.8049999999999999,22500
semantic,mem,MSC03,0.6900000000000002,22500
glass,semantic,MSC03,0.8400000000000001,22500
glass,motor,MSC03,0.95,22500
glass,mem,MSC03,0.6900000000000002,22500
motor,semantic,MSC03,0.505,22500
motor,glass,MSC03,0.6299999999999999,22500
motor,mem,MSC03,0.5950000000000001,22500
mem,semantic,MSC03,0.7899999999999999,22500
mem,glass,MSC03,0.62,22500
mem,motor,MSC03,0.9100000000000001,22500
semantic,glass,MSC04,0.78,22500
semantic,motor,MSC04,0.565,22500
semantic,mem,MSC04,0.7649999999999999,22500
glass,semantic,MSC04,0.9349999999999999,22500
glass,motor,MSC04,0.9099999999999999,22500
glass,mem,MSC04,0.9099999999999999,22500
motor,semantic,MSC04,0.62,22500
motor,glass,MSC04,1.0,22500
motor,mem,MSC04,0.89,22500
mem,semantic,MSC04,0.9850000000000001,22500
mem,glass,MSC04,0.96,22500
mem,motor,MSC04,0.9349999999999999,22500
semantic,glass,MSC05,0.8950000000000001,22500
semantic,motor,MSC05,0.8249999999999998,22500
semantic,mem,MSC05,0.8950000000000001,22500
glass,semantic,MSC05,0.95,22500
glass,motor,MSC05,0.8499999999999999,22500
glass,mem,MSC05,0.9400000000000001,22500
motor,semantic,MSC05,0.7200000000000001,22500
motor,glass,MSC05,0.78,22500
motor,mem,MSC05,0.8949999999999999,22500
mem,semantic,MSC05,0.945,22500
mem,glass,MSC05,0.915,22500
mem,motor,MSC05,0.9949999999999999,22500
semantic,glass,MSC06,0.8277777777777777,22500
semantic,motor,MSC06,0.7849999999999999,22500
semantic,mem,MSC06,0.9099999999999999,22500
glass,semantic,MSC06,0.861111111111111,22500
glass,motor,MSC06,0.7777777777777777,22500
glass,mem,MSC06,0.9000000000000001,22500
motor,semantic,MSC06,0.77,22500
motor,glass,MSC06,0.65,22500
motor,mem,MSC06,0.8800000000000001,22500
mem,semantic,MSC06,0.9200000000000002,22500
mem,glass,MSC06,0.8833333333333335,22500
mem,motor,MSC06,0.93,22500
semantic,glass,MSC07,0.945,22500
semantic,motor,MSC07,0.5499999999999999,22500
semantic,mem,MSC07,0.6850000000000002,22500
glass,semantic,MSC07,0.9949999999999999,22500
glass,motor,MSC07,0.6100000000000001,22500
glass,mem,MSC07,0.7999999999999999,22500
motor,semantic,MSC07,0.5499999999999999,22500
motor,glass,MSC07,0.53,22500
motor,mem,MSC07,0.51,22500
mem,semantic,MSC07,0.985,22500
mem,glass,MSC07,0.9850000000000001,22500
mem,motor,MSC07,0.9349999999999999,22500
semantic,glass,MSC10,0.945,22500
semantic,motor,MSC10,0.7350000000000001,22500
semantic,mem,MSC10,0.835,22500
glass,semantic,MSC10,0.945,22500
glass,motor,MSC10,0.875,22500
glass,mem,MSC10,0.8699999999999999,22500
motor,semantic,MSC10,0.66,22500
motor,glass,MSC10,0.65,22500
motor,mem,MSC10,0.7949999999999999,22500
mem,semantic,MSC10,0.885,22500
mem,glass,MSC10,0.885,22500
mem,motor,MSC10,0.8800000000000002,22500
semantic,glass,MSC01,0.8549999999999999,8302
semantic,motor,MSC01,0.76,8302
semantic,mem,MSC01,0.7150000000000001,8302
glass,semantic,MSC01,0.95,8302
glass,motor,MSC01,0.93,8302
glass,mem,MSC01,0.8249999999999998,8302
motor,semantic,MSC01,0.8700000000000001,8302
motor,glass,MSC01,0.85,8302
motor,mem,MSC01,0.75,8302
mem,semantic,MSC01,0.9949999999999999,8302
mem,glass,MSC01,0.97,8302
mem,motor,MSC01,1.0,8302
semantic,glass,MSC02,0.6900000000000001,8302
semantic,motor,MSC02,0.5,8302
semantic,mem,MSC02,0.51,8302
glass,semantic,MSC02,0.9099999999999999,8302
glass,motor,MSC02,0.575,8302
glass,mem,MSC02,0.6499999999999999,8302
motor,semantic,MSC02,0.51,8302
motor,glass,MSC02,0.51,8302
motor,mem,MSC02,0.5,8302
mem,semantic,MSC02,0.8700000000000001,8302
mem,glass,MSC02,0.8699999999999999,8302
mem,motor,MSC02,0.8300000000000001,8302
semantic,glass,MSC03,0.74,8302
semantic,motor,MSC03,0.885,8302
semantic,mem,MSC03,0.7350000000000001,8302
glass,semantic,MSC03,0.845,8302
glass,motor,MSC03,0.9450000000000001,8302
glass,mem,MSC03,0.725,8302
motor,semantic,MSC03,0.625,8302
motor,glass,MSC03,0.7849999999999999,8302
motor,mem,MSC03,0.5599999999999999,8302
mem,semantic,MSC03,0.7899999999999999,8302
mem,glass,MSC03,0.665,8302
mem,motor,MSC03,0.9349999999999999,8302
semantic,glass,MSC04,0.7999999999999999,8302
semantic,motor,MSC04,0.595,8302
semantic,mem,MSC04,0.7699999999999999,8302
glass,semantic,MSC04,0.9549999999999998,8302
glass,motor,MSC04,0.8950000000000001,8302
glass,mem,MSC04,0.85,8302
motor,semantic,MSC04,0.95,8302
motor,glass,MSC04,0.9,8302
motor,mem,MSC04,0.675,8302
mem,semantic,MSC04,0.9250000000000002,8302
mem,glass,MSC04,1.0,8302
mem,motor,MSC04,0.985,8302
semantic,glass,MSC05,0.89,8302
semantic,motor,MSC05,0.7300000000000001,8302
semantic,mem,MSC05,0.97,8302
glass,semantic,MSC05,0.99,8302
glass,motor,MSC05,0.89,8302
glass,mem,MSC05,0.9800000000000001,8302
motor,semantic,MSC05,0.745,8302
motor,glass,MSC05,0.77,8302
motor,mem,MSC05,0.9850000000000001,8302
mem,semantic,MSC05,0.95,8302
mem,glass,MSC05,0.9549999999999998,8302
mem,motor,MSC05,1.0,8302
semantic,glass,MSC06,0.788888888888889,8302
semantic,motor,MSC06,0.7250000000000001,8302
semantic,mem,MSC06,0.875,8302
glass,semantic,MSC06,0.9222222222222223,8302
glass,motor,MSC06,0.8333333333333333,8302
glass,mem,MSC06,0.9500000000000001,8302
motor,semantic,MSC06,0.7949999999999999,8302
motor,glass,MSC06,0.5444444444444444,8302
motor,mem,MSC06,0.9099999999999999,8302
mem,semantic,MSC06,0.8700000000000001,8302
mem,glass,MSC06,0.8333333333333333,8302
mem,motor,MSC06,0.885,8302
semantic,glass,MSC07,0.9349999999999999,8302
semantic,motor,MSC07,0.5499999999999999,8302
semantic,mem,MSC07,0.635,8302
glass,semantic,MSC07,0.99,8302
glass,motor,MSC07,0.615,8302
glass,mem,MSC07,0.82,8302
motor,semantic,MSC07,0.5399999999999999,8302
motor,glass,MSC07,0.51,8302
motor,mem,MSC07,0.515,8302
mem,semantic,MSC07,0.9400000000000001,8302
mem,glass,MSC07,0.9350000000000002,8302
mem,motor,MSC07,0.875,8302
semantic,glass,MSC10,0.8800000000000001,8302
semantic,motor,MSC10,0.66,8302
semantic,mem,MSC10,0.925,8302
glass,semantic,MSC10,0.9049999999999999,8302
glass,motor,MSC10,0.9050000000000002,8302
glass,mem,MSC10,0.9299999999999999,8302
motor,semantic,MSC10,0.6199999999999999,8302
motor,glass,MSC10,0.65,8302
motor,mem,MSC10,0.655,8302
mem,semantic,MSC10,0.86,8302
mem,glass,MSC10,0.89,8302
mem,motor,MSC10,0.9400000000000001,8302
semantic,glass,MSC01,0.9000000000000001,37987
semantic,motor,MSC01,0.7949999999999999,37987
semantic,mem,MSC01,0.7150000000000001,37987
glass,semantic,MSC01,0.95,37987
glass,motor,MSC01,0.915,37987
glass,mem,MSC01,0.835,37987
motor,semantic,MSC01,0.8950000000000001,37987
motor,glass,MSC01,0.8099999999999999,37987
motor,mem,MSC01,0.675,37987
mem,semantic,MSC01,1.0,37987
mem,glass,MSC01,0.945,37987
mem,motor,MSC01,1.0,37987
semantic,glass,MSC02,0.6950000000000001,37987
semantic,motor,MSC02,0.5,37987
semantic,mem,MSC02,0.5,37987
glass,semantic,MSC02,0.9500000000000002,37987
glass,motor,MSC02,0.575,37987
glass,mem,MSC02,0.7300000000000001,37987
motor,semantic,MSC02,0.52,37987
motor,glass,MSC02,0.56,37987
motor,mem,MSC02,0.5,37987
mem,semantic,MSC02,0.8299999999999998,37987
mem,glass,MSC02,0.7999999999999999,37987
mem,motor,MSC02,0.6900000000000001,37987
semantic,glass,MSC03,0.755,37987
semantic,motor,MSC03,0.835,37987
semantic,mem,MSC03,0.8049999999999999,37987
glass,semantic,MSC03,0.7799999999999999,37987
glass,motor,MSC03,0.975,37987
glass,mem,MSC03,0.6050000000000001,37987
motor,semantic,MSC03,0.6249999999999999,37987
motor,glass,MSC03,0.77,37987
motor,mem,MSC03,0.6099999999999999,37987
mem,semantic,MSC03,0.7999999999999999,37987
mem,glass,MSC03,0.6950000000000001,37987
mem,motor,MSC03,0.9549999999999998,37987
semantic,glass,MSC04,0.845,37987
semantic,motor,MSC04,0.5599999999999999,37987
semantic,mem,MSC04,0.75,37987
glass,semantic,MSC04,0.9650000000000001,37987
glass,motor,MSC04,0.9099999999999999,37987
glass,mem,MSC04,0.8949999999999999,37987
motor,semantic,MSC04,0.58,37987
motor,glass,MSC04,0.99,37987
motor,mem,MSC04,0.665,37987
mem,semantic,MSC04,0.945,37987
mem,glass,MSC04,0.95,37987
mem,motor,MSC04,0.9100000000000001,37987
semantic,glass,MSC05,0.8950000000000001,37987
semantic,motor,MSC05,0.82,37987
semantic,mem,MSC05,0.925,37987
glass,semantic,MSC05,0.975,37987
glass,motor,MSC05,0.8699999999999999,37987
glass,mem,MSC05,1.0,37987
motor,semantic,MSC05,0.7300000000000001,37987
motor,glass,MSC05,0.7849999999999999,37987
motor,mem,MSC05,0.905,37987
mem,semantic,MSC05,0.99,37987
mem,glass,MSC05,0.8949999999999999,37987
mem,motor,MSC05,1.0,37987
semantic,glass,MSC06,0.8277777777777777,37987
semantic,motor,MSC06,0.7949999999999999,37987
semantic,mem,MSC06,0.95,37987
glass,semantic,MSC06,0.9166666666666666,37987
glass,motor,MSC06,0.8611111111111112,37987
glass,mem,MSC06,0.9611111111111111,37987
motor,semantic,MSC06,0.7999999999999999,37987
motor,glass,MSC06,0.5388888888888889,37987
motor,mem,MSC06,0.7749999999999999,37987
mem,semantic,MSC06,0.96,37987
mem,glass,MSC06,0.85,37987
mem,motor,MSC06,0.99,37987
semantic,glass,MSC07,0.9199999999999999,37987
semantic,motor,MSC07,0.5499999999999999,37987
semantic,mem,MSC07,0.635,37987
glass,semantic,MSC07,0.9949999999999999,37987
glass,motor,MSC07,0.6100000000000001,37987
glass,mem,MSC07,0.805,37987
motor,semantic,MSC07,0.5449999999999999,37987
motor,glass,MSC07,0.51,37987
motor,mem,MSC07,0.5149999999999999,37987
mem,semantic,MSC07,0.9450000000000001,37987
mem,glass,MSC07,0.9550000000000001,37987
mem,motor,MSC07,0.8949999999999999,37987
semantic,glass,MSC10,0.9350000000000002,37987
semantic,motor,MSC10,0.7100000000000002,37987
semantic,mem,MSC10,0.89,37987
glass,semantic,MSC10,0.9099999999999999,37987
glass,motor,MSC10,0.8600000000000001,37987
glass,mem,MSC10,0.9100000000000001,37987
motor,semantic,MSC10,0.5999999999999999,37987
motor,glass,MSC10,0.615,37987
motor,mem,MSC10,0.6950000000000001,37987
mem,semantic,MSC10,0.8799999999999999,37987
mem,glass,MSC10,0.905,37987
mem,motor,MSC10,0.8649999999999999,37987
semantic,glass,MSC01,0.845,40449
semantic,motor,MSC01,0.8049999999999999,40449
semantic,mem,MSC01,0.72,40449
glass,semantic,MSC01,0.95,40449
glass,motor,MSC01,0.9349999999999999,40449
glass,mem,MSC01,0.8099999999999999,40449
motor,semantic,MSC01,0.8950000000000001,40449
motor,glass,MSC01,0.86,40449
motor,mem,MSC01,0.655,40449
mem,semantic,MSC01,0.9949999999999999,40449
mem,glass,MSC01,0.9400000000000001,40449
mem,motor,MSC01,1.0,40449
semantic,glass,MSC02,0.675,40449
semantic,motor,MSC02,0.5,40449
semantic,mem,MSC02,0.51,40449
glass,semantic,MSC02,0.95,40449
glass,motor,MSC02,0.6399999999999999,40449
glass,mem,MSC02,0.685,40449
motor,semantic,MSC02,0.505,40449
motor,glass,MSC02,0.6,40449
motor,mem,MSC02,0.5,40449
mem,semantic,MSC02,0.8549999999999999,40449
mem,glass,MSC02,0.7849999999999999,40449
mem,motor,MSC02,0.5999999999999999,40449
semantic,glass,MSC03,0.7350000000000001,40449
semantic,motor,MSC03,0.7849999999999999,40449
semantic,mem,MSC03,0.7000000000000001,40449
glass,semantic,MSC03,0.7899999999999999,40449
glass,motor,MSC03,0.9600000000000002,40449
glass,mem,MSC03,0.6650000000000001,40449
motor,semantic,MSC03,0.525,40449
motor,glass,MSC03,0.8199999999999997,40449
motor,mem,MSC03,0.6850000000000002,40449
mem,semantic,MSC03,0.7899999999999999,40449
mem,glass,MSC03,0.655,40449
mem,motor,MSC03,0.93,40449
semantic,glass,MSC04,0.8399999999999999,40449
semantic,motor,MSC04,0.5700000000000001,40449
semantic,mem,MSC04,0.72,40449
glass,semantic,MSC04,0.9700000000000001,40449
glass,motor,MSC04,0.93,40449
glass,mem,MSC04,0.93,40449
motor,semantic,MSC04,0.67,40449
motor,glass,MSC04,0.8550000000000001,40449
motor,mem,MSC04,0.645,40449
mem,semantic,MSC04,0.95,40449
mem,glass,MSC04,0.9850000000000001,40449
mem,motor,MSC04,0.95,40449
semantic,glass,MSC05,0.8950000000000001,40449
semantic,motor,MSC05,0.7999999999999999,40449
semantic,mem,MSC05,0.9100000000000001,40449
glass,semantic,MSC05,0.945,40449
glass,motor,MSC05,0.9000000000000001,40449
glass,mem,MSC05,0.9649999999999999,40449
motor,semantic,MSC05,0.6450000000000001,40449
motor,glass,MSC05,0.775,40449
motor,mem,MSC05,0.8300000000000001,40449
mem,semantic,MSC05,0.9250000000000002,40449
mem,glass,MSC05,0.95,40449
mem,motor,MSC05,1.0,40449
semantic,glass,MSC06,0.7666666666666666,40449
semantic,motor,MSC06,0.7799999999999999,40449
semantic,mem,MSC06,0.8149999999999998,40449
glass,semantic,MSC06,0.9666666666666666,40449
glass,motor,MSC06,0.7999999999999999,40449
glass,mem,MSC06,0.9277777777777779,40449
motor,semantic,MSC06,0.7999999999999999,40449
motor,glass,MSC06,0.5722222222222222,40449
motor,mem,MSC06,0.8400000000000001,40449
mem,semantic,MSC06,0.905,40449
mem,glass,MSC06,0.85,40449
mem,motor,MSC06,0.99,40449
semantic,glass,MSC07,0.9349999999999999,40449
semantic,motor,MSC07,0.5499999999999999,40449
semantic,mem,MSC07,0.68,40449
glass,semantic,MSC07,0.9949999999999999,40449
glass,motor,MSC07,0.6150000000000001,40449
glass,mem,MSC07,0.825,40449
motor,semantic,MSC07,0.575,40449
motor,glass,MSC07,0.5649999999999998,40449
motor,mem,MSC07,0.5149999999999999,40449
mem,semantic,MSC07,0.9949999999999999,40449
mem,glass,MSC07,0.9899999999999999,40449
mem,motor,MSC07,0.825,40449
semantic,glass,MSC10,0.9400000000000001,40449
semantic,motor,MSC10,0.685,40449
semantic,mem,MSC10,0.9350000000000002,40449
glass,semantic,MSC10,0.93,40449
glass,motor,MSC10,0.8550000000000001,40449
glass,mem,MSC10,0.89,40449
motor,semantic,MSC10,0.655,40449
motor,glass,MSC10,0.575,40449
motor,mem,MSC10,0.8550000000000001,40449
mem,semantic,MSC10,0.9,40449
mem,glass,MSC10,0.89,40449
mem,motor,MSC10,0.95,40449
semantic,glass,MSC01,0.9000000000000001,45344
semantic,motor,MSC01,0.735,45344
semantic,mem,MSC01,0.6900000000000002,45344
glass,semantic,MSC01,0.95,45344
glass,motor,MSC01,0.9349999999999999,45344
glass,mem,MSC01,0.8399999999999999,45344
motor,semantic,MSC01,0.9049999999999999,45344
motor,glass,MSC01,0.8949999999999999,45344
motor,mem,MSC01,0.655,45344
mem,semantic,MSC01,1.0,45344
mem,glass,MSC01,0.9800000000000001,45344
mem,motor,MSC01,0.99,45344
semantic,glass,MSC02,0.6900000000000001,45344
semantic,motor,MSC02,0.5,45344
semantic,mem,MSC02,0.5,45344
glass,semantic,MSC02,0.9,45344
glass,motor,MSC02,0.6200000000000001,45344
glass,mem,MSC02,0.62,45344
motor,semantic,MSC02,0.5,45344
motor,glass,MSC02,0.5599999999999999,45344
motor,mem,MSC02,0.505,45344
mem,semantic,MSC02,0.85,45344
mem,glass,MSC02,0.7799999999999999,45344
mem,motor,MSC02,0.7949999999999999,45344
semantic,glass,MSC03,0.76,45344
semantic,motor,MSC03,0.8549999999999999,45344
semantic,mem,MSC03,0.675,45344
glass,semantic,MSC03,0.925,45344
glass,motor,MSC03,0.9650000000000001,45344
glass,mem,MSC03,0.725,45344
motor,semantic,MSC03,0.6499999999999999,45344
motor,glass,MSC03,0.7500000000000001,45344
motor,mem,MSC03,0.6700000000000002,45344
