train_task,test_task,sub,acc
semantic,glass,MSC01,0.7949999999999999
semantic,motor,MSC01,0.665
semantic,mem,MSC01,0.635
glass,semantic,MSC01,0.9400000000000001
glass,motor,MSC01,0.7699999999999999
glass,mem,MSC01,0.76
motor,semantic,MSC01,0.7000000000000001
motor,glass,MSC01,0.7300000000000001
motor,mem,MSC01,0.635
mem,semantic,MSC01,0.8499999999999999
mem,glass,MSC01,0.8550000000000001
mem,motor,MSC01,0.835
semantic,glass,MSC02,0.7
semantic,motor,MSC02,0.6
semantic,mem,MSC02,0.72
glass,semantic,MSC02,0.8400000000000001
glass,motor,MSC02,0.7050000000000001
glass,mem,MSC02,0.8300000000000001
motor,semantic,MSC02,0.72
motor,glass,MSC02,0.5999999999999999
motor,mem,MSC02,0.5599999999999999
mem,semantic,MSC02,0.99
mem,glass,MSC02,0.8699999999999999
mem,motor,MSC02,0.7649999999999999
semantic,glass,MSC03,0.6099999999999999
semantic,motor,MSC03,0.64
semantic,mem,MSC03,0.675
glass,semantic,MSC03,0.6349999999999999
glass,motor,MSC03,0.6799999999999999
glass,mem,MSC03,0.64
motor,semantic,MSC03,0.5650000000000001
motor,glass,MSC03,0.5549999999999999
motor,mem,MSC03,0.5349999999999999
mem,semantic,MSC03,0.7749999999999999
mem,glass,MSC03,0.6049999999999999
mem,motor,MSC03,0.7849999999999999
semantic,glass,MSC04,0.6950000000000001
semantic,motor,MSC04,0.6099999999999999
semantic,mem,MSC04,0.8149999999999998
glass,semantic,MSC04,0.9100000000000001
glass,motor,MSC04,0.8950000000000001
glass,mem,MSC04,0.9000000000000001
motor,semantic,MSC04,0.875
motor,glass,MSC04,0.725
motor,mem,MSC04,0.8499999999999999
mem,semantic,MSC04,0.8549999999999999
mem,glass,MSC04,0.8249999999999998
mem,motor,MSC04,0.745
semantic,glass,MSC05,0.9050000000000002
semantic,motor,MSC05,0.74
semantic,mem,MSC05,0.95
glass,semantic,MSC05,0.93
glass,motor,MSC05,0.76
glass,mem,MSC05,0.9199999999999999
motor,semantic,MSC05,0.9349999999999999
motor,glass,MSC05,0.75
motor,mem,MSC05,0.8700000000000001
mem,semantic,MSC05,0.95
mem,glass,MSC05,0.9299999999999999
mem,motor,MSC05,0.905
semantic,glass,MSC06,0.6833333333333333
semantic,motor,MSC06,0.6900000000000001
semantic,mem,MSC06,0.9349999999999999
glass,semantic,MSC06,0.7722222222222223
glass,motor,MSC06,0.7833333333333332
glass,mem,MSC06,0.9111111111111112
motor,semantic,MSC06,0.6250000000000001
motor,glass,MSC06,0.7222222222222222
motor,mem,MSC06,0.7899999999999999
mem,semantic,MSC06,0.8950000000000001
mem,glass,MSC06,0.8055555555555556
mem,motor,MSC06,0.6900000000000001
semantic,glass,MSC07,0.76
semantic,motor,MSC07,0.575
semantic,mem,MSC07,0.59
glass,semantic,MSC07,0.8300000000000001
glass,motor,MSC07,0.7300000000000001
glass,mem,MSC07,0.75
motor,semantic,MSC07,0.395
motor,glass,MSC07,0.675
motor,mem,MSC07,0.575
mem,semantic,MSC07,0.82
mem,glass,MSC07,0.8549999999999999
mem,motor,MSC07,0.7150000000000001
semantic,glass,MSC10,0.7150000000000001
semantic,motor,MSC10,0.75
semantic,mem,MSC10,0.73
glass,semantic,MSC10,0.7949999999999999
glass,motor,MSC10,0.7649999999999999
glass,mem,MSC10,0.7699999999999999
motor,semantic,MSC10,0.7250000000000001
motor,glass,MSC10,0.6850000000000002
motor,mem,MSC10,0.655
mem,semantic,MSC10,0.85
mem,glass,MSC10,0.9049999999999999
mem,motor,MSC10,0.73
