train_task,test_task,sub,acc
semantic,glass,MSC01,0.885
semantic,motor,MSC01,0.7799999999999999
semantic,mem,MSC01,0.7100000000000001
glass,semantic,MSC01,0.95
glass,motor,MSC01,0.9349999999999999
glass,mem,MSC01,0.8399999999999999
motor,semantic,MSC01,0.945
motor,glass,MSC01,0.9200000000000002
motor,mem,MSC01,0.6500000000000001
mem,semantic,MSC01,0.9949999999999999
mem,glass,MSC01,0.9650000000000001
mem,motor,MSC01,1.0
semantic,glass,MSC02,0.6950000000000001
semantic,motor,MSC02,0.45500000000000007
semantic,mem,MSC02,0.505
glass,semantic,MSC02,0.8150000000000001
glass,motor,MSC02,0.715
glass,mem,MSC02,0.78
motor,semantic,MSC02,0.51
motor,glass,MSC02,0.51
motor,mem,MSC02,0.5
mem,semantic,MSC02,0.8549999999999999
mem,glass,MSC02,0.79
mem,motor,MSC02,0.74
semantic,glass,MSC03,0.7000000000000001
semantic,motor,MSC03,0.7899999999999999
semantic,mem,MSC03,0.745
glass,semantic,MSC03,0.7249999999999999
glass,motor,MSC03,0.95
glass,mem,MSC03,0.6300000000000001
motor,semantic,MSC03,0.645
motor,glass,MSC03,0.6649999999999999
motor,mem,MSC03,0.635
mem,semantic,MSC03,0.8099999999999999
mem,glass,MSC03,0.66
mem,motor,MSC03,0.9149999999999998
semantic,glass,MSC04,0.8800000000000001
semantic,motor,MSC04,0.735
semantic,mem,MSC04,0.8099999999999998
glass,semantic,MSC04,0.9400000000000001
glass,motor,MSC04,0.945
glass,mem,MSC04,0.905
motor,semantic,MSC04,0.6299999999999999
motor,glass,MSC04,0.905
motor,mem,MSC04,0.625
mem,semantic,MSC04,0.9800000000000001
mem,glass,MSC04,0.95
mem,motor,MSC04,0.8700000000000001
semantic,glass,MSC05,0.8950000000000001
semantic,motor,MSC05,0.7899999999999999
semantic,mem,MSC05,0.985
glass,semantic,MSC05,0.9800000000000001
glass,motor,MSC05,0.885
glass,mem,MSC05,0.99
motor,semantic,MSC05,0.665
motor,glass,MSC05,0.7200000000000001
motor,mem,MSC05,0.95
mem,semantic,MSC05,0.8950000000000001
mem,glass,MSC05,0.9549999999999998
mem,motor,MSC05,0.9850000000000001
semantic,glass,MSC06,0.7999999999999999
semantic,motor,MSC06,0.7100000000000001
semantic,mem,MSC06,0.9799999999999999
glass,semantic,MSC06,0.8666666666666666
glass,motor,MSC06,0.8222222222222222
glass,mem,MSC06,0.9333333333333333
motor,semantic,MSC06,0.725
motor,glass,MSC06,0.638888888888889
motor,mem,MSC06,0.8400000000000001
mem,semantic,MSC06,0.8850000000000001
mem,glass,MSC06,0.8388888888888888
mem,motor,MSC06,0.875
semantic,glass,MSC07,0.925
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.655
glass,semantic,MSC07,0.99
glass,motor,MSC07,0.6450000000000001
glass,mem,MSC07,0.82
motor,semantic,MSC07,0.5349999999999999
motor,glass,MSC07,0.51
motor,mem,MSC07,0.52
mem,semantic,MSC07,0.96
mem,glass,MSC07,0.9949999999999999
mem,motor,MSC07,0.765
semantic,glass,MSC10,0.9099999999999999
semantic,motor,MSC10,0.6700000000000002
semantic,mem,MSC10,0.845
glass,semantic,MSC10,0.8950000000000001
glass,motor,MSC10,0.8850000000000001
glass,mem,MSC10,0.8499999999999999
motor,semantic,MSC10,0.59
motor,glass,MSC10,0.7100000000000001
motor,mem,MSC10,0.835
mem,semantic,MSC10,0.89
mem,glass,MSC10,0.905
mem,motor,MSC10,0.9000000000000001
