train_task,test_task,sub,acc
semantic,glass,MSC01,0.8049999999999999
semantic,motor,MSC01,0.845
semantic,mem,MSC01,0.74
glass,semantic,MSC01,0.9549999999999998
glass,motor,MSC01,0.9350000000000002
glass,mem,MSC01,0.7899999999999999
motor,semantic,MSC01,0.985
motor,glass,MSC01,0.7949999999999999
motor,mem,MSC01,0.6900000000000002
mem,semantic,MSC01,0.9949999999999999
mem,glass,MSC01,0.9399999999999998
mem,motor,MSC01,0.8950000000000001
semantic,glass,MSC02,0.6950000000000001
semantic,motor,MSC02,0.5349999999999999
semantic,mem,MSC02,0.5899999999999999
glass,semantic,MSC02,0.825
glass,motor,MSC02,0.665
glass,mem,MSC02,0.615
motor,semantic,MSC02,0.505
motor,glass,MSC02,0.5650000000000001
motor,mem,MSC02,0.5
mem,semantic,MSC02,0.8249999999999998
mem,glass,MSC02,0.725
mem,motor,MSC02,0.7899999999999999
semantic,glass,MSC03,0.825
semantic,motor,MSC03,0.86
semantic,mem,MSC03,0.7899999999999999
glass,semantic,MSC03,0.8149999999999998
glass,motor,MSC03,0.9100000000000001
glass,mem,MSC03,0.735
motor,semantic,MSC03,0.5799999999999998
motor,glass,MSC03,0.7100000000000001
motor,mem,MSC03,0.6500000000000001
mem,semantic,MSC03,0.8399999999999999
mem,glass,MSC03,0.775
mem,motor,MSC03,0.8699999999999999
semantic,glass,MSC04,0.835
semantic,motor,MSC04,0.685
semantic,mem,MSC04,0.7649999999999999
glass,semantic,MSC04,0.93
glass,motor,MSC04,0.8950000000000001
glass,mem,MSC04,0.86
motor,semantic,MSC04,0.9099999999999998
motor,glass,MSC04,0.7200000000000001
motor,mem,MSC04,0.72
mem,semantic,MSC04,0.9299999999999999
mem,glass,MSC04,0.835
mem,motor,MSC04,0.75
semantic,glass,MSC05,0.8699999999999999
semantic,motor,MSC05,0.9
semantic,mem,MSC05,1.0
glass,semantic,MSC05,0.885
glass,motor,MSC05,0.9250000000000002
glass,mem,MSC05,0.9200000000000002
motor,semantic,MSC05,0.5949999999999999
motor,glass,MSC05,0.7899999999999999
motor,mem,MSC05,0.975
mem,semantic,MSC05,0.96
mem,glass,MSC05,0.89
mem,motor,MSC05,0.99
semantic,glass,MSC06,0.7999999999999999
semantic,motor,MSC06,0.76
semantic,mem,MSC06,0.93
glass,semantic,MSC06,0.8888888888888888
glass,motor,MSC06,0.8166666666666667
glass,mem,MSC06,0.9444444444444444
motor,semantic,MSC06,0.8549999999999999
motor,glass,MSC06,0.7
motor,mem,MSC06,0.8699999999999999
mem,semantic,MSC06,0.9000000000000001
mem,glass,MSC06,0.8444444444444444
mem,motor,MSC06,0.865
semantic,glass,MSC07,0.875
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.595
glass,semantic,MSC07,0.985
glass,motor,MSC07,0.5549999999999999
glass,mem,MSC07,0.76
motor,semantic,MSC07,0.5899999999999999
motor,glass,MSC07,0.5549999999999999
motor,mem,MSC07,0.575
mem,semantic,MSC07,0.9500000000000002
mem,glass,MSC07,0.745
mem,motor,MSC07,0.95
semantic,glass,MSC10,0.8349999999999997
semantic,motor,MSC10,0.7200000000000001
semantic,mem,MSC10,0.8400000000000001
glass,semantic,MSC10,0.9
glass,motor,MSC10,0.8400000000000001
glass,mem,MSC10,0.8649999999999999
motor,semantic,MSC10,0.6449999999999999
motor,glass,MSC10,0.6599999999999999
motor,mem,MSC10,0.6950000000000001
mem,semantic,MSC10,0.865
mem,glass,MSC10,0.8549999999999999
mem,motor,MSC10,0.885
