train_task,test_task,sub,acc
semantic,glass,MSC01,0.8950000000000001
semantic,motor,MSC01,0.7749999999999999
semantic,mem,MSC01,0.67
glass,semantic,MSC01,0.95
glass,motor,MSC01,0.9299999999999999
glass,mem,MSC01,0.745
motor,semantic,MSC01,0.9349999999999999
motor,glass,MSC01,0.8549999999999999
motor,mem,MSC01,0.645
mem,semantic,MSC01,1.0
mem,glass,MSC01,0.9199999999999999
mem,motor,MSC01,1.0
semantic,glass,MSC02,0.6950000000000001
semantic,motor,MSC02,0.53
semantic,mem,MSC02,0.5349999999999999
glass,semantic,MSC02,0.8899999999999999
glass,motor,MSC02,0.66
glass,mem,MSC02,0.61
motor,semantic,MSC02,0.5499999999999999
motor,glass,MSC02,0.55
motor,mem,MSC02,0.5
mem,semantic,MSC02,0.8600000000000001
mem,glass,MSC02,0.86
mem,motor,MSC02,0.77
semantic,glass,MSC03,0.825
semantic,motor,MSC03,0.7949999999999998
semantic,mem,MSC03,0.675
glass,semantic,MSC03,0.8099999999999999
glass,motor,MSC03,0.9600000000000002
glass,mem,MSC03,0.725
motor,semantic,MSC03,0.545
motor,glass,MSC03,0.75
motor,mem,MSC03,0.625
mem,semantic,MSC03,0.7849999999999999
mem,glass,MSC03,0.5949999999999999
mem,motor,MSC03,0.9250000000000002
semantic,glass,MSC04,0.7949999999999998
semantic,motor,MSC04,0.51
semantic,mem,MSC04,0.8150000000000001
glass,semantic,MSC04,1.0
glass,motor,MSC04,0.9000000000000001
glass,mem,MSC04,0.865
motor,semantic,MSC04,0.655
motor,glass,MSC04,0.915
motor,mem,MSC04,0.8349999999999997
mem,semantic,MSC04,0.95
mem,glass,MSC04,0.985
mem,motor,MSC04,0.96
semantic,glass,MSC05,0.9000000000000001
semantic,motor,MSC05,0.8049999999999999
semantic,mem,MSC05,0.925
glass,semantic,MSC05,0.9949999999999999
glass,motor,MSC05,0.8950000000000001
glass,mem,MSC05,0.96
motor,semantic,MSC05,0.705
motor,glass,MSC05,0.835
motor,mem,MSC05,0.9600000000000002
mem,semantic,MSC05,0.875
mem,glass,MSC05,0.9349999999999999
mem,motor,MSC05,1.0
semantic,glass,MSC06,0.7611111111111111
semantic,motor,MSC06,0.7050000000000001
semantic,mem,MSC06,0.9400000000000001
glass,semantic,MSC06,0.9055555555555556
glass,motor,MSC06,0.6722222222222222
glass,mem,MSC06,0.9000000000000001
motor,semantic,MSC06,0.8249999999999998
motor,glass,MSC06,0.5611111111111111
motor,mem,MSC06,0.845
mem,semantic,MSC06,0.8950000000000001
mem,glass,MSC06,0.8499999999999999
mem,motor,MSC06,0.8800000000000001
semantic,glass,MSC07,0.945
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.685
glass,semantic,MSC07,0.9949999999999999
glass,motor,MSC07,0.5900000000000001
glass,mem,MSC07,0.8750000000000002
motor,semantic,MSC07,0.5449999999999999
motor,glass,MSC07,0.575
motor,mem,MSC07,0.5
mem,semantic,MSC07,0.99
mem,glass,MSC07,0.9899999999999999
mem,motor,MSC07,0.905
semantic,glass,MSC10,0.93
semantic,motor,MSC10,0.6900000000000002
semantic,mem,MSC10,0.8400000000000001
glass,semantic,MSC10,0.9299999999999999
glass,motor,MSC10,0.9649999999999999
glass,mem,MSC10,0.945
motor,semantic,MSC10,0.63
motor,glass,MSC10,0.6299999999999999
motor,mem,MSC10,0.79
mem,semantic,MSC10,0.885
mem,glass,MSC10,0.82
mem,motor,MSC10,0.9349999999999999
