train_task,test_task,sub,acc,features
glass,motor,MSC03,0.82,62
glass,mem,MSC03,0.6900000000000001,62
motor,semantic,MSC03,0.85,62
motor,glass,MSC03,0.635,62
motor,mem,MSC03,0.6799999999999999,62
mem,semantic,MSC03,0.7749999999999999,62
mem,glass,MSC03,0.585,62
mem,motor,MSC03,0.805,62
semantic,glass,MSC04,0.82,62
semantic,motor,MSC04,0.6,62
semantic,mem,MSC04,0.755,62
glass,semantic,MSC04,0.9000000000000001,62
glass,motor,MSC04,0.7100000000000002,62
glass,mem,MSC04,0.7899999999999999,62
motor,semantic,MSC04,0.6749999999999999,62
motor,glass,MSC04,0.74,62
motor,mem,MSC04,0.7150000000000001,62
mem,semantic,MSC04,0.945,62
mem,glass,MSC04,0.8399999999999999,62
mem,motor,MSC04,0.7849999999999999,62
semantic,glass,MSC05,0.9000000000000001,62
semantic,motor,MSC05,0.655,62
semantic,mem,MSC05,0.75,62
glass,semantic,MSC05,0.89,62
glass,motor,MSC05,0.7899999999999999,62
glass,mem,MSC05,0.9049999999999999,62
motor,semantic,MSC05,0.71,62
motor,glass,MSC05,0.865,62
motor,mem,MSC05,0.9200000000000002,62
mem,semantic,MSC05,0.905,62
mem,glass,MSC05,0.8499999999999999,62
mem,motor,MSC05,0.8649999999999999,62
semantic,glass,MSC06,0.6555555555555557,62
semantic,motor,MSC06,0.7949999999999999,62
semantic,mem,MSC06,0.8850000000000001,62
glass,semantic,MSC06,0.7777777777777778,62
glass,motor,MSC06,0.6833333333333331,62
glass,mem,MSC06,0.7888888888888889,62
motor,semantic,MSC06,0.86,62
motor,glass,MSC06,0.6166666666666668,62
motor,mem,MSC06,0.7100000000000002,62
mem,semantic,MSC06,0.925,62
mem,glass,MSC06,0.6888888888888889,62
mem,motor,MSC06,0.74,62
semantic,glass,MSC07,0.885,62
semantic,motor,MSC07,0.565,62
semantic,mem,MSC07,0.6,62
glass,semantic,MSC07,0.8049999999999999,62
glass,motor,MSC07,0.5,62
glass,mem,MSC07,0.58,62
motor,semantic,MSC07,0.505,62
motor,glass,MSC07,0.525,62
motor,mem,MSC07,0.545,62
mem,semantic,MSC07,0.5850000000000001,62
mem,glass,MSC07,0.6950000000000001,62
mem,motor,MSC07,0.62,62
semantic,glass,MSC10,0.75,62
semantic,motor,MSC10,0.805,62
semantic,mem,MSC10,0.69,62
glass,semantic,MSC10,0.8099999999999999,62
glass,motor,MSC10,0.9149999999999998,62
glass,mem,MSC10,0.61,62
motor,semantic,MSC10,0.7050000000000001,62
motor,glass,MSC10,0.8149999999999998,62
motor,mem,MSC10,0.6900000000000001,62
mem,semantic,MSC10,0.7300000000000001,62
mem,glass,MSC10,0.63,62
mem,motor,MSC10,0.67,62
semantic,glass,MSC01,0.685,21
semantic,motor,MSC01,0.7050000000000002,21
semantic,mem,MSC01,0.665,21
glass,semantic,MSC01,0.66,21
glass,motor,MSC01,0.6300000000000001,21
glass,mem,MSC01,0.6900000000000001,21
motor,semantic,MSC01,0.8099999999999999,21
motor,glass,MSC01,0.675,21
motor,mem,MSC01,0.62,21
mem,semantic,MSC01,0.675,21
mem,glass,MSC01,0.7050000000000002,21
mem,motor,MSC01,0.53,21
semantic,glass,MSC02,0.53,21
semantic,motor,MSC02,0.48500000000000004,21
semantic,mem,MSC02,0.63,21
glass,semantic,MSC02,0.72,21
glass,motor,MSC02,0.39999999999999997,21
glass,mem,MSC02,0.5800000000000001,21
motor,semantic,MSC02,0.5399999999999999,21
motor,glass,MSC02,0.5499999999999999,21
motor,mem,MSC02,0.5299999999999999,21
mem,semantic,MSC02,0.65,21
mem,glass,MSC02,0.6600000000000001,21
mem,motor,MSC02,0.7899999999999999,21
semantic,glass,MSC03,0.665,21
semantic,motor,MSC03,0.7100000000000001,21
semantic,mem,MSC03,0.6200000000000001,21
glass,semantic,MSC03,0.6199999999999999,21
glass,motor,MSC03,0.625,21
glass,mem,MSC03,0.475,21
motor,semantic,MSC03,0.585,21
motor,glass,MSC03,0.545,21
motor,mem,MSC03,0.5999999999999999,21
mem,semantic,MSC03,0.8149999999999998,21
mem,glass,MSC03,0.49000000000000005,21
mem,motor,MSC03,0.64,21
semantic,glass,MSC04,0.645,21
semantic,motor,MSC04,0.40499999999999997,21
semantic,mem,MSC04,0.575,21
glass,semantic,MSC04,0.525,21
glass,motor,MSC04,0.54,21
glass,mem,MSC04,0.525,21
motor,semantic,MSC04,0.5199999999999999,21
motor,glass,MSC04,0.605,21
motor,mem,MSC04,0.5449999999999999,21
mem,semantic,MSC04,0.605,21
mem,glass,MSC04,0.51,21
mem,motor,MSC04,0.54,21
semantic,glass,MSC05,0.6850000000000002,21
semantic,motor,MSC05,0.575,21
semantic,mem,MSC05,0.665,21
glass,semantic,MSC05,0.75,21
glass,motor,MSC05,0.735,21
glass,mem,MSC05,0.5499999999999999,21
motor,semantic,MSC05,0.565,21
motor,glass,MSC05,0.6900000000000001,21
motor,mem,MSC05,0.5849999999999999,21
mem,semantic,MSC05,0.58,21
mem,glass,MSC05,0.53,21
mem,motor,MSC05,0.5299999999999999,21
semantic,glass,MSC06,0.7111111111111111,21
semantic,motor,MSC06,0.67,21
semantic,mem,MSC06,0.8450000000000001,21
glass,semantic,MSC06,0.7111111111111111,21
glass,motor,MSC06,0.6333333333333333,21
glass,mem,MSC06,0.7444444444444445,21
motor,semantic,MSC06,0.8049999999999999,21
motor,glass,MSC06,0.6611111111111112,21
motor,mem,MSC06,0.7699999999999999,21
mem,semantic,MSC06,0.8850000000000001,21
mem,glass,MSC06,0.6722222222222223,21
mem,motor,MSC06,0.7799999999999999,21
semantic,glass,MSC07,0.585,21
semantic,motor,MSC07,0.495,21
semantic,mem,MSC07,0.7849999999999999,21
glass,semantic,MSC07,0.4250000000000001,21
glass,motor,MSC07,0.5399999999999999,21
glass,mem,MSC07,0.62,21
motor,semantic,MSC07,0.515,21
motor,glass,MSC07,0.5499999999999999,21
motor,mem,MSC07,0.5499999999999999,21
mem,semantic,MSC07,0.67,21
mem,glass,MSC07,0.6050000000000001,21
mem,motor,MSC07,0.6950000000000001,21
semantic,glass,MSC10,0.8049999999999999,21
semantic,motor,MSC10,0.64,21
semantic,mem,MSC10,0.7500000000000001,21
glass,semantic,MSC10,0.7949999999999998,21
glass,motor,MSC10,0.6500000000000001,21
glass,mem,MSC10,0.7899999999999998,21
motor,semantic,MSC10,0.53,21
motor,glass,MSC10,0.7899999999999998,21
motor,mem,MSC10,0.7550000000000001,21
mem,semantic,MSC10,0.74,21
mem,glass,MSC10,0.6850000000000002,21
mem,motor,MSC10,0.515,21
semantic,glass,MSC01,0.7649999999999999,127
semantic,motor,MSC01,0.655,127
semantic,mem,MSC01,0.635,127
glass,semantic,MSC01,0.825,127
glass,motor,MSC01,0.7949999999999999,127
glass,mem,MSC01,0.63,127
motor,semantic,MSC01,0.755,127
motor,glass,MSC01,0.7,127
motor,mem,MSC01,0.6300000000000001,127
mem,semantic,MSC01,0.74,127
mem,glass,MSC01,0.8150000000000001,127
mem,motor,MSC01,0.845,127
semantic,glass,MSC02,0.7050000000000001,127
semantic,motor,MSC02,0.595,127
semantic,mem,MSC02,0.525,127
glass,semantic,MSC02,0.8299999999999998,127
glass,motor,MSC02,0.7299999999999999,127
glass,mem,MSC02,0.875,127
motor,semantic,MSC02,0.5399999999999999,127
motor,glass,MSC02,0.705,127
motor,mem,MSC02,0.5799999999999998,127
mem,semantic,MSC02,0.7949999999999999,127
mem,glass,MSC02,0.75,127
mem,motor,MSC02,0.615,127
semantic,glass,MSC03,0.605,127
semantic,motor,MSC03,0.7649999999999999,127
semantic,mem,MSC03,0.625,127
glass,semantic,MSC03,0.7899999999999999,127
glass,motor,MSC03,0.7300000000000001,127
glass,mem,MSC03,0.51,127
motor,semantic,MSC03,0.5599999999999999,127
motor,glass,MSC03,0.6950000000000001,127
motor,mem,MSC03,0.6449999999999999,127
mem,semantic,MSC03,0.75,127
mem,glass,MSC03,0.59,127
mem,motor,MSC03,0.7999999999999999,127
semantic,glass,MSC04,0.74,127
semantic,motor,MSC04,0.6300000000000001,127
semantic,mem,MSC04,0.7000000000000001,127
glass,semantic,MSC04,0.8400000000000001,127
glass,motor,MSC04,0.8649999999999999,127
glass,mem,MSC04,0.78,127
motor,semantic,MSC04,0.755,127
motor,glass,MSC04,0.875,127
motor,mem,MSC04,0.655,127
mem,semantic,MSC04,0.9200000000000002,127
mem,glass,MSC04,0.7949999999999999,127
mem,motor,MSC04,0.635,127
semantic,glass,MSC05,0.9949999999999999,127
semantic,motor,MSC05,0.6600000000000001,127
semantic,mem,MSC05,0.95,127
glass,semantic,MSC05,0.925,127
glass,motor,MSC05,0.7999999999999999,127
glass,mem,MSC05,0.8850000000000001,127
motor,semantic,MSC05,0.67,127
motor,glass,MSC05,0.89,127
motor,mem,MSC05,0.7649999999999999,127
mem,semantic,MSC05,0.9,127
mem,glass,MSC05,0.9400000000000001,127
mem,motor,MSC05,0.96,127
semantic,glass,MSC06,0.7777777777777777,127
semantic,motor,MSC06,0.7100000000000001,127
semantic,mem,MSC06,0.7899999999999999,127
glass,semantic,MSC06,0.8666666666666666,127
glass,motor,MSC06,0.5888888888888889,127
glass,mem,MSC06,0.7277777777777779,127
motor,semantic,MSC06,0.825,127
motor,glass,MSC06,0.5666666666666667,127
motor,mem,MSC06,0.7649999999999999,127
mem,semantic,MSC06,0.9199999999999999,127
mem,glass,MSC06,0.7055555555555556,127
mem,motor,MSC06,0.745,127
semantic,glass,MSC07,0.9199999999999999,127
semantic,motor,MSC07,0.59,127
semantic,mem,MSC07,0.7949999999999999,127
glass,semantic,MSC07,0.9199999999999999,127
glass,motor,MSC07,0.64,127
glass,mem,MSC07,0.7050000000000001,127
motor,semantic,MSC07,0.5599999999999999,127
motor,glass,MSC07,0.635,127
motor,mem,MSC07,0.5349999999999999,127
mem,semantic,MSC07,0.8399999999999999,127
mem,glass,MSC07,0.8549999999999999,127
mem,motor,MSC07,0.725,127
semantic,glass,MSC10,0.9350000000000002,127
semantic,motor,MSC10,0.835,127
semantic,mem,MSC10,0.705,127
glass,semantic,MSC10,0.845,127
glass,motor,MSC10,0.8049999999999999,127
glass,mem,MSC10,0.7999999999999999,127
motor,semantic,MSC10,0.865,127
motor,glass,MSC10,0.77,127
motor,mem,MSC10,0.625,127
mem,semantic,MSC10,0.915,127
mem,glass,MSC10,0.85,127
mem,motor,MSC10,0.8,127
semantic,glass,MSC01,0.775,114
semantic,motor,MSC01,0.7649999999999999,114
semantic,mem,MSC01,0.7000000000000001,114
glass,semantic,MSC01,0.9450000000000001,114
glass,motor,MSC01,0.7899999999999999,114
glass,mem,MSC01,0.565,114
motor,semantic,MSC01,0.9099999999999999,114
motor,glass,MSC01,0.7899999999999999,114
motor,mem,MSC01,0.6950000000000001,114
mem,semantic,MSC01,0.8700000000000001,114
mem,glass,MSC01,0.765,114
mem,motor,MSC01,0.74,114
semantic,glass,MSC02,0.725,114
semantic,motor,MSC02,0.63,114
semantic,mem,MSC02,0.6400000000000001,114
glass,semantic,MSC02,0.8099999999999999,114
glass,motor,MSC02,0.8,114
glass,mem,MSC02,0.5850000000000001,114
motor,semantic,MSC02,0.6199999999999999,114
motor,glass,MSC02,0.655,114
motor,mem,MSC02,0.595,114
mem,semantic,MSC02,0.8099999999999999,114
mem,glass,MSC02,0.8450000000000001,114
mem,motor,MSC02,0.8549999999999999,114
semantic,glass,MSC03,0.7350000000000001,114
semantic,motor,MSC03,0.8400000000000001,114
semantic,mem,MSC03,0.635,114
glass,semantic,MSC03,0.7050000000000001,114
glass,motor,MSC03,0.96,114
glass,mem,MSC03,0.66,114
motor,semantic,MSC03,0.6700000000000002,114
motor,glass,MSC03,0.7649999999999999,114
motor,mem,MSC03,0.745,114
mem,semantic,MSC03,0.73,114
mem,glass,MSC03,0.645,114
mem,motor,MSC03,0.945,114
semantic,glass,MSC04,0.7350000000000001,114
semantic,motor,MSC04,0.61,114
semantic,mem,MSC04,0.68,114
glass,semantic,MSC04,0.885,114
glass,motor,MSC04,0.925,114
glass,mem,MSC04,0.675,114
motor,semantic,MSC04,0.6850000000000002,114
motor,glass,MSC04,0.8049999999999999,114
motor,mem,MSC04,0.595,114
mem,semantic,MSC04,0.89,114
mem,glass,MSC04,0.76,114
mem,motor,MSC04,0.6600000000000001,114
semantic,glass,MSC05,0.8850000000000001,114
semantic,motor,MSC05,0.885,114
semantic,mem,MSC05,0.9949999999999999,114
glass,semantic,MSC05,0.8549999999999999,114
glass,motor,MSC05,0.9099999999999999,114
glass,mem,MSC05,0.8800000000000001,114
motor,semantic,MSC05,0.665,114
motor,glass,MSC05,0.8299999999999998,114
motor,mem,MSC05,0.8950000000000001,114
mem,semantic,MSC05,0.9949999999999999,114
mem,glass,MSC05,0.89,114
mem,motor,MSC05,0.9000000000000001,114
semantic,glass,MSC06,0.7333333333333333,114
semantic,motor,MSC06,0.825,114
semantic,mem,MSC06,0.755,114
glass,semantic,MSC06,0.8611111111111112,114
glass,motor,MSC06,0.7444444444444445,114
glass,mem,MSC06,0.8944444444444445,114
motor,semantic,MSC06,0.6400000000000001,114
motor,glass,MSC06,0.5555555555555556,114
motor,mem,MSC06,0.57,114
mem,semantic,MSC06,0.7350000000000001,114
mem,glass,MSC06,0.8222222222222222,114
mem,motor,MSC06,0.9,114
semantic,glass,MSC07,0.945,114
semantic,motor,MSC07,0.505,114
semantic,mem,MSC07,0.7649999999999999,114
glass,semantic,MSC07,0.99,114
glass,motor,MSC07,0.6900000000000001,114
glass,mem,MSC07,0.6950000000000001,114
motor,semantic,MSC07,0.5499999999999999,114
motor,glass,MSC07,0.5399999999999999,114
motor,mem,MSC07,0.51,114
mem,semantic,MSC07,0.8700000000000001,114
mem,glass,MSC07,0.9450000000000001,114
mem,motor,MSC07,0.865,114
semantic,glass,MSC10,0.8850000000000001,114
semantic,motor,MSC10,0.825,114
semantic,mem,MSC10,0.7649999999999999,114
glass,semantic,MSC10,0.9600000000000002,114
glass,motor,MSC10,0.925,114
glass,mem,MSC10,0.7000000000000001,114
motor,semantic,MSC10,0.5599999999999999,114
motor,glass,MSC10,0.7999999999999999,114
motor,mem,MSC10,0.6500000000000001,114
mem,semantic,MSC10,0.72,114
mem,glass,MSC10,0.8249999999999998,114
mem,motor,MSC10,0.905,114
semantic,glass,MSC01,0.8949999999999999,49
semantic,motor,MSC01,0.7899999999999999,49
semantic,mem,MSC01,0.6,49
glass,semantic,MSC01,0.8649999999999999,49
glass,motor,MSC01,0.8099999999999999,49
glass,mem,MSC01,0.7999999999999999,49
motor,semantic,MSC01,0.9149999999999998,49
motor,glass,MSC01,0.9099999999999999,49
motor,mem,MSC01,0.74,49
mem,semantic,MSC01,0.8850000000000001,49
mem,glass,MSC01,0.75,49
mem,motor,MSC01,0.745,49
semantic,glass,MSC02,0.6650000000000001,49
semantic,motor,MSC02,0.69,49
semantic,mem,MSC02,0.685,49
glass,semantic,MSC02,0.75,49
glass,motor,MSC02,0.8949999999999999,49
glass,mem,MSC02,0.635,49
motor,semantic,MSC02,0.67,49
motor,glass,MSC02,0.6450000000000001,49
motor,mem,MSC02,0.6150000000000001,49
mem,semantic,MSC02,0.8549999999999999,49
mem,glass,MSC02,0.6900000000000002,49
mem,motor,MSC02,0.6700000000000002,49
semantic,glass,MSC03,0.61,49
semantic,motor,MSC03,0.685,49
semantic,mem,MSC03,0.5349999999999999,49
glass,semantic,MSC03,0.6950000000000001,49
glass,motor,MSC03,0.76,49
glass,mem,MSC03,0.585,49
motor,semantic,MSC03,0.605,49
motor,glass,MSC03,0.7100000000000001,49
motor,mem,MSC03,0.625,49
mem,semantic,MSC03,0.7550000000000001,49
mem,glass,MSC03,0.745,49
mem,motor,MSC03,0.68,49
semantic,glass,MSC04,0.8399999999999999,49
semantic,motor,MSC04,0.565,49
semantic,mem,MSC04,0.725,49
glass,semantic,MSC04,0.9799999999999999,49
glass,motor,MSC04,0.7799999999999999,49
glass,mem,MSC04,0.7899999999999999,49
motor,semantic,MSC04,0.82,49
motor,glass,MSC04,0.86,49
motor,mem,MSC04,0.7949999999999999,49
mem,semantic,MSC04,0.9000000000000001,49
mem,glass,MSC04,0.8850000000000001,49
mem,motor,MSC04,0.775,49
semantic,glass,MSC05,0.7999999999999999,49
semantic,motor,MSC05,0.5849999999999999,49
semantic,mem,MSC05,0.58,49
glass,semantic,MSC05,0.7300000000000001,49
glass,motor,MSC05,0.8399999999999999,49
glass,mem,MSC05,0.74,49
motor,semantic,MSC05,0.58,49
motor,glass,MSC05,0.7050000000000001,49
motor,mem,MSC05,0.85,49
mem,semantic,MSC05,0.74,49
mem,glass,MSC05,0.9150000000000003,49
mem,motor,MSC05,0.93,49
semantic,glass,MSC06,0.5888888888888889,49
semantic,motor,MSC06,0.78,49
semantic,mem,MSC06,0.65,49
glass,semantic,MSC06,0.6222222222222222,49
glass,motor,MSC06,0.4055555555555555,49
glass,mem,MSC06,0.6611111111111111,49
motor,semantic,MSC06,0.655,49
motor,glass,MSC06,0.6,49
motor,mem,MSC06,0.67,49
mem,semantic,MSC06,0.74,49
mem,glass,MSC06,0.6722222222222223,49
mem,motor,MSC06,0.625,49
semantic,glass,MSC07,0.8299999999999998,49
semantic,motor,MSC07,0.655,49
semantic,mem,MSC07,0.75,49
glass,semantic,MSC07,0.8149999999999998,49
glass,motor,MSC07,0.6649999999999999,49
glass,mem,MSC07,0.75,49
motor,semantic,MSC07,0.575,49
motor,glass,MSC07,0.5599999999999999,49
motor,mem,MSC07,0.605,49
mem,semantic,MSC07,0.7300000000000001,49
mem,glass,MSC07,0.7549999999999999,49
mem,motor,MSC07,0.7,49
semantic,glass,MSC10,0.7649999999999999,49
semantic,motor,MSC10,0.615,49
semantic,mem,MSC10,0.8149999999999998,49
glass,semantic,MSC10,0.59,49
glass,motor,MSC10,0.68,49
glass,mem,MSC10,0.7350000000000001,49
motor,semantic,MSC10,0.59,49
motor,glass,MSC10,0.6600000000000001,49
motor,mem,MSC10,0.595,49
mem,semantic,MSC10,0.7799999999999999,49
mem,glass,MSC10,0.615,49
mem,motor,MSC10,0.655,49
semantic,glass,MSC01,0.8049999999999999,53
semantic,motor,MSC01,0.7100000000000001,53
semantic,mem,MSC01,0.8850000000000001,53
glass,semantic,MSC01,0.8549999999999999,53
glass,motor,MSC01,0.915,53
glass,mem,MSC01,0.74,53
motor,semantic,MSC01,0.6400000000000001,53
motor,glass,MSC01,0.7849999999999999,53
motor,mem,MSC01,0.745,53
mem,semantic,MSC01,0.865,53
mem,glass,MSC01,0.76,53
mem,motor,MSC01,0.8699999999999999,53
semantic,glass,MSC02,0.75,53
semantic,motor,MSC02,0.565,53
semantic,mem,MSC02,0.6400000000000001,53
glass,semantic,MSC02,0.86,53
glass,motor,MSC02,0.805,53
glass,mem,MSC02,0.7799999999999999,53
motor,semantic,MSC02,0.7,53
motor,glass,MSC02,0.6300000000000001,53
motor,mem,MSC02,0.585,53
mem,semantic,MSC02,0.735,53
mem,glass,MSC02,0.8049999999999999,53
mem,motor,MSC02,0.6050000000000001,53
semantic,glass,MSC03,0.5999999999999999,53
semantic,motor,MSC03,0.8299999999999998,53
semantic,mem,MSC03,0.725,53
glass,semantic,MSC03,0.51,53
glass,motor,MSC03,0.6900000000000001,53
glass,mem,MSC03,0.675,53
motor,semantic,MSC03,0.57,53
motor,glass,MSC03,0.7150000000000001,53
motor,mem,MSC03,0.595,53
mem,semantic,MSC03,0.735,53
mem,glass,MSC03,0.5199999999999999,53
mem,motor,MSC03,0.74,53
semantic,glass,MSC04,0.7949999999999999,53
semantic,motor,MSC04,0.7699999999999999,53
semantic,mem,MSC04,0.71,53
glass,semantic,MSC04,0.8800000000000001,53
glass,motor,MSC04,0.7150000000000001,53
glass,mem,MSC04,0.6950000000000001,53
motor,semantic,MSC04,0.8099999999999999,53
motor,glass,MSC04,0.89,53
motor,mem,MSC04,0.78,53
mem,semantic,MSC04,0.9149999999999998,53
mem,glass,MSC04,0.835,53
mem,motor,MSC04,0.8600000000000001,53
semantic,glass,MSC05,0.8349999999999997,53
semantic,motor,MSC05,0.8099999999999999,53
semantic,mem,MSC05,0.97,53
glass,semantic,MSC05,0.8550000000000001,53
glass,motor,MSC05,0.93,53
glass,mem,MSC05,0.885,53
motor,semantic,MSC05,0.78,53
motor,glass,MSC05,0.845,53
motor,mem,MSC05,0.905,53
mem,semantic,MSC05,0.95,53
mem,glass,MSC05,0.9100000000000001,53
mem,motor,MSC05,1.0,53
semantic,glass,MSC06,0.5888888888888888,53
semantic,motor,MSC06,0.675,53
semantic,mem,MSC06,0.625,53
glass,semantic,MSC06,0.7444444444444445,53
glass,motor,MSC06,0.8333333333333334,53
glass,mem,MSC06,0.9000000000000001,53
motor,semantic,MSC06,0.63,53
motor,glass,MSC06,0.638888888888889,53
motor,mem,MSC06,0.8150000000000001,53
mem,semantic,MSC06,0.735,53
mem,glass,MSC06,0.75,53
mem,motor,MSC06,0.8399999999999999,53
semantic,glass,MSC07,0.8549999999999999,53
semantic,motor,MSC07,0.585,53
semantic,mem,MSC07,0.73,53
glass,semantic,MSC07,0.805,53
glass,motor,MSC07,0.6400000000000001,53
glass,mem,MSC07,0.635,53
motor,semantic,MSC07,0.6049999999999999,53
motor,glass,MSC07,0.575,53
motor,mem,MSC07,0.57,53
mem,semantic,MSC07,0.82,53
mem,glass,MSC07,0.8949999999999999,53
mem,motor,MSC07,0.695,53
semantic,glass,MSC10,0.7350000000000001,53
semantic,motor,MSC10,0.575,53
semantic,mem,MSC10,0.7050000000000001,53
glass,semantic,MSC10,0.85,53
glass,motor,MSC10,0.76,53
glass,mem,MSC10,0.7649999999999999,53
motor,semantic,MSC10,0.7649999999999999,53
motor,glass,MSC10,0.6650000000000001,53
motor,mem,MSC10,0.765,53
mem,semantic,MSC10,0.8049999999999999,53
mem,glass,MSC10,0.74,53
mem,motor,MSC10,0.7550000000000001,53
semantic,glass,MSC01,0.845,15
semantic,motor,MSC01,0.745,15
semantic,mem,MSC01,0.665,15
glass,semantic,MSC01,0.95,15
glass,motor,MSC01,0.8099999999999999,15
glass,mem,MSC01,0.7,15
motor,semantic,MSC01,0.915,15
motor,glass,MSC01,0.6700000000000002,15
motor,mem,MSC01,0.8049999999999999,15
mem,semantic,MSC01,0.8099999999999999,15
mem,glass,MSC01,0.73,15
mem,motor,MSC01,0.8399999999999999,15
semantic,glass,MSC02,0.5849999999999999,15
semantic,motor,MSC02,0.5800000000000001,15
semantic,mem,MSC02,0.685,15
glass,semantic,MSC02,0.75,15
glass,motor,MSC02,0.7999999999999999,15
glass,mem,MSC02,0.725,15
motor,semantic,MSC02,0.6950000000000001,15
motor,glass,MSC02,0.54,15
motor,mem,MSC02,0.57,15
mem,semantic,MSC02,0.7300000000000001,15
mem,glass,MSC02,0.72,15
mem,motor,MSC02,0.7100000000000001,15
semantic,glass,MSC03,0.665,15
semantic,motor,MSC03,0.7050000000000001,15
semantic,mem,MSC03,0.6599999999999999,15
glass,semantic,MSC03,0.8049999999999999,15
glass,motor,MSC03,0.615,15
glass,mem,MSC03,0.43499999999999994,15
motor,semantic,MSC03,0.73,15
motor,glass,MSC03,0.595,15
motor,mem,MSC03,0.42000000000000004,15
mem,semantic,MSC03,0.6950000000000001,15
mem,glass,MSC03,0.5900000000000001,15
mem,motor,MSC03,0.4600000000000001,15
semantic,glass,MSC04,0.7899999999999999,15
semantic,motor,MSC04,0.805,15
semantic,mem,MSC04,0.7250000000000001,15
glass,semantic,MSC04,0.8,15
glass,motor,MSC04,0.9100000000000001,15
glass,mem,MSC04,0.8600000000000001,15
motor,semantic,MSC04,0.8950000000000001,15
motor,glass,MSC04,0.99,15
motor,mem,MSC04,0.8450000000000001,15
mem,semantic,MSC04,0.875,15
mem,glass,MSC04,0.885,15
mem,motor,MSC04,0.925,15
semantic,glass,MSC05,0.7749999999999999,15
semantic,motor,MSC05,0.8,15
semantic,mem,MSC05,0.8400000000000001,15
glass,semantic,MSC05,0.67,15
glass,motor,MSC05,0.775,15
glass,mem,MSC05,0.9550000000000001,15
motor,semantic,MSC05,0.7100000000000001,15
motor,glass,MSC05,0.805,15
motor,mem,MSC05,0.7749999999999999,15
mem,semantic,MSC05,0.6900000000000002,15
mem,glass,MSC05,0.865,15
mem,motor,MSC05,0.82,15
semantic,glass,MSC06,0.6611111111111111,15
semantic,motor,MSC06,0.735,15
semantic,mem,MSC06,0.89,15
glass,semantic,MSC06,0.8277777777777777,15
glass,motor,MSC06,0.6,15
glass,mem,MSC06,0.8277777777777777,15
motor,semantic,MSC06,0.8099999999999999,15
motor,glass,MSC06,0.7499999999999999,15
motor,mem,MSC06,0.805,15
mem,semantic,MSC06,0.7999999999999999,15
mem,glass,MSC06,0.6833333333333333,15
mem,motor,MSC06,0.5549999999999999,15
semantic,glass,MSC07,0.7899999999999999,15
semantic,motor,MSC07,0.625,15
semantic,mem,MSC07,0.505,15
glass,semantic,MSC07,0.905,15
glass,motor,MSC07,0.68,15
glass,mem,MSC07,0.655,15
motor,semantic,MSC07,0.755,15
motor,glass,MSC07,0.5849999999999999,15
motor,mem,MSC07,0.7050000000000001,15
mem,semantic,MSC07,0.7250000000000001,15
mem,glass,MSC07,0.7649999999999999,15
mem,motor,MSC07,0.575,15
semantic,glass,MSC10,0.5449999999999999,15
semantic,motor,MSC10,0.675,15
semantic,mem,MSC10,0.7400000000000001,15
glass,semantic,MSC10,0.45,15
glass,motor,MSC10,0.795,15
glass,mem,MSC10,0.6450000000000001,15
motor,semantic,MSC10,0.6,15
motor,glass,MSC10,0.655,15
motor,mem,MSC10,0.6550000000000001,15
mem,semantic,MSC10,0.73,15
mem,glass,MSC10,0.655,15
mem,motor,MSC10,0.6599999999999999,15
semantic,glass,MSC01,0.755,147
semantic,motor,MSC01,0.7949999999999999,147
semantic,mem,MSC01,0.7000000000000001,147
glass,semantic,MSC01,0.8950000000000001,147
glass,motor,MSC01,0.8049999999999999,147
glass,mem,MSC01,0.805,147
motor,semantic,MSC01,0.865,147
motor,glass,MSC01,0.825,147
motor,mem,MSC01,0.6950000000000001,147
mem,semantic,MSC01,0.8549999999999999,147
mem,glass,MSC01,0.7899999999999999,147
mem,motor,MSC01,0.835,147
semantic,glass,MSC02,0.6550000000000001,147
semantic,motor,MSC02,0.5850000000000001,147
semantic,mem,MSC02,0.425,147
glass,semantic,MSC02,0.74,147
glass,motor,MSC02,0.53,147
glass,mem,MSC02,0.5700000000000001,147
motor,semantic,MSC02,0.5449999999999999,147
motor,glass,MSC02,0.5549999999999999,147
motor,mem,MSC02,0.5,147
mem,semantic,MSC02,0.635,147
mem,glass,MSC02,0.82,147
mem,motor,MSC02,0.685,147
semantic,glass,MSC03,0.7100000000000002,147
semantic,motor,MSC03,0.835,147
semantic,mem,MSC03,0.6549999999999999,147
glass,semantic,MSC03,0.745,147
glass,motor,MSC03,0.8700000000000001,147
glass,mem,MSC03,0.55,147
motor,semantic,MSC03,0.5,147
motor,glass,MSC03,0.66,147
motor,mem,MSC03,0.57,147
mem,semantic,MSC03,0.7649999999999999,147
mem,glass,MSC03,0.615,147
mem,motor,MSC03,0.73,147
semantic,glass,MSC04,0.725,147
semantic,motor,MSC04,0.585,147
semantic,mem,MSC04,0.615,147
glass,semantic,MSC04,0.8649999999999999,147
glass,motor,MSC04,0.8549999999999999,147
glass,mem,MSC04,0.7699999999999999,147
motor,semantic,MSC04,0.75,147
motor,glass,MSC04,0.8649999999999999,147
motor,mem,MSC04,0.67,147
mem,semantic,MSC04,0.9049999999999999,147
mem,glass,MSC04,0.9949999999999999,147
mem,motor,MSC04,0.7949999999999999,147
semantic,glass,MSC05,0.78,147
semantic,motor,MSC05,0.7050000000000002,147
semantic,mem,MSC05,0.8799999999999999,147
