,train_task,test_task,sub,acc,Features
60,semantic,glass,MSC06,0.6888888888888889,70
61,semantic,motor,MSC06,0.82,70
62,semantic,mem,MSC06,0.85,70
63,glass,semantic,MSC06,0.7888888888888889,70
64,glass,motor,MSC06,0.7388888888888889,70
65,glass,mem,MSC06,0.7833333333333333,70
66,motor,semantic,MSC06,0.7999999999999999,70
67,motor,glass,MSC06,0.7111111111111111,70
68,motor,mem,MSC06,0.75,70
69,mem,semantic,MSC06,0.825,70
70,mem,glass,MSC06,0.7,70
71,mem,motor,MSC06,0.8500000000000002,70
72,semantic,glass,MSC07,0.8800000000000001,70
73,semantic,motor,MSC07,0.5899999999999999,70
74,semantic,mem,MSC07,0.675,70
75,glass,semantic,MSC07,0.92,70
76,glass,motor,MSC07,0.82,70
77,glass,mem,MSC07,0.7250000000000001,70
78,motor,semantic,MSC07,0.5999999999999999,70
79,motor,glass,MSC07,0.5949999999999999,70
80,motor,mem,MSC07,0.5449999999999999,70
81,mem,semantic,MSC07,0.8600000000000001,70
82,mem,glass,MSC07,0.9,70
83,mem,motor,MSC07,0.8950000000000001,70
84,semantic,glass,MSC10,0.955,70
85,semantic,motor,MSC10,0.8600000000000001,70
86,semantic,mem,MSC10,0.825,70
87,glass,semantic,MSC10,0.945,70
88,glass,motor,MSC10,0.825,70
89,glass,mem,MSC10,0.745,70
90,motor,semantic,MSC10,0.805,70
91,motor,glass,MSC10,0.835,70
92,motor,mem,MSC10,0.74,70
93,mem,semantic,MSC10,0.8049999999999999,70
94,mem,glass,MSC10,0.93,70
95,mem,motor,MSC10,0.945,70
0,semantic,glass,MSC01,0.8049999999999999,80
1,semantic,motor,MSC01,0.7949999999999999,80
2,semantic,mem,MSC01,0.7999999999999999,80
3,glass,semantic,MSC01,0.9000000000000001,80
4,glass,motor,MSC01,0.6900000000000001,80
5,glass,mem,MSC01,0.76,80
6,motor,semantic,MSC01,0.8699999999999999,80
7,motor,glass,MSC01,0.7949999999999999,80
8,motor,mem,MSC01,0.7000000000000001,80
9,mem,semantic,MSC01,0.975,80
10,mem,glass,MSC01,0.925,80
11,mem,motor,MSC01,0.9200000000000002,80
12,semantic,glass,MSC02,0.655,80
13,semantic,motor,MSC02,0.59,80
14,semantic,mem,MSC02,0.5449999999999999,80
15,glass,semantic,MSC02,0.6850000000000002,80
16,glass,motor,MSC02,0.665,80
17,glass,mem,MSC02,0.5349999999999999,80
18,motor,semantic,MSC02,0.635,80
19,motor,glass,MSC02,0.6849999999999999,80
20,motor,mem,MSC02,0.505,80
21,mem,semantic,MSC02,0.7050000000000001,80
22,mem,glass,MSC02,0.7150000000000001,80
23,mem,motor,MSC02,0.6250000000000001,80
24,semantic,glass,MSC03,0.7300000000000001,80
25,semantic,motor,MSC03,0.75,80
26,semantic,mem,MSC03,0.5849999999999999,80
27,glass,semantic,MSC03,0.69,80
28,glass,motor,MSC03,0.6400000000000001,80
29,glass,mem,MSC03,0.5499999999999999,80
30,motor,semantic,MSC03,0.625,80
31,motor,glass,MSC03,0.4999999999999999,80
32,motor,mem,MSC03,0.475,80
33,mem,semantic,MSC03,0.575,80
34,mem,glass,MSC03,0.53,80
35,mem,motor,MSC03,0.7249999999999999,80
36,semantic,glass,MSC04,0.8299999999999998,80
37,semantic,motor,MSC04,0.7100000000000001,80
38,semantic,mem,MSC04,0.7799999999999999,80
39,glass,semantic,MSC04,0.94,80
40,glass,motor,MSC04,0.89,80
41,glass,mem,MSC04,0.7999999999999999,80
42,motor,semantic,MSC04,0.89,80
43,motor,glass,MSC04,0.925,80
44,motor,mem,MSC04,0.6900000000000002,80
45,mem,semantic,MSC04,0.905,80
46,mem,glass,MSC04,0.945,80
47,mem,motor,MSC04,0.6500000000000001,80
48,semantic,glass,MSC05,0.89,80
49,semantic,motor,MSC05,0.7899999999999999,80
50,semantic,mem,MSC05,0.965,80
51,glass,semantic,MSC05,0.8299999999999998,80
52,glass,motor,MSC05,0.8100000000000002,80
53,glass,mem,MSC05,0.98,80
54,motor,semantic,MSC05,0.7150000000000001,80
55,motor,glass,MSC05,0.74,80
56,motor,mem,MSC05,0.7699999999999999,80
57,mem,semantic,MSC05,0.7999999999999999,80
58,mem,glass,MSC05,0.7999999999999999,80
59,mem,motor,MSC05,0.7649999999999999,80
60,semantic,glass,MSC06,0.7166666666666667,80
61,semantic,motor,MSC06,0.615,80
62,semantic,mem,MSC06,0.72,80
63,glass,semantic,MSC06,0.7166666666666667,80
64,glass,motor,MSC06,0.6277777777777778,80
65,glass,mem,MSC06,0.7666666666666666,80
66,motor,semantic,MSC06,0.6400000000000001,80
67,motor,glass,MSC06,0.6111111111111109,80
68,motor,mem,MSC06,0.5899999999999999,80
69,mem,semantic,MSC06,0.835,80
70,mem,glass,MSC06,0.7444444444444445,80
71,mem,motor,MSC06,0.65,80
72,semantic,glass,MSC07,0.925,80
73,semantic,motor,MSC07,0.635,80
74,semantic,mem,MSC07,0.7849999999999999,80
75,glass,semantic,MSC07,0.97,80
76,glass,motor,MSC07,0.7050000000000001,80
77,glass,mem,MSC07,0.8499999999999999,80
78,motor,semantic,MSC07,0.5499999999999999,80
79,motor,glass,MSC07,0.5499999999999999,80
80,motor,mem,MSC07,0.5399999999999999,80
81,mem,semantic,MSC07,0.865,80
82,mem,glass,MSC07,0.92,80
83,mem,motor,MSC07,0.7100000000000001,80
84,semantic,glass,MSC10,0.7350000000000001,80
85,semantic,motor,MSC10,0.5649999999999998,80
86,semantic,mem,MSC10,0.7849999999999999,80
87,glass,semantic,MSC10,0.72,80
88,glass,motor,MSC10,0.63,80
89,glass,mem,MSC10,0.78,80
90,motor,semantic,MSC10,0.495,80
91,motor,glass,MSC10,0.595,80
92,motor,mem,MSC10,0.525,80
93,mem,semantic,MSC10,0.76,80
94,mem,glass,MSC10,0.8099999999999999,80
95,mem,motor,MSC10,0.665,80
0,semantic,glass,MSC01,0.76,90
1,semantic,motor,MSC01,0.8649999999999999,90
2,semantic,mem,MSC01,0.6450000000000001,90
3,glass,semantic,MSC01,0.99,90
4,glass,motor,MSC01,0.85,90
5,glass,mem,MSC01,0.8049999999999999,90
6,motor,semantic,MSC01,0.945,90
7,motor,glass,MSC01,0.66,90
8,motor,mem,MSC01,0.7949999999999999,90
9,mem,semantic,MSC01,0.945,90
10,mem,glass,MSC01,0.8499999999999999,90
11,mem,motor,MSC01,0.95,90
12,semantic,glass,MSC02,0.72,90
13,semantic,motor,MSC02,0.51,90
14,semantic,mem,MSC02,0.505,90
15,glass,semantic,MSC02,0.8300000000000001,90
16,glass,motor,MSC02,0.53,90
17,glass,mem,MSC02,0.45,90
18,motor,semantic,MSC02,0.5149999999999999,90
19,motor,glass,MSC02,0.5599999999999999,90
20,motor,mem,MSC02,0.5,90
21,mem,semantic,MSC02,0.745,90
22,mem,glass,MSC02,0.705,90
23,mem,motor,MSC02,0.525,90
24,semantic,glass,MSC03,0.7799999999999999,90
25,semantic,motor,MSC03,0.8100000000000002,90
26,semantic,mem,MSC03,0.7899999999999999,90
27,glass,semantic,MSC03,0.655,90
28,glass,motor,MSC03,0.645,90
29,glass,mem,MSC03,0.6100000000000001,90
30,motor,semantic,MSC03,0.685,90
31,motor,glass,MSC03,0.7249999999999999,90
32,motor,mem,MSC03,0.7899999999999998,90
33,mem,semantic,MSC03,0.8099999999999999,90
34,mem,glass,MSC03,0.5700000000000001,90
35,mem,motor,MSC03,0.805,90
36,semantic,glass,MSC04,0.89,90
37,semantic,motor,MSC04,0.6649999999999999,90
38,semantic,mem,MSC04,0.7899999999999999,90
39,glass,semantic,MSC04,0.7899999999999998,90
40,glass,motor,MSC04,0.8549999999999999,90
41,glass,mem,MSC04,0.7150000000000001,90
42,motor,semantic,MSC04,0.655,90
43,motor,glass,MSC04,0.925,90
44,motor,mem,MSC04,0.5449999999999999,90
45,mem,semantic,MSC04,0.905,90
46,mem,glass,MSC04,0.8900000000000002,90
47,mem,motor,MSC04,0.74,90
48,semantic,glass,MSC05,0.745,90
49,semantic,motor,MSC05,0.635,90
50,semantic,mem,MSC05,0.6650000000000001,90
51,glass,semantic,MSC05,0.8399999999999999,90
52,glass,motor,MSC05,0.8299999999999998,90
53,glass,mem,MSC05,0.8700000000000001,90
54,motor,semantic,MSC05,0.6100000000000001,90
55,motor,glass,MSC05,0.82,90
56,motor,mem,MSC05,0.8699999999999999,90
57,mem,semantic,MSC05,0.7549999999999999,90
58,mem,glass,MSC05,0.85,90
59,mem,motor,MSC05,0.935,90
60,semantic,glass,MSC06,0.6277777777777779,90
61,semantic,motor,MSC06,0.6500000000000001,90
62,semantic,mem,MSC06,0.8850000000000001,90
63,glass,semantic,MSC06,0.7166666666666667,90
64,glass,motor,MSC06,0.7555555555555555,90
65,glass,mem,MSC06,0.8833333333333334,90
66,motor,semantic,MSC06,0.7250000000000001,90
67,motor,glass,MSC06,0.5777777777777777,90
68,motor,mem,MSC06,0.8150000000000001,90
69,mem,semantic,MSC06,0.865,90
70,mem,glass,MSC06,0.6444444444444445,90
71,mem,motor,MSC06,0.8149999999999998,90
72,semantic,glass,MSC07,0.6900000000000002,90
73,semantic,motor,MSC07,0.5999999999999999,90
74,semantic,mem,MSC07,0.51,90
75,glass,semantic,MSC07,0.58,90
76,glass,motor,MSC07,0.6900000000000001,90
77,glass,mem,MSC07,0.5249999999999999,90
78,motor,semantic,MSC07,0.51,90
79,motor,glass,MSC07,0.655,90
80,motor,mem,MSC07,0.5149999999999999,90
81,mem,semantic,MSC07,0.585,90
82,mem,glass,MSC07,0.675,90
83,mem,motor,MSC07,0.7449999999999999,90
84,semantic,glass,MSC10,0.5599999999999999,90
85,semantic,motor,MSC10,0.5700000000000001,90
86,semantic,mem,MSC10,0.665,90
87,glass,semantic,MSC10,0.73,90
88,glass,motor,MSC10,0.735,90
89,glass,mem,MSC10,0.725,90
90,motor,semantic,MSC10,0.6050000000000001,90
91,motor,glass,MSC10,0.6100000000000001,90
92,motor,mem,MSC10,0.5349999999999999,90
93,mem,semantic,MSC10,0.6250000000000001,90
94,mem,glass,MSC10,0.655,90
95,mem,motor,MSC10,0.695,90
0,semantic,glass,MSC01,0.935,100
1,semantic,motor,MSC01,0.8399999999999999,100
2,semantic,mem,MSC01,0.6400000000000001,100
3,glass,semantic,MSC01,0.945,100
4,glass,motor,MSC01,0.7899999999999998,100
5,glass,mem,MSC01,0.625,100
6,motor,semantic,MSC01,0.9350000000000002,100
7,motor,glass,MSC01,0.8099999999999999,100
8,motor,mem,MSC01,0.6099999999999999,100
9,mem,semantic,MSC01,0.8150000000000001,100
10,mem,glass,MSC01,0.875,100
11,mem,motor,MSC01,0.6550000000000001,100
12,semantic,glass,MSC02,0.675,100
13,semantic,motor,MSC02,0.59,100
14,semantic,mem,MSC02,0.58,100
15,glass,semantic,MSC02,0.7849999999999999,100
16,glass,motor,MSC02,0.7150000000000001,100
17,glass,mem,MSC02,0.655,100
18,motor,semantic,MSC02,0.68,100
19,motor,glass,MSC02,0.55,100
20,motor,mem,MSC02,0.5,100
21,mem,semantic,MSC02,0.8299999999999998,100
22,mem,glass,MSC02,0.74,100
23,mem,motor,MSC02,0.74,100
24,semantic,glass,MSC03,0.7000000000000001,100
25,semantic,motor,MSC03,0.92,100
26,semantic,mem,MSC03,0.775,100
27,glass,semantic,MSC03,0.725,100
28,glass,motor,MSC03,0.82,100
29,glass,mem,MSC03,0.6600000000000001,100
30,motor,semantic,MSC03,0.72,100
31,motor,glass,MSC03,0.58,100
32,motor,mem,MSC03,0.745,100
33,mem,semantic,MSC03,0.69,100
34,mem,glass,MSC03,0.455,100
35,mem,motor,MSC03,0.735,100
36,semantic,glass,MSC04,0.575,100
37,semantic,motor,MSC04,0.5199999999999999,100
38,semantic,mem,MSC04,0.5800000000000001,100
39,glass,semantic,MSC04,0.8249999999999998,100
40,glass,motor,MSC04,0.8099999999999999,100
41,glass,mem,MSC04,0.6200000000000001,100
42,motor,semantic,MSC04,0.605,100
43,motor,glass,MSC04,0.635,100
44,motor,mem,MSC04,0.505,100
45,mem,semantic,MSC04,0.8350000000000002,100
46,mem,glass,MSC04,0.68,100
47,mem,motor,MSC04,0.6799999999999999,100
48,semantic,glass,MSC05,0.8099999999999999,100
49,semantic,motor,MSC05,0.685,100
50,semantic,mem,MSC05,0.8399999999999999,100
51,glass,semantic,MSC05,0.845,100
52,glass,motor,MSC05,0.8549999999999999,100
53,glass,mem,MSC05,0.82,100
54,motor,semantic,MSC05,0.635,100
55,motor,glass,MSC05,0.595,100
56,motor,mem,MSC05,0.59,100
57,mem,semantic,MSC05,0.9000000000000001,100
58,mem,glass,MSC05,0.8149999999999998,100
59,mem,motor,MSC05,0.8150000000000001,100
60,semantic,glass,MSC06,0.8833333333333335,100
61,semantic,motor,MSC06,0.7100000000000001,100
62,semantic,mem,MSC06,0.675,100
63,glass,semantic,MSC06,0.8388888888888889,100
64,glass,motor,MSC06,0.7000000000000001,100
65,glass,mem,MSC06,0.75,100
66,motor,semantic,MSC06,0.7150000000000001,100
67,motor,glass,MSC06,0.6444444444444445,100
68,motor,mem,MSC06,0.645,100
69,mem,semantic,MSC06,0.7699999999999999,100
70,mem,glass,MSC06,0.8333333333333334,100
71,mem,motor,MSC06,0.8400000000000001,100
72,semantic,glass,MSC07,0.8399999999999999,100
73,semantic,motor,MSC07,0.5499999999999999,100
74,semantic,mem,MSC07,0.5599999999999999,100
75,glass,semantic,MSC07,0.995,100
76,glass,motor,MSC07,0.51,100
77,glass,mem,MSC07,0.745,100
78,motor,semantic,MSC07,0.5499999999999999,100
79,motor,glass,MSC07,0.5,100
80,motor,mem,MSC07,0.5,100
81,mem,semantic,MSC07,0.955,100
82,mem,glass,MSC07,0.8699999999999999,100
83,mem,motor,MSC07,0.6450000000000001,100
84,semantic,glass,MSC10,0.945,100
85,semantic,motor,MSC10,0.6600000000000001,100
86,semantic,mem,MSC10,0.75,100
87,glass,semantic,MSC10,0.8049999999999999,100
88,glass,motor,MSC10,0.8150000000000001,100
89,glass,mem,MSC10,0.745,100
90,motor,semantic,MSC10,0.585,100
91,motor,glass,MSC10,0.7849999999999999,100
92,motor,mem,MSC10,0.59,100
93,mem,semantic,MSC10,0.845,100
94,mem,glass,MSC10,0.755,100
95,mem,motor,MSC10,0.6299999999999999,100
0,semantic,glass,MSC01,0.77,200
1,semantic,motor,MSC01,0.605,200
2,semantic,mem,MSC01,0.675,200
3,glass,semantic,MSC01,0.8149999999999998,200
4,glass,motor,MSC01,0.7150000000000001,200
5,glass,mem,MSC01,0.7449999999999999,200
6,motor,semantic,MSC01,0.65,200
7,motor,glass,MSC01,0.7699999999999999,200
8,motor,mem,MSC01,0.7050000000000001,200
9,mem,semantic,MSC01,0.8149999999999998,200
10,mem,glass,MSC01,0.945,200
11,mem,motor,MSC01,0.86,200
12,semantic,glass,MSC02,0.6049999999999999,200
13,semantic,motor,MSC02,0.5,200
14,semantic,mem,MSC02,0.61,200
15,glass,semantic,MSC02,0.76,200
16,glass,motor,MSC02,0.51,200
17,glass,mem,MSC02,0.6100000000000001,200
18,motor,semantic,MSC02,0.5199999999999999,200
19,motor,glass,MSC02,0.605,200
20,motor,mem,MSC02,0.545,200
21,mem,semantic,MSC02,0.85,200
22,mem,glass,MSC02,0.75,200
23,mem,motor,MSC02,0.5549999999999999,200
24,semantic,glass,MSC03,0.735,200
25,semantic,motor,MSC03,0.6900000000000002,200
26,semantic,mem,MSC03,0.6350000000000001,200
27,glass,semantic,MSC03,0.67,200
28,glass,motor,MSC03,0.7849999999999999,200
29,glass,mem,MSC03,0.585,200
30,motor,semantic,MSC03,0.6249999999999999,200
31,motor,glass,MSC03,0.74,200
32,motor,mem,MSC03,0.6500000000000001,200
33,mem,semantic,MSC03,0.7599999999999999,200
34,mem,glass,MSC03,0.6050000000000001,200
35,mem,motor,MSC03,0.8700000000000001,200
36,semantic,glass,MSC04,0.73,200
37,semantic,motor,MSC04,0.5599999999999999,200
38,semantic,mem,MSC04,0.74,200
39,glass,semantic,MSC04,0.745,200
40,glass,motor,MSC04,0.8549999999999999,200
41,glass,mem,MSC04,0.7400000000000001,200
42,motor,semantic,MSC04,0.635,200
43,motor,glass,MSC04,0.955,200
44,motor,mem,MSC04,0.775,200
45,mem,semantic,MSC04,0.93,200
46,mem,glass,MSC04,0.9549999999999998,200
47,mem,motor,MSC04,0.8950000000000001,200
48,semantic,glass,MSC05,0.8950000000000001,200
49,semantic,motor,MSC05,0.865,200
50,semantic,mem,MSC05,1.0,200
51,glass,semantic,MSC05,0.7999999999999999,200
52,glass,motor,MSC05,0.8099999999999999,200
53,glass,mem,MSC05,0.885,200
54,motor,semantic,MSC05,0.6550000000000001,200
55,motor,glass,MSC05,0.8049999999999999,200
56,motor,mem,MSC05,0.8149999999999998,200
57,mem,semantic,MSC05,0.9549999999999998,200
58,mem,glass,MSC05,0.9000000000000001,200
59,mem,motor,MSC05,0.99,200
60,semantic,glass,MSC06,0.7277777777777777,200
61,semantic,motor,MSC06,0.75,200
62,semantic,mem,MSC06,0.7350000000000001,200
63,glass,semantic,MSC06,0.9222222222222224,200
64,glass,motor,MSC06,0.8722222222222222,200
65,glass,mem,MSC06,0.9000000000000001,200
66,motor,semantic,MSC06,0.7749999999999999,200
67,motor,glass,MSC06,0.7333333333333334,200
68,motor,mem,MSC06,0.795,200
69,mem,semantic,MSC06,0.86,200
70,mem,glass,MSC06,0.9444444444444444,200
71,mem,motor,MSC06,0.91,200
72,semantic,glass,MSC07,0.92,200
73,semantic,motor,MSC07,0.5499999999999999,200
74,semantic,mem,MSC07,0.5399999999999999,200
75,glass,semantic,MSC07,1.0,200
76,glass,motor,MSC07,0.6700000000000002,200
77,glass,mem,MSC07,0.59,200
78,motor,semantic,MSC07,0.605,200
79,motor,glass,MSC07,0.635,200
80,motor,mem,MSC07,0.5499999999999999,200
81,mem,semantic,MSC07,0.95,200
82,mem,glass,MSC07,0.8699999999999999,200
83,mem,motor,MSC07,0.7449999999999999,200
84,semantic,glass,MSC10,0.86,200
85,semantic,motor,MSC10,0.59,200
86,semantic,mem,MSC10,0.745,200
87,glass,semantic,MSC10,0.945,200
88,glass,motor,MSC10,0.8499999999999999,200
89,glass,mem,MSC10,0.78,200
90,motor,semantic,MSC10,0.7050000000000001,200
91,motor,glass,MSC10,0.7000000000000001,200
92,motor,mem,MSC10,0.7100000000000001,200
93,mem,semantic,MSC10,0.94,200
94,mem,glass,MSC10,0.82,200
95,mem,motor,MSC10,0.925,200
0,semantic,glass,MSC01,0.7999999999999999,300
1,semantic,motor,MSC01,0.825,300
2,semantic,mem,MSC01,0.6650000000000001,300
3,glass,semantic,MSC01,0.95,300
4,glass,motor,MSC01,0.89,300
5,glass,mem,MSC01,0.6950000000000001,300
6,motor,semantic,MSC01,0.78,300
7,motor,glass,MSC01,0.69,300
8,motor,mem,MSC01,0.6500000000000001,300
9,mem,semantic,MSC01,0.915,300
10,mem,glass,MSC01,0.985,300
11,mem,motor,MSC01,0.8799999999999999,300
12,semantic,glass,MSC02,0.6950000000000001,300
13,semantic,motor,MSC02,0.5,300
14,semantic,mem,MSC02,0.5,300
15,glass,semantic,MSC02,0.805,300
16,glass,motor,MSC02,0.5449999999999999,300
17,glass,mem,MSC02,0.6950000000000001,300
18,motor,semantic,MSC02,0.5449999999999999,300
19,motor,glass,MSC02,0.5499999999999999,300
20,motor,mem,MSC02,0.5,300
21,mem,semantic,MSC02,0.6900000000000001,300
22,mem,glass,MSC02,0.6500000000000001,300
23,mem,motor,MSC02,0.6049999999999999,300
24,semantic,glass,MSC03,0.7250000000000001,300
25,semantic,motor,MSC03,0.7649999999999999,300
26,semantic,mem,MSC03,0.715,300
27,glass,semantic,MSC03,0.845,300
28,glass,motor,MSC03,0.86,300
29,glass,mem,MSC03,0.615,300
30,motor,semantic,MSC03,0.645,300
31,motor,glass,MSC03,0.6249999999999999,300
32,motor,mem,MSC03,0.64,300
33,mem,semantic,MSC03,0.7699999999999999,300
34,mem,glass,MSC03,0.675,300
35,mem,motor,MSC03,0.935,300
36,semantic,glass,MSC04,0.8099999999999999,300
37,semantic,motor,MSC04,0.6050000000000001,300
38,semantic,mem,MSC04,0.7150000000000001,300
39,glass,semantic,MSC04,0.8499999999999999,300
40,glass,motor,MSC04,0.7649999999999999,300
41,glass,mem,MSC04,0.635,300
42,motor,semantic,MSC04,0.675,300
43,motor,glass,MSC04,0.7899999999999999,300
44,motor,mem,MSC04,0.555,300
45,mem,semantic,MSC04,0.9000000000000001,300
46,mem,glass,MSC04,0.89,300
47,mem,motor,MSC04,0.685,300
48,semantic,glass,MSC05,0.8349999999999997,300
49,semantic,motor,MSC05,0.76,300
50,semantic,mem,MSC05,0.995,300
51,glass,semantic,MSC05,0.9000000000000001,300
52,glass,motor,MSC05,0.8950000000000001,300
53,glass,mem,MSC05,1.0,300
54,motor,semantic,MSC05,0.635,300
55,motor,glass,MSC05,0.77,300
56,motor,mem,MSC05,0.845,300
57,mem,semantic,MSC05,0.94,300
58,mem,glass,MSC05,0.99,300
59,mem,motor,MSC05,0.8499999999999999,300
60,semantic,glass,MSC06,0.6666666666666667,300
61,semantic,motor,MSC06,0.665,300
62,semantic,mem,MSC06,0.655,300
63,glass,semantic,MSC06,0.9111111111111109,300
64,glass,motor,MSC06,0.6555555555555556,300
65,glass,mem,MSC06,0.8111111111111111,300
66,motor,semantic,MSC06,0.76,300
67,motor,glass,MSC06,0.55,300
68,motor,mem,MSC06,0.6950000000000001,300
69,mem,semantic,MSC06,0.97,300
70,mem,glass,MSC06,0.85,300
71,mem,motor,MSC06,0.885,300
72,semantic,glass,MSC07,0.935,300
73,semantic,motor,MSC07,0.575,300
74,semantic,mem,MSC07,0.5999999999999999,300
75,glass,semantic,MSC07,0.97,300
76,glass,motor,MSC07,0.5549999999999999,300
77,glass,mem,MSC07,0.7150000000000001,300
78,motor,semantic,MSC07,0.505,300
79,motor,glass,MSC07,0.515,300
80,motor,mem,MSC07,0.5,300
81,mem,semantic,MSC07,0.8150000000000001,300
82,mem,glass,MSC07,0.8099999999999999,300
83,mem,motor,MSC07,0.78,300
84,semantic,glass,MSC10,0.8549999999999999,300
85,semantic,motor,MSC10,0.65,300
86,semantic,mem,MSC10,0.8049999999999999,300
87,glass,semantic,MSC10,0.945,300
88,glass,motor,MSC10,0.8300000000000001,300
89,glass,mem,MSC10,0.8800000000000001,300
90,motor,semantic,MSC10,0.5999999999999999,300
91,motor,glass,MSC10,0.655,300
92,motor,mem,MSC10,0.5399999999999999,300
93,mem,semantic,MSC10,0.7649999999999999,300
94,mem,glass,MSC10,0.8699999999999999,300
95,mem,motor,MSC10,0.8099999999999999,300
0,semantic,glass,MSC01,0.7999999999999999,400
1,semantic,motor,MSC01,0.72,400
2,semantic,mem,MSC01,0.5999999999999999,400
3,glass,semantic,MSC01,0.95,400
4,glass,motor,MSC01,0.93,400
5,glass,mem,MSC01,0.73,400
6,motor,semantic,MSC01,0.8950000000000001,400
7,motor,glass,MSC01,0.6800000000000002,400
8,motor,mem,MSC01,0.6500000000000001,400
9,mem,semantic,MSC01,0.995,400
10,mem,glass,MSC01,0.875,400
11,mem,motor,MSC01,0.8799999999999999,400
12,semantic,glass,MSC02,0.65,400
13,semantic,motor,MSC02,0.57,400
14,semantic,mem,MSC02,0.505,400
15,glass,semantic,MSC02,0.755,400
16,glass,motor,MSC02,0.575,400
17,glass,mem,MSC02,0.67,400
18,motor,semantic,MSC02,0.5,400
19,motor,glass,MSC02,0.5499999999999999,400
20,motor,mem,MSC02,0.5,400
21,mem,semantic,MSC02,0.7999999999999999,400
22,mem,glass,MSC02,0.7300000000000001,400
23,mem,motor,MSC02,0.6249999999999999,400
24,semantic,glass,MSC03,0.685,400
25,semantic,motor,MSC03,0.5849999999999999,400
26,semantic,mem,MSC03,0.655,400
27,glass,semantic,MSC03,0.73,400
28,glass,motor,MSC03,0.7899999999999998,400
29,glass,mem,MSC03,0.5899999999999999,400
30,motor,semantic,MSC03,0.51,400
31,motor,glass,MSC03,0.7,400
32,motor,mem,MSC03,0.61,400
33,mem,semantic,MSC03,0.735,400
34,mem,glass,MSC03,0.5999999999999999,400
35,mem,motor,MSC03,0.8550000000000001,400
36,semantic,glass,MSC04,0.755,400
37,semantic,motor,MSC04,0.695,400
38,semantic,mem,MSC04,0.8349999999999997,400
39,glass,semantic,MSC04,0.945,400
40,glass,motor,MSC04,0.8750000000000002,400
41,glass,mem,MSC04,0.92,400
42,motor,semantic,MSC04,0.8600000000000001,400
43,motor,glass,MSC04,0.9250000000000002,400
44,motor,mem,MSC04,0.845,400
45,mem,semantic,MSC04,0.97,400
46,mem,glass,MSC04,0.99,400
47,mem,motor,MSC04,0.935,400
48,semantic,glass,MSC05,0.8149999999999998,400
49,semantic,motor,MSC05,0.8099999999999999,400
50,semantic,mem,MSC05,0.82,400
51,glass,semantic,MSC05,0.8699999999999999,400
52,glass,motor,MSC05,0.9000000000000001,400
53,glass,mem,MSC05,0.995,400
54,motor,semantic,MSC05,0.745,400
55,motor,glass,MSC05,0.8499999999999999,400
56,motor,mem,MSC05,0.94,400
57,mem,semantic,MSC05,0.8099999999999999,400
58,mem,glass,MSC05,1.0,400
59,mem,motor,MSC05,0.9549999999999998,400
60,semantic,glass,MSC06,0.7055555555555556,400
61,semantic,motor,MSC06,0.78,400
62,semantic,mem,MSC06,0.9549999999999998,400
63,glass,semantic,MSC06,0.85,400
64,glass,motor,MSC06,0.7222222222222222,400
65,glass,mem,MSC06,0.9555555555555556,400
66,motor,semantic,MSC06,0.745,400
67,motor,glass,MSC06,0.6555555555555556,400
68,motor,mem,MSC06,0.755,400
69,mem,semantic,MSC06,0.945,400
70,mem,glass,MSC06,0.8555555555555555,400
71,mem,motor,MSC06,0.96,400
72,semantic,glass,MSC07,0.8399999999999999,400
73,semantic,motor,MSC07,0.565,400
74,semantic,mem,MSC07,0.585,400
75,glass,semantic,MSC07,0.96,400
76,glass,motor,MSC07,0.5449999999999999,400
77,glass,mem,MSC07,0.61,400
78,motor,semantic,MSC07,0.5899999999999999,400
79,motor,glass,MSC07,0.5449999999999999,400
80,motor,mem,MSC07,0.51,400
81,mem,semantic,MSC07,0.9350000000000002,400
82,mem,glass,MSC07,0.8099999999999999,400
83,mem,motor,MSC07,0.7649999999999999,400
84,semantic,glass,MSC10,0.805,400
85,semantic,motor,MSC10,0.72,400
86,semantic,mem,MSC10,0.9350000000000002,400
87,glass,semantic,MSC10,0.875,400
88,glass,motor,MSC10,0.8499999999999999,400
89,glass,mem,MSC10,0.915,400
90,motor,semantic,MSC10,0.685,400
91,motor,glass,MSC10,0.685,400
92,motor,mem,MSC10,0.76,400
93,mem,semantic,MSC10,0.925,400
94,mem,glass,MSC10,0.8850000000000001,400
95,mem,motor,MSC10,0.8549999999999999,400
0,semantic,glass,MSC01,0.7799999999999999,500
1,semantic,motor,MSC01,0.7799999999999999,500
2,semantic,mem,MSC01,0.5599999999999999,500
3,glass,semantic,MSC01,0.95,500
4,glass,motor,MSC01,0.8900000000000002,500
5,glass,mem,MSC01,0.645,500
6,motor,semantic,MSC01,0.95,500
7,motor,glass,MSC01,0.745,500
8,motor,mem,MSC01,0.6300000000000001,500
9,mem,semantic,MSC01,1.0,500
10,mem,glass,MSC01,0.875,500
11,mem,motor,MSC01,0.94,500
12,semantic,glass,MSC02,0.6700000000000002,500
13,semantic,motor,MSC02,0.5,500
14,semantic,mem,MSC02,0.5,500
15,glass,semantic,MSC02,0.835,500
16,glass,motor,MSC02,0.63,500
17,glass,mem,MSC02,0.635,500
18,motor,semantic,MSC02,0.5,500
19,motor,glass,MSC02,0.55,500
20,motor,mem,MSC02,0.5349999999999999,500
21,mem,semantic,MSC02,0.8499999999999999,500
22,mem,glass,MSC02,0.8450000000000001,500
