train_task,test_task,sub,acc
semantic,glass,MSC01,0.7799999999999999
semantic,motor,MSC01,0.865
semantic,mem,MSC01,0.71
glass,semantic,MSC01,0.93
glass,motor,MSC01,0.805
glass,mem,MSC01,0.9349999999999999
motor,semantic,MSC01,0.86
motor,glass,MSC01,0.7300000000000001
motor,mem,MSC01,0.565
mem,semantic,MSC01,0.82
mem,glass,MSC01,0.8700000000000001
mem,motor,MSC01,0.725
semantic,glass,MSC02,0.61
semantic,motor,MSC02,0.7100000000000001
semantic,mem,MSC02,0.6100000000000001
glass,semantic,MSC02,0.725
glass,motor,MSC02,0.6900000000000002
glass,mem,MSC02,0.6650000000000001
motor,semantic,MSC02,0.7649999999999999
motor,glass,MSC02,0.74
motor,mem,MSC02,0.7100000000000001
mem,semantic,MSC02,0.735
mem,glass,MSC02,0.7949999999999998
mem,motor,MSC02,0.865
semantic,glass,MSC03,0.7699999999999999
semantic,motor,MSC03,0.5900000000000001
semantic,mem,MSC03,0.7699999999999999
glass,semantic,MSC03,0.75
glass,motor,MSC03,0.75
glass,mem,MSC03,0.555
motor,semantic,MSC03,0.5799999999999998
motor,glass,MSC03,0.575
motor,mem,MSC03,0.705
mem,semantic,MSC03,0.6549999999999999
mem,glass,MSC03,0.635
mem,motor,MSC03,0.8299999999999998
semantic,glass,MSC04,0.6800000000000002
semantic,motor,MSC04,0.445
semantic,mem,MSC04,0.9349999999999999
glass,semantic,MSC04,0.75
glass,motor,MSC04,0.655
glass,mem,MSC04,0.86
motor,semantic,MSC04,0.62
motor,glass,MSC04,0.6600000000000001
motor,mem,MSC04,0.835
mem,semantic,MSC04,0.89
mem,glass,MSC04,0.7949999999999999
mem,motor,MSC04,0.585
semantic,glass,MSC05,0.7849999999999999
semantic,motor,MSC05,0.7849999999999999
semantic,mem,MSC05,0.9400000000000001
glass,semantic,MSC05,0.8099999999999999
glass,motor,MSC05,0.8249999999999998
glass,mem,MSC05,0.8799999999999999
motor,semantic,MSC05,0.8149999999999998
motor,glass,MSC05,0.8399999999999999
motor,mem,MSC05,0.76
mem,semantic,MSC05,0.89
mem,glass,MSC05,0.8299999999999998
mem,motor,MSC05,0.755
semantic,glass,MSC06,0.8055555555555556
semantic,motor,MSC06,0.8699999999999999
semantic,mem,MSC06,0.775
glass,semantic,MSC06,0.6611111111111111
glass,motor,MSC06,0.8500000000000001
glass,mem,MSC06,0.8388888888888887
motor,semantic,MSC06,0.7999999999999999
motor,glass,MSC06,0.8277777777777777
motor,mem,MSC06,0.825
mem,semantic,MSC06,0.875
mem,glass,MSC06,0.8777777777777779
mem,motor,MSC06,0.925
semantic,glass,MSC07,0.9199999999999999
semantic,motor,MSC07,0.495
semantic,mem,MSC07,0.5149999999999999
glass,semantic,MSC07,0.875
glass,motor,MSC07,0.5
glass,mem,MSC07,0.5199999999999999
motor,semantic,MSC07,0.57
motor,glass,MSC07,0.48500000000000004
motor,mem,MSC07,0.6799999999999999
mem,semantic,MSC07,0.685
mem,glass,MSC07,0.62
mem,motor,MSC07,0.7200000000000001
semantic,glass,MSC10,0.7749999999999999
semantic,motor,MSC10,0.5199999999999999
semantic,mem,MSC10,0.7050000000000002
glass,semantic,MSC10,0.7949999999999999
glass,motor,MSC10,0.7749999999999999
glass,mem,MSC10,0.86
motor,semantic,MSC10,0.5549999999999999
motor,glass,MSC10,0.5599999999999999
motor,mem,MSC10,0.5650000000000001
mem,semantic,MSC10,0.675
mem,glass,MSC10,0.7649999999999999
mem,motor,MSC10,0.8499999999999999
