train_task,test_task,sub,acc
semantic,glass,MSC01,0.86
semantic,motor,MSC01,0.8099999999999999
semantic,mem,MSC01,0.68
glass,semantic,MSC01,0.95
glass,motor,MSC01,0.97
glass,mem,MSC01,0.78
motor,semantic,MSC01,0.9349999999999999
motor,glass,MSC01,0.865
motor,mem,MSC01,0.7000000000000001
mem,semantic,MSC01,0.9949999999999999
mem,glass,MSC01,0.96
mem,motor,MSC01,0.9949999999999999
semantic,glass,MSC02,0.6900000000000001
semantic,motor,MSC02,0.51
semantic,mem,MSC02,0.51
glass,semantic,MSC02,0.885
glass,motor,MSC02,0.5699999999999998
glass,mem,MSC02,0.5599999999999998
motor,semantic,MSC02,0.5
motor,glass,MSC02,0.5
motor,mem,MSC02,0.5
mem,semantic,MSC02,0.9200000000000002
mem,glass,MSC02,0.8099999999999999
mem,motor,MSC02,0.635
semantic,glass,MSC03,0.7350000000000001
semantic,motor,MSC03,0.75
semantic,mem,MSC03,0.6950000000000001
glass,semantic,MSC03,0.7799999999999999
glass,motor,MSC03,0.9349999999999999
glass,mem,MSC03,0.735
motor,semantic,MSC03,0.51
motor,glass,MSC03,0.835
motor,mem,MSC03,0.745
mem,semantic,MSC03,0.8099999999999999
mem,glass,MSC03,0.64
mem,motor,MSC03,0.8799999999999999
semantic,glass,MSC04,0.8699999999999999
semantic,motor,MSC04,0.8200000000000001
semantic,mem,MSC04,0.75
glass,semantic,MSC04,0.99
glass,motor,MSC04,0.9200000000000002
glass,mem,MSC04,0.9400000000000001
motor,semantic,MSC04,0.765
motor,glass,MSC04,0.945
motor,mem,MSC04,0.8099999999999999
mem,semantic,MSC04,0.9450000000000001
mem,glass,MSC04,1.0
mem,motor,MSC04,0.89
semantic,glass,MSC05,0.8950000000000001
semantic,motor,MSC05,0.755
semantic,mem,MSC05,0.99
glass,semantic,MSC05,0.985
glass,motor,MSC05,0.8800000000000001
glass,mem,MSC05,0.9800000000000001
motor,semantic,MSC05,0.67
motor,glass,MSC05,0.8099999999999999
motor,mem,MSC05,0.9399999999999998
mem,semantic,MSC05,0.95
mem,glass,MSC05,0.9350000000000002
mem,motor,MSC05,0.9549999999999998
semantic,glass,MSC06,0.7611111111111111
semantic,motor,MSC06,0.8399999999999999
semantic,mem,MSC06,0.8450000000000001
glass,semantic,MSC06,0.9722222222222222
glass,motor,MSC06,0.8888888888888888
glass,mem,MSC06,0.9055555555555556
motor,semantic,MSC06,0.8399999999999999
motor,glass,MSC06,0.5666666666666667
motor,mem,MSC06,0.7899999999999999
mem,semantic,MSC06,0.915
mem,glass,MSC06,0.861111111111111
mem,motor,MSC06,0.9
semantic,glass,MSC07,0.9000000000000001
semantic,motor,MSC07,0.5499999999999999
semantic,mem,MSC07,0.77
glass,semantic,MSC07,0.9949999999999999
glass,motor,MSC07,0.6200000000000001
glass,mem,MSC07,0.8499999999999999
motor,semantic,MSC07,0.5449999999999999
motor,glass,MSC07,0.5399999999999999
motor,mem,MSC07,0.505
mem,semantic,MSC07,0.99
mem,glass,MSC07,1.0
mem,motor,MSC07,0.8400000000000001
semantic,glass,MSC10,0.8699999999999999
semantic,motor,MSC10,0.7000000000000001
semantic,mem,MSC10,0.8899999999999999
glass,semantic,MSC10,0.945
glass,motor,MSC10,0.915
glass,mem,MSC10,0.89
motor,semantic,MSC10,0.6049999999999999
motor,glass,MSC10,0.625
motor,mem,MSC10,0.78
mem,semantic,MSC10,0.9349999999999999
mem,glass,MSC10,0.96
mem,motor,MSC10,0.95
