train_task,test_task,sub,acc
semantic,glass,MSC01,0.5999999999999999
semantic,motor,MSC01,0.6900000000000001
semantic,mem,MSC01,0.7050000000000001
glass,semantic,MSC01,0.78
glass,motor,MSC01,0.825
glass,mem,MSC01,0.685
motor,semantic,MSC01,0.725
motor,glass,MSC01,0.8950000000000001
motor,mem,MSC01,0.5850000000000001
mem,semantic,MSC01,0.7999999999999999
mem,glass,MSC01,0.78
mem,motor,MSC01,0.7050000000000001
semantic,glass,MSC02,0.625
semantic,motor,MSC02,0.775
semantic,mem,MSC02,0.5949999999999999
glass,semantic,MSC02,0.7999999999999999
glass,motor,MSC02,0.635
glass,mem,MSC02,0.585
motor,semantic,MSC02,0.7849999999999999
motor,glass,MSC02,0.6950000000000001
motor,mem,MSC02,0.49000000000000005
mem,semantic,MSC02,0.755
mem,glass,MSC02,0.675
mem,motor,MSC02,0.44000000000000006
semantic,glass,MSC03,0.71
semantic,motor,MSC03,0.7000000000000001
semantic,mem,MSC03,0.7699999999999999
glass,semantic,MSC03,0.8450000000000001
glass,motor,MSC03,0.8549999999999999
glass,mem,MSC03,0.795
motor,semantic,MSC03,0.7699999999999999
motor,glass,MSC03,0.885
motor,mem,MSC03,0.7899999999999998
mem,semantic,MSC03,0.6199999999999999
mem,glass,MSC03,0.8099999999999999
mem,motor,MSC03,0.865
semantic,glass,MSC04,0.7449999999999999
semantic,motor,MSC04,0.715
semantic,mem,MSC04,0.6900000000000001
glass,semantic,MSC04,0.7350000000000001
glass,motor,MSC04,0.9000000000000001
glass,mem,MSC04,0.535
motor,semantic,MSC04,0.75
motor,glass,MSC04,0.6950000000000001
motor,mem,MSC04,0.6400000000000001
mem,semantic,MSC04,0.8150000000000001
mem,glass,MSC04,0.64
mem,motor,MSC04,0.875
semantic,glass,MSC05,0.8949999999999999
semantic,motor,MSC05,0.6650000000000001
semantic,mem,MSC05,0.6799999999999999
glass,semantic,MSC05,0.9800000000000001
glass,motor,MSC05,0.8949999999999999
glass,mem,MSC05,0.8299999999999998
motor,semantic,MSC05,0.7150000000000001
motor,glass,MSC05,0.99
motor,mem,MSC05,0.74
mem,semantic,MSC05,0.72
mem,glass,MSC05,0.7799999999999999
mem,motor,MSC05,0.725
semantic,glass,MSC06,0.7166666666666666
semantic,motor,MSC06,0.735
semantic,mem,MSC06,0.835
glass,semantic,MSC06,0.8111111111111111
glass,motor,MSC06,0.7166666666666667
glass,mem,MSC06,0.7833333333333333
motor,semantic,MSC06,0.6450000000000001
motor,glass,MSC06,0.5333333333333334
motor,mem,MSC06,0.6649999999999999
mem,semantic,MSC06,0.89
mem,glass,MSC06,0.7444444444444444
mem,motor,MSC06,0.8550000000000001
semantic,glass,MSC07,0.7200000000000001
semantic,motor,MSC07,0.615
semantic,mem,MSC07,0.9100000000000001
glass,semantic,MSC07,0.7449999999999999
glass,motor,MSC07,0.535
glass,mem,MSC07,0.525
motor,semantic,MSC07,0.41999999999999993
motor,glass,MSC07,0.5849999999999999
motor,mem,MSC07,0.5549999999999999
mem,semantic,MSC07,0.9000000000000001
mem,glass,MSC07,0.6500000000000001
mem,motor,MSC07,0.57
semantic,glass,MSC10,0.6649999999999999
semantic,motor,MSC10,0.675
semantic,mem,MSC10,0.59
glass,semantic,MSC10,0.7999999999999999
glass,motor,MSC10,0.6650000000000001
glass,mem,MSC10,0.745
motor,semantic,MSC10,0.58
motor,glass,MSC10,0.725
motor,mem,MSC10,0.4950000000000001
mem,semantic,MSC10,0.7699999999999999
mem,glass,MSC10,0.7599999999999999
mem,motor,MSC10,0.6399999999999999
