,train_task,test_task,sub,acc
0,mixed,motor,MSC01,1.0
1,mixed,mem,MSC01,0.945
2,motor,mixed,MSC01,0.675
3,motor,mem,MSC01,0.665
4,mem,mixed,MSC01,0.9100000000000001
5,mem,motor,MSC01,1.0
6,mixed,motor,MSC02,0.7150000000000001
7,mixed,mem,MSC02,0.885
8,motor,mixed,MSC02,0.5299999999999999
9,motor,mem,MSC02,0.505
10,mem,mixed,MSC02,0.745
11,mem,motor,MSC02,0.675
12,mixed,motor,MSC03,1.0
13,mixed,mem,MSC03,0.8249999999999998
14,motor,mixed,MSC03,0.76
15,motor,mem,MSC03,0.645
16,mem,mixed,MSC03,0.7100000000000001
17,mem,motor,MSC03,0.9000000000000001
18,mixed,motor,MSC04,0.945
19,mixed,mem,MSC04,0.99
20,motor,mixed,MSC04,0.7250000000000001
21,motor,mem,MSC04,0.7150000000000001
22,mem,mixed,MSC04,0.9850000000000001
23,mem,motor,MSC04,0.945
24,mixed,motor,MSC05,0.8699999999999999
25,mixed,mem,MSC05,1.0
26,motor,mixed,MSC05,0.7000000000000001
27,motor,mem,MSC05,0.9349999999999999
28,mem,mixed,MSC05,0.945
29,mem,motor,MSC05,0.97
30,mixed,motor,MSC06,0.9000000000000001
31,mixed,mem,MSC06,0.9549999999999998
32,motor,mixed,MSC06,0.7050000000000001
33,motor,mem,MSC06,0.8549999999999999
34,mem,mixed,MSC06,0.8850000000000001
35,mem,motor,MSC06,0.9350000000000002
36,mixed,motor,MSC07,0.9
37,mixed,mem,MSC07,0.9200000000000002
38,motor,mixed,MSC07,0.5499999999999999
39,motor,mem,MSC07,0.6200000000000001
40,mem,mixed,MSC07,0.8800000000000001
41,mem,motor,MSC07,0.9099999999999999
42,mixed,motor,MSC10,0.8399999999999999
43,mixed,mem,MSC10,0.82
44,motor,mixed,MSC10,0.51
45,motor,mem,MSC10,0.625
46,mem,mixed,MSC10,0.6199999999999999
47,mem,motor,MSC10,0.885
