train_sub,test_sub,cv_acc,cv_sen,cv_spec,acc,ds_sen,ds_spec
MSC01,MSC02,0.875,0.85,0.9,0.615,0.505,0.725
MSC01,MSC03,0.875,0.85,0.9,0.59,0.5349999999999999,0.6449999999999999
MSC01,MSC04,0.875,0.85,0.9,0.7075,0.55,0.865
MSC01,MSC05,0.875,0.85,0.9,0.615,0.28,0.95
MSC01,MSC06,0.875,0.85,0.9,0.6253571428571428,0.2907142857142857,0.96
MSC01,MSC07,0.875,0.85,0.9,0.6950000000000001,0.95,0.44000000000000006
MSC01,MSC10,0.875,0.85,0.9,0.6825,0.7050000000000001,0.6599999999999999
MSC02,MSC01,0.925,0.95,0.9,0.7925,0.64,0.9450000000000001
MSC02,MSC03,0.925,0.95,0.9,0.805,0.82,0.7899999999999999
MSC02,MSC04,0.925,0.95,0.9,0.7649999999999999,0.64,0.89
MSC02,MSC05,0.925,0.95,0.9,0.89,0.945,0.835
MSC02,MSC06,0.925,0.95,0.9,0.8171428571428571,0.8078571428571429,0.8264285714285713
MSC02,MSC07,0.925,0.95,0.9,0.74,0.8,0.6799999999999999
MSC02,MSC10,0.925,0.95,0.9,0.71,0.5349999999999999,0.885
MSC03,MSC01,0.775,0.825,0.725,0.6475,0.6199999999999999,0.675
MSC03,MSC02,0.775,0.825,0.725,0.5925,0.7350000000000001,0.45
MSC03,MSC04,0.775,0.825,0.725,0.675,0.73,0.6199999999999999
MSC03,MSC05,0.775,0.825,0.725,0.7675,0.8949999999999999,0.64
MSC03,MSC06,0.775,0.825,0.725,0.6453571428571429,0.5342857142857144,0.7564285714285715
MSC03,MSC07,0.775,0.825,0.725,0.5974999999999999,0.45499999999999996,0.74
MSC03,MSC10,0.775,0.825,0.725,0.7375,0.745,0.7299999999999999
MSC04,MSC01,0.9,0.95,0.85,0.605,1.0,0.21000000000000002
MSC04,MSC02,0.9,0.95,0.85,0.6275000000000001,0.9,0.355
MSC04,MSC03,0.9,0.95,0.85,0.6224999999999999,0.975,0.27
MSC04,MSC05,0.9,0.95,0.85,0.7474999999999999,0.9349999999999999,0.5599999999999999
MSC04,MSC06,0.9,0.95,0.85,0.8307142857142857,0.9535714285714286,0.707857142857143
MSC04,MSC07,0.9,0.95,0.85,0.5349999999999999,1.0,0.06999999999999999
MSC04,MSC10,0.9,0.95,0.85,0.64,0.9800000000000001,0.3
MSC05,MSC01,0.9625,0.975,0.95,0.6175,0.975,0.25999999999999995
MSC05,MSC02,0.9625,0.975,0.95,0.51,1.0,0.02
MSC05,MSC03,0.9625,0.975,0.95,0.6425000000000001,1.0,0.285
MSC05,MSC04,0.9625,0.975,0.95,0.7150000000000001,0.9400000000000001,0.49000000000000005
MSC05,MSC06,0.9625,0.975,0.95,0.6725,0.9842857142857142,0.3607142857142857
MSC05,MSC07,0.9625,0.975,0.95,0.5824999999999999,1.0,0.16499999999999998
MSC05,MSC10,0.9625,0.975,0.95,0.5625,0.945,0.18
MSC06,MSC01,0.925,0.975,0.875,0.6250000000000001,1.0,0.25
MSC06,MSC02,0.925,0.975,0.875,0.575,0.96,0.19
MSC06,MSC03,0.925,0.975,0.875,0.6175,1.0,0.23499999999999996
MSC06,MSC04,0.925,0.975,0.875,0.7550000000000001,1.0,0.51
MSC06,MSC05,0.925,0.975,0.875,0.8625,0.985,0.74
MSC06,MSC07,0.925,0.975,0.875,0.5174999999999998,1.0,0.035
MSC06,MSC10,0.925,0.975,0.875,0.5175000000000001,0.99,0.045
MSC07,MSC01,0.925,0.875,0.975,0.7775000000000001,0.945,0.61
MSC07,MSC02,0.925,0.875,0.975,0.7175,0.78,0.655
MSC07,MSC03,0.925,0.875,0.975,0.615,0.73,0.5
MSC07,MSC04,0.925,0.875,0.975,0.74,0.755,0.725
MSC07,MSC05,0.925,0.875,0.975,0.7275,0.65,0.805
MSC07,MSC06,0.925,0.875,0.975,0.6732142857142858,0.5078571428571428,0.8385714285714286
MSC07,MSC10,0.925,0.875,0.975,0.7374999999999999,0.755,0.72
MSC10,MSC01,0.875,0.95,0.8,0.5075,1.0,0.015000000000000003
MSC10,MSC02,0.875,0.95,0.8,0.5025,0.7549999999999999,0.25
MSC10,MSC03,0.875,0.95,0.8,0.5775,0.9350000000000002,0.22000000000000003
MSC10,MSC04,0.875,0.95,0.8,0.6224999999999999,0.985,0.25999999999999995
MSC10,MSC05,0.875,0.95,0.8,0.6175,1.0,0.23500000000000001
MSC10,MSC06,0.875,0.95,0.8,0.7364285714285714,0.8421428571428573,0.6307142857142857
MSC10,MSC07,0.875,0.95,0.8,0.6125,0.68,0.545
