train_sub,test_sub,cv_acc,acc,var
MSC07,MSC01,0.9625,0.7550000000000001,0.5
MSC07,MSC02,0.975,0.6599999999999999,0.5
MSC07,MSC03,0.9625,0.6060714285714285,0.5
MSC07,MSC04,0.975,0.7675000000000001,0.5
MSC07,MSC05,0.9625,0.8274999999999999,0.5
MSC07,MSC06,0.975,0.790357142857143,0.5
MSC07,MSC10,0.9625,0.6975,0.5
MSC10,MSC01,0.9,0.5625,0.5
MSC10,MSC02,0.9,0.5449999999999999,0.5
MSC10,MSC03,0.8875,0.6103571428571428,0.5
MSC10,MSC04,0.9,0.7024999999999999,0.5
MSC10,MSC05,0.9,0.6825000000000001,0.5
MSC10,MSC06,0.925,0.7953571428571429,0.5
MSC10,MSC07,0.9,0.6825,0.5
MSC01,MSC02,0.9625,0.5900000000000001,0.55
MSC01,MSC03,0.95,0.5889285714285715,0.55
MSC01,MSC04,0.975,0.725,0.55
MSC01,MSC05,0.975,0.6875,0.55
MSC01,MSC06,0.9625,0.8132142857142857,0.55
MSC01,MSC07,0.9875,0.5174999999999998,0.55
MSC01,MSC10,0.975,0.5675,0.55
MSC02,MSC01,0.975,0.8875,0.55
MSC02,MSC03,0.975,0.7310714285714286,0.55
MSC02,MSC04,0.9875,0.8574999999999999,0.55
MSC02,MSC05,0.975,0.8675,0.55
MSC02,MSC06,0.9875,0.8642857142857142,0.55
MSC02,MSC07,0.9875,0.6789285714285714,0.55
MSC02,MSC10,0.9875,0.7575000000000001,0.55
MSC03,MSC01,0.975,0.6849999999999999,0.55
MSC03,MSC02,1.0,0.7275000000000001,0.55
MSC03,MSC04,0.975,0.7550000000000001,0.55
MSC03,MSC05,0.9875,0.8800000000000001,0.55
MSC03,MSC06,0.95,0.6889285714285714,0.55
MSC03,MSC07,0.95,0.7253571428571429,0.55
MSC03,MSC10,0.9875,0.8,0.55
MSC04,MSC01,0.975,0.5725,0.55
MSC04,MSC02,0.9875,0.5449999999999999,0.55
MSC04,MSC03,0.975,0.5939285714285715,0.55
MSC04,MSC05,0.975,0.8350000000000002,0.55
MSC04,MSC06,0.975,0.6992857142857142,0.55
MSC04,MSC07,0.9625,0.5599999999999999,0.55
MSC04,MSC10,0.9375,0.6275000000000001,0.55
MSC05,MSC01,0.9875,0.6300000000000001,0.55
MSC05,MSC02,0.9875,0.52,0.55
MSC05,MSC03,0.9875,0.6482142857142856,0.55
MSC05,MSC04,0.9875,0.76,0.55
MSC05,MSC06,0.9875,0.6903571428571429,0.55
MSC05,MSC07,0.9875,0.6492857142857142,0.55
MSC05,MSC10,0.9875,0.6224999999999999,0.55
MSC06,MSC01,0.95,0.7875000000000001,0.55
MSC06,MSC02,0.975,0.8325000000000001,0.55
MSC06,MSC03,0.95,0.7092857142857143,0.55
MSC06,MSC04,0.9625,0.8875,0.55
MSC06,MSC05,0.9625,0.9125,0.55
MSC06,MSC07,0.95,0.5903571428571429,0.55
MSC06,MSC10,0.9625,0.615,0.55
MSC07,MSC01,0.9375,0.7275,0.55
MSC07,MSC02,0.9625,0.6825000000000001,0.55
MSC07,MSC03,0.9875,0.6214285714285716,0.55
MSC07,MSC04,0.975,0.7925000000000001,0.55
MSC07,MSC05,0.9875,0.8125,0.55
MSC07,MSC06,0.9625,0.7817857142857143,0.55
MSC07,MSC10,0.975,0.7,0.55
MSC10,MSC01,0.925,0.575,0.55
MSC10,MSC02,0.9125,0.5725,0.55
MSC10,MSC03,0.9125,0.599642857142857,0.55
MSC10,MSC04,0.925,0.76,0.55
MSC10,MSC05,0.8875,0.6725,0.55
MSC10,MSC06,0.9,0.7885714285714285,0.55
MSC10,MSC07,0.9,0.6803571428571428,0.55
MSC01,MSC02,0.9875,0.565,0.6
MSC01,MSC03,0.975,0.5628571428571428,0.6
MSC01,MSC04,0.9875,0.7074999999999999,0.6
MSC01,MSC05,0.9875,0.6849999999999999,0.6
MSC01,MSC06,0.9625,0.8032142857142857,0.6
MSC01,MSC07,0.9625,0.5285714285714286,0.6
MSC01,MSC10,0.9375,0.5700000000000001,0.6
MSC02,MSC01,0.9875,0.8975000000000002,0.6
MSC02,MSC03,0.925,0.7139285714285715,0.6
MSC02,MSC04,0.975,0.86,0.6
MSC02,MSC05,0.975,0.8525,0.6
MSC02,MSC06,0.9875,0.8714285714285713,0.6
MSC02,MSC07,0.975,0.677142857142857,0.6
MSC02,MSC10,0.975,0.7424999999999999,0.6
MSC03,MSC01,0.975,0.7025,0.6
MSC03,MSC02,0.95,0.7374999999999999,0.6
MSC03,MSC04,0.9875,0.77,0.6
MSC03,MSC05,0.975,0.8574999999999999,0.6
MSC03,MSC06,0.9625,0.7260714285714287,0.6
MSC03,MSC07,0.975,0.7464285714285714,0.6
MSC03,MSC10,0.975,0.8099999999999999,0.6
MSC04,MSC01,0.95,0.5950000000000001,0.6
MSC04,MSC02,0.9625,0.5425000000000001,0.6
MSC04,MSC03,0.9625,0.5814285714285714,0.6
MSC04,MSC05,0.975,0.86,0.6
MSC04,MSC06,0.9875,0.7182142857142858,0.6
MSC04,MSC07,0.9875,0.5892857142857142,0.6
MSC04,MSC10,0.975,0.625,0.6
MSC05,MSC01,0.9875,0.6525000000000001,0.6
MSC05,MSC02,0.9875,0.5449999999999999,0.6
MSC05,MSC03,0.9875,0.6725,0.6
MSC05,MSC04,0.9875,0.79,0.6
MSC05,MSC06,0.9875,0.747857142857143,0.6
MSC05,MSC07,0.9875,0.6664285714285715,0.6
MSC05,MSC10,0.9875,0.6325,0.6
MSC06,MSC01,0.9625,0.765,0.6
MSC06,MSC02,0.95,0.8425,0.6
MSC06,MSC03,0.975,0.7167857142857142,0.6
MSC06,MSC04,0.975,0.8775000000000001,0.6
MSC06,MSC05,0.9625,0.9175000000000001,0.6
MSC06,MSC07,0.95,0.5896428571428571,0.6
MSC06,MSC10,0.95,0.61,0.6
MSC07,MSC01,0.975,0.75,0.6
MSC07,MSC02,0.9625,0.7075,0.6
MSC07,MSC03,0.975,0.6175,0.6
MSC07,MSC04,0.9625,0.8075000000000001,0.6
MSC07,MSC05,0.975,0.785,0.6
MSC07,MSC06,0.975,0.7892857142857143,0.6
MSC07,MSC10,0.9625,0.715,0.6
MSC10,MSC01,0.9125,0.5900000000000001,0.6
MSC10,MSC02,0.925,0.575,0.6
MSC10,MSC03,0.95,0.594642857142857,0.6
MSC10,MSC04,0.9125,0.7449999999999999,0.6
MSC10,MSC05,0.9125,0.72,0.6
MSC10,MSC06,0.925,0.7871428571428571,0.6
MSC10,MSC07,0.9125,0.7121428571428572,0.6
MSC01,MSC02,0.9625,0.5675,0.65
MSC01,MSC03,0.9625,0.5525,0.65
MSC01,MSC04,0.95,0.6849999999999999,0.65
MSC01,MSC05,0.9625,0.67,0.65
MSC01,MSC06,0.975,0.7807142857142857,0.65
MSC01,MSC07,0.95,0.5607142857142857,0.65
MSC01,MSC10,0.975,0.5575,0.65
MSC02,MSC01,0.9875,0.89,0.65
MSC02,MSC03,0.975,0.7325,0.65
MSC02,MSC04,0.9875,0.865,0.65
MSC02,MSC05,0.9875,0.8600000000000001,0.65
MSC02,MSC06,0.9875,0.8721428571428571,0.65
MSC02,MSC07,0.9875,0.6978571428571428,0.65
MSC02,MSC10,0.9875,0.7675,0.65
MSC03,MSC01,0.9625,0.6975,0.65
MSC03,MSC02,0.9875,0.7575,0.65
MSC03,MSC04,0.975,0.79,0.65
MSC03,MSC05,0.975,0.8875,0.65
MSC03,MSC06,0.9625,0.7492857142857142,0.65
MSC03,MSC07,0.95,0.7442857142857143,0.65
MSC03,MSC10,0.9625,0.8375,0.65
MSC04,MSC01,1.0,0.6025,0.65
MSC04,MSC02,0.9875,0.5449999999999999,0.65
MSC04,MSC03,0.975,0.5903571428571428,0.65
MSC04,MSC05,0.975,0.9025000000000001,0.65
MSC04,MSC06,0.9625,0.7507142857142857,0.65
MSC04,MSC07,1.0,0.5867857142857142,0.65
MSC04,MSC10,0.975,0.6475,0.65
MSC05,MSC01,0.9875,0.6849999999999999,0.65
MSC05,MSC02,0.9875,0.5599999999999999,0.65
MSC05,MSC03,0.9875,0.697857142857143,0.65
MSC05,MSC04,0.9875,0.8025,0.65
MSC05,MSC06,0.9875,0.7642857142857145,0.65
MSC05,MSC07,0.9875,0.6596428571428572,0.65
MSC05,MSC10,0.9875,0.6700000000000002,0.65
MSC06,MSC01,0.9375,0.77,0.65
MSC06,MSC02,0.975,0.8400000000000001,0.65
MSC06,MSC03,0.95,0.7085714285714285,0.65
MSC06,MSC04,0.975,0.8775000000000001,0.65
MSC06,MSC05,0.975,0.905,0.65
MSC06,MSC07,0.975,0.5992857142857142,0.65
MSC06,MSC10,0.9625,0.6074999999999999,0.65
MSC07,MSC01,0.9625,0.765,0.65
MSC07,MSC02,0.9375,0.71,0.65
MSC07,MSC03,0.9625,0.62,0.65
MSC07,MSC04,0.975,0.7699999999999999,0.65
MSC07,MSC05,0.975,0.825,0.65
MSC07,MSC06,0.9875,0.8071428571428572,0.65
MSC07,MSC10,0.9625,0.7324999999999999,0.65
MSC10,MSC01,0.9625,0.5900000000000001,0.65
MSC10,MSC02,0.9375,0.5974999999999999,0.65
MSC10,MSC03,0.95,0.6174999999999999,0.65
MSC10,MSC04,0.9375,0.765,0.65
MSC10,MSC05,0.9,0.72,0.65
MSC10,MSC06,0.9125,0.8089285714285713,0.65
MSC10,MSC07,0.9375,0.6824999999999999,0.65
MSC01,MSC02,0.975,0.58,0.7
MSC01,MSC03,0.9625,0.5553571428571428,0.7
MSC01,MSC04,0.975,0.6900000000000001,0.7
MSC01,MSC05,0.9875,0.6475,0.7
MSC01,MSC06,0.975,0.782857142857143,0.7
MSC01,MSC07,0.9875,0.5175,0.7
MSC01,MSC10,0.9875,0.5675000000000001,0.7
MSC02,MSC01,0.9875,0.8975,0.7
MSC02,MSC03,0.9375,0.7189285714285714,0.7
MSC02,MSC04,0.9875,0.8700000000000001,0.7
MSC02,MSC05,0.9875,0.86,0.7
MSC02,MSC06,0.9875,0.865,0.7
MSC02,MSC07,0.975,0.6714285714285714,0.7
MSC02,MSC10,0.9375,0.7675,0.7
MSC03,MSC01,0.975,0.7675000000000001,0.7
MSC03,MSC02,0.975,0.7374999999999999,0.7
MSC03,MSC04,0.9375,0.79,0.7
MSC03,MSC05,0.95,0.8925000000000001,0.7
MSC03,MSC06,0.9625,0.7828571428571428,0.7
MSC03,MSC07,0.975,0.7664285714285713,0.7
MSC03,MSC10,0.95,0.7849999999999999,0.7
MSC04,MSC01,0.9625,0.6024999999999999,0.7
MSC04,MSC02,0.9875,0.53,0.7
MSC04,MSC03,0.9625,0.5903571428571428,0.7
MSC04,MSC05,0.9875,0.9125,0.7
MSC04,MSC06,0.975,0.7674999999999998,0.7
MSC04,MSC07,0.975,0.5785714285714285,0.7
MSC04,MSC10,0.975,0.6375,0.7
MSC05,MSC01,0.9875,0.6625,0.7
MSC05,MSC02,0.9875,0.5475000000000001,0.7
MSC05,MSC03,0.9875,0.7128571428571429,0.7
MSC05,MSC04,0.9875,0.825,0.7
MSC05,MSC06,0.9875,0.7585714285714286,0.7
MSC05,MSC07,0.975,0.6514285714285714,0.7
MSC05,MSC10,0.9875,0.6874999999999999,0.7
MSC06,MSC01,0.95,0.75,0.7
MSC06,MSC02,0.975,0.825,0.7
MSC06,MSC03,0.975,0.7235714285714285,0.7
MSC06,MSC04,0.975,0.8825,0.7
MSC06,MSC05,0.975,0.9174999999999999,0.7
MSC06,MSC07,0.975,0.6096428571428572,0.7
MSC06,MSC10,0.975,0.6199999999999999,0.7
MSC07,MSC01,0.95,0.7525000000000001,0.7
MSC07,MSC02,0.975,0.7525000000000001,0.7
MSC07,MSC03,0.9875,0.6307142857142857,0.7
MSC07,MSC04,0.9875,0.8175000000000001,0.7
MSC07,MSC05,0.95,0.7975,0.7
MSC07,MSC06,0.975,0.8182142857142857,0.7
MSC07,MSC10,0.975,0.725,0.7
MSC10,MSC01,0.925,0.5974999999999999,0.7
MSC10,MSC02,0.9625,0.605,0.7
MSC10,MSC03,0.9375,0.6407142857142857,0.7
MSC10,MSC04,0.9375,0.76,0.7
MSC10,MSC05,0.925,0.7174999999999999,0.7
MSC10,MSC06,0.9375,0.7928571428571428,0.7
MSC10,MSC07,0.9375,0.7071428571428571,0.7
MSC01,MSC02,0.975,0.5825000000000001,0.75
MSC01,MSC03,0.975,0.54,0.75
MSC01,MSC04,0.9875,0.6900000000000001,0.75
MSC01,MSC05,0.975,0.6625,0.75
MSC01,MSC06,0.9875,0.7839285714285713,0.75
MSC01,MSC07,0.975,0.5207142857142857,0.75
MSC01,MSC10,0.975,0.5700000000000001,0.75
MSC02,MSC01,0.9875,0.9025000000000001,0.75
MSC02,MSC03,0.975,0.7214285714285713,0.75
MSC02,MSC04,0.9875,0.8724999999999999,0.75
MSC02,MSC05,0.9875,0.8399999999999999,0.75
MSC02,MSC06,0.975,0.8474999999999999,0.75
MSC02,MSC07,0.9875,0.6900000000000001,0.75
MSC02,MSC10,0.9375,0.765,0.75
MSC03,MSC01,0.95,0.72,0.75
MSC03,MSC02,0.975,0.775,0.75
MSC03,MSC04,0.975,0.79,0.75
MSC03,MSC05,0.9625,0.8825,0.75
MSC03,MSC06,0.95,0.7485714285714286,0.75
MSC03,MSC07,0.95,0.7553571428571428,0.75
MSC03,MSC10,0.9625,0.8175000000000001,0.75
MSC04,MSC01,0.9875,0.6,0.75
MSC04,MSC02,0.9875,0.5275,0.75
MSC04,MSC03,0.9875,0.574642857142857,0.75
MSC04,MSC05,0.9875,0.9225000000000001,0.75
MSC04,MSC06,0.9875,0.7499999999999999,0.75
MSC04,MSC07,0.9875,0.5660714285714286,0.75
MSC04,MSC10,0.9875,0.6624999999999999,0.75
MSC05,MSC01,0.9875,0.6575,0.75
MSC05,MSC02,1.0,0.545,0.75
MSC05,MSC03,0.9875,0.7325,0.75
MSC05,MSC04,0.9875,0.8375,0.75
MSC05,MSC06,0.9875,0.7678571428571429,0.75
MSC05,MSC07,0.9875,0.655,0.75
MSC05,MSC10,0.9875,0.7100000000000001,0.75
MSC06,MSC01,0.975,0.8075000000000001,0.75
MSC06,MSC02,0.95,0.85,0.75
MSC06,MSC03,0.95,0.7078571428571429,0.75
MSC06,MSC04,0.9625,0.8800000000000001,0.75
MSC06,MSC05,0.9625,0.9225,0.75
MSC06,MSC07,0.95,0.6128571428571428,0.75
MSC06,MSC10,0.975,0.61,0.75
MSC07,MSC01,0.9875,0.7699999999999999,0.75
MSC07,MSC02,0.975,0.7575,0.75
MSC07,MSC03,0.975,0.6414285714285715,0.75
MSC07,MSC04,0.9875,0.8324999999999999,0.75
MSC07,MSC05,0.975,0.8575000000000002,0.75
MSC07,MSC06,0.9625,0.7975,0.75
MSC07,MSC10,0.9875,0.7375,0.75
MSC10,MSC01,0.9625,0.585,0.75
MSC10,MSC02,0.9625,0.5974999999999999,0.75
MSC10,MSC03,0.95,0.6242857142857143,0.75
MSC10,MSC04,0.9125,0.7224999999999999,0.75
MSC10,MSC05,0.95,0.7175,0.75
MSC10,MSC06,0.9375,0.8407142857142856,0.75
MSC10,MSC07,0.95,0.6917857142857143,0.75
MSC01,MSC02,0.975,0.5824999999999999,0.8
MSC01,MSC03,0.9875,0.5292857142857142,0.8
MSC01,MSC04,0.9875,0.715,0.8
MSC01,MSC05,0.9875,0.6275000000000001,0.8
MSC01,MSC06,0.9625,0.7982142857142858,0.8
MSC01,MSC07,0.9875,0.5232142857142856,0.8
MSC01,MSC10,0.975,0.5674999999999999,0.8
MSC02,MSC01,0.9375,0.8649999999999999,0.8
MSC02,MSC03,0.975,0.7146428571428571,0.8
MSC02,MSC04,0.9375,0.8549999999999999,0.8
MSC02,MSC05,0.975,0.8175000000000001,0.8
MSC02,MSC06,0.9875,0.8567857142857143,0.8
MSC02,MSC07,0.9375,0.6710714285714285,0.8
MSC02,MSC10,0.9875,0.7775000000000001,0.8
MSC03,MSC01,0.95,0.75,0.8
MSC03,MSC02,0.95,0.7475,0.8
MSC03,MSC04,0.95,0.8125,0.8
MSC03,MSC05,0.975,0.89,0.8
MSC03,MSC06,0.975,0.7942857142857143,0.8
MSC03,MSC07,0.9625,0.7317857142857143,0.8
MSC03,MSC10,0.975,0.8324999999999999,0.8
MSC04,MSC01,0.9875,0.61,0.8
MSC04,MSC02,1.0,0.5349999999999999,0.8
MSC04,MSC03,0.9875,0.5921428571428572,0.8
MSC04,MSC05,0.9875,0.925,0.8
MSC04,MSC06,0.9625,0.7107142857142857,0.8
MSC04,MSC07,0.975,0.5771428571428572,0.8
MSC04,MSC10,0.9875,0.6649999999999999,0.8
MSC05,MSC01,0.9875,0.68,0.8
MSC05,MSC02,0.9875,0.5650000000000001,0.8
MSC05,MSC03,0.9875,0.7567857142857143,0.8
MSC05,MSC04,0.9875,0.8400000000000001,0.8
MSC05,MSC06,0.9875,0.7742857142857144,0.8
MSC05,MSC07,0.9875,0.6721428571428572,0.8
MSC05,MSC10,0.9875,0.7474999999999999,0.8
MSC06,MSC01,0.975,0.7975,0.8
MSC06,MSC02,0.9625,0.8550000000000001,0.8
MSC06,MSC03,0.95,0.7189285714285715,0.8
MSC06,MSC04,0.9625,0.875,0.8
MSC06,MSC05,0.9625,0.9075,0.8
MSC06,MSC07,0.9625,0.6210714285714285,0.8
MSC06,MSC10,0.975,0.6325000000000001,0.8
MSC07,MSC01,0.975,0.7675,0.8
MSC07,MSC02,0.9875,0.775,0.8
MSC07,MSC03,0.975,0.6475,0.8
MSC07,MSC04,0.975,0.8325000000000001,0.8
MSC07,MSC05,0.975,0.865,0.8
MSC07,MSC06,0.9625,0.7989285714285715,0.8
MSC07,MSC10,0.975,0.7575000000000001,0.8
MSC10,MSC01,0.95,0.5675000000000001,0.8
MSC10,MSC02,0.95,0.5875,0.8
MSC10,MSC03,0.95,0.6110714285714286,0.8
MSC10,MSC04,0.9375,0.7025,0.8
MSC10,MSC05,0.95,0.7124999999999999,0.8
MSC10,MSC06,0.925,0.8057142857142857,0.8
MSC10,MSC07,0.9375,0.6971428571428572,0.8
MSC01,MSC02,0.9875,0.5425,0.85
MSC01,MSC03,0.975,0.5375,0.85
MSC01,MSC04,0.9875,0.7025,0.85
MSC01,MSC05,0.9875,0.6275,0.85
MSC01,MSC06,0.9875,0.7692857142857144,0.85
MSC01,MSC07,1.0,0.520357142857143,0.85
MSC01,MSC10,0.975,0.545,0.85
MSC02,MSC01,0.975,0.8975000000000002,0.85
MSC02,MSC03,0.9875,0.6657142857142857,0.85
MSC02,MSC04,0.975,0.8775000000000001,0.85
MSC02,MSC05,0.975,0.8049999999999999,0.85
MSC02,MSC06,0.975,0.8275,0.85
MSC02,MSC07,0.9875,0.687142857142857,0.85
MSC02,MSC10,0.975,0.8,0.85
MSC03,MSC01,0.975,0.7925,0.85
MSC03,MSC02,0.9375,0.7275,0.85
MSC03,MSC04,0.9375,0.7975,0.85
MSC03,MSC05,0.9625,0.8375,0.85
MSC03,MSC06,0.9375,0.8035714285714285,0.85
MSC03,MSC07,0.9375,0.7489285714285714,0.85
MSC03,MSC10,0.95,0.8375,0.85
MSC04,MSC01,0.975,0.6325,0.85
MSC04,MSC02,0.9875,0.5325,0.85
MSC04,MSC03,0.975,0.5771428571428571,0.85
MSC04,MSC05,0.975,0.9,0.85
MSC04,MSC06,0.9625,0.7089285714285715,0.85
MSC04,MSC07,0.9875,0.5924999999999999,0.85
MSC04,MSC10,1.0,0.6625,0.85
MSC05,MSC01,0.9875,0.69,0.85
MSC05,MSC02,0.9875,0.5700000000000001,0.85
MSC05,MSC03,0.9875,0.7525,0.85
MSC05,MSC04,1.0,0.8474999999999999,0.85
MSC05,MSC06,1.0,0.7639285714285715,0.85
MSC05,MSC07,0.9875,0.6882142857142857,0.85
MSC05,MSC10,0.9875,0.7525000000000001,0.85
MSC06,MSC01,0.9625,0.8125,0.85
MSC06,MSC02,0.975,0.8675,0.85
MSC06,MSC03,0.975,0.7360714285714286,0.85
MSC06,MSC04,0.975,0.8875,0.85
MSC06,MSC05,0.975,0.9350000000000002,0.85
MSC06,MSC07,0.975,0.635,0.85
MSC06,MSC10,0.975,0.6325,0.85
MSC07,MSC01,0.975,0.775,0.85
MSC07,MSC02,0.975,0.7675000000000001,0.85
MSC07,MSC03,0.9875,0.6575,0.85
MSC07,MSC04,0.975,0.8625,0.85
MSC07,MSC05,0.9625,0.875,0.85
MSC07,MSC06,0.9875,0.8403571428571428,0.85
MSC07,MSC10,0.975,0.7649999999999999,0.85
MSC10,MSC01,0.95,0.5549999999999999,0.85
MSC10,MSC02,0.925,0.59,0.85
MSC10,MSC03,0.95,0.605,0.85
MSC10,MSC04,0.95,0.72,0.85
MSC10,MSC05,0.9625,0.7150000000000001,0.85
MSC10,MSC06,0.95,0.7835714285714286,0.85
MSC10,MSC07,0.95,0.7107142857142856,0.85
MSC01,MSC02,0.9875,0.54,0.9
MSC01,MSC03,0.9875,0.5307142857142857,0.9
MSC01,MSC04,1.0,0.6925,0.9
MSC01,MSC05,0.9875,0.6475,0.9
MSC01,MSC06,0.975,0.7892857142857144,0.9
MSC01,MSC07,1.0,0.5203571428571429,0.9
MSC01,MSC10,0.9875,0.55,0.9
MSC02,MSC01,0.975,0.9,0.9
MSC02,MSC03,0.975,0.7057142857142857,0.9
MSC02,MSC04,0.9375,0.89,0.9
MSC02,MSC05,0.975,0.8200000000000001,0.9
MSC02,MSC06,0.975,0.8507142857142858,0.9
MSC02,MSC07,0.9375,0.7021428571428571,0.9
MSC02,MSC10,0.975,0.8025,0.9
MSC03,MSC01,0.9625,0.8150000000000001,0.9
MSC03,MSC02,0.9375,0.76,0.9
MSC03,MSC04,0.9625,0.8025,0.9
MSC03,MSC05,0.95,0.8550000000000001,0.9
MSC03,MSC06,0.9375,0.8121428571428572,0.9
MSC03,MSC07,0.95,0.79,0.9
MSC03,MSC10,0.9625,0.835,0.9
MSC04,MSC01,0.975,0.6425000000000001,0.9
MSC04,MSC02,0.9875,0.5374999999999999,0.9
MSC04,MSC03,1.0,0.6124999999999999,0.9
MSC04,MSC05,0.975,0.925,0.9
MSC04,MSC06,0.975,0.7310714285714285,0.9
MSC04,MSC07,1.0,0.6178571428571429,0.9
MSC04,MSC10,0.9875,0.675,0.9
MSC05,MSC01,0.9875,0.6625,0.9
MSC05,MSC02,0.9875,0.5675,0.9
MSC05,MSC03,0.9875,0.7482142857142857,0.9
MSC05,MSC04,0.9875,0.8424999999999999,0.9
MSC05,MSC06,0.9875,0.745,0.9
MSC05,MSC07,0.9875,0.6642857142857143,0.9
MSC05,MSC10,0.9875,0.755,0.9
MSC06,MSC01,0.975,0.8125,0.9
MSC06,MSC02,0.95,0.8574999999999999,0.9
MSC06,MSC03,0.9875,0.7564285714285715,0.9
MSC06,MSC04,0.975,0.8899999999999999,0.9
MSC06,MSC05,0.975,0.9324999999999999,0.9
MSC06,MSC07,0.975,0.6385714285714286,0.9
MSC06,MSC10,0.975,0.6475,0.9
MSC07,MSC01,0.975,0.8150000000000001,0.9
MSC07,MSC02,0.9875,0.82,0.9
MSC07,MSC03,0.975,0.6764285714285714,0.9
MSC07,MSC04,0.9875,0.8699999999999999,0.9
MSC07,MSC05,0.9875,0.885,0.9
MSC07,MSC06,0.9875,0.8210714285714286,0.9
MSC07,MSC10,0.9875,0.775,0.9
MSC10,MSC01,0.9625,0.545,0.9
MSC10,MSC02,0.9625,0.5925,0.9
MSC10,MSC03,0.95,0.5789285714285715,0.9
MSC10,MSC04,0.95,0.6625,0.9
MSC10,MSC05,0.9625,0.69,0.9
MSC10,MSC06,0.9375,0.7310714285714286,0.9
MSC10,MSC07,0.95,0.6839285714285713,0.9
