train_sub,test_sub,cv_acc,cv_sen,cv_spec,acc,ds_sen,ds_spec
MSC01,MSC02,0.975,1.0,0.95,0.5375,1.0,0.075
MSC01,MSC03,1.0,1.0,1.0,0.5464285714285715,0.9792857142857143,0.11357142857142857
MSC01,MSC04,1.0,1.0,1.0,0.635,1.0,0.27
MSC01,MSC05,1.0,1.0,1.0,0.6050000000000001,1.0,0.21000000000000002
MSC01,MSC06,1.0,1.0,1.0,0.7728571428571429,1.0,0.5457142857142857
MSC01,MSC07,0.975,1.0,0.95,0.505,1.0,0.01
MSC01,MSC10,1.0,1.0,1.0,0.5375,0.9949999999999999,0.08
MSC02,MSC01,0.975,1.0,0.95,0.9175000000000001,0.9199999999999999,0.915
MSC02,MSC03,0.975,1.0,0.95,0.7546428571428571,0.9942857142857143,0.515
MSC02,MSC04,0.975,1.0,0.95,0.9025000000000001,0.99,0.8150000000000001
MSC02,MSC05,0.975,1.0,0.95,0.9199999999999999,0.9949999999999999,0.845
MSC02,MSC06,0.975,1.0,0.95,0.8550000000000001,0.9464285714285715,0.7635714285714286
MSC02,MSC07,0.975,1.0,0.95,0.7125,0.99,0.43499999999999994
MSC02,MSC10,0.9375,1.0,0.875,0.7875000000000001,0.835,0.74
MSC03,MSC01,0.975,1.0,0.95,0.8075000000000001,0.7300000000000001,0.885
MSC03,MSC02,0.9375,0.975,0.9,0.6725,0.95,0.395
MSC03,MSC04,0.975,1.0,0.95,0.82,0.885,0.7550000000000001
MSC03,MSC05,0.975,1.0,0.95,0.8175000000000001,0.9949999999999999,0.6399999999999999
MSC03,MSC06,0.975,1.0,0.95,0.8185714285714285,0.7642857142857145,0.872857142857143
MSC03,MSC07,0.975,1.0,0.95,0.7782142857142856,0.7528571428571429,0.8035714285714286
MSC03,MSC10,0.975,1.0,0.95,0.8375,0.8,0.875
MSC04,MSC01,0.975,1.0,0.95,0.5925,1.0,0.185
MSC04,MSC02,0.9875,1.0,0.975,0.5349999999999999,1.0,0.07
MSC04,MSC03,0.9875,1.0,0.975,0.5635714285714284,1.0,0.12714285714285714
MSC04,MSC05,0.975,1.0,0.95,0.8950000000000001,0.99,0.8
MSC04,MSC06,0.975,1.0,0.95,0.6785714285714286,1.0,0.3571428571428571
MSC04,MSC07,0.975,1.0,0.95,0.6107142857142858,1.0,0.22142857142857145
MSC04,MSC10,0.9875,1.0,0.975,0.65,1.0,0.3
MSC05,MSC01,0.9875,1.0,0.975,0.6675000000000001,0.96,0.37500000000000006
MSC05,MSC02,0.9875,1.0,0.975,0.5750000000000001,0.985,0.16499999999999998
MSC05,MSC03,0.9875,1.0,0.975,0.7678571428571429,0.9892857142857142,0.5464285714285715
MSC05,MSC04,0.9875,1.0,0.975,0.8375,0.925,0.75
MSC05,MSC06,0.9875,1.0,0.975,0.7725,0.9578571428571427,0.5871428571428571
MSC05,MSC07,0.9875,1.0,0.975,0.6867857142857143,0.9292857142857143,0.4442857142857143
MSC05,MSC10,0.9875,1.0,0.975,0.7699999999999999,0.96,0.5800000000000001
MSC06,MSC01,0.975,1.0,0.95,0.8674999999999999,0.985,0.7500000000000001
MSC06,MSC02,0.975,1.0,0.95,0.8550000000000001,0.8150000000000001,0.8949999999999999
MSC06,MSC03,0.975,1.0,0.95,0.7596428571428572,0.9414285714285715,0.5778571428571428
MSC06,MSC04,0.975,1.0,0.95,0.9125,1.0,0.825
MSC06,MSC05,0.9625,1.0,0.925,0.95,0.925,0.975
MSC06,MSC07,0.975,1.0,0.95,0.6485714285714285,0.9949999999999999,0.30214285714285716
MSC06,MSC10,0.975,1.0,0.95,0.7,0.97,0.43
MSC07,MSC01,1.0,1.0,1.0,0.7825,1.0,0.5650000000000001
MSC07,MSC02,0.9875,1.0,0.975,0.8225,0.9550000000000001,0.6900000000000001
MSC07,MSC03,0.9875,1.0,0.975,0.6632142857142858,0.8442857142857143,0.4821428571428571
MSC07,MSC04,0.975,0.975,0.975,0.8775000000000001,0.9099999999999999,0.8450000000000001
MSC07,MSC05,0.9875,1.0,0.975,0.9025000000000001,0.9349999999999999,0.8700000000000001
MSC07,MSC06,0.9875,1.0,0.975,0.8175000000000001,0.6935714285714287,0.9414285714285715
MSC07,MSC10,0.9875,1.0,0.975,0.7775000000000001,0.8799999999999999,0.675
MSC10,MSC01,0.9625,0.975,0.95,0.5375,1.0,0.075
MSC10,MSC02,0.95,0.975,0.925,0.5599999999999999,0.9949999999999999,0.125
MSC10,MSC03,0.9375,0.95,0.925,0.5289285714285714,1.0,0.05785714285714285
MSC10,MSC04,0.95,0.975,0.925,0.63,1.0,0.26
MSC10,MSC05,0.95,0.975,0.925,0.6075,1.0,0.215
MSC10,MSC06,0.95,0.975,0.925,0.697142857142857,1.0,0.39428571428571424
MSC10,MSC07,0.9375,0.975,0.9,0.6614285714285714,0.9585714285714285,0.36428571428571427
