train_sub,test_sub,cv_acc,acc,numComponent
MSC10,MSC05,0.8875,0.6775,1264
MSC10,MSC06,0.9125,0.7810714285714285,1264
MSC10,MSC07,0.9125,0.6714285714285714,1264
MSC01,MSC02,0.975,0.5850000000000001,1435
MSC01,MSC03,0.9875,0.5892857142857142,1435
MSC01,MSC04,0.975,0.7325,1435
MSC01,MSC05,0.975,0.7224999999999999,1435
MSC01,MSC06,0.975,0.7935714285714286,1435
MSC01,MSC07,0.95,0.6114285714285714,1435
MSC01,MSC10,0.9875,0.5725,1435
MSC02,MSC01,0.9875,0.8775000000000001,1435
MSC02,MSC03,0.975,0.7278571428571429,1435
MSC02,MSC04,0.975,0.8625,1435
MSC02,MSC05,0.975,0.8700000000000001,1435
MSC02,MSC06,0.925,0.8585714285714285,1435
MSC02,MSC07,0.975,0.6742857142857143,1435
MSC02,MSC10,0.9875,0.745,1435
MSC03,MSC01,0.9875,0.6900000000000001,1435
MSC03,MSC02,0.95,0.735,1435
MSC03,MSC04,0.925,0.7425,1435
MSC03,MSC05,0.975,0.86,1435
MSC03,MSC06,0.9125,0.6689285714285713,1435
MSC03,MSC07,0.975,0.6917857142857143,1435
MSC03,MSC10,0.925,0.745,1435
MSC04,MSC01,0.9625,0.5875,1435
MSC04,MSC02,0.9875,0.5399999999999999,1435
MSC04,MSC03,0.9875,0.627142857142857,1435
MSC04,MSC05,0.9875,0.875,1435
MSC04,MSC06,0.975,0.7721428571428571,1435
MSC04,MSC07,0.9875,0.5978571428571429,1435
MSC04,MSC10,0.975,0.6475,1435
MSC05,MSC01,0.9875,0.6024999999999999,1435
MSC05,MSC02,0.9875,0.51,1435
MSC05,MSC03,0.9875,0.6260714285714286,1435
MSC05,MSC04,0.9875,0.73,1435
MSC05,MSC06,0.9875,0.6699999999999999,1435
MSC05,MSC07,0.9875,0.6392857142857142,1435
MSC05,MSC10,0.9875,0.6075,1435
MSC06,MSC01,0.975,0.78,1435
MSC06,MSC02,0.95,0.8425,1435
MSC06,MSC03,0.975,0.7046428571428571,1435
MSC06,MSC04,0.9875,0.8799999999999999,1435
MSC06,MSC05,0.975,0.9,1435
MSC06,MSC07,0.975,0.5867857142857142,1435
MSC06,MSC10,0.9625,0.615,1435
MSC07,MSC01,0.9625,0.7425,1435
MSC07,MSC02,0.975,0.6900000000000001,1435
MSC07,MSC03,0.975,0.6064285714285714,1435
MSC07,MSC04,0.975,0.7875,1435
MSC07,MSC05,0.9625,0.8325000000000001,1435
MSC07,MSC06,0.9625,0.785357142857143,1435
MSC07,MSC10,0.9625,0.7075,1435
MSC10,MSC01,0.9,0.555,1435
MSC10,MSC02,0.9,0.575,1435
MSC10,MSC03,0.9,0.6032142857142857,1435
MSC10,MSC04,0.8875,0.7224999999999999,1435
MSC10,MSC05,0.9,0.6900000000000001,1435
MSC10,MSC06,0.9,0.7832142857142859,1435
MSC10,MSC07,0.9375,0.6589285714285713,1435
MSC01,MSC02,0.975,0.58,1630
MSC01,MSC03,0.9875,0.5842857142857143,1630
MSC01,MSC04,0.9375,0.7225000000000001,1630
MSC01,MSC05,0.95,0.6975,1630
MSC01,MSC06,0.9875,0.7999999999999999,1630
MSC01,MSC07,0.9875,0.5607142857142857,1630
MSC01,MSC10,0.9375,0.5900000000000001,1630
MSC02,MSC01,0.975,0.8625000000000002,1630
MSC02,MSC03,0.925,0.725,1630
MSC02,MSC04,0.925,0.85,1630
MSC02,MSC05,0.9875,0.8699999999999999,1630
MSC02,MSC06,0.975,0.8610714285714286,1630
MSC02,MSC07,0.9875,0.6825,1630
MSC02,MSC10,0.9625,0.7474999999999999,1630
MSC03,MSC01,0.975,0.6649999999999999,1630
MSC03,MSC02,0.95,0.7375,1630
MSC03,MSC04,0.95,0.7425,1630
MSC03,MSC05,0.95,0.8474999999999999,1630
MSC03,MSC06,0.95,0.6764285714285714,1630
MSC03,MSC07,0.95,0.6985714285714286,1630
MSC03,MSC10,0.95,0.78,1630
MSC04,MSC01,0.9375,0.5850000000000001,1630
MSC04,MSC02,0.975,0.5549999999999999,1630
MSC04,MSC03,0.9875,0.6182142857142857,1630
MSC04,MSC05,0.975,0.8700000000000001,1630
MSC04,MSC06,0.9625,0.7639285714285714,1630
MSC04,MSC07,0.975,0.5871428571428571,1630
MSC04,MSC10,0.9625,0.6299999999999999,1630
MSC05,MSC01,0.9875,0.61,1630
MSC05,MSC02,0.9875,0.5149999999999999,1630
MSC05,MSC03,0.9875,0.6289285714285715,1630
MSC05,MSC04,0.9875,0.7375,1630
MSC05,MSC06,0.9875,0.6817857142857143,1630
MSC05,MSC07,0.9875,0.6392857142857142,1630
MSC05,MSC10,0.9875,0.6025,1630
MSC06,MSC01,0.9625,0.8,1630
MSC06,MSC02,0.95,0.7975,1630
MSC06,MSC03,0.975,0.71,1630
MSC06,MSC04,0.9875,0.8949999999999999,1630
MSC06,MSC05,0.9625,0.9225,1630
MSC06,MSC07,0.975,0.5907142857142856,1630
MSC06,MSC10,0.975,0.61,1630
MSC07,MSC01,0.975,0.7499999999999999,1630
MSC07,MSC02,0.9625,0.6925,1630
MSC07,MSC03,0.9625,0.6103571428571428,1630
MSC07,MSC04,0.95,0.7725,1630
MSC07,MSC05,0.9625,0.8125,1630
MSC07,MSC06,0.975,0.7849999999999999,1630
MSC07,MSC10,0.9625,0.7074999999999999,1630
MSC10,MSC01,0.9,0.5575,1630
MSC10,MSC02,0.9,0.5725,1630
MSC10,MSC03,0.9125,0.6082142857142857,1630
MSC10,MSC04,0.9125,0.7174999999999999,1630
MSC10,MSC05,0.9,0.6849999999999999,1630
MSC10,MSC06,0.9125,0.7771428571428572,1630
MSC10,MSC07,0.9125,0.6635714285714286,1630
MSC01,MSC02,0.95,0.58,1850
MSC01,MSC03,0.975,0.585,1850
MSC01,MSC04,0.9875,0.725,1850
MSC01,MSC05,0.975,0.7150000000000001,1850
MSC01,MSC06,0.975,0.8096428571428571,1850
MSC01,MSC07,0.9875,0.6028571428571429,1850
MSC01,MSC10,0.975,0.5675000000000001,1850
MSC02,MSC01,0.975,0.865,1850
MSC02,MSC03,0.95,0.7257142857142858,1850
MSC02,MSC04,0.9875,0.8625,1850
MSC02,MSC05,0.975,0.8625,1850
MSC02,MSC06,0.9875,0.8724999999999999,1850
MSC02,MSC07,0.9875,0.6764285714285714,1850
MSC02,MSC10,0.975,0.7474999999999999,1850
MSC03,MSC01,0.95,0.6625,1850
MSC03,MSC02,0.975,0.69,1850
MSC03,MSC04,0.975,0.75,1850
MSC03,MSC05,0.95,0.8375,1850
MSC03,MSC06,0.95,0.6653571428571428,1850
MSC03,MSC07,0.975,0.6728571428571428,1850
MSC03,MSC10,0.9375,0.7899999999999999,1850
MSC04,MSC01,0.9875,0.6125,1850
MSC04,MSC02,0.975,0.5475000000000001,1850
MSC04,MSC03,0.975,0.5914285714285713,1850
MSC04,MSC05,0.9875,0.8600000000000001,1850
MSC04,MSC06,0.975,0.7632142857142858,1850
MSC04,MSC07,0.975,0.5764285714285714,1850
MSC04,MSC10,0.9625,0.6425000000000001,1850
MSC05,MSC01,0.9875,0.625,1850
MSC05,MSC02,0.9875,0.515,1850
MSC05,MSC03,0.9875,0.6453571428571429,1850
MSC05,MSC04,0.9875,0.7275,1850
MSC05,MSC06,0.9875,0.6575,1850
MSC05,MSC07,0.9875,0.6264285714285714,1850
MSC05,MSC10,0.9875,0.595,1850
MSC06,MSC01,0.9375,0.775,1850
MSC06,MSC02,0.9625,0.86,1850
MSC06,MSC03,0.975,0.7242857142857142,1850
MSC06,MSC04,0.975,0.905,1850
MSC06,MSC05,0.975,0.9075000000000001,1850
MSC06,MSC07,0.9875,0.589642857142857,1850
MSC06,MSC10,0.9875,0.6224999999999999,1850
MSC07,MSC01,0.9625,0.745,1850
MSC07,MSC02,0.9625,0.6775,1850
MSC07,MSC03,0.9625,0.6050000000000001,1850
MSC07,MSC04,0.975,0.7775000000000001,1850
MSC07,MSC05,0.9625,0.8200000000000001,1850
MSC07,MSC06,0.95,0.7667857142857143,1850
MSC07,MSC10,0.95,0.6950000000000001,1850
MSC10,MSC01,0.8875,0.5575,1850
MSC10,MSC02,0.9125,0.5625,1850
MSC10,MSC03,0.9125,0.6071428571428571,1850
MSC10,MSC04,0.8875,0.7175,1850
MSC10,MSC05,0.9125,0.6775,1850
MSC10,MSC06,0.925,0.77,1850
MSC10,MSC07,0.8875,0.6521428571428572,1850
MSC01,MSC02,0.9875,0.5599999999999999,2101
MSC01,MSC03,0.975,0.5889285714285715,2101
MSC01,MSC04,0.975,0.72,2101
MSC01,MSC05,0.95,0.675,2101
MSC01,MSC06,0.975,0.795,2101
MSC01,MSC07,0.975,0.5703571428571428,2101
MSC01,MSC10,0.975,0.5675000000000001,2101
MSC02,MSC01,0.9875,0.875,2101
MSC02,MSC03,0.9625,0.7271428571428572,2101
MSC02,MSC04,0.975,0.86,2101
MSC02,MSC05,0.9875,0.8775000000000001,2101
MSC02,MSC06,0.95,0.8628571428571428,2101
MSC02,MSC07,0.925,0.7028571428571428,2101
MSC02,MSC10,0.975,0.7525000000000001,2101
MSC03,MSC01,0.925,0.7,2101
MSC03,MSC02,0.9625,0.7024999999999999,2101
MSC03,MSC04,0.975,0.73,2101
MSC03,MSC05,0.9625,0.8724999999999999,2101
MSC03,MSC06,0.95,0.6682142857142856,2101
MSC03,MSC07,0.95,0.7103571428571429,2101
MSC03,MSC10,0.975,0.7324999999999999,2101
MSC04,MSC01,0.9875,0.6050000000000001,2101
MSC04,MSC02,0.9875,0.5675,2101
MSC04,MSC03,0.9875,0.5935714285714286,2101
MSC04,MSC05,0.9625,0.8699999999999999,2101
MSC04,MSC06,0.975,0.7907142857142857,2101
MSC04,MSC07,0.975,0.5925,2101
MSC04,MSC10,0.95,0.6399999999999999,2101
MSC05,MSC01,0.9875,0.615,2101
MSC05,MSC02,0.9875,0.5075000000000001,2101
MSC05,MSC03,0.9875,0.6353571428571428,2101
MSC05,MSC04,0.9875,0.7375,2101
MSC05,MSC06,0.9875,0.6753571428571429,2101
MSC05,MSC07,0.9875,0.6257142857142857,2101
MSC05,MSC10,0.9875,0.6075,2101
MSC06,MSC01,0.9875,0.7975,2101
MSC06,MSC02,0.975,0.8225,2101
MSC06,MSC03,0.9625,0.7107142857142856,2101
MSC06,MSC04,0.9375,0.89,2101
MSC06,MSC05,0.95,0.9174999999999999,2101
MSC06,MSC07,0.95,0.5992857142857143,2101
MSC06,MSC10,0.95,0.6074999999999999,2101
MSC07,MSC01,0.95,0.765,2101
MSC07,MSC02,0.95,0.67,2101
MSC07,MSC03,0.9625,0.6060714285714286,2101
MSC07,MSC04,0.9375,0.7474999999999999,2101
MSC07,MSC05,0.975,0.8400000000000001,2101
MSC07,MSC06,0.975,0.7871428571428571,2101
MSC07,MSC10,0.975,0.695,2101
MSC10,MSC01,0.9125,0.565,2101
MSC10,MSC02,0.9,0.5625,2101
MSC10,MSC03,0.9,0.5974999999999999,2101
MSC10,MSC04,0.9125,0.7200000000000001,2101
MSC10,MSC05,0.9,0.6975,2101
MSC10,MSC06,0.9125,0.7792857142857142,2101
MSC10,MSC07,0.9,0.6610714285714285,2101
MSC01,MSC02,0.9875,0.5875,2385
MSC01,MSC03,0.975,0.5910714285714286,2385
MSC01,MSC04,0.95,0.7175,2385
MSC01,MSC05,0.9625,0.72,2385
MSC01,MSC06,0.9625,0.822857142857143,2385
MSC01,MSC07,0.9875,0.5796428571428571,2385
MSC01,MSC10,0.9625,0.5799999999999998,2385
MSC02,MSC01,0.9875,0.885,2385
MSC02,MSC03,0.925,0.7217857142857143,2385
MSC02,MSC04,0.975,0.8474999999999999,2385
MSC02,MSC05,0.975,0.8674999999999999,2385
MSC02,MSC06,0.975,0.8807142857142857,2385
MSC02,MSC07,0.9875,0.6824999999999999,2385
MSC02,MSC10,0.9875,0.7450000000000001,2385
MSC03,MSC01,0.9375,0.6925,2385
MSC03,MSC02,0.9625,0.725,2385
MSC03,MSC04,0.975,0.735,2385
MSC03,MSC05,0.9875,0.8675,2385
MSC03,MSC06,0.975,0.6635714285714285,2385
MSC03,MSC07,0.95,0.6960714285714287,2385
MSC03,MSC10,0.95,0.7825,2385
MSC04,MSC01,0.9875,0.59,2385
MSC04,MSC02,0.9625,0.585,2385
MSC04,MSC03,0.9875,0.5967857142857144,2385
MSC04,MSC05,0.9625,0.8700000000000001,2385
MSC04,MSC06,0.9875,0.7564285714285715,2385
MSC04,MSC07,0.9625,0.5903571428571428,2385
MSC04,MSC10,0.975,0.6399999999999999,2385
MSC05,MSC01,0.9875,0.6224999999999999,2385
MSC05,MSC02,0.9875,0.5075000000000001,2385
MSC05,MSC03,0.9875,0.6285714285714284,2385
MSC05,MSC04,0.9875,0.725,2385
MSC05,MSC06,0.9875,0.6675,2385
MSC05,MSC07,0.9875,0.6257142857142857,2385
MSC05,MSC10,0.9875,0.595,2385
MSC06,MSC01,0.9625,0.78,2385
MSC06,MSC02,0.975,0.8225,2385
MSC06,MSC03,0.975,0.705,2385
MSC06,MSC04,0.975,0.8774999999999998,2385
MSC06,MSC05,0.95,0.9174999999999999,2385
MSC06,MSC07,0.95,0.5946428571428571,2385
MSC06,MSC10,0.975,0.6325000000000001,2385
MSC07,MSC01,0.975,0.7325,2385
MSC07,MSC02,0.9625,0.6900000000000001,2385
MSC07,MSC03,0.9625,0.604642857142857,2385
MSC07,MSC04,0.975,0.7725,2385
MSC07,MSC05,0.975,0.8125,2385
MSC07,MSC06,0.975,0.775,2385
MSC07,MSC10,0.975,0.7024999999999999,2385
MSC10,MSC01,0.9,0.5625,2385
MSC10,MSC02,0.9,0.5525,2385
MSC10,MSC03,0.9125,0.5942857142857143,2385
MSC10,MSC04,0.8875,0.7175,2385
MSC10,MSC05,0.9,0.675,2385
MSC10,MSC06,0.9,0.7842857142857144,2385
MSC10,MSC07,0.9,0.6696428571428571,2385
MSC01,MSC02,0.975,0.5599999999999999,2708
MSC01,MSC03,0.975,0.5953571428571428,2708
MSC01,MSC04,0.975,0.7325,2708
MSC01,MSC05,0.9875,0.7300000000000001,2708
MSC01,MSC06,0.9625,0.8114285714285714,2708
MSC01,MSC07,0.9625,0.5967857142857144,2708
MSC01,MSC10,0.9625,0.5825,2708
MSC02,MSC01,0.975,0.8800000000000001,2708
MSC02,MSC03,0.9875,0.7360714285714286,2708
MSC02,MSC04,0.9875,0.8550000000000001,2708
MSC02,MSC05,0.975,0.875,2708
MSC02,MSC06,0.925,0.8503571428571428,2708
MSC02,MSC07,0.95,0.677142857142857,2708
MSC02,MSC10,0.9875,0.7325,2708
MSC03,MSC01,0.95,0.6625,2708
MSC03,MSC02,0.9875,0.7325,2708
MSC03,MSC04,0.95,0.745,2708
MSC03,MSC05,0.95,0.8649999999999999,2708
MSC03,MSC06,0.95,0.667142857142857,2708
MSC03,MSC07,0.975,0.6917857142857142,2708
MSC03,MSC10,0.9625,0.76,2708
MSC04,MSC01,0.975,0.585,2708
MSC04,MSC02,0.975,0.57,2708
MSC04,MSC03,0.9875,0.6089285714285715,2708
MSC04,MSC05,0.9875,0.8775000000000001,2708
MSC04,MSC06,0.9875,0.7828571428571429,2708
MSC04,MSC07,0.975,0.5860714285714286,2708
MSC04,MSC10,0.9625,0.6425,2708
MSC05,MSC01,0.9875,0.6125,2708
MSC05,MSC02,0.9875,0.515,2708
MSC05,MSC03,0.9875,0.6267857142857143,2708
MSC05,MSC04,0.9875,0.73,2708
MSC05,MSC06,0.9875,0.6635714285714286,2708
MSC05,MSC07,0.9875,0.6207142857142857,2708
MSC05,MSC10,0.9875,0.5974999999999999,2708
MSC06,MSC01,0.9625,0.8025,2708
MSC06,MSC02,0.975,0.8400000000000001,2708
MSC06,MSC03,0.9625,0.7214285714285713,2708
MSC06,MSC04,0.975,0.885,2708
MSC06,MSC05,0.95,0.9099999999999999,2708
MSC06,MSC07,0.95,0.5782142857142858,2708
MSC06,MSC10,0.9625,0.6175,2708
MSC07,MSC01,0.9375,0.7450000000000001,2708
MSC07,MSC02,0.9625,0.6849999999999999,2708
MSC07,MSC03,0.9625,0.6103571428571428,2708
MSC07,MSC04,0.9625,0.7725,2708
MSC07,MSC05,0.95,0.8225,2708
MSC07,MSC06,0.95,0.7632142857142857,2708
MSC07,MSC10,0.9625,0.6825,2708
MSC10,MSC01,0.9,0.5675,2708
MSC10,MSC02,0.9,0.5275000000000001,2708
MSC10,MSC03,0.9,0.6085714285714285,2708
MSC10,MSC04,0.9,0.7150000000000001,2708
MSC10,MSC05,0.8875,0.6675,2708
MSC10,MSC06,0.9,0.7760714285714286,2708
MSC10,MSC07,0.9125,0.6567857142857142,2708
MSC01,MSC02,0.95,0.595,3074
MSC01,MSC03,0.975,0.5871428571428572,3074
MSC01,MSC04,0.975,0.7175,3074
MSC01,MSC05,0.975,0.7474999999999999,3074
MSC01,MSC06,0.975,0.7978571428571428,3074
MSC01,MSC07,0.95,0.6074999999999999,3074
MSC01,MSC10,0.9625,0.5850000000000001,3074
MSC02,MSC01,0.925,0.8425,3074
MSC02,MSC03,0.95,0.7164285714285713,3074
MSC02,MSC04,0.975,0.8574999999999999,3074
MSC02,MSC05,0.975,0.8625,3074
MSC02,MSC06,0.925,0.8625,3074
MSC02,MSC07,0.9875,0.6714285714285714,3074
MSC02,MSC10,0.9875,0.7575000000000001,3074
MSC03,MSC01,0.95,0.7150000000000001,3074
MSC03,MSC02,0.95,0.74,3074
MSC03,MSC04,0.975,0.735,3074
MSC03,MSC05,0.9625,0.8549999999999999,3074
MSC03,MSC06,0.975,0.6675,3074
MSC03,MSC07,0.9375,0.7074999999999999,3074
MSC03,MSC10,0.9,0.785,3074
MSC04,MSC01,0.9625,0.5825,3074
MSC04,MSC02,0.9875,0.555,3074
MSC04,MSC03,0.975,0.6064285714285713,3074
MSC04,MSC05,0.9875,0.875,3074
MSC04,MSC06,0.9625,0.7514285714285714,3074
MSC04,MSC07,0.975,0.5882142857142856,3074
MSC04,MSC10,0.9625,0.6425,3074
MSC05,MSC01,0.9875,0.6175,3074
MSC05,MSC02,0.9875,0.5125,3074
MSC05,MSC03,0.9875,0.6346428571428572,3074
MSC05,MSC04,0.9875,0.7375,3074
MSC05,MSC06,0.9875,0.6778571428571428,3074
MSC05,MSC07,0.9875,0.625,3074
MSC05,MSC10,0.9875,0.5875,3074
MSC06,MSC01,0.9875,0.7924999999999999,3074
MSC06,MSC02,0.9875,0.8174999999999999,3074
MSC06,MSC03,0.975,0.7153571428571428,3074
MSC06,MSC04,0.9375,0.875,3074
MSC06,MSC05,0.9625,0.9275,3074
MSC06,MSC07,0.975,0.5767857142857142,3074
MSC06,MSC10,0.975,0.6375,3074
MSC07,MSC01,0.975,0.7699999999999999,3074
MSC07,MSC02,0.975,0.705,3074
MSC07,MSC03,0.975,0.6089285714285714,3074
MSC07,MSC04,0.975,0.7875000000000001,3074
MSC07,MSC05,0.9625,0.835,3074
MSC07,MSC06,0.95,0.7925,3074
MSC07,MSC10,0.95,0.715,3074
MSC10,MSC01,0.8875,0.55,3074
MSC10,MSC02,0.9,0.57,3074
MSC10,MSC03,0.925,0.6021428571428571,3074
MSC10,MSC04,0.9125,0.72,3074
MSC10,MSC05,0.9125,0.7,3074
MSC10,MSC06,0.8875,0.7674999999999998,3074
MSC10,MSC07,0.8875,0.6510714285714284,3074
MSC01,MSC02,0.9875,0.5974999999999999,3490
MSC01,MSC03,0.9875,0.5703571428571428,3490
MSC01,MSC04,0.975,0.725,3490
MSC01,MSC05,0.9875,0.7125,3490
MSC01,MSC06,0.95,0.82,3490
MSC01,MSC07,0.95,0.6285714285714286,3490
MSC01,MSC10,0.9875,0.6,3490
MSC02,MSC01,0.975,0.8675,3490
MSC02,MSC03,0.975,0.7157142857142857,3490
MSC02,MSC04,0.925,0.8474999999999999,3490
MSC02,MSC05,0.975,0.8724999999999999,3490
MSC02,MSC06,0.9875,0.8642857142857142,3490
MSC02,MSC07,0.975,0.6864285714285714,3490
MSC02,MSC10,0.975,0.75,3490
MSC03,MSC01,0.95,0.6875,3490
MSC03,MSC02,0.975,0.72,3490
MSC03,MSC04,0.925,0.74,3490
MSC03,MSC05,0.9375,0.865,3490
MSC03,MSC06,0.9375,0.6796428571428571,3490
MSC03,MSC07,0.975,0.6953571428571429,3490
MSC03,MSC10,0.9375,0.7825,3490
MSC04,MSC01,0.975,0.6,3490
MSC04,MSC02,0.9875,0.5675,3490
MSC04,MSC03,0.9875,0.6021428571428571,3490
MSC04,MSC05,0.975,0.8574999999999999,3490
MSC04,MSC06,0.95,0.7446428571428572,3490
MSC04,MSC07,0.975,0.5971428571428572,3490
MSC04,MSC10,0.9875,0.645,3490
MSC05,MSC01,0.9875,0.6199999999999999,3490
MSC05,MSC02,0.9875,0.5125,3490
MSC05,MSC03,0.9875,0.6346428571428572,3490
MSC05,MSC04,0.9875,0.7275,3490
MSC05,MSC06,0.9875,0.6764285714285714,3490
MSC05,MSC07,0.9875,0.6410714285714285,3490
MSC05,MSC10,0.9875,0.6100000000000001,3490
MSC06,MSC01,0.95,0.7849999999999999,3490
MSC06,MSC02,0.95,0.8150000000000001,3490
MSC06,MSC03,0.975,0.7221428571428572,3490
MSC06,MSC04,0.95,0.875,3490
MSC06,MSC05,0.975,0.9,3490
MSC06,MSC07,0.9625,0.5771428571428572,3490
MSC06,MSC10,0.95,0.6175,3490
MSC07,MSC01,0.975,0.7374999999999999,3490
MSC07,MSC02,0.9625,0.6649999999999999,3490
MSC07,MSC03,0.9625,0.6192857142857143,3490
MSC07,MSC04,0.975,0.7775,3490
MSC07,MSC05,0.95,0.8425,3490
MSC07,MSC06,0.975,0.7917857142857143,3490
MSC07,MSC10,0.9625,0.6924999999999999,3490
MSC10,MSC01,0.9,0.555,3490
MSC10,MSC02,0.9,0.57,3490
MSC10,MSC03,0.8875,0.6014285714285714,3490
MSC10,MSC04,0.8875,0.73,3490
MSC10,MSC05,0.8875,0.6775,3490
MSC10,MSC06,0.9,0.7807142857142857,3490
MSC10,MSC07,0.9125,0.6682142857142856,3490
MSC01,MSC02,0.9875,0.5525,3962
MSC01,MSC03,0.975,0.5917857142857141,3962
MSC01,MSC04,0.975,0.7174999999999999,3962
MSC01,MSC05,0.95,0.7300000000000001,3962
MSC01,MSC06,0.9875,0.7885714285714286,3962
MSC01,MSC07,0.975,0.5817857142857142,3962
MSC01,MSC10,0.975,0.5774999999999999,3962
MSC02,MSC01,0.925,0.8674999999999999,3962
MSC02,MSC03,0.9875,0.7132142857142857,3962
MSC02,MSC04,0.95,0.8674999999999999,3962
MSC02,MSC05,0.9875,0.8800000000000001,3962
MSC02,MSC06,0.925,0.8574999999999999,3962
MSC02,MSC07,0.975,0.677142857142857,3962
MSC02,MSC10,0.975,0.7474999999999999,3962
MSC03,MSC01,0.9625,0.705,3962
MSC03,MSC02,0.95,0.7224999999999999,3962
MSC03,MSC04,0.975,0.735,3962
MSC03,MSC05,0.95,0.8700000000000001,3962
MSC03,MSC06,0.9625,0.6914285714285715,3962
MSC03,MSC07,0.975,0.6957142857142857,3962
MSC03,MSC10,0.975,0.7775000000000001,3962
MSC04,MSC01,0.95,0.61,3962
MSC04,MSC02,0.975,0.5599999999999999,3962
MSC04,MSC03,0.975,0.5864285714285714,3962
MSC04,MSC05,0.975,0.8724999999999999,3962
MSC04,MSC06,0.975,0.7628571428571429,3962
MSC04,MSC07,0.975,0.61,3962
MSC04,MSC10,0.9875,0.645,3962
MSC05,MSC01,0.9875,0.61,3962
MSC05,MSC02,0.9875,0.5075000000000001,3962
MSC05,MSC03,0.9875,0.6399999999999999,3962
MSC05,MSC04,0.9875,0.7399999999999999,3962
MSC05,MSC06,0.9875,0.6839285714285714,3962
MSC05,MSC07,0.9875,0.6307142857142857,3962
MSC05,MSC10,0.9875,0.5925,3962
MSC06,MSC01,0.975,0.8025,3962
MSC06,MSC02,0.975,0.8150000000000001,3962
MSC06,MSC03,0.9625,0.7096428571428571,3962
MSC06,MSC04,0.975,0.8875,3962
MSC06,MSC05,0.95,0.89,3962
MSC06,MSC07,0.9875,0.585,3962
MSC06,MSC10,0.9875,0.6275,3962
MSC07,MSC01,0.9625,0.7525000000000001,3962
MSC07,MSC02,0.975,0.6950000000000001,3962
MSC07,MSC03,0.975,0.6025,3962
MSC07,MSC04,0.9625,0.7925000000000001,3962
MSC07,MSC05,0.975,0.8450000000000001,3962
MSC07,MSC06,0.9625,0.7764285714285715,3962
MSC07,MSC10,0.95,0.7,3962
MSC10,MSC01,0.9125,0.5625000000000001,3962
MSC10,MSC02,0.9,0.5725,3962
MSC10,MSC03,0.9125,0.6075,3962
MSC10,MSC04,0.925,0.7224999999999999,3962
MSC10,MSC05,0.8875,0.6775,3962
MSC10,MSC06,0.925,0.7889285714285714,3962
MSC10,MSC07,0.9,0.6457142857142857,3962
MSC01,MSC02,0.975,0.595,4498
MSC01,MSC03,0.925,0.6078571428571429,4498
MSC01,MSC04,0.975,0.7174999999999999,4498
MSC01,MSC05,0.9625,0.735,4498
MSC01,MSC06,0.9625,0.8164285714285715,4498
MSC01,MSC07,0.95,0.6182142857142857,4498
MSC01,MSC10,0.9875,0.5575,4498
MSC02,MSC01,0.975,0.885,4498
MSC02,MSC03,0.975,0.7157142857142859,4498
MSC02,MSC04,0.9875,0.8625,4498
MSC02,MSC05,0.975,0.8649999999999999,4498
MSC02,MSC06,0.975,0.8675,4498
MSC02,MSC07,0.9875,0.6789285714285714,4498
MSC02,MSC10,0.95,0.725,4498
MSC03,MSC01,0.95,0.6849999999999999,4498
MSC03,MSC02,0.9875,0.7375,4498
MSC03,MSC04,0.9625,0.7450000000000001,4498
MSC03,MSC05,0.975,0.8600000000000001,4498
MSC03,MSC06,0.9375,0.6900000000000001,4498
MSC03,MSC07,0.975,0.6917857142857142,4498
MSC03,MSC10,0.975,0.7725,4498
MSC04,MSC01,0.975,0.5775,4498
MSC04,MSC02,0.9875,0.565,4498
MSC04,MSC03,0.9625,0.6042857142857142,4498
MSC04,MSC05,0.975,0.8574999999999999,4498
MSC04,MSC06,0.9625,0.7425,4498
MSC04,MSC07,0.9875,0.5771428571428571,4498
MSC04,MSC10,0.975,0.6325000000000001,4498
MSC05,MSC01,0.9875,0.615,4498
MSC05,MSC02,0.9875,0.5125,4498
MSC05,MSC03,0.9875,0.6485714285714286,4498
MSC05,MSC04,0.9875,0.7450000000000001,4498
MSC05,MSC06,0.9875,0.667142857142857,4498
MSC05,MSC07,0.9875,0.6142857142857143,4498
MSC05,MSC10,0.9875,0.6025,4498
MSC06,MSC01,0.95,0.7825,4498
MSC06,MSC02,0.975,0.8299999999999998,4498
MSC06,MSC03,0.975,0.7107142857142856,4498
MSC06,MSC04,0.975,0.885,4498
MSC06,MSC05,0.9625,0.8925000000000001,4498
MSC06,MSC07,0.95,0.5996428571428571,4498
MSC06,MSC10,0.9625,0.6225,4498
MSC07,MSC01,0.9625,0.7625,4498
MSC07,MSC02,0.9625,0.6649999999999999,4498
MSC07,MSC03,0.975,0.6114285714285714,4498
MSC07,MSC04,0.925,0.75,4498
MSC07,MSC05,0.9625,0.8099999999999999,4498
MSC07,MSC06,0.9375,0.7585714285714287,4498
MSC07,MSC10,0.975,0.6925,4498
MSC10,MSC01,0.9,0.5525,4498
MSC10,MSC02,0.9,0.575,4498
MSC10,MSC03,0.8875,0.5885714285714285,4498
MSC10,MSC04,0.8875,0.7375,4498
MSC10,MSC05,0.9,0.6875,4498
MSC10,MSC06,0.8875,0.7550000000000001,4498
MSC10,MSC07,0.9,0.655,4498
MSC01,MSC02,0.9875,0.555,5106
MSC01,MSC03,0.9875,0.5817857142857144,5106
MSC01,MSC04,0.9875,0.72,5106
MSC01,MSC05,0.9875,0.75,5106
MSC01,MSC06,0.9875,0.8092857142857142,5106
