train_sub,test_sub,cv_acc,acc,numComponent
MSC05,MSC01,0.9875,0.6275000000000001,355
MSC05,MSC02,0.9875,0.52,355
MSC05,MSC03,0.9875,0.6264285714285714,355
MSC05,MSC04,0.9875,0.7175,355
MSC05,MSC06,0.9875,0.6689285714285713,355
MSC05,MSC07,0.9875,0.6175,355
MSC05,MSC10,0.9875,0.5900000000000001,355
MSC06,MSC01,0.9625,0.79,355
MSC06,MSC02,0.9875,0.8175000000000001,355
MSC06,MSC03,0.95,0.7060714285714285,355
MSC06,MSC04,0.95,0.8875,355
MSC06,MSC05,0.9375,0.9125,355
MSC06,MSC07,0.975,0.6071428571428571,355
MSC06,MSC10,0.95,0.6300000000000001,355
MSC07,MSC01,0.95,0.765,355
MSC07,MSC02,0.975,0.6849999999999999,355
MSC07,MSC03,0.975,0.6060714285714285,355
MSC07,MSC04,0.9625,0.8,355
MSC07,MSC05,0.95,0.78,355
MSC07,MSC06,0.9625,0.7817857142857143,355
MSC07,MSC10,0.9625,0.7024999999999999,355
MSC10,MSC01,0.925,0.5625,355
MSC10,MSC02,0.9125,0.5575,355
MSC10,MSC03,0.8875,0.5921428571428571,355
MSC10,MSC04,0.9,0.7074999999999999,355
MSC10,MSC05,0.9,0.6900000000000001,355
MSC10,MSC06,0.8875,0.7735714285714287,355
MSC10,MSC07,0.9,0.6546428571428571,355
MSC01,MSC02,0.975,0.5725,403
MSC01,MSC03,0.95,0.5957142857142858,403
MSC01,MSC04,0.9875,0.735,403
MSC01,MSC05,0.9875,0.745,403
MSC01,MSC06,0.975,0.7957142857142856,403
MSC01,MSC07,0.9875,0.5614285714285714,403
MSC01,MSC10,0.95,0.5900000000000001,403
MSC02,MSC01,0.975,0.8775000000000001,403
MSC02,MSC03,0.9875,0.7053571428571429,403
MSC02,MSC04,0.9875,0.8550000000000001,403
MSC02,MSC05,0.975,0.8724999999999999,403
MSC02,MSC06,0.9625,0.8603571428571429,403
MSC02,MSC07,0.9625,0.6849999999999999,403
MSC02,MSC10,0.975,0.7375,403
MSC03,MSC01,0.9625,0.6899999999999998,403
MSC03,MSC02,0.95,0.705,403
MSC03,MSC04,0.9375,0.735,403
MSC03,MSC05,0.975,0.86,403
MSC03,MSC06,0.975,0.6689285714285714,403
MSC03,MSC07,0.95,0.7082142857142857,403
MSC03,MSC10,0.95,0.775,403
MSC04,MSC01,0.975,0.62,403
MSC04,MSC02,0.9875,0.5525,403
MSC04,MSC03,0.9625,0.6021428571428571,403
MSC04,MSC05,0.975,0.865,403
MSC04,MSC06,0.9875,0.7382142857142857,403
MSC04,MSC07,0.975,0.5900000000000001,403
MSC04,MSC10,0.9875,0.64,403
MSC05,MSC01,0.9875,0.6174999999999999,403
MSC05,MSC02,0.9875,0.51,403
MSC05,MSC03,0.9875,0.6239285714285714,403
MSC05,MSC04,0.9875,0.7424999999999999,403
MSC05,MSC06,0.9875,0.6717857142857142,403
MSC05,MSC07,0.9875,0.6314285714285715,403
MSC05,MSC10,0.9875,0.5875,403
MSC06,MSC01,0.9625,0.7925000000000001,403
MSC06,MSC02,0.975,0.8150000000000001,403
MSC06,MSC03,0.9875,0.7153571428571428,403
MSC06,MSC04,0.9625,0.8825,403
MSC06,MSC05,0.975,0.8975,403
MSC06,MSC07,0.975,0.5853571428571428,403
MSC06,MSC10,0.975,0.6075,403
MSC07,MSC01,0.9625,0.7500000000000001,403
MSC07,MSC02,0.975,0.6900000000000001,403
MSC07,MSC03,0.975,0.6185714285714285,403
MSC07,MSC04,0.95,0.7699999999999999,403
MSC07,MSC05,0.9375,0.7849999999999999,403
MSC07,MSC06,0.95,0.7803571428571429,403
MSC07,MSC10,0.9625,0.7050000000000001,403
MSC10,MSC01,0.925,0.5625,403
MSC10,MSC02,0.9,0.55,403
MSC10,MSC03,0.8875,0.605,403
MSC10,MSC04,0.9,0.7474999999999999,403
MSC10,MSC05,0.9125,0.6875,403
MSC10,MSC06,0.9,0.7810714285714285,403
MSC10,MSC07,0.925,0.6767857142857142,403
MSC01,MSC02,0.975,0.5525,458
MSC01,MSC03,0.9875,0.5900000000000001,458
MSC01,MSC04,0.9875,0.7250000000000001,458
MSC01,MSC05,0.9625,0.735,458
MSC01,MSC06,0.9875,0.8071428571428572,458
MSC01,MSC07,0.9625,0.6203571428571427,458
MSC01,MSC10,0.95,0.575,458
MSC02,MSC01,0.925,0.8574999999999999,458
MSC02,MSC03,0.9875,0.7182142857142858,458
MSC02,MSC04,0.975,0.8699999999999999,458
MSC02,MSC05,0.9875,0.8799999999999999,458
MSC02,MSC06,0.975,0.865,458
MSC02,MSC07,0.975,0.6939285714285713,458
MSC02,MSC10,0.9875,0.7525,458
MSC03,MSC01,0.9375,0.6925,458
MSC03,MSC02,0.9875,0.735,458
MSC03,MSC04,0.9375,0.7375,458
MSC03,MSC05,0.95,0.8724999999999999,458
MSC03,MSC06,0.95,0.6714285714285713,458
MSC03,MSC07,0.9375,0.7217857142857143,458
MSC03,MSC10,0.95,0.7725,458
MSC04,MSC01,0.95,0.6000000000000001,458
MSC04,MSC02,0.975,0.5449999999999999,458
MSC04,MSC03,0.975,0.6074999999999999,458
MSC04,MSC05,0.9625,0.8674999999999999,458
MSC04,MSC06,0.9625,0.7457142857142858,458
MSC04,MSC07,0.9625,0.5925,458
MSC04,MSC10,0.9625,0.6399999999999999,458
MSC05,MSC01,0.9875,0.61,458
MSC05,MSC02,0.9875,0.5125,458
MSC05,MSC03,0.9875,0.6467857142857143,458
MSC05,MSC04,0.9875,0.73,458
MSC05,MSC06,0.9875,0.6775,458
MSC05,MSC07,0.9875,0.6300000000000001,458
MSC05,MSC10,0.9875,0.605,458
MSC06,MSC01,0.95,0.7925000000000001,458
MSC06,MSC02,0.9875,0.845,458
MSC06,MSC03,0.975,0.7125,458
MSC06,MSC04,0.9375,0.8725000000000002,458
MSC06,MSC05,0.9375,0.915,458
MSC06,MSC07,0.9875,0.6003571428571428,458
MSC06,MSC10,0.975,0.6300000000000001,458
MSC07,MSC01,0.975,0.7550000000000001,458
MSC07,MSC02,0.9625,0.7,458
MSC07,MSC03,0.9625,0.6074999999999999,458
MSC07,MSC04,0.975,0.7825000000000001,458
MSC07,MSC05,0.975,0.825,458
MSC07,MSC06,0.9625,0.7807142857142857,458
MSC07,MSC10,0.975,0.6875,458
MSC10,MSC01,0.8875,0.5574999999999999,458
MSC10,MSC02,0.9125,0.5575,458
MSC10,MSC03,0.8875,0.5992857142857144,458
MSC10,MSC04,0.9125,0.7350000000000001,458
MSC10,MSC05,0.875,0.6725,458
MSC10,MSC06,0.9,0.7849999999999999,458
MSC10,MSC07,0.8875,0.6614285714285714,458
MSC01,MSC02,0.9875,0.5525,520
MSC01,MSC03,0.9625,0.5892857142857142,520
MSC01,MSC04,0.9875,0.7025,520
MSC01,MSC05,0.975,0.7375,520
MSC01,MSC06,0.9875,0.7810714285714286,520
MSC01,MSC07,0.975,0.55,520
MSC01,MSC10,0.975,0.5775,520
MSC02,MSC01,0.9625,0.8775000000000001,520
MSC02,MSC03,0.975,0.72,520
MSC02,MSC04,0.9875,0.86,520
MSC02,MSC05,0.975,0.8724999999999999,520
MSC02,MSC06,0.9875,0.8653571428571428,520
MSC02,MSC07,0.925,0.6849999999999999,520
MSC02,MSC10,0.975,0.76,520
MSC03,MSC01,0.95,0.7150000000000001,520
MSC03,MSC02,0.9875,0.7125,520
MSC03,MSC04,0.9,0.7374999999999999,520
MSC03,MSC05,0.9625,0.85,520
MSC03,MSC06,0.9625,0.6742857142857142,520
MSC03,MSC07,0.975,0.6996428571428572,520
MSC03,MSC10,0.95,0.785,520
MSC04,MSC01,0.9875,0.5675,520
MSC04,MSC02,0.975,0.5525,520
MSC04,MSC03,0.975,0.6185714285714285,520
MSC04,MSC05,0.975,0.8574999999999999,520
MSC04,MSC06,0.9875,0.7807142857142857,520
MSC04,MSC07,0.975,0.604642857142857,520
MSC04,MSC10,0.9625,0.6425,520
MSC05,MSC01,0.9875,0.6224999999999999,520
MSC05,MSC02,0.9875,0.5175,520
MSC05,MSC03,0.9875,0.635,520
MSC05,MSC04,0.9875,0.7324999999999999,520
MSC05,MSC06,0.9875,0.6785714285714286,520
MSC05,MSC07,0.9875,0.6310714285714285,520
MSC05,MSC10,0.9875,0.6025,520
MSC06,MSC01,0.95,0.7875,520
MSC06,MSC02,0.975,0.82,520
MSC06,MSC03,0.9625,0.6978571428571428,520
MSC06,MSC04,0.9875,0.885,520
MSC06,MSC05,0.975,0.9025000000000001,520
MSC06,MSC07,0.95,0.5832142857142857,520
MSC06,MSC10,0.975,0.615,520
MSC07,MSC01,0.9625,0.7699999999999999,520
MSC07,MSC02,0.95,0.6725,520
MSC07,MSC03,0.95,0.6182142857142857,520
MSC07,MSC04,0.975,0.7775000000000001,520
MSC07,MSC05,0.9625,0.8225,520
MSC07,MSC06,0.95,0.7596428571428571,520
MSC07,MSC10,0.975,0.7049999999999998,520
MSC10,MSC01,0.9125,0.5675,520
MSC10,MSC02,0.9125,0.5675,520
MSC10,MSC03,0.8875,0.6,520
MSC10,MSC04,0.9125,0.72,520
MSC10,MSC05,0.8875,0.6775,520
MSC10,MSC06,0.8875,0.7692857142857144,520
MSC10,MSC07,0.8875,0.6775,520
MSC01,MSC02,0.95,0.5925,590
MSC01,MSC03,0.9625,0.5917857142857142,590
MSC01,MSC04,0.9875,0.7250000000000001,590
MSC01,MSC05,0.975,0.75,590
MSC01,MSC06,0.9875,0.8042857142857143,590
MSC01,MSC07,0.975,0.5889285714285715,590
MSC01,MSC10,0.975,0.575,590
MSC02,MSC01,0.9875,0.8800000000000001,590
MSC02,MSC03,0.9875,0.7082142857142857,590
MSC02,MSC04,0.9625,0.8625,590
MSC02,MSC05,0.925,0.8275,590
MSC02,MSC06,0.9875,0.8571428571428571,590
MSC02,MSC07,0.975,0.6785714285714286,590
MSC02,MSC10,0.925,0.7475,590
MSC03,MSC01,0.975,0.6975,590
MSC03,MSC02,0.95,0.7125,590
MSC03,MSC04,0.9875,0.7475,590
MSC03,MSC05,0.9375,0.8675,590
MSC03,MSC06,0.9375,0.6939285714285715,590
MSC03,MSC07,0.9875,0.6939285714285715,590
MSC03,MSC10,0.9,0.7749999999999999,590
MSC04,MSC01,0.9875,0.595,590
MSC04,MSC02,0.9875,0.5499999999999999,590
MSC04,MSC03,0.975,0.602857142857143,590
MSC04,MSC05,0.9875,0.8825,590
MSC04,MSC06,0.975,0.750357142857143,590
MSC04,MSC07,0.975,0.6003571428571428,590
MSC04,MSC10,0.975,0.635,590
MSC05,MSC01,0.9875,0.62,590
MSC05,MSC02,0.9875,0.5149999999999999,590
MSC05,MSC03,0.9875,0.6199999999999999,590
MSC05,MSC04,0.9875,0.7325,590
MSC05,MSC06,0.9875,0.6628571428571428,590
MSC05,MSC07,0.9875,0.6221428571428571,590
MSC05,MSC10,0.9875,0.595,590
MSC06,MSC01,0.9875,0.775,590
MSC06,MSC02,0.9625,0.8125,590
MSC06,MSC03,0.975,0.7189285714285714,590
MSC06,MSC04,0.9875,0.9,590
MSC06,MSC05,0.95,0.89,590
MSC06,MSC07,0.95,0.5964285714285714,590
MSC06,MSC10,0.9875,0.63,590
MSC07,MSC01,0.95,0.7375,590
MSC07,MSC02,0.9625,0.6875,590
MSC07,MSC03,0.9625,0.6092857142857142,590
MSC07,MSC04,0.9625,0.76,590
MSC07,MSC05,0.9625,0.8175000000000001,590
MSC07,MSC06,0.9625,0.7789285714285714,590
MSC07,MSC10,0.9625,0.6925,590
MSC10,MSC01,0.9125,0.5525,590
MSC10,MSC02,0.9125,0.5574999999999999,590
MSC10,MSC03,0.9,0.6096428571428572,590
MSC10,MSC04,0.9,0.7125,590
MSC10,MSC05,0.9,0.6849999999999999,590
MSC10,MSC06,0.9125,0.7785714285714287,590
MSC10,MSC07,0.9,0.6492857142857142,590
MSC01,MSC02,0.975,0.585,670
MSC01,MSC03,0.975,0.585,670
MSC01,MSC04,0.9875,0.7125,670
MSC01,MSC05,0.9625,0.735,670
MSC01,MSC06,0.975,0.8117857142857143,670
MSC01,MSC07,0.975,0.5867857142857142,670
MSC01,MSC10,0.975,0.5825,670
MSC02,MSC01,0.9875,0.8825,670
MSC02,MSC03,0.9875,0.7189285714285715,670
MSC02,MSC04,0.975,0.8550000000000001,670
MSC02,MSC05,0.9625,0.865,670
MSC02,MSC06,0.925,0.8503571428571428,670
MSC02,MSC07,0.9875,0.6989285714285713,670
MSC02,MSC10,0.925,0.7575,670
MSC03,MSC01,0.925,0.6799999999999999,670
MSC03,MSC02,0.9625,0.7275,670
MSC03,MSC04,0.975,0.7375,670
MSC03,MSC05,0.975,0.8674999999999999,670
MSC03,MSC06,0.95,0.6667857142857143,670
MSC03,MSC07,0.975,0.6942857142857142,670
MSC03,MSC10,0.95,0.7550000000000001,670
MSC04,MSC01,0.9875,0.5675,670
MSC04,MSC02,0.9625,0.5574999999999999,670
MSC04,MSC03,0.9875,0.6182142857142857,670
MSC04,MSC05,0.9625,0.8574999999999999,670
MSC04,MSC06,0.9875,0.7260714285714286,670
MSC04,MSC07,0.9875,0.5953571428571427,670
MSC04,MSC10,0.975,0.6325000000000001,670
MSC05,MSC01,0.9875,0.6199999999999999,670
MSC05,MSC02,0.9875,0.5125,670
MSC05,MSC03,0.9875,0.6321428571428571,670
MSC05,MSC04,0.9875,0.735,670
MSC05,MSC06,0.9875,0.6707142857142857,670
MSC05,MSC07,0.9875,0.6253571428571428,670
MSC05,MSC10,0.9875,0.5850000000000001,670
MSC06,MSC01,0.95,0.7749999999999999,670
MSC06,MSC02,0.975,0.82,670
MSC06,MSC03,0.975,0.7178571428571429,670
MSC06,MSC04,0.9375,0.8949999999999999,670
MSC06,MSC05,0.975,0.9075,670
MSC06,MSC07,0.9375,0.5860714285714286,670
MSC06,MSC10,0.9625,0.6225,670
MSC07,MSC01,0.9375,0.745,670
MSC07,MSC02,0.925,0.67,670
MSC07,MSC03,0.9625,0.6210714285714285,670
MSC07,MSC04,0.975,0.7699999999999999,670
MSC07,MSC05,0.9625,0.8100000000000002,670
MSC07,MSC06,0.9625,0.7653571428571428,670
MSC07,MSC10,0.95,0.6950000000000001,670
MSC10,MSC01,0.9125,0.5599999999999999,670
MSC10,MSC02,0.9,0.5575,670
MSC10,MSC03,0.9125,0.5925,670
MSC10,MSC04,0.9,0.725,670
MSC10,MSC05,0.9,0.6900000000000001,670
MSC10,MSC06,0.9,0.7882142857142858,670
MSC10,MSC07,0.9,0.6789285714285714,670
MSC01,MSC02,0.9875,0.5525,761
MSC01,MSC03,0.9875,0.5824999999999999,761
MSC01,MSC04,0.95,0.74,761
MSC01,MSC05,0.975,0.7625,761
MSC01,MSC06,0.975,0.7832142857142858,761
MSC01,MSC07,0.9875,0.6010714285714285,761
MSC01,MSC10,0.9875,0.6025,761
MSC02,MSC01,0.925,0.8675,761
MSC02,MSC03,0.9875,0.7182142857142857,761
MSC02,MSC04,0.975,0.8625,761
MSC02,MSC05,0.975,0.8675,761
MSC02,MSC06,0.975,0.8746428571428572,761
MSC02,MSC07,0.9625,0.6846428571428571,761
MSC02,MSC10,0.975,0.7424999999999999,761
MSC03,MSC01,0.9875,0.6925000000000001,761
MSC03,MSC02,0.9125,0.7150000000000001,761
MSC03,MSC04,0.9625,0.72,761
MSC03,MSC05,0.975,0.865,761
MSC03,MSC06,0.975,0.6875,761
MSC03,MSC07,0.9625,0.6964285714285714,761
MSC03,MSC10,0.9125,0.7775000000000001,761
MSC04,MSC01,0.9875,0.6025,761
MSC04,MSC02,0.975,0.56,761
MSC04,MSC03,0.975,0.6135714285714285,761
MSC04,MSC05,0.975,0.8825,761
MSC04,MSC06,0.95,0.7667857142857144,761
MSC04,MSC07,0.9875,0.5764285714285713,761
MSC04,MSC10,0.9875,0.6225,761
MSC05,MSC01,0.9875,0.6174999999999999,761
MSC05,MSC02,0.9875,0.5125,761
MSC05,MSC03,0.9875,0.6299999999999999,761
MSC05,MSC04,0.9875,0.72,761
MSC05,MSC06,0.9875,0.6807142857142857,761
MSC05,MSC07,0.9875,0.6367857142857143,761
MSC05,MSC10,0.9875,0.6,761
MSC06,MSC01,0.9625,0.8,761
MSC06,MSC02,0.95,0.8475000000000001,761
MSC06,MSC03,0.975,0.7271428571428572,761
MSC06,MSC04,0.9875,0.8875,761
MSC06,MSC05,0.95,0.89,761
MSC06,MSC07,0.9625,0.5778571428571428,761
MSC06,MSC10,0.9875,0.6275000000000001,761
MSC07,MSC01,0.95,0.7224999999999999,761
MSC07,MSC02,0.975,0.7025,761
MSC07,MSC03,0.9625,0.6235714285714286,761
MSC07,MSC04,0.9625,0.7550000000000001,761
MSC07,MSC05,0.95,0.805,761
MSC07,MSC06,0.9625,0.7817857142857143,761
MSC07,MSC10,0.95,0.705,761
MSC10,MSC01,0.9125,0.5650000000000001,761
MSC10,MSC02,0.9,0.5625,761
MSC10,MSC03,0.9125,0.5992857142857143,761
MSC10,MSC04,0.8875,0.7224999999999999,761
MSC10,MSC05,0.8875,0.6874999999999999,761
MSC10,MSC06,0.9,0.7757142857142857,761
MSC10,MSC07,0.925,0.6532142857142857,761
MSC01,MSC02,0.9875,0.5525,864
MSC01,MSC03,0.975,0.6132142857142856,864
MSC01,MSC04,0.95,0.7275,864
MSC01,MSC05,0.9875,0.755,864
MSC01,MSC06,0.975,0.8182142857142857,864
MSC01,MSC07,0.95,0.6032142857142857,864
MSC01,MSC10,0.975,0.5774999999999999,864
MSC02,MSC01,0.9875,0.8725000000000002,864
MSC02,MSC03,0.9875,0.737142857142857,864
MSC02,MSC04,0.925,0.85,864
MSC02,MSC05,0.975,0.86,864
MSC02,MSC06,0.975,0.8585714285714288,864
MSC02,MSC07,0.975,0.68,864
MSC02,MSC10,0.925,0.7474999999999999,864
MSC03,MSC01,0.95,0.675,864
MSC03,MSC02,0.975,0.7200000000000001,864
MSC03,MSC04,0.9375,0.7375,864
MSC03,MSC05,0.95,0.8825,864
MSC03,MSC06,0.9875,0.6821428571428572,864
MSC03,MSC07,0.975,0.6932142857142857,864
MSC03,MSC10,0.95,0.7675000000000001,864
MSC04,MSC01,0.9625,0.6275000000000001,864
MSC04,MSC02,0.9375,0.5475,864
MSC04,MSC03,0.975,0.6199999999999999,864
MSC04,MSC05,0.975,0.8699999999999999,864
MSC04,MSC06,0.975,0.7682142857142857,864
MSC04,MSC07,0.975,0.6021428571428572,864
MSC04,MSC10,0.9625,0.6375,864
MSC05,MSC01,0.9875,0.615,864
MSC05,MSC02,0.9875,0.515,864
MSC05,MSC03,0.9875,0.6296428571428571,864
MSC05,MSC04,0.9875,0.74,864
MSC05,MSC06,0.9875,0.6782142857142858,864
MSC05,MSC07,0.9875,0.6203571428571428,864
MSC05,MSC10,0.9875,0.5974999999999999,864
MSC06,MSC01,0.95,0.8,864
MSC06,MSC02,0.9875,0.8450000000000001,864
MSC06,MSC03,0.975,0.7146428571428571,864
MSC06,MSC04,0.975,0.8874999999999998,864
MSC06,MSC05,0.975,0.9,864
MSC06,MSC07,0.975,0.6064285714285715,864
MSC06,MSC10,0.9625,0.6050000000000001,864
MSC07,MSC01,0.975,0.7575,864
MSC07,MSC02,0.95,0.6849999999999999,864
MSC07,MSC03,0.95,0.6089285714285714,864
MSC07,MSC04,0.9625,0.7750000000000001,864
MSC07,MSC05,0.95,0.8450000000000001,864
MSC07,MSC06,0.9625,0.7889285714285714,864
MSC07,MSC10,0.9625,0.6925,864
MSC10,MSC01,0.9125,0.5549999999999999,864
MSC10,MSC02,0.875,0.56,864
MSC10,MSC03,0.9125,0.5942857142857143,864
MSC10,MSC04,0.9,0.7299999999999999,864
MSC10,MSC05,0.925,0.7025,864
MSC10,MSC06,0.9125,0.7832142857142856,864
MSC10,MSC07,0.9,0.6546428571428571,864
MSC01,MSC02,0.9875,0.5575,981
MSC01,MSC03,0.95,0.5942857142857142,981
MSC01,MSC04,0.975,0.725,981
MSC01,MSC05,0.975,0.7275,981
MSC01,MSC06,0.95,0.7921428571428573,981
MSC01,MSC07,0.975,0.5924999999999999,981
MSC01,MSC10,0.9875,0.5925,981
MSC02,MSC01,0.975,0.865,981
MSC02,MSC03,0.925,0.7214285714285713,981
MSC02,MSC04,0.925,0.845,981
MSC02,MSC05,0.975,0.8775000000000001,981
MSC02,MSC06,0.9875,0.8625,981
MSC02,MSC07,0.925,0.6864285714285714,981
MSC02,MSC10,0.975,0.725,981
MSC03,MSC01,0.975,0.715,981
MSC03,MSC02,0.9875,0.7024999999999999,981
MSC03,MSC04,0.975,0.7175,981
MSC03,MSC05,0.925,0.8550000000000001,981
MSC03,MSC06,0.975,0.6624999999999999,981
MSC03,MSC07,0.95,0.7124999999999999,981
MSC03,MSC10,0.9375,0.76,981
MSC04,MSC01,0.975,0.5774999999999999,981
MSC04,MSC02,0.9875,0.5525,981
MSC04,MSC03,0.9625,0.6382142857142857,981
MSC04,MSC05,0.9875,0.8774999999999998,981
MSC04,MSC06,0.9625,0.7646428571428572,981
MSC04,MSC07,0.975,0.5889285714285715,981
MSC04,MSC10,0.95,0.6399999999999999,981
MSC05,MSC01,0.9875,0.6199999999999999,981
MSC05,MSC02,0.9875,0.5075,981
MSC05,MSC03,0.9875,0.6285714285714286,981
MSC05,MSC04,0.9875,0.725,981
MSC05,MSC06,0.9875,0.6603571428571429,981
MSC05,MSC07,0.9875,0.6282142857142856,981
MSC05,MSC10,0.9875,0.5950000000000001,981
MSC06,MSC01,0.9875,0.7925000000000001,981
MSC06,MSC02,0.975,0.8225,981
MSC06,MSC03,0.95,0.7164285714285714,981
MSC06,MSC04,0.9625,0.8825,981
MSC06,MSC05,0.9375,0.9225,981
MSC06,MSC07,0.95,0.5939285714285714,981
MSC06,MSC10,0.975,0.6225,981
MSC07,MSC01,0.9625,0.74,981
MSC07,MSC02,0.975,0.6799999999999999,981
MSC07,MSC03,0.9625,0.6275000000000001,981
MSC07,MSC04,0.9625,0.8,981
MSC07,MSC05,0.975,0.835,981
MSC07,MSC06,0.975,0.7828571428571428,981
MSC07,MSC10,0.9375,0.6925000000000001,981
MSC10,MSC01,0.9125,0.5525,981
MSC10,MSC02,0.8875,0.5725,981
MSC10,MSC03,0.8875,0.6128571428571428,981
MSC10,MSC04,0.9125,0.7175,981
MSC10,MSC05,0.9125,0.6975,981
MSC10,MSC06,0.9,0.7846428571428571,981
MSC10,MSC07,0.9125,0.6639285714285714,981
MSC01,MSC02,0.9625,0.5800000000000001,1114
MSC01,MSC03,0.9625,0.6174999999999999,1114
MSC01,MSC04,0.9875,0.7375,1114
MSC01,MSC05,0.975,0.7375,1114
MSC01,MSC06,0.925,0.7807142857142857,1114
MSC01,MSC07,0.9625,0.6007142857142858,1114
MSC01,MSC10,0.95,0.595,1114
MSC02,MSC01,0.975,0.8774999999999998,1114
MSC02,MSC03,0.9875,0.7282142857142857,1114
MSC02,MSC04,0.975,0.8675,1114
MSC02,MSC05,0.975,0.8699999999999999,1114
MSC02,MSC06,0.9875,0.8771428571428572,1114
MSC02,MSC07,0.9625,0.6953571428571429,1114
MSC02,MSC10,0.975,0.7375,1114
MSC03,MSC01,0.95,0.6849999999999999,1114
MSC03,MSC02,0.975,0.7175,1114
MSC03,MSC04,0.95,0.7300000000000001,1114
MSC03,MSC05,0.9375,0.8450000000000001,1114
MSC03,MSC06,0.9375,0.6921428571428572,1114
MSC03,MSC07,0.95,0.6839285714285714,1114
MSC03,MSC10,0.925,0.745,1114
MSC04,MSC01,0.9625,0.5750000000000001,1114
MSC04,MSC02,0.975,0.55,1114
MSC04,MSC03,0.975,0.6028571428571429,1114
MSC04,MSC05,0.9875,0.8724999999999999,1114
MSC04,MSC06,0.975,0.7553571428571428,1114
MSC04,MSC07,0.9625,0.6078571428571429,1114
MSC04,MSC10,0.975,0.635,1114
MSC05,MSC01,0.9875,0.61,1114
MSC05,MSC02,0.9875,0.505,1114
MSC05,MSC03,0.9875,0.6339285714285714,1114
MSC05,MSC04,0.9875,0.74,1114
MSC05,MSC06,0.9875,0.6699999999999999,1114
MSC05,MSC07,0.9875,0.6239285714285714,1114
MSC05,MSC10,0.9875,0.5925,1114
MSC06,MSC01,0.975,0.7925000000000001,1114
MSC06,MSC02,0.975,0.8375,1114
MSC06,MSC03,0.9875,0.7221428571428572,1114
MSC06,MSC04,0.95,0.885,1114
MSC06,MSC05,0.9875,0.9049999999999999,1114
MSC06,MSC07,0.975,0.5896428571428572,1114
MSC06,MSC10,0.975,0.6375,1114
MSC07,MSC01,0.975,0.75,1114
MSC07,MSC02,0.9625,0.6925,1114
MSC07,MSC03,0.9625,0.6285714285714287,1114
MSC07,MSC04,0.9625,0.78,1114
MSC07,MSC05,0.9625,0.8450000000000001,1114
MSC07,MSC06,0.95,0.7814285714285715,1114
MSC07,MSC10,0.95,0.6925000000000001,1114
MSC10,MSC01,0.8875,0.5599999999999999,1114
MSC10,MSC02,0.9,0.55,1114
MSC10,MSC03,0.8875,0.5928571428571427,1114
MSC10,MSC04,0.9,0.71,1114
MSC10,MSC05,0.9,0.6824999999999999,1114
MSC10,MSC06,0.9,0.7696428571428571,1114
MSC10,MSC07,0.9125,0.6664285714285715,1114
MSC01,MSC02,0.975,0.575,1264
MSC01,MSC03,0.975,0.6107142857142857,1264
MSC01,MSC04,0.9875,0.7224999999999999,1264
MSC01,MSC05,0.9625,0.745,1264
MSC01,MSC06,0.9625,0.8317857142857144,1264
MSC01,MSC07,0.95,0.6128571428571428,1264
MSC01,MSC10,0.9625,0.5800000000000001,1264
MSC02,MSC01,0.975,0.8724999999999999,1264
MSC02,MSC03,0.9875,0.7207142857142858,1264
MSC02,MSC04,0.975,0.8674999999999999,1264
MSC02,MSC05,0.9875,0.8875,1264
MSC02,MSC06,0.9875,0.8532142857142857,1264
MSC02,MSC07,0.975,0.6899999999999998,1264
MSC02,MSC10,0.9875,0.7475000000000002,1264
MSC03,MSC01,0.975,0.6725,1264
MSC03,MSC02,0.975,0.7350000000000001,1264
MSC03,MSC04,0.975,0.735,1264
MSC03,MSC05,0.9375,0.8699999999999999,1264
MSC03,MSC06,0.95,0.6721428571428572,1264
MSC03,MSC07,0.95,0.6846428571428571,1264
MSC03,MSC10,0.95,0.7849999999999999,1264
MSC04,MSC01,0.9875,0.6075000000000002,1264
MSC04,MSC02,0.9875,0.5525,1264
MSC04,MSC03,0.975,0.6203571428571429,1264
MSC04,MSC05,0.975,0.8875,1264
MSC04,MSC06,0.9625,0.7564285714285713,1264
MSC04,MSC07,0.9875,0.6146428571428572,1264
MSC04,MSC10,0.9625,0.6375,1264
MSC05,MSC01,0.9875,0.615,1264
MSC05,MSC02,0.9875,0.5225,1264
MSC05,MSC03,0.9875,0.6392857142857142,1264
MSC05,MSC04,0.9875,0.735,1264
MSC05,MSC06,0.9875,0.6582142857142858,1264
MSC05,MSC07,0.9875,0.6235714285714286,1264
MSC05,MSC10,0.9875,0.6125,1264
MSC06,MSC01,0.9875,0.7849999999999999,1264
MSC06,MSC02,0.9625,0.845,1264
MSC06,MSC03,0.975,0.7242857142857142,1264
MSC06,MSC04,0.975,0.8799999999999999,1264
MSC06,MSC05,0.975,0.9025000000000001,1264
MSC06,MSC07,0.975,0.5892857142857142,1264
MSC06,MSC10,0.975,0.6425,1264
MSC07,MSC01,0.975,0.7424999999999999,1264
MSC07,MSC02,0.9625,0.6625,1264
MSC07,MSC03,0.9625,0.605,1264
MSC07,MSC04,0.9625,0.7725,1264
MSC07,MSC05,0.975,0.8399999999999999,1264
MSC07,MSC06,0.9625,0.7917857142857143,1264
MSC07,MSC10,0.95,0.7024999999999999,1264
MSC10,MSC01,0.9125,0.5525,1264
MSC10,MSC02,0.9125,0.5425000000000001,1264
MSC10,MSC03,0.9,0.625,1264
MSC10,MSC04,0.9125,0.73,1264
