train_sub,test_sub,cv_acc,cv_sen,cv_spec,acc,ds_sen,ds_spec
MSC01,MSC02,0.9875,1.0,0.975,0.545,1.0,0.09
MSC01,MSC03,0.9875,1.0,0.975,0.5700000000000001,0.9949999999999999,0.14500000000000002
MSC01,MSC04,0.9875,1.0,0.975,0.7124999999999999,0.9800000000000001,0.445
MSC01,MSC05,0.9875,1.0,0.975,0.7250000000000001,1.0,0.45000000000000007
MSC01,MSC06,0.9875,1.0,0.975,0.8064285714285715,0.9650000000000001,0.6478571428571429
MSC01,MSC07,0.9875,1.0,0.975,0.5374999999999999,1.0,0.07500000000000001
MSC01,MSC10,0.9875,1.0,0.975,0.5475,0.9800000000000001,0.11499999999999999
MSC02,MSC01,0.9625,1.0,0.925,0.8675,0.7899999999999999,0.9450000000000001
MSC02,MSC03,0.9625,1.0,0.925,0.7275,0.9200000000000002,0.535
MSC02,MSC04,0.9625,1.0,0.925,0.8400000000000001,0.9,0.78
MSC02,MSC05,0.9625,1.0,0.925,0.86,0.9650000000000001,0.7550000000000001
MSC02,MSC06,0.9625,1.0,0.925,0.8642857142857142,0.8742857142857143,0.8542857142857143
MSC02,MSC07,0.9625,1.0,0.925,0.6874999999999999,0.97,0.40499999999999997
MSC02,MSC10,0.9625,1.0,0.925,0.74,0.725,0.755
MSC03,MSC01,0.9,0.925,0.875,0.6849999999999999,0.765,0.6050000000000001
MSC03,MSC02,0.9,0.925,0.875,0.635,0.93,0.33999999999999997
MSC03,MSC04,0.9,0.925,0.875,0.78,0.8400000000000001,0.72
MSC03,MSC05,0.9,0.925,0.875,0.8300000000000001,0.9650000000000001,0.695
MSC03,MSC06,0.9,0.925,0.875,0.7685714285714286,0.7,0.8371428571428572
MSC03,MSC07,0.9,0.925,0.875,0.725,0.68,0.7699999999999999
MSC03,MSC10,0.9,0.925,0.875,0.765,0.8,0.73
MSC04,MSC01,0.95,1.0,0.9,0.6050000000000001,1.0,0.21000000000000002
MSC04,MSC02,0.95,1.0,0.9,0.5824999999999999,0.96,0.205
MSC04,MSC03,0.95,1.0,0.9,0.6224999999999999,1.0,0.24500000000000002
MSC04,MSC05,0.95,1.0,0.9,0.8549999999999999,0.9949999999999999,0.715
MSC04,MSC06,0.95,1.0,0.9,0.7864285714285714,1.0,0.5728571428571428
MSC04,MSC07,0.95,1.0,0.9,0.605,1.0,0.21000000000000002
MSC04,MSC10,0.95,1.0,0.9,0.6449999999999999,1.0,0.29000000000000004
MSC05,MSC01,0.975,1.0,0.95,0.6,0.975,0.225
MSC05,MSC02,0.975,1.0,0.95,0.515,1.0,0.03
MSC05,MSC03,0.975,1.0,0.95,0.6325000000000001,1.0,0.265
MSC05,MSC04,0.975,1.0,0.95,0.7275,0.985,0.47000000000000003
MSC05,MSC06,0.975,1.0,0.95,0.6853571428571429,0.99,0.38071428571428567
MSC05,MSC07,0.975,1.0,0.95,0.6224999999999999,1.0,0.24500000000000002
MSC05,MSC10,0.975,1.0,0.95,0.5900000000000001,0.9549999999999998,0.225
MSC06,MSC01,0.9875,1.0,0.975,0.7175,0.9949999999999999,0.44000000000000006
MSC06,MSC02,0.9875,1.0,0.975,0.7675000000000001,0.93,0.6049999999999999
MSC06,MSC03,0.9875,1.0,0.975,0.7075,1.0,0.41500000000000004
MSC06,MSC04,0.9875,1.0,0.975,0.8550000000000001,1.0,0.71
MSC06,MSC05,0.9875,1.0,0.975,0.8924999999999998,0.975,0.8099999999999999
MSC06,MSC07,0.9875,1.0,0.975,0.5599999999999999,1.0,0.12
MSC06,MSC10,0.9875,1.0,0.975,0.5974999999999999,0.9949999999999999,0.2
MSC07,MSC01,0.95,0.95,0.95,0.6624999999999999,1.0,0.32500000000000007
MSC07,MSC02,0.95,0.95,0.95,0.585,0.9949999999999999,0.175
MSC07,MSC03,0.95,0.95,0.95,0.5925,0.9400000000000001,0.24500000000000002
MSC07,MSC04,0.95,0.95,0.95,0.7375,0.99,0.485
MSC07,MSC05,0.95,0.95,0.95,0.7575000000000001,0.925,0.5900000000000001
MSC07,MSC06,0.95,0.95,0.95,0.7442857142857143,0.8992857142857142,0.5892857142857143
MSC07,MSC10,0.95,0.95,0.95,0.6625,0.925,0.4
MSC10,MSC01,0.875,0.95,0.8,0.55,1.0,0.1
MSC10,MSC02,0.875,0.95,0.8,0.55,0.8099999999999999,0.29000000000000004
MSC10,MSC03,0.875,0.95,0.8,0.5974999999999999,0.95,0.24500000000000002
MSC10,MSC04,0.875,0.95,0.8,0.715,0.985,0.445
MSC10,MSC05,0.875,0.95,0.8,0.685,0.975,0.395
MSC10,MSC06,0.875,0.95,0.8,0.7753571428571429,0.8892857142857142,0.6614285714285716
MSC10,MSC07,0.875,0.95,0.8,0.6475,0.79,0.5050000000000001
