,train_sub,Analysis,acc,Network_A,Network_B
15,MSC10,Different Subject,0.5985714285714286,visual,auditory
0,MSC01,Same Subject,0.9000000000000001,visual,pmn
1,MSC02,Same Subject,0.7571428571428572,visual,pmn
2,MSC03,Same Subject,0.8482142857142857,visual,pmn
3,MSC04,Same Subject,0.8339285714285714,visual,pmn
4,MSC05,Same Subject,0.8785714285714287,visual,pmn
5,MSC06,Same Subject,0.7982142857142858,visual,pmn
6,MSC07,Same Subject,0.8232142857142858,visual,pmn
7,MSC10,Same Subject,0.7696428571428572,visual,pmn
8,MSC01,Different Subject,0.5403061224489796,visual,pmn
9,MSC02,Different Subject,0.5381632653061225,visual,pmn
10,MSC03,Different Subject,0.4918367346938775,visual,pmn
11,MSC04,Different Subject,0.5424999999999999,visual,pmn
12,MSC05,Different Subject,0.5723979591836734,visual,pmn
13,MSC06,Different Subject,0.5747448979591836,visual,pmn
14,MSC07,Different Subject,0.6134183673469388,visual,pmn
15,MSC10,Different Subject,0.5842346938775511,visual,pmn
0,MSC01,Same Subject,0.8214285714285713,visual,pon
1,MSC02,Same Subject,0.7607142857142858,visual,pon
2,MSC03,Same Subject,0.8339285714285714,visual,pon
3,MSC04,Same Subject,0.7928571428571428,visual,pon
4,MSC05,Same Subject,0.7785714285714286,visual,pon
5,MSC06,Same Subject,0.9196428571428571,visual,pon
6,MSC07,Same Subject,0.7125,visual,pon
7,MSC10,Same Subject,0.7517857142857143,visual,pon
8,MSC01,Different Subject,0.5694897959183675,visual,pon
9,MSC02,Different Subject,0.5583673469387754,visual,pon
10,MSC03,Different Subject,0.5410714285714285,visual,pon
11,MSC04,Different Subject,0.5553061224489796,visual,pon
12,MSC05,Different Subject,0.5662755102040815,visual,pon
13,MSC06,Different Subject,0.5949489795918367,visual,pon
14,MSC07,Different Subject,0.5945408163265306,visual,pon
15,MSC10,Different Subject,0.605561224489796,visual,pon
0,MSC01,Same Subject,0.994642857142857,fp,dan
1,MSC02,Same Subject,0.9571428571428572,fp,dan
2,MSC03,Same Subject,0.9053571428571427,fp,dan
3,MSC04,Same Subject,0.892857142857143,fp,dan
4,MSC05,Same Subject,0.9857142857142857,fp,dan
5,MSC06,Same Subject,0.9321428571428572,fp,dan
6,MSC07,Same Subject,0.9035714285714286,fp,dan
7,MSC10,Same Subject,0.8714285714285716,fp,dan
8,MSC01,Different Subject,0.5,fp,dan
9,MSC02,Different Subject,0.5976020408163265,fp,dan
10,MSC03,Different Subject,0.587704081632653,fp,dan
11,MSC04,Different Subject,0.5893877551020409,fp,dan
12,MSC05,Different Subject,0.5303061224489796,fp,dan
13,MSC06,Different Subject,0.6052551020408162,fp,dan
14,MSC07,Different Subject,0.5541836734693878,fp,dan
15,MSC10,Different Subject,0.5677040816326531,fp,dan
0,MSC01,Same Subject,0.9053571428571429,fp,van
1,MSC02,Same Subject,0.8517857142857143,fp,van
2,MSC03,Same Subject,0.8714285714285713,fp,van
3,MSC04,Same Subject,0.9071428571428571,fp,van
4,MSC05,Same Subject,0.9303571428571428,fp,van
5,MSC06,Same Subject,0.9375,fp,van
6,MSC07,Same Subject,0.8892857142857142,fp,van
7,MSC10,Same Subject,0.9,fp,van
8,MSC01,Different Subject,0.617295918367347,fp,van
9,MSC02,Different Subject,0.5789795918367346,fp,van
10,MSC03,Different Subject,0.6421428571428571,fp,van
11,MSC04,Different Subject,0.563826530612245,fp,van
12,MSC05,Different Subject,0.6172959183673469,fp,van
13,MSC06,Different Subject,0.6910204081632653,fp,van
14,MSC07,Different Subject,0.6932653061224489,fp,van
15,MSC10,Different Subject,0.6146938775510203,fp,van
0,MSC01,Same Subject,0.9464285714285714,fp,salience
1,MSC02,Same Subject,0.825,fp,salience
2,MSC03,Same Subject,0.7517857142857143,fp,salience
3,MSC04,Same Subject,0.817857142857143,fp,salience
4,MSC05,Same Subject,0.8982142857142857,fp,salience
5,MSC06,Same Subject,0.8607142857142857,fp,salience
6,MSC07,Same Subject,0.8857142857142855,fp,salience
7,MSC10,Same Subject,0.7178571428571427,fp,salience
8,MSC01,Different Subject,0.6349999999999999,fp,salience
9,MSC02,Different Subject,0.6735714285714286,fp,salience
10,MSC03,Different Subject,0.6618367346938775,fp,salience
11,MSC04,Different Subject,0.6598979591836734,fp,salience
12,MSC05,Different Subject,0.5676530612244898,fp,salience
13,MSC06,Different Subject,0.6992857142857144,fp,salience
14,MSC07,Different Subject,0.6001020408163263,fp,salience
15,MSC10,Different Subject,0.6224999999999999,fp,salience
0,MSC01,Same Subject,0.9696428571428571,fp,co
1,MSC02,Same Subject,0.9517857142857142,fp,co
2,MSC03,Same Subject,0.8035714285714286,fp,co
3,MSC04,Same Subject,0.9374999999999999,fp,co
4,MSC05,Same Subject,0.9571428571428571,fp,co
5,MSC06,Same Subject,0.942857142857143,fp,co
6,MSC07,Same Subject,0.9,fp,co
7,MSC10,Same Subject,0.8464285714285714,fp,co
8,MSC01,Different Subject,0.5785204081632652,fp,co
9,MSC02,Different Subject,0.6645408163265307,fp,co
10,MSC03,Different Subject,0.6036224489795919,fp,co
11,MSC04,Different Subject,0.6070408163265306,fp,co
12,MSC05,Different Subject,0.621530612244898,fp,co
13,MSC06,Different Subject,0.6738265306122448,fp,co
14,MSC07,Different Subject,0.6087755102040816,fp,co
15,MSC10,Different Subject,0.636734693877551,fp,co
0,MSC01,Same Subject,0.9696428571428571,fp,sm
1,MSC02,Same Subject,0.8839285714285714,fp,sm
2,MSC03,Same Subject,0.869642857142857,fp,sm
3,MSC04,Same Subject,0.9000000000000001,fp,sm
4,MSC05,Same Subject,0.9589285714285715,fp,sm
5,MSC06,Same Subject,0.8571428571428571,fp,sm
6,MSC07,Same Subject,0.9196428571428571,fp,sm
7,MSC10,Same Subject,0.8267857142857143,fp,sm
8,MSC01,Different Subject,0.5485204081632654,fp,sm
9,MSC02,Different Subject,0.585,fp,sm
10,MSC03,Different Subject,0.5479081632653061,fp,sm
11,MSC04,Different Subject,0.578265306122449,fp,sm
12,MSC05,Different Subject,0.5391326530612244,fp,sm
13,MSC06,Different Subject,0.5669387755102041,fp,sm
14,MSC07,Different Subject,0.552704081632653,fp,sm
15,MSC10,Different Subject,0.6072448979591837,fp,sm
0,MSC01,Same Subject,0.8946428571428572,fp,sm-lat
1,MSC02,Same Subject,0.6839285714285713,fp,sm-lat
2,MSC03,Same Subject,0.6428571428571429,fp,sm-lat
3,MSC04,Same Subject,0.7785714285714286,fp,sm-lat
4,MSC05,Same Subject,0.7964285714285715,fp,sm-lat
5,MSC06,Same Subject,0.7178571428571429,fp,sm-lat
6,MSC07,Same Subject,0.8214285714285714,fp,sm-lat
7,MSC10,Same Subject,0.7892857142857143,fp,sm-lat
8,MSC01,Different Subject,0.5703061224489796,fp,sm-lat
9,MSC02,Different Subject,0.5445918367346939,fp,sm-lat
10,MSC03,Different Subject,0.5175510204081633,fp,sm-lat
11,MSC04,Different Subject,0.5966836734693878,fp,sm-lat
12,MSC05,Different Subject,0.5297448979591837,fp,sm-lat
13,MSC06,Different Subject,0.5215816326530612,fp,sm-lat
14,MSC07,Different Subject,0.5958673469387755,fp,sm-lat
15,MSC10,Different Subject,0.5739795918367346,fp,sm-lat
0,MSC01,Same Subject,0.8678571428571429,fp,auditory
1,MSC02,Same Subject,0.7839285714285714,fp,auditory
2,MSC03,Same Subject,0.8357142857142857,fp,auditory
3,MSC04,Same Subject,0.8660714285714285,fp,auditory
4,MSC05,Same Subject,0.8839285714285714,fp,auditory
5,MSC06,Same Subject,0.9410714285714287,fp,auditory
6,MSC07,Same Subject,0.875,fp,auditory
7,MSC10,Same Subject,0.8160714285714287,fp,auditory
8,MSC01,Different Subject,0.5437244897959184,fp,auditory
9,MSC02,Different Subject,0.5027551020408163,fp,auditory
10,MSC03,Different Subject,0.5332142857142858,fp,auditory
11,MSC04,Different Subject,0.5724999999999999,fp,auditory
12,MSC05,Different Subject,0.5127551020408163,fp,auditory
13,MSC06,Different Subject,0.5480102040816327,fp,auditory
14,MSC07,Different Subject,0.5233163265306123,fp,auditory
15,MSC10,Different Subject,0.5622448979591835,fp,auditory
0,MSC01,Same Subject,0.8928571428571429,fp,pmn
1,MSC02,Same Subject,0.8250000000000001,fp,pmn
2,MSC03,Same Subject,0.7410714285714286,fp,pmn
3,MSC04,Same Subject,0.8982142857142857,fp,pmn
4,MSC05,Same Subject,0.8624999999999999,fp,pmn
5,MSC06,Same Subject,0.9196428571428571,fp,pmn
6,MSC07,Same Subject,0.7999999999999999,fp,pmn
7,MSC10,Same Subject,0.8214285714285715,fp,pmn
8,MSC01,Different Subject,0.6183163265306123,fp,pmn
9,MSC02,Different Subject,0.5780102040816326,fp,pmn
10,MSC03,Different Subject,0.48591836734693866,fp,pmn
11,MSC04,Different Subject,0.5977551020408163,fp,pmn
12,MSC05,Different Subject,0.5963265306122448,fp,pmn
13,MSC06,Different Subject,0.6856632653061225,fp,pmn
14,MSC07,Different Subject,0.6209183673469388,fp,pmn
15,MSC10,Different Subject,0.6070918367346938,fp,pmn
0,MSC01,Same Subject,0.8482142857142857,fp,pon
1,MSC02,Same Subject,0.5303571428571429,fp,pon
2,MSC03,Same Subject,0.7089285714285715,fp,pon
3,MSC04,Same Subject,0.8321428571428572,fp,pon
4,MSC05,Same Subject,0.8517857142857144,fp,pon
5,MSC06,Same Subject,0.8571428571428571,fp,pon
6,MSC07,Same Subject,0.6285714285714284,fp,pon
7,MSC10,Same Subject,0.6535714285714286,fp,pon
8,MSC01,Different Subject,0.5798469387755103,fp,pon
9,MSC02,Different Subject,0.4958163265306123,fp,pon
10,MSC03,Different Subject,0.511530612244898,fp,pon
11,MSC04,Different Subject,0.5278571428571428,fp,pon
12,MSC05,Different Subject,0.5100510204081633,fp,pon
13,MSC06,Different Subject,0.5187755102040816,fp,pon
14,MSC07,Different Subject,0.5558163265306122,fp,pon
15,MSC10,Different Subject,0.5017857142857143,fp,pon
0,MSC01,Same Subject,0.9178571428571428,dan,van
1,MSC02,Same Subject,0.9178571428571429,dan,van
2,MSC03,Same Subject,0.9053571428571429,dan,van
3,MSC04,Same Subject,0.9428571428571428,dan,van
4,MSC05,Same Subject,0.9625,dan,van
5,MSC06,Same Subject,0.942857142857143,dan,van
6,MSC07,Same Subject,0.9267857142857144,dan,van
7,MSC10,Same Subject,0.9446428571428572,dan,van
8,MSC01,Different Subject,0.623265306122449,dan,van
9,MSC02,Different Subject,0.6134183673469388,dan,van
10,MSC03,Different Subject,0.6532142857142855,dan,van
11,MSC04,Different Subject,0.6411224489795918,dan,van
12,MSC05,Different Subject,0.6562755102040817,dan,van
13,MSC06,Different Subject,0.691938775510204,dan,van
14,MSC07,Different Subject,0.6477551020408162,dan,van
15,MSC10,Different Subject,0.660765306122449,dan,van
0,MSC01,Same Subject,0.880357142857143,dan,salience
1,MSC02,Same Subject,0.925,dan,salience
2,MSC03,Same Subject,0.7678571428571429,dan,salience
3,MSC04,Same Subject,0.8303571428571429,dan,salience
4,MSC05,Same Subject,0.8839285714285714,dan,salience
5,MSC06,Same Subject,0.8303571428571427,dan,salience
6,MSC07,Same Subject,0.8357142857142856,dan,salience
7,MSC10,Same Subject,0.7714285714285715,dan,salience
8,MSC01,Different Subject,0.5245408163265306,dan,salience
9,MSC02,Different Subject,0.5754591836734694,dan,salience
10,MSC03,Different Subject,0.6161224489795918,dan,salience
11,MSC04,Different Subject,0.610765306122449,dan,salience
12,MSC05,Different Subject,0.5798469387755102,dan,salience
13,MSC06,Different Subject,0.6829081632653062,dan,salience
14,MSC07,Different Subject,0.590612244897959,dan,salience
15,MSC10,Different Subject,0.6201530612244899,dan,salience
0,MSC01,Same Subject,0.9767857142857143,dan,co
1,MSC02,Same Subject,0.9482142857142858,dan,co
2,MSC03,Same Subject,0.9303571428571429,dan,co
3,MSC04,Same Subject,0.9089285714285715,dan,co
4,MSC05,Same Subject,0.9857142857142857,dan,co
5,MSC06,Same Subject,0.9267857142857142,dan,co
6,MSC07,Same Subject,0.9392857142857143,dan,co
7,MSC10,Same Subject,0.7874999999999999,dan,co
8,MSC01,Different Subject,0.5007142857142857,dan,co
9,MSC02,Different Subject,0.6391326530612245,dan,co
10,MSC03,Different Subject,0.6553571428571429,dan,co
11,MSC04,Different Subject,0.6166326530612245,dan,co
12,MSC05,Different Subject,0.6437244897959183,dan,co
13,MSC06,Different Subject,0.635,dan,co
14,MSC07,Different Subject,0.61,dan,co
15,MSC10,Different Subject,0.5903061224489795,dan,co
0,MSC01,Same Subject,0.9160714285714285,dan,sm
1,MSC02,Same Subject,0.9178571428571428,dan,sm
2,MSC03,Same Subject,0.9107142857142857,dan,sm
3,MSC04,Same Subject,0.8982142857142857,dan,sm
4,MSC05,Same Subject,0.9660714285714286,dan,sm
5,MSC06,Same Subject,0.8821428571428572,dan,sm
6,MSC07,Same Subject,0.9124999999999999,dan,sm
7,MSC10,Same Subject,0.8553571428571429,dan,sm
8,MSC01,Different Subject,0.5089285714285714,dan,sm
9,MSC02,Different Subject,0.5576020408163265,dan,sm
10,MSC03,Different Subject,0.5464795918367347,dan,sm
11,MSC04,Different Subject,0.5444897959183673,dan,sm
12,MSC05,Different Subject,0.517704081632653,dan,sm
13,MSC06,Different Subject,0.6041326530612244,dan,sm
14,MSC07,Different Subject,0.6051020408163265,dan,sm
15,MSC10,Different Subject,0.5669897959183674,dan,sm
0,MSC01,Same Subject,0.9178571428571428,dan,sm-lat
1,MSC02,Same Subject,0.75,dan,sm-lat
2,MSC03,Same Subject,0.6642857142857143,dan,sm-lat
3,MSC04,Same Subject,0.7142857142857143,dan,sm-lat
4,MSC05,Same Subject,0.8517857142857144,dan,sm-lat
5,MSC06,Same Subject,0.7410714285714286,dan,sm-lat
6,MSC07,Same Subject,0.8142857142857144,dan,sm-lat
7,MSC10,Same Subject,0.7571428571428572,dan,sm-lat
8,MSC01,Different Subject,0.5101020408163265,dan,sm-lat
9,MSC02,Different Subject,0.5492857142857143,dan,sm-lat
10,MSC03,Different Subject,0.5025510204081632,dan,sm-lat
11,MSC04,Different Subject,0.5389795918367347,dan,sm-lat
12,MSC05,Different Subject,0.5866836734693877,dan,sm-lat
13,MSC06,Different Subject,0.5493367346938776,dan,sm-lat
14,MSC07,Different Subject,0.5783163265306123,dan,sm-lat
15,MSC10,Different Subject,0.5689795918367346,dan,sm-lat
0,MSC01,Same Subject,0.875,dan,auditory
1,MSC02,Same Subject,0.9160714285714286,dan,auditory
2,MSC03,Same Subject,0.8607142857142858,dan,auditory
3,MSC04,Same Subject,0.9071428571428571,dan,auditory
4,MSC05,Same Subject,0.8803571428571428,dan,auditory
5,MSC06,Same Subject,0.9089285714285714,dan,auditory
6,MSC07,Same Subject,0.8375000000000001,dan,auditory
7,MSC10,Same Subject,0.8303571428571429,dan,auditory
8,MSC01,Different Subject,0.552704081632653,dan,auditory
9,MSC02,Different Subject,0.6143367346938776,dan,auditory
10,MSC03,Different Subject,0.5561224489795918,dan,auditory
11,MSC04,Different Subject,0.6239285714285714,dan,auditory
12,MSC05,Different Subject,0.5778571428571428,dan,auditory
13,MSC06,Different Subject,0.5553571428571429,dan,auditory
14,MSC07,Different Subject,0.5060204081632652,dan,auditory
15,MSC10,Different Subject,0.5337755102040816,dan,auditory
0,MSC01,Same Subject,0.9321428571428572,dan,pmn
1,MSC02,Same Subject,0.9053571428571431,dan,pmn
2,MSC03,Same Subject,0.6785714285714285,dan,pmn
3,MSC04,Same Subject,0.9053571428571429,dan,pmn
4,MSC05,Same Subject,0.8392857142857142,dan,pmn
5,MSC06,Same Subject,0.8285714285714285,dan,pmn
6,MSC07,Same Subject,0.8142857142857143,dan,pmn
7,MSC10,Same Subject,0.8571428571428571,dan,pmn
8,MSC01,Different Subject,0.5970408163265306,dan,pmn
9,MSC02,Different Subject,0.5880102040816327,dan,pmn
10,MSC03,Different Subject,0.5397448979591837,dan,pmn
11,MSC04,Different Subject,0.5412755102040817,dan,pmn
12,MSC05,Different Subject,0.6064795918367346,dan,pmn
13,MSC06,Different Subject,0.5900510204081633,dan,pmn
14,MSC07,Different Subject,0.6149489795918368,dan,pmn
15,MSC10,Different Subject,0.5771428571428572,dan,pmn
0,MSC01,Same Subject,0.7535714285714287,dan,pon
1,MSC02,Same Subject,0.7464285714285716,dan,pon
2,MSC03,Same Subject,0.8017857142857142,dan,pon
3,MSC04,Same Subject,0.9446428571428572,dan,pon
4,MSC05,Same Subject,0.8357142857142857,dan,pon
5,MSC06,Same Subject,0.8624999999999999,dan,pon
6,MSC07,Same Subject,0.7107142857142856,dan,pon
7,MSC10,Same Subject,0.8035714285714287,dan,pon
8,MSC01,Different Subject,0.5614795918367347,dan,pon
9,MSC02,Different Subject,0.5633673469387755,dan,pon
10,MSC03,Different Subject,0.5418367346938775,dan,pon
11,MSC04,Different Subject,0.5193367346938775,dan,pon
12,MSC05,Different Subject,0.5248469387755101,dan,pon
13,MSC06,Different Subject,0.6047959183673469,dan,pon
14,MSC07,Different Subject,0.5543367346938776,dan,pon
15,MSC10,Different Subject,0.5646938775510203,dan,pon
0,MSC01,Same Subject,0.8464285714285715,van,salience
1,MSC02,Same Subject,0.7589285714285714,van,salience
2,MSC03,Same Subject,0.85,van,salience
3,MSC04,Same Subject,0.8410714285714286,van,salience
4,MSC05,Same Subject,0.875,van,salience
5,MSC06,Same Subject,0.8767857142857143,van,salience
6,MSC07,Same Subject,0.7803571428571427,van,salience
7,MSC10,Same Subject,0.6142857142857142,van,salience
8,MSC01,Different Subject,0.5598469387755103,van,salience
9,MSC02,Different Subject,0.6387244897959183,van,salience
10,MSC03,Different Subject,0.6210204081632653,van,salience
11,MSC04,Different Subject,0.6218367346938776,van,salience
12,MSC05,Different Subject,0.6035714285714286,van,salience
13,MSC06,Different Subject,0.6128571428571429,van,salience
14,MSC07,Different Subject,0.5875,van,salience
15,MSC10,Different Subject,0.5119387755102041,van,salience
0,MSC01,Same Subject,0.9107142857142856,van,co
1,MSC02,Same Subject,0.9214285714285715,van,co
2,MSC03,Same Subject,0.8714285714285716,van,co
3,MSC04,Same Subject,0.8839285714285714,van,co
4,MSC05,Same Subject,0.9642857142857143,van,co
5,MSC06,Same Subject,0.9285714285714286,van,co
6,MSC07,Same Subject,0.9,van,co
7,MSC10,Same Subject,0.9089285714285714,van,co
8,MSC01,Different Subject,0.6319387755102042,van,co
9,MSC02,Different Subject,0.6224489795918366,van,co
10,MSC03,Different Subject,0.6111224489795919,van,co
11,MSC04,Different Subject,0.6444897959183674,van,co
12,MSC05,Different Subject,0.595969387755102,van,co
13,MSC06,Different Subject,0.554234693877551,van,co
14,MSC07,Different Subject,0.5831632653061225,van,co
15,MSC10,Different Subject,0.6164795918367348,van,co
0,MSC01,Same Subject,0.8767857142857143,van,sm
1,MSC02,Same Subject,0.7660714285714286,van,sm
2,MSC03,Same Subject,0.8589285714285716,van,sm
3,MSC04,Same Subject,0.830357142857143,van,sm
4,MSC05,Same Subject,0.9553571428571429,van,sm
5,MSC06,Same Subject,0.8017857142857142,van,sm
6,MSC07,Same Subject,0.7607142857142858,van,sm
7,MSC10,Same Subject,0.8107142857142857,van,sm
8,MSC01,Different Subject,0.524438775510204,van,sm
9,MSC02,Different Subject,0.5238775510204081,van,sm
10,MSC03,Different Subject,0.5715816326530613,van,sm
11,MSC04,Different Subject,0.5801020408163265,van,sm
12,MSC05,Different Subject,0.5426020408163266,van,sm
13,MSC06,Different Subject,0.6026020408163265,van,sm
14,MSC07,Different Subject,0.5643367346938775,van,sm
15,MSC10,Different Subject,0.5258163265306123,van,sm
0,MSC01,Same Subject,0.9178571428571428,van,sm-lat
1,MSC02,Same Subject,0.8214285714285714,van,sm-lat
2,MSC03,Same Subject,0.7750000000000001,van,sm-lat
3,MSC04,Same Subject,0.675,van,sm-lat
4,MSC05,Same Subject,0.6892857142857143,van,sm-lat
5,MSC06,Same Subject,0.6696428571428571,van,sm-lat
6,MSC07,Same Subject,0.6571428571428571,van,sm-lat
7,MSC10,Same Subject,0.7625,van,sm-lat
8,MSC01,Different Subject,0.5481122448979592,van,sm-lat
9,MSC02,Different Subject,0.5894897959183674,van,sm-lat
10,MSC03,Different Subject,0.5713265306122449,van,sm-lat
11,MSC04,Different Subject,0.5811224489795919,van,sm-lat
12,MSC05,Different Subject,0.5809183673469388,van,sm-lat
13,MSC06,Different Subject,0.5625,van,sm-lat
14,MSC07,Different Subject,0.5464795918367347,van,sm-lat
15,MSC10,Different Subject,0.5668367346938776,van,sm-lat
0,MSC01,Same Subject,0.9410714285714287,van,auditory
1,MSC02,Same Subject,0.8499999999999999,van,auditory
2,MSC03,Same Subject,0.8571428571428573,van,auditory
3,MSC04,Same Subject,0.867857142857143,van,auditory
4,MSC05,Same Subject,0.8250000000000002,van,auditory
5,MSC06,Same Subject,0.8392857142857143,van,auditory
6,MSC07,Same Subject,0.8642857142857144,van,auditory
7,MSC10,Same Subject,0.8285714285714285,van,auditory
8,MSC01,Different Subject,0.5890816326530613,van,auditory
9,MSC02,Different Subject,0.541734693877551,van,auditory
10,MSC03,Different Subject,0.5121428571428572,van,auditory
11,MSC04,Different Subject,0.5643367346938775,van,auditory
12,MSC05,Different Subject,0.5545918367346938,van,auditory
13,MSC06,Different Subject,0.6009183673469388,van,auditory
14,MSC07,Different Subject,0.561173469387755,van,auditory
15,MSC10,Different Subject,0.5548979591836735,van,auditory
0,MSC01,Same Subject,0.8392857142857144,van,pmn
1,MSC02,Same Subject,0.8107142857142858,van,pmn
2,MSC03,Same Subject,0.8196428571428571,van,pmn
3,MSC04,Same Subject,0.8660714285714286,van,pmn
4,MSC05,Same Subject,0.8767857142857143,van,pmn
5,MSC06,Same Subject,0.7964285714285715,van,pmn
6,MSC07,Same Subject,0.775,van,pmn
7,MSC10,Same Subject,0.6875000000000001,van,pmn
8,MSC01,Different Subject,0.5490816326530611,van,pmn
9,MSC02,Different Subject,0.5817857142857144,van,pmn
10,MSC03,Different Subject,0.546530612244898,van,pmn
11,MSC04,Different Subject,0.5554591836734694,van,pmn
12,MSC05,Different Subject,0.5699489795918368,van,pmn
13,MSC06,Different Subject,0.5401020408163266,van,pmn
14,MSC07,Different Subject,0.5745408163265305,van,pmn
15,MSC10,Different Subject,0.5418367346938775,van,pmn
0,MSC01,Same Subject,0.7482142857142857,van,pon
1,MSC02,Same Subject,0.5839285714285714,van,pon
2,MSC03,Same Subject,0.7732142857142856,van,pon
3,MSC04,Same Subject,0.8750000000000001,van,pon
4,MSC05,Same Subject,0.8660714285714286,van,pon
5,MSC06,Same Subject,0.7196428571428571,van,pon
6,MSC07,Same Subject,0.6589285714285714,van,pon
7,MSC10,Same Subject,0.7160714285714286,van,pon
8,MSC01,Different Subject,0.5660204081632653,van,pon
9,MSC02,Different Subject,0.5149489795918367,van,pon
10,MSC03,Different Subject,0.48576530612244895,van,pon
11,MSC04,Different Subject,0.5448979591836733,van,pon
12,MSC05,Different Subject,0.5302040816326531,van,pon
13,MSC06,Different Subject,0.5516326530612246,van,pon
14,MSC07,Different Subject,0.5832142857142858,van,pon
15,MSC10,Different Subject,0.5060714285714286,van,pon
0,MSC01,Same Subject,0.8839285714285714,salience,co
1,MSC02,Same Subject,0.8107142857142857,salience,co
2,MSC03,Same Subject,0.9142857142857144,salience,co
3,MSC04,Same Subject,0.8839285714285714,salience,co
4,MSC05,Same Subject,0.9107142857142857,salience,co
5,MSC06,Same Subject,0.8285714285714286,salience,co
6,MSC07,Same Subject,0.8321428571428572,salience,co
7,MSC10,Same Subject,0.6785714285714286,salience,co
8,MSC01,Different Subject,0.5231632653061224,salience,co
9,MSC02,Different Subject,0.6197448979591836,salience,co
10,MSC03,Different Subject,0.5779591836734693,salience,co
11,MSC04,Different Subject,0.6515306122448979,salience,co
12,MSC05,Different Subject,0.5509693877551021,salience,co
13,MSC06,Different Subject,0.6051530612244899,salience,co
14,MSC07,Different Subject,0.5453571428571429,salience,co
15,MSC10,Different Subject,0.63484693877551,salience,co
0,MSC01,Same Subject,0.8017857142857142,salience,sm
1,MSC02,Same Subject,0.8339285714285715,salience,sm
2,MSC03,Same Subject,0.7767857142857143,salience,sm
3,MSC04,Same Subject,0.8,salience,sm
4,MSC05,Same Subject,0.8964285714285716,salience,sm
5,MSC06,Same Subject,0.7964285714285714,salience,sm
6,MSC07,Same Subject,0.7803571428571427,salience,sm
7,MSC10,Same Subject,0.7589285714285714,salience,sm
8,MSC01,Different Subject,0.5523469387755103,salience,sm
9,MSC02,Different Subject,0.5783673469387755,salience,sm
10,MSC03,Different Subject,0.553265306122449,salience,sm
11,MSC04,Different Subject,0.587704081632653,salience,sm
12,MSC05,Different Subject,0.5918877551020408,salience,sm
13,MSC06,Different Subject,0.6143367346938776,salience,sm
14,MSC07,Different Subject,0.5910204081632653,salience,sm
15,MSC10,Different Subject,0.6084183673469389,salience,sm
0,MSC01,Same Subject,0.8589285714285715,salience,sm-lat
1,MSC02,Same Subject,0.475,salience,sm-lat
2,MSC03,Same Subject,0.7196428571428573,salience,sm-lat
3,MSC04,Same Subject,0.6875,salience,sm-lat
4,MSC05,Same Subject,0.75,salience,sm-lat
5,MSC06,Same Subject,0.6142857142857142,salience,sm-lat
6,MSC07,Same Subject,0.675,salience,sm-lat
7,MSC10,Same Subject,0.669642857142857,salience,sm-lat
8,MSC01,Different Subject,0.5413265306122448,salience,sm-lat
9,MSC02,Different Subject,0.6008673469387755,salience,sm-lat
10,MSC03,Different Subject,0.572091836734694,salience,sm-lat
11,MSC04,Different Subject,0.6076020408163265,salience,sm-lat
12,MSC05,Different Subject,0.5310714285714285,salience,sm-lat
13,MSC06,Different Subject,0.5814285714285715,salience,sm-lat
14,MSC07,Different Subject,0.5266836734693878,salience,sm-lat
15,MSC10,Different Subject,0.5590816326530612,salience,sm-lat
0,MSC01,Same Subject,0.7321428571428573,salience,auditory
1,MSC02,Same Subject,0.6785714285714286,salience,auditory
2,MSC03,Same Subject,0.7875,salience,auditory
3,MSC04,Same Subject,0.8035714285714286,salience,auditory
4,MSC05,Same Subject,0.8035714285714286,salience,auditory
5,MSC06,Same Subject,0.8035714285714287,salience,auditory
6,MSC07,Same Subject,0.7767857142857143,salience,auditory
7,MSC10,Same Subject,0.6232142857142857,salience,auditory
8,MSC01,Different Subject,0.5634183673469388,salience,auditory
9,MSC02,Different Subject,0.4983673469387755,salience,auditory
10,MSC03,Different Subject,0.522295918367347,salience,auditory
11,MSC04,Different Subject,0.5844897959183672,salience,auditory
12,MSC05,Different Subject,0.5471428571428572,salience,auditory
13,MSC06,Different Subject,0.5882142857142858,salience,auditory
14,MSC07,Different Subject,0.4713775510204082,salience,auditory
15,MSC10,Different Subject,0.5128061224489796,salience,auditory
0,MSC01,Same Subject,0.7428571428571429,salience,pmn
1,MSC02,Same Subject,0.6839285714285713,salience,pmn
2,MSC03,Same Subject,0.7607142857142858,salience,pmn
3,MSC04,Same Subject,0.7267857142857144,salience,pmn
4,MSC05,Same Subject,0.8160714285714284,salience,pmn
5,MSC06,Same Subject,0.6607142857142857,salience,pmn
6,MSC07,Same Subject,0.6410714285714285,salience,pmn
7,MSC10,Same Subject,0.6660714285714285,salience,pmn
8,MSC01,Different Subject,0.5254591836734693,salience,pmn
9,MSC02,Different Subject,0.5032653061224489,salience,pmn
10,MSC03,Different Subject,0.5197448979591837,salience,pmn
11,MSC04,Different Subject,0.5732142857142858,salience,pmn
12,MSC05,Different Subject,0.5047448979591838,salience,pmn
13,MSC06,Different Subject,0.4719387755102041,salience,pmn
14,MSC07,Different Subject,0.5459693877551021,salience,pmn
15,MSC10,Different Subject,0.5598979591836735,salience,pmn
0,MSC01,Same Subject,0.7607142857142858,salience,pon
1,MSC02,Same Subject,0.7071428571428572,salience,pon
2,MSC03,Same Subject,0.6464285714285715,salience,pon
