,train_task,test_task,sub,acc
0,mixed,motor,MSC01,1.0
1,mixed,mem,MSC01,0.9200000000000002
2,motor,mixed,MSC01,0.8049999999999999
3,motor,mem,MSC01,0.6550000000000001
4,mem,mixed,MSC01,0.845
5,mem,motor,MSC01,0.9349999999999999
6,mixed,motor,MSC02,0.9349999999999999
7,mixed,mem,MSC02,0.8800000000000001
8,motor,mixed,MSC02,0.5349999999999999
9,motor,mem,MSC02,0.5
10,mem,mixed,MSC02,0.7849999999999999
11,mem,motor,MSC02,0.665
12,mixed,motor,MSC03,0.96
13,mixed,mem,MSC03,0.7999999999999999
14,motor,mixed,MSC03,0.49499999999999994
15,motor,mem,MSC03,0.5149999999999999
16,mem,mixed,MSC03,0.5449999999999999
17,mem,motor,MSC03,0.8450000000000001
18,mixed,motor,MSC04,0.9349999999999999
19,mixed,mem,MSC04,1.0
20,motor,mixed,MSC04,0.66
21,motor,mem,MSC04,0.685
22,mem,mixed,MSC04,0.82
23,mem,motor,MSC04,0.6850000000000002
24,mixed,motor,MSC05,0.95
25,mixed,mem,MSC05,1.0
26,motor,mixed,MSC05,0.6850000000000002
27,motor,mem,MSC05,1.0
28,mem,mixed,MSC05,0.82
29,mem,motor,MSC05,0.95
30,mixed,motor,MSC06,0.95
31,mixed,mem,MSC06,1.0
32,motor,mixed,MSC06,0.655
33,motor,mem,MSC06,0.8049999999999999
34,mem,mixed,MSC06,0.8499999999999999
35,mem,motor,MSC06,0.9399999999999998
36,mixed,motor,MSC07,0.9349999999999999
37,mixed,mem,MSC07,0.8850000000000001
38,motor,mixed,MSC07,0.5499999999999999
39,motor,mem,MSC07,0.5349999999999999
40,mem,mixed,MSC07,0.86
41,mem,motor,MSC07,0.7849999999999999
42,mixed,motor,MSC10,0.8499999999999999
43,mixed,mem,MSC10,1.0
44,motor,mixed,MSC10,0.575
45,motor,mem,MSC10,0.8299999999999998
46,mem,mixed,MSC10,0.8699999999999999
47,mem,motor,MSC10,0.8649999999999999
