,test_task,train_task,Mean,Std
0,mem,mixed,0.95,0.06363961030678926
1,mem,motor,0.745625,0.14811765352487286
2,mixed,mem,0.8718750000000001,0.07690149078993386
3,mixed,motor,0.6675000000000001,0.10633504999360682
4,motor,mem,0.889375,0.09744733009609419
5,motor,mixed,0.9,0.09019819447036775
