,test_task,train_task,Mean,Std
0,mem,mixed,0.5729464285714287,0.12359216945522622
1,mem,motor,0.5256349206349207,0.10743309541095021
2,mixed,mem,0.5563616071428573,0.1253831121697421
3,mixed,motor,0.5002678571428573,0.09425560390366118
4,motor,mem,0.5220138888888889,0.12210920509353353
5,motor,mixed,0.514484126984127,0.08522919895209831
