,train_sub,test_sub,task,acc,Features
42,MSC03,MSC01,mixed,0.7050000000000001,10
43,MSC03,MSC01,motor,0.51,10
44,MSC03,MSC01,mem,0.4312500000000001,10
45,MSC03,MSC02,mixed,0.435,10
46,MSC03,MSC02,motor,0.72,10
47,MSC03,MSC02,mem,0.4312500000000001,10
48,MSC03,MSC04,mixed,0.5800000000000001,10
49,MSC03,MSC04,motor,0.645,10
50,MSC03,MSC04,mem,0.7500000000000001,10
51,MSC03,MSC05,mixed,0.525,10
52,MSC03,MSC05,motor,0.585,10
53,MSC03,MSC05,mem,0.625,10
54,MSC03,MSC06,mixed,0.55,10
55,MSC03,MSC06,motor,0.5111111111111111,10
56,MSC03,MSC06,mem,0.5125,10
57,MSC03,MSC07,mixed,0.6100000000000001,10
58,MSC03,MSC07,motor,0.4666666666666666,10
59,MSC03,MSC07,mem,0.50625,10
60,MSC03,MSC10,mixed,0.29500000000000004,10
61,MSC03,MSC10,motor,0.5449999999999999,10
62,MSC03,MSC10,mem,0.38125,10
63,MSC04,MSC01,mixed,0.53,10
64,MSC04,MSC01,motor,0.4800000000000001,10
65,MSC04,MSC01,mem,0.48,10
66,MSC04,MSC02,mixed,0.5650000000000001,10
67,MSC04,MSC02,motor,0.575,10
68,MSC04,MSC02,mem,0.585,10
69,MSC04,MSC03,mixed,0.495,10
70,MSC04,MSC03,motor,0.6450000000000001,10
71,MSC04,MSC03,mem,0.625,10
72,MSC04,MSC05,mixed,0.6300000000000001,10
73,MSC04,MSC05,motor,0.585,10
74,MSC04,MSC05,mem,0.7000000000000001,10
75,MSC04,MSC06,mixed,0.445,10
76,MSC04,MSC06,motor,0.4777777777777778,10
77,MSC04,MSC06,mem,0.465,10
78,MSC04,MSC07,mixed,0.6900000000000002,10
79,MSC04,MSC07,motor,0.6555555555555557,10
80,MSC04,MSC07,mem,0.52,10
81,MSC04,MSC10,mixed,0.4750000000000001,10
82,MSC04,MSC10,motor,0.495,10
83,MSC04,MSC10,mem,0.4600000000000001,10
84,MSC05,MSC01,mixed,0.4800000000000001,10
85,MSC05,MSC01,motor,0.45,10
86,MSC05,MSC01,mem,0.4999999999999999,10
87,MSC05,MSC02,mixed,0.585,10
88,MSC05,MSC02,motor,0.6,10
89,MSC05,MSC02,mem,0.4500000000000001,10
90,MSC05,MSC03,mixed,0.54,10
91,MSC05,MSC03,motor,0.6150000000000001,10
92,MSC05,MSC03,mem,0.60625,10
93,MSC05,MSC04,mixed,0.4750000000000001,10
94,MSC05,MSC04,motor,0.69,10
95,MSC05,MSC04,mem,0.8399999999999999,10
96,MSC05,MSC06,mixed,0.45,10
97,MSC05,MSC06,motor,0.6166666666666667,10
98,MSC05,MSC06,mem,0.505,10
99,MSC05,MSC07,mixed,0.4900000000000001,10
100,MSC05,MSC07,motor,0.6722222222222223,10
101,MSC05,MSC07,mem,0.6400000000000001,10
102,MSC05,MSC10,mixed,0.495,10
103,MSC05,MSC10,motor,0.47,10
104,MSC05,MSC10,mem,0.4,10
105,MSC06,MSC01,mixed,0.5850000000000002,10
106,MSC06,MSC01,motor,0.34444444444444444,10
107,MSC06,MSC01,mem,0.6599999999999999,10
108,MSC06,MSC02,mixed,0.42,10
109,MSC06,MSC02,motor,0.6055555555555556,10
110,MSC06,MSC02,mem,0.425,10
111,MSC06,MSC03,mixed,0.5599999999999999,10
112,MSC06,MSC03,motor,0.6888888888888889,10
113,MSC06,MSC03,mem,0.5375,10
114,MSC06,MSC04,mixed,0.51,10
115,MSC06,MSC04,motor,0.4055555555555556,10
116,MSC06,MSC04,mem,0.425,10
117,MSC06,MSC05,mixed,0.36,10
118,MSC06,MSC05,motor,0.5166666666666667,10
119,MSC06,MSC05,mem,0.455,10
120,MSC06,MSC07,mixed,0.47,10
121,MSC06,MSC07,motor,0.5679012345679014,10
122,MSC06,MSC07,mem,0.5599999999999999,10
123,MSC06,MSC10,mixed,0.385,10
124,MSC06,MSC10,motor,0.4944444444444445,10
125,MSC06,MSC10,mem,0.485,10
126,MSC07,MSC01,mixed,0.5000000000000001,10
127,MSC07,MSC01,motor,0.5055555555555555,10
128,MSC07,MSC01,mem,0.5000000000000001,10
129,MSC07,MSC02,mixed,0.4900000000000001,10
130,MSC07,MSC02,motor,0.4388888888888889,10
131,MSC07,MSC02,mem,0.4350000000000001,10
132,MSC07,MSC03,mixed,0.53,10
133,MSC07,MSC03,motor,0.4055555555555556,10
134,MSC07,MSC03,mem,0.55625,10
135,MSC07,MSC04,mixed,0.54,10
136,MSC07,MSC04,motor,0.5111111111111112,10
137,MSC07,MSC04,mem,0.6,10
138,MSC07,MSC05,mixed,0.51,10
139,MSC07,MSC05,motor,0.5833333333333334,10
140,MSC07,MSC05,mem,0.6049999999999999,10
141,MSC07,MSC06,mixed,0.4550000000000001,10
142,MSC07,MSC06,motor,0.4074074074074074,10
143,MSC07,MSC06,mem,0.5599999999999999,10
144,MSC07,MSC10,mixed,0.4350000000000001,10
145,MSC07,MSC10,motor,0.6277777777777778,10
146,MSC07,MSC10,mem,0.61,10
147,MSC10,MSC01,mixed,0.36,10
148,MSC10,MSC01,motor,0.52,10
149,MSC10,MSC01,mem,0.4350000000000001,10
150,MSC10,MSC02,mixed,0.64,10
151,MSC10,MSC02,motor,0.595,10
152,MSC10,MSC02,mem,0.445,10
153,MSC10,MSC03,mixed,0.28,10
154,MSC10,MSC03,motor,0.5050000000000001,10
155,MSC10,MSC03,mem,0.5875,10
156,MSC10,MSC04,mixed,0.31999999999999995,10
157,MSC10,MSC04,motor,0.6249999999999999,10
158,MSC10,MSC04,mem,0.41,10
159,MSC10,MSC05,mixed,0.5549999999999999,10
160,MSC10,MSC05,motor,0.5349999999999999,10
161,MSC10,MSC05,mem,0.375,10
162,MSC10,MSC06,mixed,0.245,10
163,MSC10,MSC06,motor,0.5555555555555556,10
164,MSC10,MSC06,mem,0.5349999999999999,10
165,MSC10,MSC07,mixed,0.4,10
166,MSC10,MSC07,motor,0.5888888888888888,10
167,MSC10,MSC07,mem,0.4900000000000001,10
0,MSC01,MSC02,mixed,0.5,20
1,MSC01,MSC02,motor,0.4800000000000001,20
2,MSC01,MSC02,mem,0.6350000000000001,20
3,MSC01,MSC03,mixed,0.29500000000000004,20
4,MSC01,MSC03,motor,0.4900000000000001,20
5,MSC01,MSC03,mem,0.73125,20
6,MSC01,MSC04,mixed,0.43,20
7,MSC01,MSC04,motor,0.4350000000000001,20
8,MSC01,MSC04,mem,0.5549999999999999,20
9,MSC01,MSC05,mixed,0.465,20
10,MSC01,MSC05,motor,0.5799999999999998,20
11,MSC01,MSC05,mem,0.7449999999999999,20
12,MSC01,MSC06,mixed,0.58,20
13,MSC01,MSC06,motor,0.5555555555555556,20
14,MSC01,MSC06,mem,0.5849999999999999,20
15,MSC01,MSC07,mixed,0.52,20
16,MSC01,MSC07,motor,0.5222222222222223,20
17,MSC01,MSC07,mem,0.51,20
18,MSC01,MSC10,mixed,0.5,20
19,MSC01,MSC10,motor,0.485,20
20,MSC01,MSC10,mem,0.64,20
21,MSC02,MSC01,mixed,0.8099999999999999,20
22,MSC02,MSC01,motor,0.325,20
23,MSC02,MSC01,mem,0.4750000000000001,20
24,MSC02,MSC03,mixed,0.395,20
25,MSC02,MSC03,motor,0.44,20
26,MSC02,MSC03,mem,0.55,20
27,MSC02,MSC04,mixed,0.3650000000000001,20
28,MSC02,MSC04,motor,0.515,20
29,MSC02,MSC04,mem,0.32,20
30,MSC02,MSC05,mixed,0.425,20
31,MSC02,MSC05,motor,0.415,20
32,MSC02,MSC05,mem,0.5549999999999999,20
33,MSC02,MSC06,mixed,0.675,20
34,MSC02,MSC06,motor,0.5777777777777777,20
35,MSC02,MSC06,mem,0.665,20
36,MSC02,MSC07,mixed,0.475,20
37,MSC02,MSC07,motor,0.4666666666666667,20
38,MSC02,MSC07,mem,0.5650000000000001,20
39,MSC02,MSC10,mixed,0.74,20
40,MSC02,MSC10,motor,0.6399999999999999,20
41,MSC02,MSC10,mem,0.5449999999999999,20
42,MSC03,MSC01,mixed,0.36,20
43,MSC03,MSC01,motor,0.38,20
44,MSC03,MSC01,mem,0.725,20
45,MSC03,MSC02,mixed,0.445,20
46,MSC03,MSC02,motor,0.4550000000000001,20
47,MSC03,MSC02,mem,0.53125,20
48,MSC03,MSC04,mixed,0.655,20
49,MSC03,MSC04,motor,0.755,20
50,MSC03,MSC04,mem,0.61875,20
51,MSC03,MSC05,mixed,0.42,20
52,MSC03,MSC05,motor,0.52,20
53,MSC03,MSC05,mem,0.6062500000000001,20
54,MSC03,MSC06,mixed,0.47,20
55,MSC03,MSC06,motor,0.5833333333333333,20
56,MSC03,MSC06,mem,0.5,20
57,MSC03,MSC07,mixed,0.4250000000000001,20
58,MSC03,MSC07,motor,0.6055555555555556,20
59,MSC03,MSC07,mem,0.60625,20
60,MSC03,MSC10,mixed,0.325,20
61,MSC03,MSC10,motor,0.335,20
62,MSC03,MSC10,mem,0.5125000000000001,20
63,MSC04,MSC01,mixed,0.305,20
64,MSC04,MSC01,motor,0.405,20
65,MSC04,MSC01,mem,0.705,20
66,MSC04,MSC02,mixed,0.5349999999999999,20
67,MSC04,MSC02,motor,0.495,20
68,MSC04,MSC02,mem,0.475,20
69,MSC04,MSC03,mixed,0.495,20
70,MSC04,MSC03,motor,0.6149999999999999,20
71,MSC04,MSC03,mem,0.64375,20
72,MSC04,MSC05,mixed,0.635,20
73,MSC04,MSC05,motor,0.475,20
74,MSC04,MSC05,mem,0.6250000000000001,20
75,MSC04,MSC06,mixed,0.4550000000000001,20
76,MSC04,MSC06,motor,0.6944444444444444,20
77,MSC04,MSC06,mem,0.4600000000000001,20
78,MSC04,MSC07,mixed,0.3750000000000001,20
79,MSC04,MSC07,motor,0.6666666666666667,20
80,MSC04,MSC07,mem,0.67,20
81,MSC04,MSC10,mixed,0.505,20
82,MSC04,MSC10,motor,0.465,20
83,MSC04,MSC10,mem,0.685,20
84,MSC05,MSC01,mixed,0.5249999999999999,20
85,MSC05,MSC01,motor,0.635,20
86,MSC05,MSC01,mem,0.59,20
87,MSC05,MSC02,mixed,0.51,20
88,MSC05,MSC02,motor,0.56,20
89,MSC05,MSC02,mem,0.5399999999999999,20
90,MSC05,MSC03,mixed,0.49,20
91,MSC05,MSC03,motor,0.355,20
92,MSC05,MSC03,mem,0.59375,20
93,MSC05,MSC04,mixed,0.52,20
94,MSC05,MSC04,motor,0.4050000000000001,20
95,MSC05,MSC04,mem,0.525,20
96,MSC05,MSC06,mixed,0.46,20
97,MSC05,MSC06,motor,0.4333333333333333,20
98,MSC05,MSC06,mem,0.5199999999999999,20
99,MSC05,MSC07,mixed,0.495,20
100,MSC05,MSC07,motor,0.5166666666666667,20
101,MSC05,MSC07,mem,0.6100000000000001,20
102,MSC05,MSC10,mixed,0.565,20
103,MSC05,MSC10,motor,0.4300000000000001,20
104,MSC05,MSC10,mem,0.525,20
105,MSC06,MSC01,mixed,0.575,20
106,MSC06,MSC01,motor,0.5444444444444444,20
107,MSC06,MSC01,mem,0.575,20
108,MSC06,MSC02,mixed,0.685,20
109,MSC06,MSC02,motor,0.4833333333333333,20
110,MSC06,MSC02,mem,0.7200000000000001,20
111,MSC06,MSC03,mixed,0.4,20
112,MSC06,MSC03,motor,0.5944444444444444,20
113,MSC06,MSC03,mem,0.55625,20
114,MSC06,MSC04,mixed,0.29500000000000004,20
115,MSC06,MSC04,motor,0.6277777777777778,20
116,MSC06,MSC04,mem,0.3750000000000001,20
117,MSC06,MSC05,mixed,0.61,20
118,MSC06,MSC05,motor,0.4000000000000001,20
119,MSC06,MSC05,mem,0.465,20
120,MSC06,MSC07,mixed,0.4900000000000001,20
121,MSC06,MSC07,motor,0.5617283950617282,20
122,MSC06,MSC07,mem,0.565,20
123,MSC06,MSC10,mixed,0.7150000000000001,20
124,MSC06,MSC10,motor,0.7333333333333334,20
125,MSC06,MSC10,mem,0.485,20
126,MSC07,MSC01,mixed,0.4950000000000001,20
127,MSC07,MSC01,motor,0.5222222222222223,20
128,MSC07,MSC01,mem,0.475,20
129,MSC07,MSC02,mixed,0.5149999999999999,20
130,MSC07,MSC02,motor,0.4666666666666668,20
131,MSC07,MSC02,mem,0.57,20
132,MSC07,MSC03,mixed,0.485,20
133,MSC07,MSC03,motor,0.6833333333333332,20
134,MSC07,MSC03,mem,0.53125,20
135,MSC07,MSC04,mixed,0.34,20
136,MSC07,MSC04,motor,0.5166666666666667,20
137,MSC07,MSC04,mem,0.5199999999999999,20
138,MSC07,MSC05,mixed,0.5549999999999999,20
139,MSC07,MSC05,motor,0.6055555555555556,20
140,MSC07,MSC05,mem,0.625,20
141,MSC07,MSC06,mixed,0.4600000000000001,20
142,MSC07,MSC06,motor,0.6543209876543209,20
143,MSC07,MSC06,mem,0.5299999999999999,20
144,MSC07,MSC10,mixed,0.47,20
145,MSC07,MSC10,motor,0.4833333333333333,20
146,MSC07,MSC10,mem,0.585,20
147,MSC10,MSC01,mixed,0.62,20
148,MSC10,MSC01,motor,0.42,20
149,MSC10,MSC01,mem,0.6450000000000001,20
150,MSC10,MSC02,mixed,0.58,20
151,MSC10,MSC02,motor,0.67,20
152,MSC10,MSC02,mem,0.5599999999999999,20
153,MSC10,MSC03,mixed,0.235,20
154,MSC10,MSC03,motor,0.405,20
155,MSC10,MSC03,mem,0.45,20
156,MSC10,MSC04,mixed,0.495,20
157,MSC10,MSC04,motor,0.6,20
158,MSC10,MSC04,mem,0.545,20
159,MSC10,MSC05,mixed,0.575,20
160,MSC10,MSC05,motor,0.4350000000000001,20
161,MSC10,MSC05,mem,0.5050000000000001,20
162,MSC10,MSC06,mixed,0.58,20
163,MSC10,MSC06,motor,0.7277777777777779,20
164,MSC10,MSC06,mem,0.5349999999999999,20
165,MSC10,MSC07,mixed,0.45,20
166,MSC10,MSC07,motor,0.38333333333333336,20
167,MSC10,MSC07,mem,0.5849999999999999,20
0,MSC01,MSC02,mixed,0.5900000000000001,30
1,MSC01,MSC02,motor,0.4500000000000001,30
2,MSC01,MSC02,mem,0.48,30
3,MSC01,MSC03,mixed,0.575,30
4,MSC01,MSC03,motor,0.65,30
5,MSC01,MSC03,mem,0.39375,30
6,MSC01,MSC04,mixed,0.495,30
7,MSC01,MSC04,motor,0.465,30
8,MSC01,MSC04,mem,0.485,30
9,MSC01,MSC05,mixed,0.6100000000000001,30
10,MSC01,MSC05,motor,0.67,30
11,MSC01,MSC05,mem,0.56,30
12,MSC01,MSC06,mixed,0.5499999999999999,30
13,MSC01,MSC06,motor,0.6722222222222223,30
14,MSC01,MSC06,mem,0.465,30
15,MSC01,MSC07,mixed,0.485,30
16,MSC01,MSC07,motor,0.4555555555555556,30
17,MSC01,MSC07,mem,0.395,30
18,MSC01,MSC10,mixed,0.5599999999999999,30
19,MSC01,MSC10,motor,0.6299999999999999,30
20,MSC01,MSC10,mem,0.7,30
21,MSC02,MSC01,mixed,0.57,30
22,MSC02,MSC01,motor,0.3200000000000001,30
23,MSC02,MSC01,mem,0.4,30
24,MSC02,MSC03,mixed,0.395,30
25,MSC02,MSC03,motor,0.37,30
26,MSC02,MSC03,mem,0.425,30
27,MSC02,MSC04,mixed,0.65,30
28,MSC02,MSC04,motor,0.59,30
29,MSC02,MSC04,mem,0.625,30
30,MSC02,MSC05,mixed,0.47,30
31,MSC02,MSC05,motor,0.4350000000000001,30
32,MSC02,MSC05,mem,0.33,30
33,MSC02,MSC06,mixed,0.465,30
34,MSC02,MSC06,motor,0.4166666666666667,30
35,MSC02,MSC06,mem,0.605,30
36,MSC02,MSC07,mixed,0.52,30
37,MSC02,MSC07,motor,0.4611111111111112,30
38,MSC02,MSC07,mem,0.545,30
39,MSC02,MSC10,mixed,0.5800000000000001,30
40,MSC02,MSC10,motor,0.51,30
41,MSC02,MSC10,mem,0.515,30
42,MSC03,MSC01,mixed,0.6399999999999999,30
43,MSC03,MSC01,motor,0.5499999999999999,30
44,MSC03,MSC01,mem,0.3625,30
45,MSC03,MSC02,mixed,0.3949999999999999,30
46,MSC03,MSC02,motor,0.365,30
47,MSC03,MSC02,mem,0.5562499999999999,30
48,MSC03,MSC04,mixed,0.375,30
49,MSC03,MSC04,motor,0.48,30
50,MSC03,MSC04,mem,0.3875,30
51,MSC03,MSC05,mixed,0.53,30
52,MSC03,MSC05,motor,0.535,30
53,MSC03,MSC05,mem,0.575,30
54,MSC03,MSC06,mixed,0.6849999999999999,30
55,MSC03,MSC06,motor,0.6666666666666667,30
56,MSC03,MSC06,mem,0.69375,30
57,MSC03,MSC07,mixed,0.51,30
58,MSC03,MSC07,motor,0.5833333333333333,30
59,MSC03,MSC07,mem,0.58125,30
60,MSC03,MSC10,mixed,0.3,30
61,MSC03,MSC10,motor,0.4400000000000001,30
62,MSC03,MSC10,mem,0.46875,30
63,MSC04,MSC01,mixed,0.365,30
64,MSC04,MSC01,motor,0.4750000000000001,30
65,MSC04,MSC01,mem,0.525,30
66,MSC04,MSC02,mixed,0.58,30
67,MSC04,MSC02,motor,0.615,30
68,MSC04,MSC02,mem,0.47,30
69,MSC04,MSC03,mixed,0.37,30
70,MSC04,MSC03,motor,0.3650000000000001,30
71,MSC04,MSC03,mem,0.43125,30
72,MSC04,MSC05,mixed,0.41,30
73,MSC04,MSC05,motor,0.6150000000000001,30
74,MSC04,MSC05,mem,0.355,30
75,MSC04,MSC06,mixed,0.46,30
76,MSC04,MSC06,motor,0.538888888888889,30
77,MSC04,MSC06,mem,0.4699999999999999,30
78,MSC04,MSC07,mixed,0.5199999999999999,30
79,MSC04,MSC07,motor,0.4555555555555556,30
80,MSC04,MSC07,mem,0.5599999999999998,30
81,MSC04,MSC10,mixed,0.505,30
82,MSC04,MSC10,motor,0.59,30
83,MSC04,MSC10,mem,0.425,30
84,MSC05,MSC01,mixed,0.6650000000000001,30
85,MSC05,MSC01,motor,0.7650000000000001,30
86,MSC05,MSC01,mem,0.6,30
87,MSC05,MSC02,mixed,0.4999999999999999,30
88,MSC05,MSC02,motor,0.485,30
89,MSC05,MSC02,mem,0.45,30
90,MSC05,MSC03,mixed,0.5199999999999999,30
91,MSC05,MSC03,motor,0.5549999999999999,30
92,MSC05,MSC03,mem,0.575,30
93,MSC05,MSC04,mixed,0.58,30
94,MSC05,MSC04,motor,0.655,30
95,MSC05,MSC04,mem,0.4000000000000001,30
96,MSC05,MSC06,mixed,0.4400000000000001,30
97,MSC05,MSC06,motor,0.6611111111111112,30
98,MSC05,MSC06,mem,0.6700000000000002,30
99,MSC05,MSC07,mixed,0.4,30
100,MSC05,MSC07,motor,0.4611111111111112,30
101,MSC05,MSC07,mem,0.3700000000000001,30
102,MSC05,MSC10,mixed,0.495,30
103,MSC05,MSC10,motor,0.5999999999999999,30
104,MSC05,MSC10,mem,0.6300000000000001,30
105,MSC06,MSC01,mixed,0.5099999999999999,30
106,MSC06,MSC01,motor,0.6277777777777778,30
107,MSC06,MSC01,mem,0.6849999999999999,30
108,MSC06,MSC02,mixed,0.47,30
109,MSC06,MSC02,motor,0.4222222222222222,30
110,MSC06,MSC02,mem,0.6,30
111,MSC06,MSC03,mixed,0.57,30
112,MSC06,MSC03,motor,0.6444444444444445,30
113,MSC06,MSC03,mem,0.60625,30
114,MSC06,MSC04,mixed,0.4,30
115,MSC06,MSC04,motor,0.55,30
116,MSC06,MSC04,mem,0.495,30
117,MSC06,MSC05,mixed,0.42,30
118,MSC06,MSC05,motor,0.4944444444444445,30
119,MSC06,MSC05,mem,0.59,30
120,MSC06,MSC07,mixed,0.625,30
121,MSC06,MSC07,motor,0.5123456790123456,30
122,MSC06,MSC07,mem,0.4300000000000001,30
123,MSC06,MSC10,mixed,0.475,30
124,MSC06,MSC10,motor,0.5388888888888889,30
125,MSC06,MSC10,mem,0.495,30
126,MSC07,MSC01,mixed,0.43,30
127,MSC07,MSC01,motor,0.4111111111111111,30
128,MSC07,MSC01,mem,0.47,30
129,MSC07,MSC02,mixed,0.505,30
130,MSC07,MSC02,motor,0.5277777777777778,30
131,MSC07,MSC02,mem,0.45,30
132,MSC07,MSC03,mixed,0.53,30
133,MSC07,MSC03,motor,0.5944444444444444,30
134,MSC07,MSC03,mem,0.5625,30
135,MSC07,MSC04,mixed,0.415,30
136,MSC07,MSC04,motor,0.3833333333333333,30
137,MSC07,MSC04,mem,0.575,30
138,MSC07,MSC05,mixed,0.49,30
139,MSC07,MSC05,motor,0.4388888888888889,30
140,MSC07,MSC05,mem,0.465,30
141,MSC07,MSC06,mixed,0.6000000000000001,30
142,MSC07,MSC06,motor,0.5185185185185186,30
143,MSC07,MSC06,mem,0.5349999999999999,30
144,MSC07,MSC10,mixed,0.505,30
145,MSC07,MSC10,motor,0.5,30
146,MSC07,MSC10,mem,0.5549999999999999,30
147,MSC10,MSC01,mixed,0.4550000000000001,30
148,MSC10,MSC01,motor,0.5449999999999999,30
149,MSC10,MSC01,mem,0.6200000000000001,30
150,MSC10,MSC02,mixed,0.39,30
151,MSC10,MSC02,motor,0.57,30
152,MSC10,MSC02,mem,0.4400000000000001,30
153,MSC10,MSC03,mixed,0.465,30
154,MSC10,MSC03,motor,0.4600000000000001,30
155,MSC10,MSC03,mem,0.5625,30
156,MSC10,MSC04,mixed,0.6300000000000001,30
157,MSC10,MSC04,motor,0.635,30
158,MSC10,MSC04,mem,0.5399999999999999,30
159,MSC10,MSC05,mixed,0.5149999999999999,30
160,MSC10,MSC05,motor,0.53,30
161,MSC10,MSC05,mem,0.5449999999999999,30
162,MSC10,MSC06,mixed,0.4500000000000001,30
163,MSC10,MSC06,motor,0.538888888888889,30
164,MSC10,MSC06,mem,0.52,30
165,MSC10,MSC07,mixed,0.535,30
166,MSC10,MSC07,motor,0.4944444444444445,30
167,MSC10,MSC07,mem,0.585,30
0,MSC01,MSC02,mixed,0.565,40
1,MSC01,MSC02,motor,0.55,40
2,MSC01,MSC02,mem,0.6249999999999999,40
3,MSC01,MSC03,mixed,0.335,40
4,MSC01,MSC03,motor,0.61,40
5,MSC01,MSC03,mem,0.35625,40
6,MSC01,MSC04,mixed,0.615,40
7,MSC01,MSC04,motor,0.4300000000000001,40
8,MSC01,MSC04,mem,0.5849999999999999,40
9,MSC01,MSC05,mixed,0.595,40
10,MSC01,MSC05,motor,0.5149999999999999,40
11,MSC01,MSC05,mem,0.6700000000000002,40
12,MSC01,MSC06,mixed,0.575,40
13,MSC01,MSC06,motor,0.5,40
14,MSC01,MSC06,mem,0.47,40
15,MSC01,MSC07,mixed,0.52,40
16,MSC01,MSC07,motor,0.33333333333333337,40
17,MSC01,MSC07,mem,0.58,40
18,MSC01,MSC10,mixed,0.5549999999999999,40
19,MSC01,MSC10,motor,0.6649999999999999,40
20,MSC01,MSC10,mem,0.5549999999999999,40
21,MSC02,MSC01,mixed,0.655,40
22,MSC02,MSC01,motor,0.4600000000000001,40
23,MSC02,MSC01,mem,0.6950000000000001,40
24,MSC02,MSC03,mixed,0.52,40
25,MSC02,MSC03,motor,0.425,40
26,MSC02,MSC03,mem,0.65,40
27,MSC02,MSC04,mixed,0.5,40
28,MSC02,MSC04,motor,0.39,40
29,MSC02,MSC04,mem,0.55,40
30,MSC02,MSC05,mixed,0.5549999999999999,40
31,MSC02,MSC05,motor,0.5,40
32,MSC02,MSC05,mem,0.625,40
33,MSC02,MSC06,mixed,0.515,40
34,MSC02,MSC06,motor,0.5833333333333333,40
35,MSC02,MSC06,mem,0.62,40
36,MSC02,MSC07,mixed,0.615,40
37,MSC02,MSC07,motor,0.5222222222222224,40
38,MSC02,MSC07,mem,0.55,40
39,MSC02,MSC10,mixed,0.47,40
40,MSC02,MSC10,motor,0.6399999999999999,40
41,MSC02,MSC10,mem,0.6900000000000001,40
42,MSC03,MSC01,mixed,0.64,40
43,MSC03,MSC01,motor,0.5599999999999999,40
44,MSC03,MSC01,mem,0.5,40
45,MSC03,MSC02,mixed,0.38,40
46,MSC03,MSC02,motor,0.4,40
47,MSC03,MSC02,mem,0.65,40
48,MSC03,MSC04,mixed,0.5549999999999999,40
49,MSC03,MSC04,motor,0.58,40
50,MSC03,MSC04,mem,0.5437500000000001,40
51,MSC03,MSC05,mixed,0.6199999999999999,40
52,MSC03,MSC05,motor,0.6,40
53,MSC03,MSC05,mem,0.55,40
54,MSC03,MSC06,mixed,0.5549999999999999,40
55,MSC03,MSC06,motor,0.5166666666666666,40
56,MSC03,MSC06,mem,0.475,40
57,MSC03,MSC07,mixed,0.28,40
58,MSC03,MSC07,motor,0.3166666666666667,40
59,MSC03,MSC07,mem,0.50625,40
60,MSC03,MSC10,mixed,0.605,40
61,MSC03,MSC10,motor,0.625,40
62,MSC03,MSC10,mem,0.4625,40
63,MSC04,MSC01,mixed,0.745,40
64,MSC04,MSC01,motor,0.445,40
65,MSC04,MSC01,mem,0.685,40
66,MSC04,MSC02,mixed,0.4300000000000001,40
67,MSC04,MSC02,motor,0.32,40
68,MSC04,MSC02,mem,0.595,40
69,MSC04,MSC03,mixed,0.585,40
70,MSC04,MSC03,motor,0.705,40
71,MSC04,MSC03,mem,0.50625,40
72,MSC04,MSC05,mixed,0.485,40
73,MSC04,MSC05,motor,0.4400000000000001,40
74,MSC04,MSC05,mem,0.495,40
75,MSC04,MSC06,mixed,0.5149999999999999,40
76,MSC04,MSC06,motor,0.6111111111111109,40
77,MSC04,MSC06,mem,0.6,40
78,MSC04,MSC07,mixed,0.4,40
79,MSC04,MSC07,motor,0.5333333333333334,40
80,MSC04,MSC07,mem,0.4000000000000001,40
81,MSC04,MSC10,mixed,0.615,40
82,MSC04,MSC10,motor,0.5850000000000001,40
83,MSC04,MSC10,mem,0.5349999999999999,40
84,MSC05,MSC01,mixed,0.625,40
85,MSC05,MSC01,motor,0.575,40
86,MSC05,MSC01,mem,0.6049999999999999,40
