train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.66
MSC01,MSC02,motor,0.5050000000000001
MSC01,MSC02,mem,0.7100000000000001
MSC01,MSC03,mixed,0.48
MSC01,MSC03,motor,0.495
MSC01,MSC03,mem,0.775
MSC01,MSC04,mixed,0.705
MSC01,MSC04,motor,0.465
MSC01,MSC04,mem,0.5800000000000001
MSC01,MSC05,mixed,0.6499999999999999
MSC01,MSC05,motor,0.6049999999999999
MSC01,MSC05,mem,0.635
MSC01,MSC06,mixed,0.525
MSC01,MSC06,motor,0.5666666666666667
MSC01,MSC06,mem,0.6900000000000002
MSC01,MSC07,mixed,0.505
MSC01,MSC07,motor,0.5111111111111112
MSC01,MSC07,mem,0.55
MSC01,MSC10,mixed,0.53
MSC01,MSC10,motor,0.6199999999999999
MSC01,MSC10,mem,0.6900000000000002
MSC02,MSC01,mixed,0.665
MSC02,MSC01,motor,0.48
MSC02,MSC01,mem,0.595
MSC02,MSC03,mixed,0.47000000000000003
MSC02,MSC03,motor,0.48500000000000004
MSC02,MSC03,mem,0.7375
MSC02,MSC04,mixed,0.7749999999999999
MSC02,MSC04,motor,0.755
MSC02,MSC04,mem,0.6500000000000001
MSC02,MSC05,mixed,0.6799999999999999
MSC02,MSC05,motor,0.6199999999999999
MSC02,MSC05,mem,0.7899999999999998
MSC02,MSC06,mixed,0.77
MSC02,MSC06,motor,0.6
MSC02,MSC06,mem,0.5449999999999999
MSC02,MSC07,mixed,0.51
MSC02,MSC07,motor,0.7999999999999999
MSC02,MSC07,mem,0.66
MSC02,MSC10,mixed,0.58
MSC02,MSC10,motor,0.7150000000000001
MSC02,MSC10,mem,0.545
MSC03,MSC01,mixed,0.465
MSC03,MSC01,motor,0.5049999999999999
MSC03,MSC01,mem,0.75
MSC03,MSC02,mixed,0.565
MSC03,MSC02,motor,0.5349999999999999
MSC03,MSC02,mem,0.7000000000000001
MSC03,MSC04,mixed,0.705
MSC03,MSC04,motor,0.6000000000000001
MSC03,MSC04,mem,0.5750000000000001
MSC03,MSC05,mixed,0.515
MSC03,MSC05,motor,0.5799999999999998
MSC03,MSC05,mem,0.75625
MSC03,MSC06,mixed,0.625
MSC03,MSC06,motor,0.5
MSC03,MSC06,mem,0.6124999999999999
MSC03,MSC07,mixed,0.515
MSC03,MSC07,motor,0.5166666666666667
MSC03,MSC07,mem,0.59375
MSC03,MSC10,mixed,0.48500000000000004
MSC03,MSC10,motor,0.58
MSC03,MSC10,mem,0.65625
MSC04,MSC01,mixed,0.57
MSC04,MSC01,motor,0.495
MSC04,MSC01,mem,0.575
MSC04,MSC02,mixed,0.74
MSC04,MSC02,motor,0.69
MSC04,MSC02,mem,0.59
MSC04,MSC03,mixed,0.6199999999999999
MSC04,MSC03,motor,0.5850000000000001
MSC04,MSC03,mem,0.7125
MSC04,MSC05,mixed,0.515
MSC04,MSC05,motor,0.6400000000000001
MSC04,MSC05,mem,0.5999999999999999
MSC04,MSC06,mixed,0.6800000000000002
MSC04,MSC06,motor,0.6888888888888889
MSC04,MSC06,mem,0.63
MSC04,MSC07,mixed,0.54
MSC04,MSC07,motor,0.6722222222222223
MSC04,MSC07,mem,0.7050000000000001
MSC04,MSC10,mixed,0.5800000000000001
MSC04,MSC10,motor,0.8149999999999998
MSC04,MSC10,mem,0.58
MSC05,MSC01,mixed,0.6450000000000001
MSC05,MSC01,motor,0.5799999999999998
MSC05,MSC01,mem,0.51
MSC05,MSC02,mixed,0.665
MSC05,MSC02,motor,0.6500000000000001
MSC05,MSC02,mem,0.74
MSC05,MSC03,mixed,0.48500000000000004
MSC05,MSC03,motor,0.6399999999999999
MSC05,MSC03,mem,0.79375
MSC05,MSC04,mixed,0.7350000000000001
MSC05,MSC04,motor,0.75
MSC05,MSC04,mem,0.5949999999999999
MSC05,MSC06,mixed,0.5549999999999999
MSC05,MSC06,motor,0.611111111111111
MSC05,MSC06,mem,0.68
