train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.8800000000000001
MSC01,MSC02,motor,0.8549999999999999
MSC01,MSC02,mem,0.9800000000000001
MSC01,MSC03,mixed,0.62
MSC01,MSC03,motor,0.9549999999999998
MSC01,MSC03,mem,0.91875
MSC01,MSC04,mixed,0.77
MSC01,MSC04,motor,0.93
MSC01,MSC04,mem,0.945
MSC01,MSC05,mixed,0.9349999999999999
MSC01,MSC05,motor,0.9850000000000001
MSC01,MSC05,mem,0.9549999999999998
MSC01,MSC06,mixed,0.72
MSC01,MSC06,motor,0.9166666666666667
MSC01,MSC06,mem,0.8899999999999999
MSC01,MSC07,mixed,0.635
MSC01,MSC07,motor,0.9722222222222223
MSC01,MSC07,mem,0.8149999999999998
MSC01,MSC10,mixed,0.7300000000000001
MSC01,MSC10,motor,0.875
MSC01,MSC10,mem,0.8549999999999999
MSC02,MSC01,mixed,0.7000000000000001
MSC02,MSC01,motor,0.5
MSC02,MSC01,mem,0.76
MSC02,MSC03,mixed,0.745
MSC02,MSC03,motor,0.7000000000000001
MSC02,MSC03,mem,0.68125
MSC02,MSC04,mixed,0.505
MSC02,MSC04,motor,0.51
MSC02,MSC04,mem,0.9700000000000001
MSC02,MSC05,mixed,0.615
MSC02,MSC05,motor,0.7300000000000001
MSC02,MSC05,mem,0.9199999999999999
MSC02,MSC06,mixed,0.525
MSC02,MSC06,motor,0.6833333333333333
MSC02,MSC06,mem,0.845
MSC02,MSC07,mixed,0.8300000000000001
MSC02,MSC07,motor,0.5333333333333333
MSC02,MSC07,mem,0.9200000000000002
MSC02,MSC10,mixed,0.57
MSC02,MSC10,motor,0.5599999999999998
MSC02,MSC10,mem,0.8549999999999999
MSC03,MSC01,mixed,0.5
MSC03,MSC01,motor,0.69
MSC03,MSC01,mem,0.59375
MSC03,MSC02,mixed,0.705
MSC03,MSC02,motor,0.9200000000000002
MSC03,MSC02,mem,0.8562499999999998
MSC03,MSC04,mixed,0.5199999999999999
MSC03,MSC04,motor,0.9550000000000001
MSC03,MSC04,mem,0.75
MSC03,MSC05,mixed,0.8349999999999997
MSC03,MSC05,motor,0.8249999999999998
MSC03,MSC05,mem,0.80625
MSC03,MSC06,mixed,0.565
MSC03,MSC06,motor,0.9944444444444445
MSC03,MSC06,mem,0.9000000000000001
MSC03,MSC07,mixed,0.5449999999999999
MSC03,MSC07,motor,0.6611111111111111
MSC03,MSC07,mem,0.65625
MSC03,MSC10,mixed,0.515
MSC03,MSC10,motor,0.74
MSC03,MSC10,mem,0.76875
MSC04,MSC01,mixed,0.505
MSC04,MSC01,motor,0.6049999999999999
MSC04,MSC01,mem,0.5900000000000001
MSC04,MSC02,mixed,0.8149999999999998
MSC04,MSC02,motor,0.945
MSC04,MSC02,mem,0.9099999999999999
MSC04,MSC03,mixed,0.6049999999999999
MSC04,MSC03,motor,0.86
MSC04,MSC03,mem,0.7125
MSC04,MSC05,mixed,0.8699999999999999
MSC04,MSC05,motor,0.925
MSC04,MSC05,mem,0.9649999999999999
MSC04,MSC06,mixed,0.9149999999999998
MSC04,MSC06,motor,0.9166666666666666
MSC04,MSC06,mem,0.9800000000000001
MSC04,MSC07,mixed,0.5
MSC04,MSC07,motor,0.6944444444444444
MSC04,MSC07,mem,0.6649999999999999
MSC04,MSC10,mixed,0.6500000000000001
MSC04,MSC10,motor,0.8700000000000001
MSC04,MSC10,mem,0.775
MSC05,MSC01,mixed,0.925
MSC05,MSC01,motor,0.635
MSC05,MSC01,mem,0.8049999999999999
MSC05,MSC02,mixed,0.5499999999999999
MSC05,MSC02,motor,0.8699999999999999
MSC05,MSC02,mem,0.89
MSC05,MSC03,mixed,0.7300000000000002
MSC05,MSC03,motor,0.645
MSC05,MSC03,mem,0.85
MSC05,MSC04,mixed,0.75
MSC05,MSC04,motor,0.565
