,test_task,train_task,Mean,Std
0,mem,mixed,0.5354017857142856,0.07636861383167451
1,mem,motor,0.5184697420634921,0.0801385912458429
2,mixed,mem,0.5452901785714286,0.08593734208958338
3,mixed,motor,0.5500198412698414,0.08495102994771452
4,motor,mem,0.5280481150793651,0.10942401433309124
5,motor,mixed,0.5375099206349206,0.10563962580169532
