,test_task,train_task,Mean,Std
0,mem,mixed,0.84125,0.14334648333919567
1,mem,motor,0.6350000000000001,0.09746794344808964
2,mixed,mem,0.635,0.11019463300386803
3,mixed,motor,0.5874999999999999,0.12615183595289342
4,motor,mem,0.788125,0.08867829094944424
5,motor,mixed,0.8525,0.07582875444051555
