,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.9000000000000001
1,mixed,mem,MSC01,0.7300000000000001
2,motor,mixed,MSC01,0.8800000000000001
3,motor,mem,MSC01,0.64
4,mem,mixed,MSC01,0.805
5,mem,motor,MSC01,0.85
6,mixed,motor,MSC02,0.72
7,mixed,mem,MSC02,0.565
8,motor,mixed,MSC02,0.505
9,motor,mem,MSC02,0.52
10,mem,mixed,MSC02,0.5249999999999999
11,mem,motor,MSC02,0.7749999999999999
12,mixed,motor,MSC03,0.9299999999999999
13,mixed,mem,MSC03,0.7949999999999998
14,motor,mixed,MSC03,0.5999999999999999
15,motor,mem,MSC03,0.6199999999999999
16,mem,mixed,MSC03,0.5999999999999999
17,mem,motor,MSC03,0.7999999999999999
18,mixed,motor,MSC04,0.915
19,mixed,mem,MSC04,0.9550000000000001
20,motor,mixed,MSC04,0.615
21,motor,mem,MSC04,0.8150000000000001
22,mem,mixed,MSC04,0.755
23,mem,motor,MSC04,0.8399999999999999
24,mixed,motor,MSC05,0.915
25,mixed,mem,MSC05,1.0
26,motor,mixed,MSC05,0.5499999999999999
27,motor,mem,MSC05,0.675
28,mem,mixed,MSC05,0.7200000000000001
29,mem,motor,MSC05,0.8649999999999999
30,mixed,motor,MSC06,0.8500000000000002
31,mixed,mem,MSC06,0.945
32,motor,mixed,MSC06,0.5499999999999999
33,motor,mem,MSC06,0.6550000000000001
34,mem,mixed,MSC06,0.585
35,mem,motor,MSC06,0.8399999999999999
36,mixed,motor,MSC07,0.7949999999999999
37,mixed,mem,MSC07,0.835
38,motor,mixed,MSC07,0.5
39,motor,mem,MSC07,0.5
40,mem,mixed,MSC07,0.58
41,mem,motor,MSC07,0.595
42,mixed,motor,MSC10,0.7949999999999999
43,mixed,mem,MSC10,0.905
44,motor,mixed,MSC10,0.5
45,motor,mem,MSC10,0.655
46,mem,mixed,MSC10,0.51
47,mem,motor,MSC10,0.7399999999999999
