,test_task,train_task,Mean,Std
0,mem,mixed,0.6555133928571427,0.21332284229459086
1,mem,motor,0.6233382936507937,0.20700475692924056
2,mixed,mem,0.7151785714285713,0.24074310012903846
3,mixed,motor,0.6809920634920633,0.22758162813973098
4,motor,mem,0.7826661706349206,0.24097372269733827
5,motor,mixed,0.7750396825396825,0.24065555010241044
