task,acc
mixed,0.585
motor,0.6599999999999999
mem,0.695
mixed,0.505
motor,0.7649999999999999
mem,0.7150000000000001
mixed,0.56
motor,0.7350000000000001
mem,0.755
mixed,0.565
motor,0.9000000000000001
mem,0.9450000000000001
mixed,0.5549999999999999
motor,0.885
mem,0.945
mixed,0.89
motor,0.99
mem,0.9949999999999999
mixed,0.635
motor,0.6299999999999999
mem,0.86
mixed,0.73
motor,0.51
mem,0.8850000000000001
mixed,0.75
motor,0.73
mem,0.6700000000000002
mixed,0.5549999999999999
motor,0.585
mem,0.8400000000000001
mixed,0.625
motor,0.5
mem,0.95
mixed,0.645
motor,0.5549999999999999
mem,0.9250000000000002
mixed,0.915
motor,0.53
mem,0.9400000000000001
mixed,0.49000000000000005
motor,0.505
mem,0.8399999999999999
mixed,0.5349999999999999
motor,0.8750000000000002
mem,0.8700000000000001
mixed,0.705
motor,0.825
mem,0.8350000000000002
mixed,0.6950000000000001
motor,0.925
mem,0.82
mixed,0.82
motor,0.875
mem,0.905
mixed,0.5
motor,0.7300000000000001
mem,0.7150000000000001
mixed,0.5599999999999999
motor,0.8099999999999999
mem,0.665
mixed,0.505
motor,0.8550000000000001
mem,0.765
mixed,0.565
motor,0.7150000000000001
mem,0.7450000000000001
mixed,0.805
motor,0.89
mem,0.9000000000000001
mixed,0.63
motor,0.8749999999999998
mem,0.7150000000000001
mixed,0.8699999999999999
motor,0.8700000000000001
mem,0.9100000000000001
mixed,0.7999999999999999
motor,0.755
mem,0.9949999999999999
mixed,0.8049999999999999
motor,0.915
mem,0.835
mixed,0.8549999999999999
motor,0.9299999999999999
mem,0.8799999999999999
mixed,0.53
motor,0.7999999999999999
mem,0.5849999999999999
mixed,0.5
motor,0.5999999999999999
mem,0.51
mixed,0.635
motor,0.9
mem,0.6599999999999999
mixed,0.585
motor,0.8349999999999997
mem,0.595
mixed,0.57
motor,0.5999999999999999
mem,0.6950000000000001
mixed,0.6699999999999999
motor,0.8549999999999999
mem,0.825
mixed,0.5900000000000001
motor,0.755
mem,0.64
mixed,0.7550000000000001
motor,0.9600000000000002
mem,0.8550000000000001
mixed,0.77
motor,0.7
mem,0.8549999999999999
mixed,0.72
motor,0.95
mem,0.82
mixed,0.805
motor,0.95
mem,0.8399999999999999
mixed,0.7150000000000001
motor,0.63
mem,0.9400000000000001
mixed,0.8299999999999998
motor,0.99
mem,0.8800000000000001
mixed,0.5900000000000001
motor,0.925
mem,0.82
mixed,0.95
motor,0.57
mem,0.5549999999999999
mixed,0.9299999999999999
motor,0.57
mem,0.575
mixed,0.655
motor,0.76
mem,0.59
mixed,0.925
motor,0.905
mem,0.835
mixed,0.7499999999999998
motor,0.9400000000000001
mem,0.7249999999999999
mixed,0.6950000000000001
motor,0.78
mem,0.8800000000000001
mixed,0.71
motor,0.8700000000000001
mem,0.5549999999999999
mixed,0.5449999999999999
motor,0.8699999999999999
mem,0.565
mixed,0.595
motor,0.7749999999999999
mem,0.7449999999999999
mixed,0.585
motor,0.7300000000000001
mem,0.5599999999999999
mixed,0.915
motor,0.905
mem,0.8350000000000002
mixed,0.5
motor,0.6900000000000002
mem,0.89
mixed,0.64
motor,0.74
mem,0.82
mixed,0.5849999999999999
motor,0.8950000000000001
mem,0.8150000000000001
