,test_task,train_task,Mean,Std
0,mem,mixed,0.795,0.13659390446444566
1,mem,motor,0.6500000000000001,0.12030662579644696
2,mixed,mem,0.6825000000000002,0.13005565610234152
3,mixed,motor,0.575,0.07863975156570492
4,motor,mem,0.76,0.13726654823065193
5,motor,mixed,0.755,0.14132828524582863
