sub,mixed,motor,mem
MSC01,0.95,0.9,0.7
MSC02,0.55,0.65,0.8
MSC03,0.85,1.0,0.7291666666666666
MSC04,0.95,0.95,0.95
MSC05,0.75,0.75,0.95
MSC06,0.8,0.9444444444444444,0.7
MSC07,0.9,0.8888888888888888,0.8
MSC10,0.7,0.95,0.85
