,train_sub,test_sub,task,acc
0,MSC01,MSC02,mixed,0.4600000000000001
1,MSC01,MSC02,motor,0.475
2,MSC01,MSC02,mem,0.375
3,MSC01,MSC03,mixed,0.6599999999999999
4,MSC01,MSC03,motor,0.5549999999999999
5,MSC01,MSC03,mem,0.40499999999999997
6,MSC01,MSC04,mixed,0.7050000000000001
7,MSC01,MSC04,motor,0.635
8,MSC01,MSC04,mem,0.5499999999999999
9,MSC01,MSC05,mixed,0.5399999999999999
10,MSC01,MSC05,motor,0.5
11,MSC01,MSC05,mem,0.5
12,MSC01,MSC06,mixed,0.7050000000000001
13,MSC01,MSC06,motor,0.7749999999999999
14,MSC01,MSC06,mem,0.575
15,MSC01,MSC07,mixed,0.5149999999999999
16,MSC01,MSC07,motor,0.6799999999999999
17,MSC01,MSC07,mem,0.425
18,MSC01,MSC10,mixed,0.635
19,MSC01,MSC10,motor,0.5650000000000001
20,MSC01,MSC10,mem,0.5999999999999999
21,MSC02,MSC01,mixed,0.835
22,MSC02,MSC01,motor,0.7000000000000002
23,MSC02,MSC01,mem,0.345
24,MSC02,MSC03,mixed,0.54
25,MSC02,MSC03,motor,0.505
26,MSC02,MSC03,mem,0.5799999999999998
27,MSC02,MSC04,mixed,0.715
28,MSC02,MSC04,motor,0.495
29,MSC02,MSC04,mem,0.49000000000000005
30,MSC02,MSC05,mixed,0.57
31,MSC02,MSC05,motor,0.555
32,MSC02,MSC05,mem,0.5
33,MSC02,MSC06,mixed,0.58
34,MSC02,MSC06,motor,0.5499999999999999
35,MSC02,MSC06,mem,0.45500000000000007
36,MSC02,MSC07,mixed,0.495
37,MSC02,MSC07,motor,0.5850000000000001
38,MSC02,MSC07,mem,0.4800000000000001
39,MSC02,MSC10,mixed,0.5349999999999999
40,MSC02,MSC10,motor,0.505
41,MSC02,MSC10,mem,0.45000000000000007
42,MSC03,MSC01,mixed,0.75
43,MSC03,MSC01,motor,0.76
44,MSC03,MSC01,mem,0.51
45,MSC03,MSC02,mixed,0.63
46,MSC03,MSC02,motor,0.4
47,MSC03,MSC02,mem,0.62
48,MSC03,MSC04,mixed,0.5149999999999999
49,MSC03,MSC04,motor,0.5149999999999999
50,MSC03,MSC04,mem,0.605
51,MSC03,MSC05,mixed,0.5
52,MSC03,MSC05,motor,0.5
53,MSC03,MSC05,mem,0.39499999999999996
54,MSC03,MSC06,mixed,0.5
55,MSC03,MSC06,motor,0.66
56,MSC03,MSC06,mem,0.41500000000000004
57,MSC03,MSC07,mixed,0.5299999999999999
58,MSC03,MSC07,motor,0.675
59,MSC03,MSC07,mem,0.35500000000000004
60,MSC03,MSC10,mixed,0.5399999999999999
61,MSC03,MSC10,motor,0.515
62,MSC03,MSC10,mem,0.40499999999999997
63,MSC04,MSC01,mixed,0.725
64,MSC04,MSC01,motor,0.5349999999999999
65,MSC04,MSC01,mem,0.6049999999999999
66,MSC04,MSC02,mixed,0.505
67,MSC04,MSC02,motor,0.5
68,MSC04,MSC02,mem,0.5399999999999999
69,MSC04,MSC03,mixed,0.5
70,MSC04,MSC03,motor,0.5
71,MSC04,MSC03,mem,0.45500000000000007
72,MSC04,MSC05,mixed,0.6450000000000001
73,MSC04,MSC05,motor,0.5749999999999998
74,MSC04,MSC05,mem,0.5999999999999999
75,MSC04,MSC06,mixed,0.615
76,MSC04,MSC06,motor,0.5499999999999999
77,MSC04,MSC06,mem,0.41
78,MSC04,MSC07,mixed,0.62
79,MSC04,MSC07,motor,0.7000000000000001
80,MSC04,MSC07,mem,0.48500000000000004
81,MSC04,MSC10,mixed,0.655
82,MSC04,MSC10,motor,0.36500000000000005
83,MSC04,MSC10,mem,0.41000000000000003
84,MSC05,MSC01,mixed,0.5
85,MSC05,MSC01,motor,0.615
86,MSC05,MSC01,mem,0.5549999999999999
87,MSC05,MSC02,mixed,0.5
88,MSC05,MSC02,motor,0.5
89,MSC05,MSC02,mem,0.495
90,MSC05,MSC03,mixed,0.5
91,MSC05,MSC03,motor,0.49000000000000005
92,MSC05,MSC03,mem,0.385
93,MSC05,MSC04,mixed,0.76
94,MSC05,MSC04,motor,0.605
95,MSC05,MSC04,mem,0.655
96,MSC05,MSC06,mixed,0.5399999999999999
97,MSC05,MSC06,motor,0.5349999999999999
98,MSC05,MSC06,mem,0.45500000000000007
99,MSC05,MSC07,mixed,0.6099999999999999
100,MSC05,MSC07,motor,0.675
101,MSC05,MSC07,mem,0.51
102,MSC05,MSC10,mixed,0.515
103,MSC05,MSC10,motor,0.47000000000000003
104,MSC05,MSC10,mem,0.4250000000000001
105,MSC06,MSC01,mixed,0.9099999999999998
106,MSC06,MSC01,motor,0.75
107,MSC06,MSC01,mem,0.545
108,MSC06,MSC02,mixed,0.5
109,MSC06,MSC02,motor,0.495
110,MSC06,MSC02,mem,0.47000000000000003
111,MSC06,MSC03,mixed,0.505
112,MSC06,MSC03,motor,0.465
113,MSC06,MSC03,mem,0.37499999999999994
114,MSC06,MSC04,mixed,0.9299999999999999
115,MSC06,MSC04,motor,0.615
116,MSC06,MSC04,mem,0.495
117,MSC06,MSC05,mixed,0.77
118,MSC06,MSC05,motor,0.5949999999999999
119,MSC06,MSC05,mem,0.515
120,MSC06,MSC07,mixed,0.645
121,MSC06,MSC07,motor,0.675
122,MSC06,MSC07,mem,0.575
123,MSC06,MSC10,mixed,0.67
124,MSC06,MSC10,motor,0.5599999999999999
125,MSC06,MSC10,mem,0.62
126,MSC07,MSC01,mixed,0.8950000000000001
127,MSC07,MSC01,motor,0.86
128,MSC07,MSC01,mem,0.55
129,MSC07,MSC02,mixed,0.5399999999999999
130,MSC07,MSC02,motor,0.495
131,MSC07,MSC02,mem,0.425
132,MSC07,MSC03,mixed,0.59
133,MSC07,MSC03,motor,0.5
134,MSC07,MSC03,mem,0.29500000000000004
135,MSC07,MSC04,mixed,0.805
136,MSC07,MSC04,motor,0.665
137,MSC07,MSC04,mem,0.35500000000000004
138,MSC07,MSC05,mixed,0.565
139,MSC07,MSC05,motor,0.5149999999999999
140,MSC07,MSC05,mem,0.5700000000000001
141,MSC07,MSC06,mixed,0.745
142,MSC07,MSC06,motor,0.7649999999999999
143,MSC07,MSC06,mem,0.625
144,MSC07,MSC10,mixed,0.58
145,MSC07,MSC10,motor,0.575
146,MSC07,MSC10,mem,0.5199999999999999
147,MSC10,MSC01,mixed,0.78
148,MSC10,MSC01,motor,0.4800000000000001
149,MSC10,MSC01,mem,0.4
150,MSC10,MSC02,mixed,0.5349999999999999
151,MSC10,MSC02,motor,0.4950000000000001
152,MSC10,MSC02,mem,0.4400000000000001
153,MSC10,MSC03,mixed,0.5149999999999999
154,MSC10,MSC03,motor,0.52
155,MSC10,MSC03,mem,0.5
156,MSC10,MSC04,mixed,0.835
157,MSC10,MSC04,motor,0.26
158,MSC10,MSC04,mem,0.5450000000000002
