,test_task,train_task,Mean,Std
0,mem,mixed,0.58359375,0.08113473029613934
1,mem,motor,0.579325396825397,0.08270532058889389
2,mixed,mem,0.5699776785714284,0.08227534531826813
3,mixed,motor,0.5621626984126985,0.08240218352256519
4,motor,mem,0.575828373015873,0.0776097163542748
5,motor,mixed,0.5864285714285715,0.07667565875702222
