train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.445
mixed,mem,MSC01,MSC02,0.6050000000000001
motor,mixed,MSC01,MSC02,0.49000000000000005
motor,mem,MSC01,MSC02,0.4000000000000001
mem,mixed,MSC01,MSC02,0.595
mem,motor,MSC01,MSC02,0.385
mixed,motor,MSC01,MSC03,0.5
mixed,mem,MSC01,MSC03,0.56875
motor,mixed,MSC01,MSC03,0.41500000000000004
motor,mem,MSC01,MSC03,0.525
mem,mixed,MSC01,MSC03,0.45499999999999996
mem,motor,MSC01,MSC03,0.5
mixed,motor,MSC01,MSC04,0.64
mixed,mem,MSC01,MSC04,0.65
motor,mixed,MSC01,MSC04,0.5799999999999998
motor,mem,MSC01,MSC04,0.6000000000000001
mem,mixed,MSC01,MSC04,0.565
mem,motor,MSC01,MSC04,0.5599999999999999
mixed,motor,MSC01,MSC05,0.5349999999999999
mixed,mem,MSC01,MSC05,0.53
motor,mixed,MSC01,MSC05,0.5249999999999999
motor,mem,MSC01,MSC05,0.45500000000000007
mem,mixed,MSC01,MSC05,0.525
mem,motor,MSC01,MSC05,0.43
mixed,motor,MSC01,MSC06,0.5166666666666666
mixed,mem,MSC01,MSC06,0.51
motor,mixed,MSC01,MSC06,0.36000000000000004
motor,mem,MSC01,MSC06,0.31999999999999995
mem,mixed,MSC01,MSC06,0.34500000000000003
mem,motor,MSC01,MSC06,0.4222222222222222
mixed,motor,MSC01,MSC07,0.48888888888888893
mixed,mem,MSC01,MSC07,0.525
motor,mixed,MSC01,MSC07,0.5549999999999999
motor,mem,MSC01,MSC07,0.5449999999999999
mem,mixed,MSC01,MSC07,0.51
mem,motor,MSC01,MSC07,0.5611111111111111
mixed,motor,MSC01,MSC10,0.5599999999999999
mixed,mem,MSC01,MSC10,0.6799999999999999
motor,mixed,MSC01,MSC10,0.355
motor,mem,MSC01,MSC10,0.5449999999999999
mem,mixed,MSC01,MSC10,0.515
mem,motor,MSC01,MSC10,0.555
mixed,motor,MSC02,MSC01,0.4800000000000001
mixed,mem,MSC02,MSC01,0.53
motor,mixed,MSC02,MSC01,0.54
motor,mem,MSC02,MSC01,0.41999999999999993
mem,mixed,MSC02,MSC01,0.5249999999999999
mem,motor,MSC02,MSC01,0.44000000000000006
mixed,motor,MSC02,MSC03,0.5
mixed,mem,MSC02,MSC03,0.5
motor,mixed,MSC02,MSC03,0.45500000000000007
motor,mem,MSC02,MSC03,0.4625
mem,mixed,MSC02,MSC03,0.505
mem,motor,MSC02,MSC03,0.525
mixed,motor,MSC02,MSC04,0.48500000000000004
mixed,mem,MSC02,MSC04,0.505
motor,mixed,MSC02,MSC04,0.45
motor,mem,MSC02,MSC04,0.5249999999999999
mem,mixed,MSC02,MSC04,0.495
mem,motor,MSC02,MSC04,0.49000000000000005
mixed,motor,MSC02,MSC05,0.5549999999999999
