train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.41500000000000004
mixed,mem,MSC01,MSC02,0.42000000000000004
motor,mixed,MSC01,MSC02,0.6700000000000002
motor,mem,MSC01,MSC02,0.43500000000000005
mem,mixed,MSC01,MSC02,0.6049999999999999
mem,motor,MSC01,MSC02,0.5050000000000001
mixed,motor,MSC01,MSC03,0.4450000000000001
mixed,mem,MSC01,MSC03,0.525
motor,mixed,MSC01,MSC03,0.4600000000000001
motor,mem,MSC01,MSC03,0.4875
mem,mixed,MSC01,MSC03,0.505
mem,motor,MSC01,MSC03,0.46500000000000014
mixed,motor,MSC01,MSC04,0.5599999999999999
mixed,mem,MSC01,MSC04,0.655
motor,mixed,MSC01,MSC04,0.57
motor,mem,MSC01,MSC04,0.64
mem,mixed,MSC01,MSC04,0.6300000000000001
mem,motor,MSC01,MSC04,0.615
mixed,motor,MSC01,MSC05,0.51
mixed,mem,MSC01,MSC05,0.5149999999999999
motor,mixed,MSC01,MSC05,0.5799999999999998
motor,mem,MSC01,MSC05,0.55
mem,mixed,MSC01,MSC05,0.625
mem,motor,MSC01,MSC05,0.58
mixed,motor,MSC01,MSC06,0.5111111111111111
mixed,mem,MSC01,MSC06,0.4950000000000001
motor,mixed,MSC01,MSC06,0.475
motor,mem,MSC01,MSC06,0.5399999999999999
mem,mixed,MSC01,MSC06,0.53
mem,motor,MSC01,MSC06,0.5555555555555556
mixed,motor,MSC01,MSC07,0.27777777777777773
mixed,mem,MSC01,MSC07,0.49000000000000005
motor,mixed,MSC01,MSC07,0.5
motor,mem,MSC01,MSC07,0.49000000000000005
mem,mixed,MSC01,MSC07,0.32
mem,motor,MSC01,MSC07,0.4222222222222222
mixed,motor,MSC01,MSC10,0.41500000000000004
mixed,mem,MSC01,MSC10,0.515
motor,mixed,MSC01,MSC10,0.38000000000000006
motor,mem,MSC01,MSC10,0.44000000000000006
mem,mixed,MSC01,MSC10,0.565
mem,motor,MSC01,MSC10,0.46499999999999997
mixed,motor,MSC02,MSC01,0.57
mixed,mem,MSC02,MSC01,0.58
motor,mixed,MSC02,MSC01,0.36
motor,mem,MSC02,MSC01,0.465
mem,mixed,MSC02,MSC01,0.36000000000000004
mem,motor,MSC02,MSC01,0.41500000000000004
mixed,motor,MSC02,MSC03,0.44000000000000006
mixed,mem,MSC02,MSC03,0.50625
motor,mixed,MSC02,MSC03,0.445
motor,mem,MSC02,MSC03,0.5125
mem,mixed,MSC02,MSC03,0.52
mem,motor,MSC02,MSC03,0.5800000000000001
mixed,motor,MSC02,MSC04,0.56
mixed,mem,MSC02,MSC04,0.525
motor,mixed,MSC02,MSC04,0.6200000000000001
motor,mem,MSC02,MSC04,0.525
mem,mixed,MSC02,MSC04,0.515
mem,motor,MSC02,MSC04,0.495
mixed,motor,MSC02,MSC05,0.7649999999999999
mixed,mem,MSC02,MSC05,0.595
motor,mixed,MSC02,MSC05,0.37000000000000005
motor,mem,MSC02,MSC05,0.43500000000000005
mem,mixed,MSC02,MSC05,0.5149999999999999
mem,motor,MSC02,MSC05,0.53
mixed,motor,MSC02,MSC06,0.5888888888888889
mixed,mem,MSC02,MSC06,0.7150000000000001
motor,mixed,MSC02,MSC06,0.6399999999999999
motor,mem,MSC02,MSC06,0.53
mem,mixed,MSC02,MSC06,0.7250000000000001
mem,motor,MSC02,MSC06,0.5333333333333333
mixed,motor,MSC02,MSC07,0.49444444444444446
mixed,mem,MSC02,MSC07,0.36
motor,mixed,MSC02,MSC07,0.6300000000000001
motor,mem,MSC02,MSC07,0.47000000000000003
mem,mixed,MSC02,MSC07,0.6250000000000001
mem,motor,MSC02,MSC07,0.5722222222222222
mixed,motor,MSC02,MSC10,0.625
mixed,mem,MSC02,MSC10,0.575
motor,mixed,MSC02,MSC10,0.485
motor,mem,MSC02,MSC10,0.575
mem,mixed,MSC02,MSC10,0.625
mem,motor,MSC02,MSC10,0.7
mixed,motor,MSC03,MSC01,0.44000000000000006
mixed,mem,MSC03,MSC01,0.505
motor,mixed,MSC03,MSC01,0.30999999999999994
motor,mem,MSC03,MSC01,0.45
mem,mixed,MSC03,MSC01,0.48125000000000007
mem,motor,MSC03,MSC01,0.5125000000000001
mixed,motor,MSC03,MSC02,0.48999999999999994
mixed,mem,MSC03,MSC02,0.45499999999999996
motor,mixed,MSC03,MSC02,0.515
motor,mem,MSC03,MSC02,0.42000000000000004
mem,mixed,MSC03,MSC02,0.36250000000000004
