,acc,train,test,train_task,test_task
0,0.6,MSC06,MSC04,mixed,mixed
1,0.6,MSC06,MSC04,mixed,mixed
2,0.6,MSC06,MSC04,mixed,mixed
3,0.6,MSC06,MSC04,mixed,mixed
4,0.6,MSC06,MSC04,mixed,mixed
5,0.75,MSC06,MSC04,mixed,mixed
6,0.75,MSC06,MSC04,mixed,mixed
7,1.0,MSC06,MSC04,mixed,mixed
8,0.8,MSC06,MSC04,mixed,mixed
9,0.65,MSC06,MSC04,mixed,mixed
