,acc,train,test,train_task,test_task
0,0.75,MSC05,MSC10,mixed,mixed
1,0.9,MSC05,MSC10,mixed,mixed
2,0.7,MSC05,MSC10,mixed,mixed
3,0.9,MSC05,MSC10,mixed,mixed
4,0.75,MSC05,MSC10,mixed,mixed
5,0.7,MSC05,MSC10,mixed,mixed
6,0.7,MSC05,MSC10,mixed,mixed
7,0.85,MSC05,MSC10,mixed,mixed
8,0.9,MSC05,MSC10,mixed,mixed
9,0.75,MSC05,MSC10,mixed,mixed
