,acc,train,test,train_task,test_task
0,0.75,MSC03,MSC06,mem,mem
1,0.65,MSC03,MSC06,mem,mem
2,0.6,MSC03,MSC06,mem,mem
3,0.6,MSC03,MSC06,mem,mem
4,0.6,MSC03,MSC06,mem,mem
5,0.75,MSC03,MSC06,mem,mem
6,0.9,MSC03,MSC06,mem,mem
7,0.65,MSC03,MSC06,mem,mem
