,acc,train,test,train_task,test_task
0,0.9,MSC07,MSC04,motor,motor
1,0.8,MSC07,MSC04,motor,motor
2,0.9,MSC07,MSC04,motor,motor
3,0.85,MSC07,MSC04,motor,motor
4,0.9,MSC07,MSC04,motor,motor
5,0.95,MSC07,MSC04,motor,motor
6,0.85,MSC07,MSC04,motor,motor
7,0.9,MSC07,MSC04,motor,motor
8,0.95,MSC07,MSC04,motor,motor
