,acc,train,test,train_task,test_task
0,0.95,MSC06,MSC04,mem,mem
1,1.0,MSC06,MSC04,mem,mem
2,1.0,MSC06,MSC04,mem,mem
3,1.0,MSC06,MSC04,mem,mem
4,1.0,MSC06,MSC04,mem,mem
5,1.0,MSC06,MSC04,mem,mem
6,1.0,MSC06,MSC04,mem,mem
7,0.9,MSC06,MSC04,mem,mem
8,1.0,MSC06,MSC04,mem,mem
9,1.0,MSC06,MSC04,mem,mem
