sub,mixed,motor,mem
MSC01,0.95,1.0,1.0
MSC02,1.0,1.0,0.85
MSC03,1.0,1.0,0.875
MSC04,1.0,1.0,1.0
MSC05,1.0,0.95,1.0
MSC06,0.9583333333333333,1.0,0.9444444444444444
MSC07,0.8888888888888888,1.0,0.9444444444444444
MSC10,0.95,1.0,0.95
