sub,task,acc,features
MSC02,mem,0.95,125
MSC03,semantic,0.85,125
MSC03,glass,0.7,125
MSC03,motor,0.75,125
MSC03,mem,0.9,125
MSC04,semantic,0.95,125
MSC04,glass,0.95,125
MSC04,motor,0.95,125
MSC04,mem,1.0,125
MSC05,semantic,0.9,125
MSC05,glass,0.9,125
MSC05,motor,1.0,125
MSC05,mem,1.0,125
MSC06,semantic,0.75,125
MSC06,glass,0.6111111111111112,125
MSC06,motor,0.95,125
MSC06,mem,0.9,125
MSC07,semantic,0.95,125
MSC07,glass,0.85,125
MSC07,motor,0.9,125
MSC07,mem,0.85,125
MSC10,semantic,0.7,125
MSC10,glass,0.75,125
MSC10,motor,0.9,125
MSC10,mem,0.85,125
MSC01,semantic,0.9,136
MSC01,glass,0.9,136
MSC01,motor,1.0,136
MSC01,mem,1.0,136
MSC02,semantic,0.95,136
MSC02,glass,0.8,136
MSC02,motor,0.9,136
MSC02,mem,1.0,136
MSC03,semantic,0.9,136
MSC03,glass,0.8,136
MSC03,motor,0.95,136
MSC03,mem,1.0,136
MSC04,semantic,0.85,136
MSC04,glass,0.8,136
MSC04,motor,0.95,136
MSC04,mem,0.95,136
MSC05,semantic,0.85,136
MSC05,glass,0.9,136
MSC05,motor,0.75,136
MSC05,mem,1.0,136
MSC06,semantic,0.85,136
MSC06,glass,0.8888888888888888,136
MSC06,motor,0.95,136
MSC06,mem,1.0,136
MSC07,semantic,1.0,136
MSC07,glass,0.9,136
MSC07,motor,0.85,136
MSC07,mem,0.95,136
MSC10,semantic,0.8,136
MSC10,glass,0.8,136
MSC10,motor,0.9,136
MSC10,mem,0.95,136
MSC01,semantic,1.0,96
MSC01,glass,0.9,96
MSC01,motor,1.0,96
MSC01,mem,0.95,96
MSC02,semantic,0.8,96
MSC02,glass,0.75,96
MSC02,motor,0.95,96
MSC02,mem,0.8,96
MSC03,semantic,0.9,96
MSC03,glass,0.8,96
MSC03,motor,0.95,96
MSC03,mem,0.95,96
MSC04,semantic,0.85,96
MSC04,glass,0.8,96
MSC04,motor,1.0,96
MSC04,mem,0.9,96
MSC05,semantic,0.8,96
MSC05,glass,0.9,96
MSC05,motor,0.95,96
MSC05,mem,0.95,96
MSC06,semantic,0.8,96
MSC06,glass,0.8333333333333334,96
MSC06,motor,1.0,96
MSC06,mem,1.0,96
MSC07,semantic,0.95,96
MSC07,glass,0.95,96
MSC07,motor,1.0,96
MSC07,mem,0.9,96
MSC10,semantic,0.75,96
MSC10,glass,0.85,96
MSC10,motor,0.9,96
MSC10,mem,1.0,96
MSC01,semantic,0.9,93
MSC01,glass,0.95,93
MSC01,motor,0.85,93
MSC01,mem,0.9,93
MSC02,semantic,0.85,93
MSC02,glass,0.75,93
MSC02,motor,0.95,93
MSC02,mem,0.95,93
MSC03,semantic,0.9,93
MSC03,glass,0.75,93
MSC03,motor,0.9,93
MSC03,mem,0.9,93
MSC04,semantic,0.9,93
MSC04,glass,0.85,93
MSC04,motor,1.0,93
MSC04,mem,0.95,93
MSC05,semantic,0.95,93
MSC05,glass,0.95,93
MSC05,motor,0.9,93
MSC05,mem,1.0,93
MSC06,semantic,0.8,93
MSC06,glass,0.8333333333333334,93
MSC06,motor,0.9,93
MSC06,mem,0.8,93
MSC07,semantic,1.0,93
MSC07,glass,0.9,93
MSC07,motor,0.95,93
MSC07,mem,0.8,93
MSC10,semantic,0.85,93
MSC10,glass,0.75,93
MSC10,motor,0.85,93
MSC10,mem,0.95,93
MSC01,semantic,0.9,90
MSC01,glass,0.85,90
MSC01,motor,0.95,90
MSC01,mem,1.0,90
MSC02,semantic,0.95,90
MSC02,glass,0.85,90
MSC02,motor,0.9,90
MSC02,mem,0.85,90
MSC03,semantic,0.9,90
MSC03,glass,0.75,90
MSC03,motor,0.9,90
MSC03,mem,0.85,90
MSC04,semantic,0.9,90
MSC04,glass,0.85,90
MSC04,motor,1.0,90
MSC04,mem,1.0,90
MSC05,semantic,0.95,90
MSC05,glass,1.0,90
MSC05,motor,1.0,90
MSC05,mem,1.0,90
MSC06,semantic,0.8,90
MSC06,glass,0.7222222222222222,90
MSC06,motor,1.0,90
MSC06,mem,1.0,90
MSC07,semantic,0.95,90
MSC07,glass,0.85,90
MSC07,motor,0.85,90
MSC07,mem,0.9,90
MSC10,semantic,0.75,90
MSC10,glass,0.85,90
MSC10,motor,1.0,90
MSC10,mem,0.95,90
MSC01,semantic,0.9,44
MSC01,glass,0.9,44
MSC01,motor,0.95,44
MSC01,mem,0.9,44
MSC02,semantic,0.8,44
MSC02,glass,0.8,44
MSC02,motor,1.0,44
MSC02,mem,0.9,44
MSC03,semantic,0.7,44
MSC03,glass,0.8,44
MSC03,motor,0.85,44
MSC03,mem,0.85,44
MSC04,semantic,0.9,44
MSC04,glass,0.8,44
MSC04,motor,0.9,44
MSC04,mem,0.95,44
MSC05,semantic,0.85,44
MSC05,glass,0.95,44
MSC05,motor,0.9,44
MSC05,mem,1.0,44
MSC06,semantic,0.65,44
MSC06,glass,0.7222222222222222,44
MSC06,motor,0.9,44
MSC06,mem,0.95,44
MSC07,semantic,0.75,44
MSC07,glass,0.8,44
MSC07,motor,0.95,44
MSC07,mem,0.8,44
MSC10,semantic,0.7,44
MSC10,glass,0.75,44
MSC10,motor,1.0,44
MSC10,mem,0.9,44
MSC01,semantic,0.85,119
MSC01,glass,0.85,119
MSC01,motor,1.0,119
MSC01,mem,0.95,119
MSC02,semantic,0.95,119
MSC02,glass,0.75,119
MSC02,motor,0.85,119
MSC02,mem,0.85,119
MSC03,semantic,0.9,119
MSC03,glass,0.85,119
MSC03,motor,0.95,119
MSC03,mem,0.95,119
MSC04,semantic,0.95,119
MSC04,glass,0.9,119
MSC04,motor,0.95,119
MSC04,mem,1.0,119
MSC05,semantic,0.95,119
MSC05,glass,0.85,119
MSC05,motor,0.95,119
MSC05,mem,0.95,119
MSC06,semantic,0.85,119
MSC06,glass,0.6666666666666666,119
MSC06,motor,0.95,119
MSC06,mem,0.9,119
MSC07,semantic,0.8,119
MSC07,glass,0.85,119
MSC07,motor,0.95,119
MSC07,mem,0.9,119
MSC10,semantic,0.85,119
MSC10,glass,0.85,119
MSC10,motor,0.95,119
MSC10,mem,0.9,119
MSC01,semantic,0.85,67
MSC01,glass,0.85,67
MSC01,motor,0.85,67
MSC01,mem,0.9,67
MSC02,semantic,0.95,67
MSC02,glass,0.7,67
MSC02,motor,1.0,67
MSC02,mem,0.9,67
MSC03,semantic,0.9,67
MSC03,glass,0.6,67
MSC03,motor,0.9,67
MSC03,mem,0.9,67
MSC04,semantic,0.9,67
MSC04,glass,0.9,67
MSC04,motor,1.0,67
MSC04,mem,1.0,67
MSC05,semantic,0.85,67
MSC05,glass,0.75,67
MSC05,motor,0.9,67
MSC05,mem,1.0,67
MSC06,semantic,0.85,67
MSC06,glass,0.7222222222222222,67
MSC06,motor,0.95,67
MSC06,mem,0.9,67
MSC07,semantic,0.8,67
MSC07,glass,0.9,67
MSC07,motor,0.85,67
MSC07,mem,0.85,67
MSC10,semantic,0.85,67
MSC10,glass,0.7,67
MSC10,motor,0.95,67
MSC10,mem,0.9,67
MSC01,semantic,0.85,61
MSC01,glass,0.8,61
MSC01,motor,0.9,61
MSC01,mem,1.0,61
MSC02,semantic,1.0,61
MSC02,glass,0.9,61
MSC02,motor,0.85,61
MSC02,mem,0.9,61
MSC03,semantic,0.9,61
MSC03,glass,0.85,61
MSC03,motor,1.0,61
MSC03,mem,0.8,61
MSC04,semantic,0.9,61
MSC04,glass,0.8,61
MSC04,motor,0.9,61
MSC04,mem,1.0,61
MSC05,semantic,0.9,61
MSC05,glass,0.95,61
MSC05,motor,1.0,61
MSC05,mem,1.0,61
MSC06,semantic,0.75,61
MSC06,glass,0.6111111111111112,61
MSC06,motor,0.75,61
MSC06,mem,1.0,61
MSC07,semantic,0.9,61
MSC07,glass,0.8,61
MSC07,motor,0.95,61
MSC07,mem,0.9,61
MSC10,semantic,0.75,61
MSC10,glass,0.85,61
MSC10,motor,0.85,61
MSC10,mem,0.95,61
MSC01,semantic,0.9,27
MSC01,glass,0.8,27
MSC01,motor,0.85,27
MSC01,mem,0.9,27
MSC02,semantic,0.75,27
MSC02,glass,0.75,27
MSC02,motor,0.95,27
MSC02,mem,0.8,27
MSC03,semantic,0.7,27
MSC03,glass,0.6,27
MSC03,motor,0.95,27
MSC03,mem,0.85,27
MSC04,semantic,0.9,27
MSC04,glass,0.85,27
MSC04,motor,0.75,27
MSC04,mem,0.95,27
MSC05,semantic,0.7,27
MSC05,glass,0.8,27
MSC05,motor,1.0,27
MSC05,mem,0.9,27
MSC06,semantic,0.65,27
MSC06,glass,0.7222222222222222,27
MSC06,motor,0.85,27
MSC06,mem,0.95,27
MSC07,semantic,1.0,27
MSC07,glass,0.85,27
MSC07,motor,0.7,27
MSC07,mem,0.75,27
MSC10,semantic,0.95,27
MSC10,glass,0.85,27
MSC10,motor,0.9,27
MSC10,mem,0.9,27
MSC01,semantic,0.9,130
MSC01,glass,0.85,130
MSC01,motor,0.95,130
MSC01,mem,1.0,130
MSC02,semantic,0.95,130
MSC02,glass,0.75,130
MSC02,motor,0.95,130
MSC02,mem,0.85,130
MSC03,semantic,0.85,130
MSC03,glass,0.9,130
MSC03,motor,0.9,130
MSC03,mem,0.9,130
MSC04,semantic,0.9,130
MSC04,glass,0.85,130
MSC04,motor,0.95,130
MSC04,mem,1.0,130
MSC05,semantic,1.0,130
MSC05,glass,0.9,130
MSC05,motor,1.0,130
MSC05,mem,1.0,130
MSC06,semantic,0.95,130
MSC06,glass,0.7222222222222222,130
MSC06,motor,1.0,130
MSC06,mem,1.0,130
MSC07,semantic,0.95,130
MSC07,glass,0.9,130
MSC07,motor,0.95,130
MSC07,mem,0.85,130
MSC10,semantic,0.8,130
MSC10,glass,0.75,130
MSC10,motor,0.9,130
MSC10,mem,1.0,130
MSC01,semantic,0.95,110
MSC01,glass,0.8,110
MSC01,motor,1.0,110
MSC01,mem,0.95,110
MSC02,semantic,0.8,110
MSC02,glass,0.75,110
MSC02,motor,0.95,110
MSC02,mem,0.9,110
MSC03,semantic,0.9,110
MSC03,glass,1.0,110
MSC03,motor,1.0,110
MSC03,mem,1.0,110
MSC04,semantic,0.9,110
MSC04,glass,0.85,110
MSC04,motor,0.9,110
MSC04,mem,0.85,110
MSC05,semantic,0.8,110
MSC05,glass,0.9,110
MSC05,motor,0.9,110
MSC05,mem,1.0,110
MSC06,semantic,0.8,110
MSC06,glass,0.8333333333333334,110
MSC06,motor,0.9,110
MSC06,mem,0.95,110
MSC07,semantic,0.95,110
MSC07,glass,0.85,110
MSC07,motor,0.8,110
MSC07,mem,0.95,110
MSC10,semantic,0.95,110
MSC10,glass,0.7,110
MSC10,motor,0.75,110
MSC10,mem,0.9,110
MSC01,semantic,0.8,12
MSC01,glass,0.5,12
MSC01,motor,0.9,12
MSC01,mem,0.75,12
MSC02,semantic,0.7,12
MSC02,glass,0.75,12
MSC02,motor,0.8,12
MSC02,mem,0.75,12
MSC03,semantic,0.65,12
MSC03,glass,0.9,12
MSC03,motor,0.9,12
MSC03,mem,0.75,12
MSC04,semantic,0.85,12
MSC04,glass,0.8,12
MSC04,motor,0.85,12
MSC04,mem,0.65,12
MSC05,semantic,0.95,12
MSC05,glass,0.85,12
MSC05,motor,0.85,12
MSC05,mem,0.9,12
MSC06,semantic,0.4,12
MSC06,glass,0.4259259259259259,12
MSC06,motor,0.65,12
MSC06,mem,0.65,12
MSC07,semantic,0.85,12
MSC07,glass,0.5,12
MSC07,motor,0.75,12
MSC07,mem,0.9,12
MSC10,semantic,0.55,12
MSC10,glass,0.65,12
MSC10,motor,0.95,12
MSC10,mem,0.8,12
MSC01,semantic,0.85,41
MSC01,glass,0.85,41
MSC01,motor,0.75,41
MSC01,mem,0.85,41
MSC02,semantic,0.8,41
MSC02,glass,0.7,41
MSC02,motor,0.9,41
MSC02,mem,0.85,41
MSC03,semantic,0.85,41
MSC03,glass,0.8,41
MSC03,motor,0.9,41
MSC03,mem,0.95,41
MSC04,semantic,0.95,41
MSC04,glass,0.9,41
MSC04,motor,0.85,41
MSC04,mem,0.9,41
MSC05,semantic,0.85,41
MSC05,glass,0.85,41
MSC05,motor,1.0,41
MSC05,mem,1.0,41
MSC06,semantic,0.8,41
MSC06,glass,0.6666666666666666,41
MSC06,motor,0.85,41
MSC06,mem,0.85,41
MSC07,semantic,1.0,41
MSC07,glass,0.85,41
MSC07,motor,0.9,41
MSC07,mem,0.95,41
MSC10,semantic,0.85,41
MSC10,glass,0.55,41
MSC10,motor,0.95,41
MSC10,mem,0.9,41
MSC01,semantic,1.0,135
MSC01,glass,0.75,135
MSC01,motor,1.0,135
MSC01,mem,0.95,135
MSC02,semantic,0.9,135
MSC02,glass,0.75,135
MSC02,motor,0.95,135
MSC02,mem,0.95,135
MSC03,semantic,0.75,135
MSC03,glass,0.8,135
MSC03,motor,1.0,135
MSC03,mem,0.9,135
MSC04,semantic,0.9,135
MSC04,glass,0.95,135
MSC04,motor,0.8,135
MSC04,mem,0.95,135
MSC05,semantic,0.95,135
MSC05,glass,0.95,135
MSC05,motor,0.95,135
MSC05,mem,1.0,135
MSC06,semantic,0.8,135
MSC06,glass,0.7777777777777778,135
MSC06,motor,0.9,135
MSC06,mem,1.0,135
MSC07,semantic,0.95,135
MSC07,glass,0.95,135
MSC07,motor,0.85,135
MSC07,mem,0.95,135
MSC10,semantic,0.7,135
MSC10,glass,0.85,135
MSC10,motor,0.95,135
MSC10,mem,1.0,135
MSC01,semantic,0.95,147
MSC01,glass,0.9,147
MSC01,motor,1.0,147
MSC01,mem,0.9,147
MSC02,semantic,0.95,147
MSC02,glass,0.7,147
MSC02,motor,0.9,147
MSC02,mem,0.95,147
MSC03,semantic,0.85,147
MSC03,glass,0.85,147
MSC03,motor,1.0,147
MSC03,mem,0.95,147
MSC04,semantic,0.95,147
MSC04,glass,0.85,147
MSC04,motor,1.0,147
MSC04,mem,0.95,147
MSC05,semantic,1.0,147
MSC05,glass,0.9,147
MSC05,motor,1.0,147
MSC05,mem,1.0,147
MSC06,semantic,0.95,147
MSC06,glass,0.8333333333333334,147
MSC06,motor,0.95,147
MSC06,mem,1.0,147
MSC07,semantic,0.95,147
MSC07,glass,0.95,147
MSC07,motor,0.95,147
MSC07,mem,0.9,147
MSC10,semantic,0.9,147
MSC10,glass,0.8,147
MSC10,motor,0.95,147
MSC10,mem,0.9,147
MSC01,semantic,0.8,14
MSC01,glass,0.9,14
MSC01,motor,0.7,14
MSC01,mem,0.8,14
MSC02,semantic,0.95,14
MSC02,glass,0.6,14
MSC02,motor,0.85,14
MSC02,mem,0.75,14
MSC03,semantic,0.85,14
MSC03,glass,0.6,14
MSC03,motor,0.5,14
MSC03,mem,0.85,14
MSC04,semantic,0.9,14
MSC04,glass,0.95,14
MSC04,motor,0.65,14
MSC04,mem,0.9,14
MSC05,semantic,0.65,14
MSC05,glass,0.8,14
MSC05,motor,0.75,14
MSC05,mem,0.85,14
MSC06,semantic,0.9,14
MSC06,glass,0.6296296296296295,14
MSC06,motor,0.8,14
MSC06,mem,0.75,14
MSC07,semantic,0.7,14
MSC07,glass,0.75,14
MSC07,motor,0.65,14
MSC07,mem,0.6,14
MSC10,semantic,0.85,14
MSC10,glass,0.7,14
MSC10,motor,0.6,14
MSC10,mem,0.75,14
MSC01,semantic,0.95,139
MSC01,glass,0.85,139
MSC01,motor,1.0,139
MSC01,mem,0.95,139
MSC02,semantic,0.9,139
MSC02,glass,0.65,139
MSC02,motor,0.95,139
MSC02,mem,1.0,139
MSC03,semantic,0.95,139
MSC03,glass,0.8,139
MSC03,motor,1.0,139
MSC03,mem,0.95,139
MSC04,semantic,0.9,139
MSC04,glass,0.85,139
MSC04,motor,1.0,139
MSC04,mem,0.95,139
MSC05,semantic,0.95,139
MSC05,glass,1.0,139
MSC05,motor,0.95,139
MSC05,mem,1.0,139
MSC06,semantic,0.8,139
MSC06,glass,0.8333333333333334,139
MSC06,motor,1.0,139
MSC06,mem,1.0,139
MSC07,semantic,1.0,139
MSC07,glass,0.85,139
MSC07,motor,0.95,139
MSC07,mem,1.0,139
MSC10,semantic,0.85,139
MSC10,glass,0.7,139
MSC10,motor,0.85,139
MSC10,mem,0.9,139
MSC01,semantic,0.85,22
MSC01,glass,0.65,22
MSC01,motor,0.9,22
MSC01,mem,0.8,22
MSC02,semantic,1.0,22
MSC02,glass,0.75,22
MSC02,motor,0.9,22
MSC02,mem,0.8,22
MSC03,semantic,0.6,22
MSC03,glass,0.7,22
MSC03,motor,0.85,22
MSC03,mem,0.7,22
MSC04,semantic,0.8,22
MSC04,glass,0.75,22
MSC04,motor,0.85,22
MSC04,mem,0.9,22
MSC05,semantic,0.95,22
MSC05,glass,0.8,22
MSC05,motor,0.95,22
MSC05,mem,1.0,22
MSC06,semantic,0.75,22
MSC06,glass,0.7407407407407407,22
MSC06,motor,0.8,22
MSC06,mem,0.7,22
MSC07,semantic,0.8,22
MSC07,glass,0.75,22
MSC07,motor,0.8,22
MSC07,mem,0.65,22
MSC10,semantic,0.7,22
MSC10,glass,0.6,22
MSC10,motor,0.7,22
MSC10,mem,0.9,22
MSC01,semantic,0.9,95
MSC01,glass,0.95,95
MSC01,motor,0.9,95
MSC01,mem,1.0,95
MSC02,semantic,1.0,95
MSC02,glass,0.65,95
MSC02,motor,1.0,95
MSC02,mem,0.85,95
MSC03,semantic,0.8,95
MSC03,glass,0.85,95
MSC03,motor,0.95,95
MSC03,mem,0.8,95
MSC04,semantic,0.9,95
MSC04,glass,0.8,95
MSC04,motor,1.0,95
MSC04,mem,1.0,95
MSC05,semantic,0.85,95
MSC05,glass,0.75,95
MSC05,motor,0.95,95
MSC05,mem,0.95,95
MSC06,semantic,0.8,95
MSC06,glass,0.7777777777777778,95
MSC06,motor,0.9,95
MSC06,mem,0.85,95
MSC07,semantic,0.95,95
MSC07,glass,0.85,95
MSC07,motor,0.85,95
MSC07,mem,0.95,95
MSC10,semantic,0.65,95
MSC10,glass,0.7,95
MSC10,motor,0.9,95
MSC10,mem,0.85,95
MSC01,semantic,0.95,120
MSC01,glass,0.8,120
MSC01,motor,1.0,120
MSC01,mem,0.85,120
MSC02,semantic,0.9,120
MSC02,glass,0.85,120
MSC02,motor,0.9,120
MSC02,mem,0.85,120
MSC03,semantic,0.95,120
MSC03,glass,0.85,120
MSC03,motor,0.9,120
MSC03,mem,0.85,120
MSC04,semantic,0.95,120
MSC04,glass,0.85,120
MSC04,motor,0.95,120
MSC04,mem,1.0,120
MSC05,semantic,0.95,120
MSC05,glass,0.85,120
MSC05,motor,0.9,120
MSC05,mem,1.0,120
MSC06,semantic,1.0,120
MSC06,glass,0.7777777777777778,120
MSC06,motor,0.95,120
MSC06,mem,0.9,120
MSC07,semantic,0.95,120
MSC07,glass,0.95,120
MSC07,motor,0.85,120
MSC07,mem,0.95,120
MSC10,semantic,0.75,120
MSC10,glass,0.95,120
MSC10,motor,0.95,120
MSC10,mem,0.9,120
MSC01,semantic,0.95,135
MSC01,glass,0.85,135
MSC01,motor,0.95,135
MSC01,mem,1.0,135
MSC02,semantic,0.95,135
MSC02,glass,0.8,135
MSC02,motor,0.95,135
MSC02,mem,0.85,135
MSC03,semantic,0.9,135
MSC03,glass,0.9,135
MSC03,motor,1.0,135
MSC03,mem,0.9,135
MSC04,semantic,0.95,135
MSC04,glass,0.9,135
MSC04,motor,0.75,135
MSC04,mem,0.95,135
MSC05,semantic,0.9,135
MSC05,glass,1.0,135
MSC05,motor,1.0,135
MSC05,mem,1.0,135
MSC06,semantic,0.9,135
MSC06,glass,0.8333333333333334,135
MSC06,motor,0.8,135
MSC06,mem,0.95,135
MSC07,semantic,0.95,135
MSC07,glass,0.85,135
MSC07,motor,1.0,135
MSC07,mem,1.0,135
MSC10,semantic,0.9,135
MSC10,glass,0.8,135
MSC10,motor,0.9,135
MSC10,mem,0.95,135
MSC01,semantic,0.85,26
MSC01,glass,0.8,26
MSC01,motor,0.9,26
MSC01,mem,0.7,26
MSC02,semantic,0.65,26
MSC02,glass,0.75,26
MSC02,motor,0.8,26
MSC02,mem,0.9,26
MSC03,semantic,0.7,26
MSC03,glass,0.75,26
MSC03,motor,0.9,26
MSC03,mem,0.7,26
MSC04,semantic,0.75,26
MSC04,glass,0.85,26
MSC04,motor,0.7,26
MSC04,mem,1.0,26
MSC05,semantic,0.65,26
MSC05,glass,0.8,26
MSC05,motor,0.8,26
MSC05,mem,0.9,26
MSC06,semantic,0.85,26
MSC06,glass,0.7777777777777778,26
MSC06,motor,0.85,26
MSC06,mem,0.85,26
MSC07,semantic,0.85,26
MSC07,glass,0.7,26
MSC07,motor,0.85,26
MSC07,mem,0.85,26
MSC10,semantic,0.9,26
MSC10,glass,0.9,26
MSC10,motor,0.85,26
MSC10,mem,0.9,26
MSC01,semantic,0.85,62
MSC01,glass,0.95,62
MSC01,motor,0.95,62
MSC01,mem,0.9,62
MSC02,semantic,0.65,62
MSC02,glass,0.75,62
MSC02,motor,0.95,62
MSC02,mem,0.95,62
MSC03,semantic,0.95,62
MSC03,glass,0.75,62
MSC03,motor,0.95,62
MSC03,mem,0.9,62
MSC04,semantic,0.85,62
MSC04,glass,0.85,62
MSC04,motor,0.9,62
MSC04,mem,0.9,62
MSC05,semantic,1.0,62
MSC05,glass,0.85,62
MSC05,motor,1.0,62
MSC05,mem,0.9,62
MSC06,semantic,0.75,62
MSC06,glass,0.8333333333333334,62
MSC06,motor,0.85,62
MSC06,mem,0.95,62
MSC07,semantic,0.95,62
MSC07,glass,0.9,62
MSC07,motor,0.85,62
MSC07,mem,0.95,62
MSC10,semantic,0.75,62
MSC10,glass,0.7,62
MSC10,motor,1.0,62
MSC10,mem,0.7,62
MSC01,semantic,0.9,21
MSC01,glass,0.65,21
MSC01,motor,0.7,21
MSC01,mem,0.95,21
MSC02,semantic,0.75,21
MSC02,glass,0.55,21
MSC02,motor,0.9,21
MSC02,mem,0.8,21
MSC03,semantic,0.95,21
MSC03,glass,0.75,21
MSC03,motor,1.0,21
MSC03,mem,0.7,21
MSC04,semantic,0.75,21
MSC04,glass,0.7,21
MSC04,motor,0.5,21
MSC04,mem,0.55,21
MSC05,semantic,0.85,21
MSC05,glass,0.8,21
MSC05,motor,0.85,21
MSC05,mem,0.85,21
MSC06,semantic,0.8,21
MSC06,glass,0.6851851851851851,21
MSC06,motor,0.65,21
MSC06,mem,0.9,21
MSC07,semantic,0.65,21
MSC07,glass,0.45,21
MSC07,motor,0.9,21
MSC07,mem,0.85,21
MSC10,semantic,0.85,21
MSC10,glass,0.75,21
MSC10,motor,0.7,21
MSC10,mem,1.0,21
MSC01,semantic,0.75,127
MSC01,glass,0.8,127
MSC01,motor,0.8,127
MSC01,mem,0.8,127
MSC02,semantic,0.75,127
MSC02,glass,0.6,127
MSC02,motor,0.85,127
MSC02,mem,0.95,127
MSC03,semantic,0.95,127
MSC03,glass,0.8,127
MSC03,motor,0.85,127
MSC03,mem,0.9,127
MSC04,semantic,0.95,127
MSC04,glass,0.85,127
MSC04,motor,0.9,127
MSC04,mem,0.9,127
MSC05,semantic,0.9,127
MSC05,glass,0.95,127
MSC05,motor,1.0,127
MSC05,mem,1.0,127
MSC06,semantic,0.9,127
MSC06,glass,0.8333333333333334,127
MSC06,motor,0.95,127
MSC06,mem,0.95,127
MSC07,semantic,1.0,127
MSC07,glass,0.9,127
MSC07,motor,1.0,127
MSC07,mem,0.85,127
MSC10,semantic,0.9,127
MSC10,glass,0.9,127
MSC10,motor,0.9,127
MSC10,mem,1.0,127
MSC01,semantic,0.85,114
MSC01,glass,0.8,114
MSC01,motor,0.85,114
MSC01,mem,0.95,114
MSC02,semantic,0.8,114
MSC02,glass,0.8,114
MSC02,motor,0.9,114
MSC02,mem,0.85,114
MSC03,semantic,0.9,114
MSC03,glass,0.9,114
MSC03,motor,0.9,114
MSC03,mem,0.9,114
MSC04,semantic,0.95,114
MSC04,glass,0.85,114
MSC04,motor,0.95,114
MSC04,mem,0.9,114
MSC05,semantic,0.95,114
MSC05,glass,0.9,114
MSC05,motor,0.95,114
MSC05,mem,1.0,114
MSC06,semantic,0.8,114
MSC06,glass,0.7777777777777778,114
MSC06,motor,1.0,114
MSC06,mem,0.95,114
MSC07,semantic,0.95,114
MSC07,glass,0.9,114
MSC07,motor,0.95,114
MSC07,mem,0.9,114
MSC10,semantic,0.85,114
MSC10,glass,0.95,114
MSC10,motor,1.0,114
MSC10,mem,0.9,114
MSC01,semantic,0.85,49
MSC01,glass,0.85,49
MSC01,motor,0.9,49
MSC01,mem,0.85,49
MSC02,semantic,0.9,49
MSC02,glass,0.8,49
MSC02,motor,0.95,49
MSC02,mem,0.9,49
MSC03,semantic,0.8,49
MSC03,glass,0.85,49
MSC03,motor,0.85,49
MSC03,mem,0.75,49
MSC04,semantic,0.9,49
MSC04,glass,0.9,49
MSC04,motor,0.85,49
MSC04,mem,0.75,49
MSC05,semantic,0.95,49
MSC05,glass,0.9,49
MSC05,motor,0.9,49
MSC05,mem,1.0,49
MSC06,semantic,0.8,49
MSC06,glass,0.537037037037037,49
MSC06,motor,0.8,49
MSC06,mem,0.75,49
MSC07,semantic,1.0,49
MSC07,glass,0.9,49
MSC07,motor,1.0,49
MSC07,mem,0.95,49
MSC10,semantic,0.8,49
MSC10,glass,0.7,49
MSC10,motor,0.8,49
MSC10,mem,0.8,49
MSC01,semantic,0.85,53
MSC01,glass,0.85,53
MSC01,motor,1.0,53
MSC01,mem,1.0,53
MSC02,semantic,0.8,53
MSC02,glass,0.7,53
MSC02,motor,0.95,53
MSC02,mem,1.0,53
MSC03,semantic,0.8,53
MSC03,glass,0.85,53
MSC03,motor,0.95,53
MSC03,mem,0.9,53
MSC04,semantic,0.8,53
MSC04,glass,0.85,53
MSC04,motor,0.9,53
MSC04,mem,0.95,53
MSC05,semantic,0.9,53
MSC05,glass,0.8,53
MSC05,motor,0.95,53
MSC05,mem,0.9,53
MSC06,semantic,0.9,53
MSC06,glass,0.8333333333333334,53
MSC06,motor,0.9,53
MSC06,mem,0.9,53
MSC07,semantic,0.9,53
MSC07,glass,0.9,53
MSC07,motor,0.9,53
MSC07,mem,0.9,53
MSC10,semantic,0.85,53
MSC10,glass,0.75,53
MSC10,motor,0.7,53
MSC10,mem,0.75,53
MSC01,semantic,0.95,15
MSC01,glass,0.65,15
MSC01,motor,0.85,15
MSC01,mem,0.85,15
MSC02,semantic,0.8,15
MSC02,glass,0.8,15
MSC02,motor,0.85,15
MSC02,mem,0.7,15
MSC03,semantic,0.8,15
MSC03,glass,0.65,15
MSC03,motor,0.75,15
MSC03,mem,0.7,15
MSC04,semantic,0.9,15
MSC04,glass,0.9,15
MSC04,motor,0.85,15
MSC04,mem,0.85,15
MSC05,semantic,0.7,15
MSC05,glass,0.9,15
MSC05,motor,0.9,15
MSC05,mem,0.9,15
MSC06,semantic,0.85,15
MSC06,glass,0.6296296296296295,15
MSC06,motor,0.75,15
MSC06,mem,0.9,15
MSC07,semantic,0.95,15
MSC07,glass,0.85,15
MSC07,motor,0.65,15
MSC07,mem,0.7,15
MSC10,semantic,0.75,15
MSC10,glass,0.6,15
MSC10,motor,0.9,15
MSC10,mem,0.75,15
MSC01,semantic,1.0,147
MSC01,glass,0.9,147
MSC01,motor,0.95,147
MSC01,mem,0.95,147
MSC02,semantic,0.7,147
MSC02,glass,0.8,147
MSC02,motor,0.9,147
MSC02,mem,0.95,147
MSC03,semantic,0.7,147
MSC03,glass,0.85,147
MSC03,motor,0.9,147
MSC03,mem,0.85,147
MSC04,semantic,1.0,147
MSC04,glass,1.0,147
MSC04,motor,0.95,147
MSC04,mem,1.0,147
MSC05,semantic,1.0,147
MSC05,glass,0.9,147
