sub,task,acc,features
MSC10,glass,0.85,121
MSC10,motor,0.9,121
MSC10,mem,0.9,121
MSC01,semantic,0.8,67
MSC01,glass,0.7,67
MSC01,motor,1.0,67
MSC01,mem,0.9,67
MSC02,semantic,0.8,67
MSC02,glass,0.8,67
MSC02,motor,0.9,67
MSC02,mem,0.9,67
MSC03,semantic,0.95,67
MSC03,glass,0.95,67
MSC03,motor,0.95,67
MSC03,mem,0.95,67
MSC04,semantic,1.0,67
MSC04,glass,0.9,67
MSC04,motor,0.9,67
MSC04,mem,0.85,67
MSC05,semantic,0.85,67
MSC05,glass,0.85,67
MSC05,motor,0.9,67
MSC05,mem,1.0,67
MSC06,semantic,0.8,67
MSC06,glass,0.8333333333333334,67
MSC06,motor,0.85,67
MSC06,mem,0.95,67
MSC07,semantic,0.9,67
MSC07,glass,0.85,67
MSC07,motor,0.9,67
MSC07,mem,0.75,67
MSC10,semantic,0.75,67
MSC10,glass,0.75,67
MSC10,motor,0.95,67
MSC10,mem,0.9,67
MSC01,semantic,0.85,106
MSC01,glass,0.85,106
MSC01,motor,0.9,106
MSC01,mem,1.0,106
MSC02,semantic,0.8,106
MSC02,glass,0.9,106
MSC02,motor,0.95,106
MSC02,mem,0.9,106
MSC03,semantic,0.8,106
MSC03,glass,0.95,106
MSC03,motor,1.0,106
MSC03,mem,0.85,106
MSC04,semantic,0.75,106
MSC04,glass,0.85,106
MSC04,motor,1.0,106
MSC04,mem,0.95,106
MSC05,semantic,0.9,106
MSC05,glass,0.9,106
MSC05,motor,1.0,106
MSC05,mem,1.0,106
MSC06,semantic,0.85,106
MSC06,glass,0.8888888888888888,106
MSC06,motor,0.95,106
MSC06,mem,0.95,106
MSC07,semantic,1.0,106
MSC07,glass,0.8,106
MSC07,motor,0.85,106
MSC07,mem,0.9,106
MSC10,semantic,0.8,106
MSC10,glass,0.8,106
MSC10,motor,0.95,106
MSC10,mem,0.9,106
MSC01,semantic,0.9,58
MSC01,glass,0.9,58
MSC01,motor,0.85,58
MSC01,mem,0.9,58
MSC02,semantic,0.95,58
MSC02,glass,0.7,58
MSC02,motor,0.9,58
MSC02,mem,0.9,58
MSC03,semantic,0.95,58
MSC03,glass,0.85,58
MSC03,motor,0.9,58
MSC03,mem,0.8,58
MSC04,semantic,1.0,58
MSC04,glass,0.9,58
MSC04,motor,1.0,58
MSC04,mem,0.85,58
MSC05,semantic,0.95,58
MSC05,glass,0.75,58
MSC05,motor,0.9,58
MSC05,mem,0.95,58
MSC06,semantic,0.7,58
MSC06,glass,0.6666666666666666,58
MSC06,motor,0.9,58
MSC06,mem,0.9,58
MSC07,semantic,0.95,58
MSC07,glass,0.7,58
MSC07,motor,0.8,58
MSC07,mem,0.8,58
MSC10,semantic,0.7,58
MSC10,glass,0.7,58
MSC10,motor,0.85,58
MSC10,mem,0.8,58
MSC01,semantic,0.75,11
MSC01,glass,0.65,11
MSC01,motor,0.85,11
MSC01,mem,0.75,11
MSC02,semantic,0.7,11
MSC02,glass,0.75,11
MSC02,motor,0.8,11
MSC02,mem,0.7,11
MSC03,semantic,0.8,11
MSC03,glass,0.5,11
MSC03,motor,0.7,11
MSC03,mem,0.7,11
MSC04,semantic,0.5,11
MSC04,glass,0.55,11
MSC04,motor,0.65,11
MSC04,mem,0.65,11
MSC05,semantic,0.85,11
MSC05,glass,0.95,11
MSC05,motor,0.9,11
MSC05,mem,1.0,11
MSC06,semantic,0.55,11
MSC06,glass,0.6481481481481481,11
MSC06,motor,0.95,11
MSC06,mem,0.8,11
MSC07,semantic,0.8,11
MSC07,glass,0.55,11
MSC07,motor,0.65,11
MSC07,mem,0.5,11
MSC10,semantic,0.7,11
MSC10,glass,0.8,11
MSC10,motor,0.85,11
MSC10,mem,0.75,11
MSC01,semantic,1.0,140
MSC01,glass,0.85,140
MSC01,motor,0.9,140
MSC01,mem,1.0,140
MSC02,semantic,0.7,140
MSC02,glass,0.65,140
MSC02,motor,0.95,140
MSC02,mem,0.85,140
MSC03,semantic,0.85,140
MSC03,glass,0.9,140
MSC03,motor,1.0,140
MSC03,mem,0.9,140
MSC04,semantic,0.95,140
MSC04,glass,0.8,140
MSC04,motor,0.95,140
MSC04,mem,0.9,140
MSC05,semantic,0.9,140
MSC05,glass,0.85,140
MSC05,motor,0.95,140
MSC05,mem,1.0,140
MSC06,semantic,0.75,140
MSC06,glass,0.7222222222222222,140
MSC06,motor,0.95,140
MSC06,mem,0.9,140
MSC07,semantic,0.95,140
MSC07,glass,0.8,140
MSC07,motor,0.9,140
MSC07,mem,0.95,140
MSC10,semantic,0.7,140
MSC10,glass,0.75,140
MSC10,motor,0.95,140
MSC10,mem,0.85,140
MSC01,semantic,0.9,109
MSC01,glass,0.85,109
MSC01,motor,0.95,109
MSC01,mem,1.0,109
MSC02,semantic,0.85,109
MSC02,glass,0.7,109
MSC02,motor,0.9,109
MSC02,mem,1.0,109
MSC03,semantic,0.9,109
MSC03,glass,0.8,109
MSC03,motor,0.95,109
MSC03,mem,0.95,109
MSC04,semantic,0.85,109
MSC04,glass,0.95,109
MSC04,motor,0.95,109
MSC04,mem,1.0,109
MSC05,semantic,0.85,109
MSC05,glass,0.9,109
MSC05,motor,0.9,109
MSC05,mem,1.0,109
MSC06,semantic,0.9,109
MSC06,glass,0.7777777777777778,109
MSC06,motor,1.0,109
MSC06,mem,0.95,109
MSC07,semantic,0.95,109
MSC07,glass,0.95,109
MSC07,motor,0.95,109
MSC07,mem,0.9,109
MSC10,semantic,0.7,109
MSC10,glass,0.75,109
MSC10,motor,1.0,109
MSC10,mem,1.0,109
MSC01,semantic,0.95,68
MSC01,glass,0.9,68
MSC01,motor,0.9,68
MSC01,mem,0.95,68
MSC02,semantic,0.65,68
MSC02,glass,0.75,68
MSC02,motor,0.9,68
MSC02,mem,0.95,68
MSC03,semantic,0.95,68
MSC03,glass,0.85,68
MSC03,motor,0.95,68
MSC03,mem,0.9,68
MSC04,semantic,0.9,68
MSC04,glass,0.8,68
MSC04,motor,0.8,68
MSC04,mem,0.7,68
MSC05,semantic,0.95,68
MSC05,glass,0.85,68
MSC05,motor,0.95,68
MSC05,mem,1.0,68
MSC06,semantic,0.85,68
MSC06,glass,0.8333333333333334,68
MSC06,motor,0.9,68
MSC06,mem,1.0,68
MSC07,semantic,0.9,68
MSC07,glass,0.45,68
MSC07,motor,0.9,68
MSC07,mem,0.95,68
MSC10,semantic,0.7,68
MSC10,glass,0.75,68
MSC10,motor,1.0,68
MSC10,mem,0.85,68
MSC01,semantic,0.9,14
MSC01,glass,0.7,14
MSC01,motor,0.85,14
MSC01,mem,0.85,14
MSC02,semantic,0.9,14
MSC02,glass,0.6,14
MSC02,motor,0.85,14
MSC02,mem,0.65,14
MSC03,semantic,0.65,14
MSC03,glass,1.0,14
MSC03,motor,0.95,14
MSC03,mem,1.0,14
MSC04,semantic,0.75,14
MSC04,glass,0.8,14
MSC04,motor,0.75,14
MSC04,mem,0.75,14
MSC05,semantic,0.8,14
MSC05,glass,0.65,14
MSC05,motor,0.95,14
MSC05,mem,0.9,14
MSC06,semantic,0.65,14
MSC06,glass,0.5185185185185185,14
MSC06,motor,0.8,14
MSC06,mem,0.9,14
MSC07,semantic,0.7,14
MSC07,glass,0.7,14
MSC07,motor,0.8,14
MSC07,mem,0.65,14
MSC10,semantic,0.7,14
MSC10,glass,0.9,14
MSC10,motor,0.8,14
MSC10,mem,0.9,14
MSC01,semantic,0.9,41
MSC01,glass,0.75,41
MSC01,motor,0.8,41
MSC01,mem,0.8,41
MSC02,semantic,0.7,41
MSC02,glass,0.8,41
MSC02,motor,0.75,41
MSC02,mem,0.95,41
MSC03,semantic,0.9,41
MSC03,glass,0.65,41
MSC03,motor,0.95,41
MSC03,mem,0.95,41
MSC04,semantic,1.0,41
MSC04,glass,0.8,41
MSC04,motor,0.9,41
MSC04,mem,0.95,41
MSC05,semantic,0.85,41
MSC05,glass,1.0,41
MSC05,motor,0.95,41
MSC05,mem,0.95,41
MSC06,semantic,0.9,41
MSC06,glass,0.7777777777777778,41
MSC06,motor,1.0,41
MSC06,mem,0.9,41
MSC07,semantic,0.9,41
MSC07,glass,0.9,41
MSC07,motor,0.7,41
MSC07,mem,0.9,41
MSC10,semantic,0.65,41
MSC10,glass,0.9,41
MSC10,motor,0.85,41
MSC10,mem,0.8,41
