sub,semantic,glass,motor,mem
MSC01,0.95,0.9,1.0,1.0
MSC02,0.9,0.85,0.95,1.0
MSC03,0.9,0.9,0.95,0.95
MSC04,0.95,0.95,1.0,1.0
MSC05,0.95,0.95,1.0,1.0
MSC06,1.0,0.7777777777777778,1.0,1.0
MSC07,1.0,0.9,1.0,1.0
MSC10,0.9,0.85,0.95,1.0
