sub,semantic,glass,motor,mem
MSC01,0.95,0.9,1.0,0.95
MSC02,0.9,0.75,0.95,1.0
MSC03,0.9,0.75,0.95,1.0
MSC04,0.95,0.9,1.0,1.0
MSC05,1.0,0.95,1.0,1.0
MSC06,0.85,0.7777777777777778,1.0,1.0
MSC07,0.95,0.85,1.0,0.95
MSC10,0.8,0.85,1.0,0.95
