sub,task,acc,features
MSC03,motor,1.0,1911
MSC03,mem,0.9375,1911
MSC04,semantic,0.95,1911
MSC04,glass,0.95,1911
MSC04,motor,1.0,1911
MSC04,mem,1.0,1911
MSC05,semantic,0.95,1911
MSC05,glass,0.95,1911
MSC05,motor,1.0,1911
MSC05,mem,1.0,1911
MSC06,semantic,1.0,1911
MSC06,glass,0.8333333333333334,1911
MSC06,motor,1.0,1911
MSC06,mem,1.0,1911
MSC07,semantic,1.0,1911
MSC07,glass,0.85,1911
MSC07,motor,0.9444444444444444,1911
MSC07,mem,1.0,1911
MSC10,semantic,0.9,1911
MSC10,glass,0.85,1911
MSC10,motor,0.95,1911
MSC10,mem,1.0,1911
MSC01,semantic,0.95,1928
MSC01,glass,0.9,1928
MSC01,motor,1.0,1928
MSC01,mem,1.0,1928
MSC02,semantic,0.9,1928
MSC02,glass,0.85,1928
MSC02,motor,0.95,1928
MSC02,mem,1.0,1928
MSC03,semantic,0.9,1928
MSC03,glass,0.95,1928
MSC03,motor,0.95,1928
MSC03,mem,1.0,1928
MSC04,semantic,0.95,1928
MSC04,glass,0.95,1928
MSC04,motor,1.0,1928
MSC04,mem,1.0,1928
MSC05,semantic,0.95,1928
MSC05,glass,0.95,1928
MSC05,motor,1.0,1928
MSC05,mem,1.0,1928
MSC06,semantic,0.9,1928
MSC06,glass,0.8333333333333334,1928
MSC06,motor,1.0,1928
MSC06,mem,1.0,1928
MSC07,semantic,1.0,1928
MSC07,glass,0.9,1928
MSC07,motor,0.9444444444444444,1928
MSC07,mem,0.95,1928
MSC10,semantic,0.95,1928
MSC10,glass,0.85,1928
MSC10,motor,1.0,1928
MSC10,mem,0.9,1928
MSC01,semantic,0.95,1944
MSC01,glass,0.9,1944
MSC01,motor,1.0,1944
MSC01,mem,1.0,1944
MSC02,semantic,0.95,1944
MSC02,glass,0.85,1944
MSC02,motor,0.95,1944
MSC02,mem,1.0,1944
MSC03,semantic,0.85,1944
MSC03,glass,0.9,1944
MSC03,motor,0.95,1944
MSC03,mem,1.0,1944
MSC04,semantic,0.95,1944
MSC04,glass,1.0,1944
MSC04,motor,1.0,1944
MSC04,mem,1.0,1944
MSC05,semantic,0.95,1944
MSC05,glass,0.95,1944
MSC05,motor,1.0,1944
MSC05,mem,1.0,1944
MSC06,semantic,0.9,1944
MSC06,glass,0.8333333333333334,1944
MSC06,motor,1.0,1944
MSC06,mem,1.0,1944
MSC07,semantic,1.0,1944
MSC07,glass,0.85,1944
MSC07,motor,0.9444444444444444,1944
MSC07,mem,0.95,1944
MSC10,semantic,0.85,1944
MSC10,glass,0.85,1944
MSC10,motor,0.95,1944
MSC10,mem,0.95,1944
MSC01,semantic,0.95,1961
MSC01,glass,0.9,1961
MSC01,motor,1.0,1961
MSC01,mem,1.0,1961
MSC02,semantic,0.95,1961
MSC02,glass,0.9,1961
MSC02,motor,0.95,1961
MSC02,mem,1.0,1961
MSC03,semantic,0.9,1961
MSC03,glass,0.9,1961
MSC03,motor,0.95,1961
MSC03,mem,1.0,1961
MSC04,semantic,0.95,1961
MSC04,glass,0.95,1961
MSC04,motor,1.0,1961
MSC04,mem,1.0,1961
MSC05,semantic,0.95,1961
MSC05,glass,0.9,1961
MSC05,motor,1.0,1961
MSC05,mem,1.0,1961
MSC06,semantic,0.9,1961
MSC06,glass,0.8333333333333334,1961
MSC06,motor,1.0,1961
MSC06,mem,1.0,1961
MSC07,semantic,1.0,1961
MSC07,glass,0.95,1961
MSC07,motor,1.0,1961
MSC07,mem,0.95,1961
MSC10,semantic,0.85,1961
MSC10,glass,0.85,1961
MSC10,motor,0.95,1961
MSC10,mem,1.0,1961
MSC01,semantic,0.95,1978
MSC01,glass,0.9,1978
MSC01,motor,1.0,1978
MSC01,mem,1.0,1978
MSC02,semantic,0.9,1978
MSC02,glass,0.75,1978
MSC02,motor,0.95,1978
MSC02,mem,1.0,1978
MSC03,semantic,0.85,1978
MSC03,glass,0.9,1978
MSC03,motor,0.95,1978
MSC03,mem,0.875,1978
MSC04,semantic,0.95,1978
MSC04,glass,0.95,1978
MSC04,motor,1.0,1978
MSC04,mem,1.0,1978
MSC05,semantic,0.95,1978
MSC05,glass,0.9,1978
MSC05,motor,1.0,1978
MSC05,mem,1.0,1978
MSC06,semantic,0.9,1978
MSC06,glass,0.7777777777777778,1978
MSC06,motor,1.0,1978
MSC06,mem,1.0,1978
MSC07,semantic,1.0,1978
MSC07,glass,0.9,1978
MSC07,motor,0.9444444444444444,1978
MSC07,mem,1.0,1978
MSC10,semantic,0.9,1978
MSC10,glass,0.9,1978
MSC10,motor,0.95,1978
MSC10,mem,1.0,1978
MSC01,semantic,0.95,1995
MSC01,glass,0.85,1995
MSC01,motor,1.0,1995
MSC01,mem,1.0,1995
MSC02,semantic,0.85,1995
MSC02,glass,0.8,1995
MSC02,motor,0.95,1995
MSC02,mem,0.95,1995
MSC03,semantic,0.9,1995
MSC03,glass,0.95,1995
MSC03,motor,0.95,1995
MSC03,mem,1.0,1995
MSC04,semantic,0.95,1995
MSC04,glass,1.0,1995
MSC04,motor,1.0,1995
MSC04,mem,1.0,1995
MSC05,semantic,0.95,1995
MSC05,glass,0.95,1995
MSC05,motor,1.0,1995
MSC05,mem,1.0,1995
MSC06,semantic,0.85,1995
MSC06,glass,0.8333333333333334,1995
MSC06,motor,1.0,1995
MSC06,mem,1.0,1995
MSC07,semantic,1.0,1995
MSC07,glass,0.85,1995
MSC07,motor,1.0,1995
MSC07,mem,1.0,1995
MSC10,semantic,0.85,1995
MSC10,glass,0.9,1995
MSC10,motor,1.0,1995
MSC10,mem,1.0,1995
MSC01,semantic,0.95,2012
MSC01,glass,0.9,2012
MSC01,motor,1.0,2012
MSC01,mem,1.0,2012
MSC02,semantic,0.95,2012
MSC02,glass,0.8,2012
MSC02,motor,0.95,2012
MSC02,mem,1.0,2012
MSC03,semantic,0.9,2012
MSC03,glass,0.85,2012
MSC03,motor,0.95,2012
MSC03,mem,0.875,2012
MSC04,semantic,0.95,2012
MSC04,glass,0.95,2012
MSC04,motor,1.0,2012
MSC04,mem,1.0,2012
MSC05,semantic,0.95,2012
MSC05,glass,1.0,2012
MSC05,motor,1.0,2012
MSC05,mem,1.0,2012
MSC06,semantic,0.9,2012
MSC06,glass,0.8333333333333334,2012
MSC06,motor,1.0,2012
MSC06,mem,1.0,2012
MSC07,semantic,1.0,2012
MSC07,glass,0.9,2012
MSC07,motor,1.0,2012
MSC07,mem,1.0,2012
MSC10,semantic,0.9,2012
MSC10,glass,0.8,2012
MSC10,motor,0.95,2012
MSC10,mem,1.0,2012
MSC01,semantic,0.95,2029
MSC01,glass,0.85,2029
MSC01,motor,1.0,2029
MSC01,mem,1.0,2029
MSC02,semantic,0.95,2029
MSC02,glass,0.85,2029
MSC02,motor,0.95,2029
MSC02,mem,1.0,2029
MSC03,semantic,0.95,2029
MSC03,glass,0.9,2029
MSC03,motor,0.95,2029
MSC03,mem,0.9375,2029
MSC04,semantic,0.95,2029
MSC04,glass,1.0,2029
MSC04,motor,1.0,2029
MSC04,mem,1.0,2029
MSC05,semantic,0.95,2029
MSC05,glass,0.95,2029
MSC05,motor,1.0,2029
MSC05,mem,1.0,2029
MSC06,semantic,1.0,2029
MSC06,glass,0.7777777777777778,2029
MSC06,motor,1.0,2029
MSC06,mem,1.0,2029
MSC07,semantic,1.0,2029
MSC07,glass,0.95,2029
MSC07,motor,0.9444444444444444,2029
MSC07,mem,1.0,2029
MSC10,semantic,0.85,2029
MSC10,glass,0.9,2029
MSC10,motor,0.95,2029
MSC10,mem,0.95,2029
MSC01,semantic,0.95,2046
MSC01,glass,0.85,2046
MSC01,motor,1.0,2046
MSC01,mem,1.0,2046
MSC02,semantic,0.95,2046
MSC02,glass,0.85,2046
MSC02,motor,0.9,2046
MSC02,mem,1.0,2046
MSC03,semantic,0.9,2046
MSC03,glass,0.95,2046
MSC03,motor,1.0,2046
MSC03,mem,0.9375,2046
MSC04,semantic,0.95,2046
MSC04,glass,0.95,2046
MSC04,motor,1.0,2046
MSC04,mem,1.0,2046
MSC05,semantic,0.95,2046
MSC05,glass,0.9,2046
MSC05,motor,1.0,2046
MSC05,mem,1.0,2046
MSC06,semantic,0.85,2046
MSC06,glass,0.7777777777777778,2046
MSC06,motor,1.0,2046
MSC06,mem,1.0,2046
MSC07,semantic,1.0,2046
MSC07,glass,0.85,2046
MSC07,motor,0.9444444444444444,2046
MSC07,mem,1.0,2046
MSC10,semantic,0.85,2046
MSC10,glass,0.85,2046
MSC10,motor,0.95,2046
MSC10,mem,0.95,2046
MSC01,semantic,0.95,2064
MSC01,glass,0.9,2064
MSC01,motor,1.0,2064
MSC01,mem,1.0,2064
MSC02,semantic,0.9,2064
MSC02,glass,0.85,2064
MSC02,motor,0.9,2064
MSC02,mem,0.95,2064
MSC03,semantic,0.9,2064
MSC03,glass,0.9,2064
MSC03,motor,1.0,2064
MSC03,mem,0.9375,2064
MSC04,semantic,0.95,2064
MSC04,glass,1.0,2064
MSC04,motor,1.0,2064
MSC04,mem,1.0,2064
MSC05,semantic,0.95,2064
MSC05,glass,0.95,2064
MSC05,motor,1.0,2064
MSC05,mem,1.0,2064
MSC06,semantic,0.95,2064
MSC06,glass,0.8333333333333334,2064
MSC06,motor,1.0,2064
MSC06,mem,1.0,2064
MSC07,semantic,1.0,2064
MSC07,glass,0.95,2064
MSC07,motor,0.9444444444444444,2064
MSC07,mem,1.0,2064
MSC10,semantic,0.8,2064
MSC10,glass,0.8,2064
MSC10,motor,0.95,2064
MSC10,mem,0.95,2064
MSC01,semantic,0.95,2082
MSC01,glass,0.9,2082
MSC01,motor,1.0,2082
MSC01,mem,1.0,2082
MSC02,semantic,0.9,2082
MSC02,glass,0.85,2082
MSC02,motor,0.95,2082
MSC02,mem,1.0,2082
MSC03,semantic,0.85,2082
MSC03,glass,0.85,2082
MSC03,motor,1.0,2082
MSC03,mem,1.0,2082
MSC04,semantic,0.95,2082
MSC04,glass,0.95,2082
MSC04,motor,1.0,2082
MSC04,mem,1.0,2082
MSC05,semantic,0.95,2082
MSC05,glass,0.9,2082
MSC05,motor,1.0,2082
MSC05,mem,1.0,2082
MSC06,semantic,0.95,2082
MSC06,glass,0.8333333333333334,2082
MSC06,motor,1.0,2082
MSC06,mem,1.0,2082
MSC07,semantic,1.0,2082
MSC07,glass,0.95,2082
MSC07,motor,0.9444444444444444,2082
MSC07,mem,0.95,2082
MSC10,semantic,0.85,2082
MSC10,glass,0.85,2082
MSC10,motor,0.95,2082
MSC10,mem,1.0,2082
MSC01,semantic,0.95,2100
MSC01,glass,0.9,2100
MSC01,motor,1.0,2100
MSC01,mem,1.0,2100
MSC02,semantic,0.9,2100
MSC02,glass,0.85,2100
MSC02,motor,0.95,2100
MSC02,mem,1.0,2100
MSC03,semantic,0.85,2100
MSC03,glass,0.9,2100
MSC03,motor,1.0,2100
MSC03,mem,0.875,2100
MSC04,semantic,0.95,2100
MSC04,glass,0.95,2100
MSC04,motor,1.0,2100
MSC04,mem,1.0,2100
MSC05,semantic,0.95,2100
MSC05,glass,0.95,2100
MSC05,motor,1.0,2100
MSC05,mem,1.0,2100
MSC06,semantic,0.9,2100
MSC06,glass,0.7777777777777778,2100
MSC06,motor,1.0,2100
MSC06,mem,1.0,2100
MSC07,semantic,1.0,2100
MSC07,glass,0.9,2100
MSC07,motor,1.0,2100
MSC07,mem,1.0,2100
MSC10,semantic,0.85,2100
MSC10,glass,0.8,2100
MSC10,motor,0.95,2100
MSC10,mem,0.95,2100
MSC01,semantic,0.95,2117
MSC01,glass,0.85,2117
MSC01,motor,1.0,2117
MSC01,mem,1.0,2117
MSC02,semantic,0.95,2117
MSC02,glass,0.9,2117
MSC02,motor,0.95,2117
MSC02,mem,1.0,2117
MSC03,semantic,0.9,2117
MSC03,glass,0.9,2117
MSC03,motor,0.95,2117
MSC03,mem,1.0,2117
MSC04,semantic,0.95,2117
MSC04,glass,0.95,2117
MSC04,motor,1.0,2117
MSC04,mem,1.0,2117
MSC05,semantic,0.95,2117
MSC05,glass,0.9,2117
MSC05,motor,1.0,2117
MSC05,mem,1.0,2117
MSC06,semantic,0.95,2117
MSC06,glass,0.7777777777777778,2117
MSC06,motor,1.0,2117
MSC06,mem,1.0,2117
MSC07,semantic,1.0,2117
MSC07,glass,0.9,2117
MSC07,motor,1.0,2117
MSC07,mem,1.0,2117
MSC10,semantic,0.8,2117
MSC10,glass,0.9,2117
MSC10,motor,0.95,2117
MSC10,mem,0.95,2117
MSC01,semantic,0.95,2136
MSC01,glass,0.9,2136
MSC01,motor,1.0,2136
MSC01,mem,1.0,2136
MSC02,semantic,0.95,2136
MSC02,glass,0.95,2136
MSC02,motor,0.95,2136
MSC02,mem,1.0,2136
MSC03,semantic,0.9,2136
MSC03,glass,0.9,2136
MSC03,motor,0.95,2136
MSC03,mem,0.9375,2136
MSC04,semantic,0.95,2136
MSC04,glass,0.95,2136
MSC04,motor,1.0,2136
MSC04,mem,1.0,2136
MSC05,semantic,0.95,2136
MSC05,glass,0.9,2136
MSC05,motor,1.0,2136
MSC05,mem,1.0,2136
MSC06,semantic,0.9,2136
MSC06,glass,0.8333333333333334,2136
MSC06,motor,1.0,2136
MSC06,mem,1.0,2136
MSC07,semantic,1.0,2136
MSC07,glass,0.85,2136
MSC07,motor,0.9444444444444444,2136
MSC07,mem,1.0,2136
MSC10,semantic,0.9,2136
MSC10,glass,0.85,2136
MSC10,motor,1.0,2136
MSC10,mem,0.95,2136
MSC01,semantic,0.95,2154
MSC01,glass,0.9,2154
MSC01,motor,1.0,2154
MSC01,mem,1.0,2154
MSC02,semantic,0.85,2154
MSC02,glass,0.8,2154
MSC02,motor,0.95,2154
MSC02,mem,1.0,2154
MSC03,semantic,0.9,2154
MSC03,glass,0.9,2154
MSC03,motor,0.95,2154
MSC03,mem,0.9375,2154
MSC04,semantic,0.95,2154
MSC04,glass,1.0,2154
MSC04,motor,1.0,2154
MSC04,mem,1.0,2154
MSC05,semantic,0.95,2154
MSC05,glass,0.95,2154
MSC05,motor,1.0,2154
MSC05,mem,1.0,2154
MSC06,semantic,0.85,2154
MSC06,glass,0.8333333333333334,2154
MSC06,motor,1.0,2154
MSC06,mem,0.95,2154
MSC07,semantic,1.0,2154
MSC07,glass,0.9,2154
MSC07,motor,1.0,2154
MSC07,mem,0.9,2154
MSC10,semantic,0.85,2154
MSC10,glass,0.8,2154
MSC10,motor,0.95,2154
MSC10,mem,0.95,2154
MSC01,semantic,0.95,2172
MSC01,glass,0.9,2172
MSC01,motor,1.0,2172
MSC01,mem,1.0,2172
MSC02,semantic,0.95,2172
MSC02,glass,0.8,2172
MSC02,motor,0.95,2172
MSC02,mem,1.0,2172
MSC03,semantic,0.9,2172
MSC03,glass,0.9,2172
MSC03,motor,0.95,2172
MSC03,mem,1.0,2172
MSC04,semantic,0.95,2172
MSC04,glass,1.0,2172
MSC04,motor,1.0,2172
MSC04,mem,1.0,2172
MSC05,semantic,0.95,2172
MSC05,glass,0.95,2172
MSC05,motor,1.0,2172
MSC05,mem,1.0,2172
MSC06,semantic,0.95,2172
MSC06,glass,0.8888888888888888,2172
MSC06,motor,1.0,2172
MSC06,mem,1.0,2172
MSC07,semantic,1.0,2172
MSC07,glass,0.85,2172
MSC07,motor,0.8888888888888888,2172
MSC07,mem,1.0,2172
MSC10,semantic,0.85,2172
MSC10,glass,0.9,2172
MSC10,motor,0.95,2172
MSC10,mem,1.0,2172
MSC01,semantic,0.95,2191
MSC01,glass,0.9,2191
MSC01,motor,1.0,2191
MSC01,mem,1.0,2191
MSC02,semantic,0.95,2191
MSC02,glass,0.8,2191
MSC02,motor,0.95,2191
MSC02,mem,1.0,2191
MSC03,semantic,0.9,2191
MSC03,glass,0.9,2191
MSC03,motor,0.95,2191
MSC03,mem,0.9375,2191
MSC04,semantic,0.95,2191
MSC04,glass,1.0,2191
MSC04,motor,1.0,2191
MSC04,mem,1.0,2191
MSC05,semantic,0.95,2191
MSC05,glass,0.95,2191
MSC05,motor,1.0,2191
MSC05,mem,1.0,2191
MSC06,semantic,0.95,2191
MSC06,glass,0.8333333333333334,2191
MSC06,motor,1.0,2191
MSC06,mem,1.0,2191
MSC07,semantic,1.0,2191
MSC07,glass,0.8,2191
MSC07,motor,1.0,2191
MSC07,mem,1.0,2191
MSC10,semantic,0.9,2191
MSC10,glass,0.85,2191
MSC10,motor,0.95,2191
MSC10,mem,0.95,2191
MSC01,semantic,0.95,2210
MSC01,glass,0.9,2210
MSC01,motor,1.0,2210
MSC01,mem,1.0,2210
MSC02,semantic,0.95,2210
MSC02,glass,0.85,2210
MSC02,motor,0.95,2210
MSC02,mem,1.0,2210
MSC03,semantic,0.95,2210
MSC03,glass,0.95,2210
MSC03,motor,0.95,2210
MSC03,mem,0.9375,2210
MSC04,semantic,0.95,2210
MSC04,glass,0.95,2210
MSC04,motor,1.0,2210
MSC04,mem,1.0,2210
MSC05,semantic,0.95,2210
MSC05,glass,0.85,2210
MSC05,motor,1.0,2210
MSC05,mem,1.0,2210
MSC06,semantic,0.9,2210
MSC06,glass,0.7777777777777778,2210
MSC06,motor,1.0,2210
MSC06,mem,1.0,2210
MSC07,semantic,1.0,2210
MSC07,glass,0.95,2210
MSC07,motor,1.0,2210
MSC07,mem,0.95,2210
MSC10,semantic,0.85,2210
MSC10,glass,0.85,2210
MSC10,motor,0.95,2210
MSC10,mem,1.0,2210
MSC01,semantic,0.95,2229
MSC01,glass,0.9,2229
MSC01,motor,1.0,2229
MSC01,mem,1.0,2229
MSC02,semantic,0.95,2229
MSC02,glass,0.75,2229
MSC02,motor,0.9,2229
MSC02,mem,0.95,2229
MSC03,semantic,0.9,2229
MSC03,glass,0.9,2229
MSC03,motor,0.95,2229
MSC03,mem,0.9375,2229
MSC04,semantic,0.95,2229
MSC04,glass,0.95,2229
MSC04,motor,1.0,2229
MSC04,mem,1.0,2229
MSC05,semantic,0.95,2229
MSC05,glass,0.95,2229
MSC05,motor,1.0,2229
MSC05,mem,1.0,2229
MSC06,semantic,1.0,2229
MSC06,glass,0.7777777777777778,2229
MSC06,motor,1.0,2229
MSC06,mem,1.0,2229
MSC07,semantic,1.0,2229
MSC07,glass,0.95,2229
MSC07,motor,1.0,2229
MSC07,mem,1.0,2229
MSC10,semantic,0.95,2229
MSC10,glass,0.85,2229
MSC10,motor,0.95,2229
MSC10,mem,0.95,2229
MSC01,semantic,0.95,2248
MSC01,glass,0.9,2248
MSC01,motor,1.0,2248
MSC01,mem,1.0,2248
MSC02,semantic,0.9,2248
MSC02,glass,0.85,2248
MSC02,motor,0.95,2248
MSC02,mem,1.0,2248
MSC03,semantic,0.85,2248
MSC03,glass,0.9,2248
MSC03,motor,1.0,2248
MSC03,mem,1.0,2248
MSC04,semantic,0.95,2248
MSC04,glass,0.95,2248
MSC04,motor,1.0,2248
MSC04,mem,1.0,2248
MSC05,semantic,0.95,2248
MSC05,glass,0.9,2248
MSC05,motor,1.0,2248
MSC05,mem,1.0,2248
MSC06,semantic,0.95,2248
MSC06,glass,0.7777777777777778,2248
MSC06,motor,1.0,2248
MSC06,mem,1.0,2248
MSC07,semantic,1.0,2248
MSC07,glass,0.9,2248
MSC07,motor,1.0,2248
MSC07,mem,1.0,2248
MSC10,semantic,0.85,2248
MSC10,glass,0.85,2248
MSC10,motor,0.95,2248
MSC10,mem,1.0,2248
MSC01,semantic,0.95,2267
MSC01,glass,0.85,2267
MSC01,motor,1.0,2267
MSC01,mem,1.0,2267
MSC02,semantic,0.95,2267
MSC02,glass,0.85,2267
MSC02,motor,0.95,2267
MSC02,mem,1.0,2267
MSC03,semantic,0.85,2267
MSC03,glass,0.9,2267
MSC03,motor,1.0,2267
MSC03,mem,1.0,2267
MSC04,semantic,0.95,2267
MSC04,glass,0.95,2267
MSC04,motor,1.0,2267
MSC04,mem,1.0,2267
MSC05,semantic,0.95,2267
MSC05,glass,0.9,2267
MSC05,motor,1.0,2267
MSC05,mem,1.0,2267
MSC06,semantic,1.0,2267
MSC06,glass,0.8333333333333334,2267
MSC06,motor,1.0,2267
MSC06,mem,1.0,2267
MSC07,semantic,1.0,2267
MSC07,glass,0.95,2267
MSC07,motor,1.0,2267
MSC07,mem,1.0,2267
MSC10,semantic,0.85,2267
MSC10,glass,0.8,2267
MSC10,motor,0.95,2267
MSC10,mem,0.95,2267
MSC01,semantic,0.95,2286
MSC01,glass,0.9,2286
MSC01,motor,1.0,2286
MSC01,mem,1.0,2286
MSC02,semantic,0.9,2286
MSC02,glass,0.8,2286
MSC02,motor,0.95,2286
MSC02,mem,1.0,2286
MSC03,semantic,0.9,2286
MSC03,glass,0.85,2286
MSC03,motor,1.0,2286
MSC03,mem,0.9375,2286
MSC04,semantic,0.95,2286
MSC04,glass,1.0,2286
MSC04,motor,1.0,2286
MSC04,mem,1.0,2286
MSC05,semantic,0.95,2286
MSC05,glass,0.95,2286
MSC05,motor,1.0,2286
MSC05,mem,1.0,2286
MSC06,semantic,0.9,2286
MSC06,glass,0.8333333333333334,2286
MSC06,motor,1.0,2286
MSC06,mem,1.0,2286
MSC07,semantic,1.0,2286
MSC07,glass,0.9,2286
MSC07,motor,1.0,2286
MSC07,mem,0.95,2286
MSC10,semantic,0.95,2286
MSC10,glass,0.8,2286
MSC10,motor,1.0,2286
MSC10,mem,1.0,2286
MSC01,semantic,0.95,2306
MSC01,glass,0.85,2306
MSC01,motor,1.0,2306
MSC01,mem,1.0,2306
MSC02,semantic,0.95,2306
MSC02,glass,0.85,2306
MSC02,motor,0.95,2306
MSC02,mem,1.0,2306
MSC03,semantic,0.85,2306
MSC03,glass,0.85,2306
MSC03,motor,1.0,2306
MSC03,mem,0.9375,2306
MSC04,semantic,0.95,2306
MSC04,glass,1.0,2306
MSC04,motor,1.0,2306
MSC04,mem,1.0,2306
MSC05,semantic,0.95,2306
MSC05,glass,0.9,2306
MSC05,motor,1.0,2306
MSC05,mem,1.0,2306
MSC06,semantic,0.95,2306
MSC06,glass,0.7777777777777778,2306
MSC06,motor,1.0,2306
MSC06,mem,1.0,2306
MSC07,semantic,1.0,2306
MSC07,glass,0.9,2306
MSC07,motor,1.0,2306
MSC07,mem,0.95,2306
MSC10,semantic,0.9,2306
MSC10,glass,0.9,2306
MSC10,motor,1.0,2306
MSC10,mem,1.0,2306
MSC01,semantic,0.95,2326
MSC01,glass,0.85,2326
MSC01,motor,1.0,2326
MSC01,mem,1.0,2326
MSC02,semantic,0.95,2326
MSC02,glass,0.8,2326
MSC02,motor,0.95,2326
MSC02,mem,0.95,2326
MSC03,semantic,0.9,2326
MSC03,glass,0.95,2326
MSC03,motor,1.0,2326
MSC03,mem,0.875,2326
MSC04,semantic,0.95,2326
MSC04,glass,1.0,2326
MSC04,motor,1.0,2326
MSC04,mem,1.0,2326
MSC05,semantic,0.95,2326
MSC05,glass,0.95,2326
MSC05,motor,1.0,2326
MSC05,mem,1.0,2326
MSC06,semantic,0.95,2326
MSC06,glass,0.7777777777777778,2326
MSC06,motor,1.0,2326
MSC06,mem,1.0,2326
MSC07,semantic,1.0,2326
MSC07,glass,0.95,2326
MSC07,motor,1.0,2326
MSC07,mem,0.95,2326
MSC10,semantic,0.85,2326
MSC10,glass,0.85,2326
MSC10,motor,0.95,2326
MSC10,mem,1.0,2326
MSC01,semantic,0.95,2346
MSC01,glass,0.85,2346
MSC01,motor,1.0,2346
MSC01,mem,1.0,2346
MSC02,semantic,0.9,2346
MSC02,glass,0.85,2346
MSC02,motor,0.9,2346
MSC02,mem,1.0,2346
MSC03,semantic,0.95,2346
MSC03,glass,0.85,2346
MSC03,motor,0.95,2346
MSC03,mem,0.9375,2346
MSC04,semantic,0.95,2346
MSC04,glass,1.0,2346
MSC04,motor,1.0,2346
MSC04,mem,1.0,2346
MSC05,semantic,0.95,2346
MSC05,glass,0.9,2346
MSC05,motor,1.0,2346
MSC05,mem,1.0,2346
MSC06,semantic,0.95,2346
MSC06,glass,0.8333333333333334,2346
MSC06,motor,1.0,2346
MSC06,mem,1.0,2346
MSC07,semantic,1.0,2346
MSC07,glass,0.8,2346
MSC07,motor,0.9444444444444444,2346
MSC07,mem,1.0,2346
MSC10,semantic,0.9,2346
MSC10,glass,0.85,2346
MSC10,motor,0.95,2346
MSC10,mem,1.0,2346
MSC01,semantic,0.95,2366
MSC01,glass,0.85,2366
MSC01,motor,1.0,2366
MSC01,mem,1.0,2366
MSC02,semantic,0.95,2366
MSC02,glass,0.85,2366
MSC02,motor,0.95,2366
MSC02,mem,1.0,2366
MSC03,semantic,0.95,2366
MSC03,glass,0.9,2366
MSC03,motor,0.95,2366
MSC03,mem,0.875,2366
MSC04,semantic,0.95,2366
MSC04,glass,1.0,2366
MSC04,motor,1.0,2366
MSC04,mem,1.0,2366
MSC05,semantic,0.95,2366
MSC05,glass,0.95,2366
MSC05,motor,1.0,2366
MSC05,mem,1.0,2366
MSC06,semantic,0.95,2366
MSC06,glass,0.7777777777777778,2366
MSC06,motor,1.0,2366
MSC06,mem,1.0,2366
MSC07,semantic,1.0,2366
MSC07,glass,0.95,2366
MSC07,motor,0.9444444444444444,2366
MSC07,mem,1.0,2366
MSC10,semantic,0.85,2366
MSC10,glass,0.9,2366
MSC10,motor,0.95,2366
MSC10,mem,1.0,2366
MSC01,semantic,0.95,2386
MSC01,glass,0.85,2386
MSC01,motor,1.0,2386
MSC01,mem,1.0,2386
MSC02,semantic,0.9,2386
MSC02,glass,0.85,2386
MSC02,motor,0.95,2386
MSC02,mem,1.0,2386
MSC03,semantic,0.95,2386
MSC03,glass,0.95,2386
MSC03,motor,0.95,2386
MSC03,mem,0.9375,2386
MSC04,semantic,0.95,2386
MSC04,glass,0.95,2386
MSC04,motor,1.0,2386
MSC04,mem,1.0,2386
MSC05,semantic,0.95,2386
MSC05,glass,0.95,2386
MSC05,motor,1.0,2386
MSC05,mem,1.0,2386
MSC06,semantic,1.0,2386
MSC06,glass,0.7777777777777778,2386
MSC06,motor,1.0,2386
MSC06,mem,1.0,2386
MSC07,semantic,1.0,2386
MSC07,glass,0.9,2386
MSC07,motor,1.0,2386
MSC07,mem,1.0,2386
MSC10,semantic,0.9,2386
MSC10,glass,0.85,2386
MSC10,motor,0.95,2386
MSC10,mem,0.95,2386
MSC01,semantic,0.95,2407
MSC01,glass,0.9,2407
MSC01,motor,1.0,2407
MSC01,mem,1.0,2407
MSC02,semantic,0.95,2407
MSC02,glass,0.85,2407
MSC02,motor,0.95,2407
MSC02,mem,1.0,2407
MSC03,semantic,0.9,2407
MSC03,glass,0.85,2407
MSC03,motor,0.95,2407
MSC03,mem,0.9375,2407
MSC04,semantic,0.95,2407
MSC04,glass,0.95,2407
MSC04,motor,1.0,2407
MSC04,mem,1.0,2407
MSC05,semantic,0.95,2407
MSC05,glass,0.9,2407
MSC05,motor,1.0,2407
MSC05,mem,1.0,2407
MSC06,semantic,0.95,2407
MSC06,glass,0.7222222222222222,2407
MSC06,motor,1.0,2407
MSC06,mem,1.0,2407
MSC07,semantic,1.0,2407
MSC07,glass,0.85,2407
MSC07,motor,1.0,2407
MSC07,mem,0.95,2407
MSC10,semantic,0.9,2407
MSC10,glass,0.8,2407
MSC10,motor,0.95,2407
MSC10,mem,0.95,2407
MSC01,semantic,0.95,2427
MSC01,glass,0.9,2427
MSC01,motor,1.0,2427
MSC01,mem,1.0,2427
MSC02,semantic,0.95,2427
MSC02,glass,0.85,2427
MSC02,motor,0.95,2427
MSC02,mem,1.0,2427
MSC03,semantic,0.9,2427
MSC03,glass,0.8,2427
MSC03,motor,0.95,2427
MSC03,mem,0.9375,2427
MSC04,semantic,0.95,2427
MSC04,glass,1.0,2427
MSC04,motor,1.0,2427
MSC04,mem,1.0,2427
MSC05,semantic,0.95,2427
