sub,semantic,glass,motor,mem
MSC01,0.7,0.75,0.85,0.9
MSC02,0.85,0.65,0.85,0.8
MSC03,0.65,0.65,0.75,0.8
MSC04,0.7,0.75,0.9,0.75
MSC05,0.9,0.75,0.9,0.9
MSC06,0.8,0.8333333333333334,0.8,0.85
MSC07,0.8,0.8,0.8,0.75
MSC10,0.85,0.8,0.85,0.75
