sub,task,acc,features,Null_Network
MSC04,semantic,0.95,5264,dan
MSC04,glass,1.0,5264,dan
MSC04,motor,1.0,5264,dan
MSC04,mem,1.0,5264,dan
MSC05,semantic,0.95,5264,dan
MSC05,glass,0.95,5264,dan
MSC05,motor,1.0,5264,dan
MSC05,mem,1.0,5264,dan
MSC06,semantic,0.95,5264,dan
MSC06,glass,0.7777777777777778,5264,dan
MSC06,motor,1.0,5264,dan
MSC06,mem,1.0,5264,dan
MSC07,semantic,1.0,5264,dan
MSC07,glass,0.95,5264,dan
MSC07,motor,1.0,5264,dan
MSC07,mem,1.0,5264,dan
MSC10,semantic,0.85,5264,dan
MSC10,glass,0.85,5264,dan
MSC10,motor,0.95,5264,dan
MSC10,mem,1.0,5264,dan
MSC01,semantic,0.95,5264,dan
MSC01,glass,0.9,5264,dan
MSC01,motor,1.0,5264,dan
MSC01,mem,1.0,5264,dan
MSC02,semantic,0.95,5264,dan
MSC02,glass,0.8,5264,dan
MSC02,motor,0.95,5264,dan
MSC02,mem,1.0,5264,dan
MSC03,semantic,0.9,5264,dan
MSC03,glass,0.9,5264,dan
MSC03,motor,1.0,5264,dan
MSC03,mem,1.0,5264,dan
MSC04,semantic,0.95,5264,dan
MSC04,glass,1.0,5264,dan
MSC04,motor,1.0,5264,dan
MSC04,mem,1.0,5264,dan
MSC05,semantic,0.95,5264,dan
MSC05,glass,1.0,5264,dan
MSC05,motor,1.0,5264,dan
MSC05,mem,1.0,5264,dan
MSC06,semantic,0.95,5264,dan
MSC06,glass,0.7777777777777778,5264,dan
MSC06,motor,1.0,5264,dan
MSC06,mem,1.0,5264,dan
MSC07,semantic,1.0,5264,dan
MSC07,glass,0.85,5264,dan
MSC07,motor,1.0,5264,dan
MSC07,mem,1.0,5264,dan
MSC10,semantic,0.9,5264,dan
MSC10,glass,0.85,5264,dan
MSC10,motor,0.95,5264,dan
MSC10,mem,0.95,5264,dan
MSC01,semantic,0.95,5264,dan
MSC01,glass,0.9,5264,dan
MSC01,motor,1.0,5264,dan
MSC01,mem,1.0,5264,dan
MSC02,semantic,0.95,5264,dan
MSC02,glass,0.9,5264,dan
MSC02,motor,0.95,5264,dan
MSC02,mem,1.0,5264,dan
MSC03,semantic,0.9,5264,dan
MSC03,glass,0.85,5264,dan
MSC03,motor,0.95,5264,dan
MSC03,mem,0.95,5264,dan
MSC04,semantic,0.95,5264,dan
MSC04,glass,0.95,5264,dan
MSC04,motor,1.0,5264,dan
MSC04,mem,1.0,5264,dan
MSC05,semantic,0.95,5264,dan
MSC05,glass,0.95,5264,dan
MSC05,motor,1.0,5264,dan
MSC05,mem,1.0,5264,dan
MSC06,semantic,0.95,5264,dan
MSC06,glass,0.7777777777777778,5264,dan
MSC06,motor,0.95,5264,dan
MSC06,mem,1.0,5264,dan
MSC07,semantic,1.0,5264,dan
MSC07,glass,0.9,5264,dan
MSC07,motor,1.0,5264,dan
MSC07,mem,1.0,5264,dan
MSC10,semantic,0.9,5264,dan
MSC10,glass,0.85,5264,dan
MSC10,motor,0.95,5264,dan
MSC10,mem,1.0,5264,dan
MSC01,semantic,0.95,3151,van
MSC01,glass,0.9,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.9,3151,van
MSC02,glass,0.8,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.9,3151,van
MSC03,glass,0.95,3151,van
MSC03,motor,0.95,3151,van
MSC03,mem,0.95,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,1.0,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,0.95,3151,van
MSC05,glass,0.95,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,0.95,3151,van
MSC06,glass,0.7777777777777778,3151,van
MSC06,motor,1.0,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.9,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,1.0,3151,van
MSC10,semantic,0.85,3151,van
MSC10,glass,0.85,3151,van
MSC10,motor,0.95,3151,van
MSC10,mem,1.0,3151,van
MSC01,semantic,0.95,3151,van
MSC01,glass,0.9,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.9,3151,van
MSC02,glass,0.85,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.9,3151,van
MSC03,glass,0.85,3151,van
MSC03,motor,0.95,3151,van
MSC03,mem,1.0,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,0.95,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,0.95,3151,van
MSC05,glass,0.95,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,0.95,3151,van
MSC06,glass,0.7777777777777778,3151,van
MSC06,motor,1.0,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.9,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,1.0,3151,van
MSC10,semantic,0.9,3151,van
MSC10,glass,0.85,3151,van
MSC10,motor,0.95,3151,van
MSC10,mem,0.95,3151,van
MSC01,semantic,0.95,3151,van
MSC01,glass,0.9,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.9,3151,van
MSC02,glass,0.9,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.9,3151,van
MSC03,glass,0.9,3151,van
MSC03,motor,0.95,3151,van
MSC03,mem,0.95,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,1.0,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,0.95,3151,van
MSC05,glass,0.9,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,0.95,3151,van
MSC06,glass,0.7777777777777778,3151,van
MSC06,motor,0.95,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.9,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,0.95,3151,van
MSC10,semantic,0.9,3151,van
MSC10,glass,0.85,3151,van
MSC10,motor,0.95,3151,van
MSC10,mem,1.0,3151,van
MSC01,semantic,0.95,3151,van
MSC01,glass,0.9,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.9,3151,van
MSC02,glass,0.8,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.9,3151,van
MSC03,glass,0.85,3151,van
MSC03,motor,1.0,3151,van
MSC03,mem,1.0,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,1.0,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,0.95,3151,van
MSC05,glass,0.9,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,0.9,3151,van
MSC06,glass,0.7777777777777778,3151,van
MSC06,motor,1.0,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.85,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,1.0,3151,van
MSC10,semantic,0.85,3151,van
MSC10,glass,0.85,3151,van
MSC10,motor,0.95,3151,van
MSC10,mem,0.95,3151,van
MSC01,semantic,0.95,3151,van
MSC01,glass,0.85,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.85,3151,van
MSC02,glass,0.85,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.9,3151,van
MSC03,glass,0.9,3151,van
MSC03,motor,0.95,3151,van
MSC03,mem,0.95,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,0.95,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,0.95,3151,van
MSC05,glass,0.9,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,0.85,3151,van
MSC06,glass,0.7777777777777778,3151,van
MSC06,motor,0.95,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.95,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,0.95,3151,van
MSC10,semantic,0.9,3151,van
MSC10,glass,0.85,3151,van
MSC10,motor,0.95,3151,van
MSC10,mem,0.95,3151,van
MSC01,semantic,0.95,3151,van
MSC01,glass,0.9,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.9,3151,van
MSC02,glass,0.85,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.9,3151,van
MSC03,glass,0.9,3151,van
MSC03,motor,1.0,3151,van
MSC03,mem,1.0,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,0.95,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,0.95,3151,van
MSC05,glass,0.9,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,0.95,3151,van
MSC06,glass,0.8333333333333334,3151,van
MSC06,motor,1.0,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.9,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,1.0,3151,van
MSC10,semantic,0.85,3151,van
MSC10,glass,0.8,3151,van
MSC10,motor,1.0,3151,van
MSC10,mem,0.95,3151,van
MSC01,semantic,0.95,3151,van
MSC01,glass,0.9,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.95,3151,van
MSC02,glass,0.8,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.95,3151,van
MSC03,glass,0.85,3151,van
MSC03,motor,0.95,3151,van
MSC03,mem,0.95,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,1.0,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,0.95,3151,van
MSC05,glass,1.0,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,0.9,3151,van
MSC06,glass,0.7777777777777778,3151,van
MSC06,motor,1.0,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.9,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,1.0,3151,van
MSC10,semantic,0.9,3151,van
MSC10,glass,0.85,3151,van
MSC10,motor,0.95,3151,van
MSC10,mem,1.0,3151,van
MSC01,semantic,0.95,3151,van
MSC01,glass,0.9,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.9,3151,van
MSC02,glass,0.75,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.9,3151,van
MSC03,glass,0.85,3151,van
MSC03,motor,0.95,3151,van
MSC03,mem,0.95,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,0.9,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,0.95,3151,van
MSC05,glass,0.9,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,1.0,3151,van
MSC06,glass,0.8333333333333334,3151,van
MSC06,motor,1.0,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.9,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,1.0,3151,van
MSC10,semantic,0.9,3151,van
MSC10,glass,0.85,3151,van
MSC10,motor,0.95,3151,van
MSC10,mem,0.95,3151,van
MSC01,semantic,0.95,3151,van
MSC01,glass,0.9,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.95,3151,van
MSC02,glass,0.8,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.9,3151,van
MSC03,glass,0.95,3151,van
MSC03,motor,1.0,3151,van
MSC03,mem,1.0,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,0.95,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,0.95,3151,van
MSC05,glass,0.95,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,0.95,3151,van
MSC06,glass,0.7222222222222222,3151,van
MSC06,motor,1.0,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.85,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,1.0,3151,van
MSC10,semantic,0.85,3151,van
MSC10,glass,0.8,3151,van
MSC10,motor,1.0,3151,van
MSC10,mem,0.95,3151,van
MSC01,semantic,0.95,3151,van
MSC01,glass,0.9,3151,van
MSC01,motor,1.0,3151,van
MSC01,mem,1.0,3151,van
MSC02,semantic,0.95,3151,van
MSC02,glass,0.8,3151,van
MSC02,motor,0.95,3151,van
MSC02,mem,1.0,3151,van
MSC03,semantic,0.85,3151,van
MSC03,glass,0.9,3151,van
MSC03,motor,0.95,3151,van
MSC03,mem,0.95,3151,van
MSC04,semantic,0.95,3151,van
MSC04,glass,0.95,3151,van
MSC04,motor,1.0,3151,van
MSC04,mem,1.0,3151,van
MSC05,semantic,1.0,3151,van
MSC05,glass,1.0,3151,van
MSC05,motor,1.0,3151,van
MSC05,mem,1.0,3151,van
MSC06,semantic,0.9,3151,van
MSC06,glass,0.7777777777777778,3151,van
MSC06,motor,1.0,3151,van
MSC06,mem,1.0,3151,van
MSC07,semantic,1.0,3151,van
MSC07,glass,0.85,3151,van
MSC07,motor,1.0,3151,van
MSC07,mem,1.0,3151,van
MSC10,semantic,0.9,3151,van
MSC10,glass,0.8,3151,van
MSC10,motor,1.0,3151,van
MSC10,mem,0.95,3151,van
MSC01,semantic,0.95,484,salience
MSC01,glass,0.9,484,salience
MSC01,motor,0.95,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.85,484,salience
MSC02,glass,0.9,484,salience
MSC02,motor,0.9,484,salience
MSC02,mem,1.0,484,salience
MSC03,semantic,0.85,484,salience
MSC03,glass,0.95,484,salience
MSC03,motor,0.95,484,salience
MSC03,mem,0.9,484,salience
MSC04,semantic,0.9,484,salience
MSC04,glass,0.85,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,0.95,484,salience
MSC05,semantic,1.0,484,salience
MSC05,glass,1.0,484,salience
MSC05,motor,1.0,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.95,484,salience
MSC06,glass,0.8333333333333334,484,salience
MSC06,motor,1.0,484,salience
MSC06,mem,1.0,484,salience
MSC07,semantic,0.95,484,salience
MSC07,glass,0.85,484,salience
MSC07,motor,1.0,484,salience
MSC07,mem,0.95,484,salience
MSC10,semantic,0.9,484,salience
MSC10,glass,0.85,484,salience
MSC10,motor,1.0,484,salience
MSC10,mem,0.9,484,salience
MSC01,semantic,0.95,484,salience
MSC01,glass,0.9,484,salience
MSC01,motor,1.0,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.95,484,salience
MSC02,glass,0.9,484,salience
MSC02,motor,0.9,484,salience
MSC02,mem,1.0,484,salience
MSC03,semantic,0.85,484,salience
MSC03,glass,0.85,484,salience
MSC03,motor,0.95,484,salience
MSC03,mem,0.95,484,salience
MSC04,semantic,0.95,484,salience
MSC04,glass,1.0,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,1.0,484,salience
MSC05,semantic,0.95,484,salience
MSC05,glass,0.95,484,salience
MSC05,motor,1.0,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.8,484,salience
MSC06,glass,0.8333333333333334,484,salience
MSC06,motor,0.95,484,salience
MSC06,mem,0.95,484,salience
MSC07,semantic,1.0,484,salience
MSC07,glass,0.85,484,salience
MSC07,motor,0.95,484,salience
MSC07,mem,0.95,484,salience
MSC10,semantic,0.9,484,salience
MSC10,glass,0.9,484,salience
MSC10,motor,1.0,484,salience
MSC10,mem,1.0,484,salience
MSC01,semantic,0.95,484,salience
MSC01,glass,0.85,484,salience
MSC01,motor,1.0,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.9,484,salience
MSC02,glass,0.75,484,salience
MSC02,motor,0.95,484,salience
MSC02,mem,1.0,484,salience
MSC03,semantic,0.9,484,salience
MSC03,glass,0.95,484,salience
MSC03,motor,1.0,484,salience
MSC03,mem,1.0,484,salience
MSC04,semantic,0.95,484,salience
MSC04,glass,0.9,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,1.0,484,salience
MSC05,semantic,0.95,484,salience
MSC05,glass,0.95,484,salience
MSC05,motor,0.95,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.95,484,salience
MSC06,glass,0.7777777777777778,484,salience
MSC06,motor,0.95,484,salience
MSC06,mem,1.0,484,salience
MSC07,semantic,1.0,484,salience
MSC07,glass,0.9,484,salience
MSC07,motor,1.0,484,salience
MSC07,mem,0.9,484,salience
MSC10,semantic,0.75,484,salience
MSC10,glass,0.85,484,salience
MSC10,motor,0.95,484,salience
MSC10,mem,0.9,484,salience
MSC01,semantic,0.95,484,salience
MSC01,glass,0.85,484,salience
MSC01,motor,1.0,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.9,484,salience
MSC02,glass,0.7,484,salience
MSC02,motor,0.9,484,salience
MSC02,mem,1.0,484,salience
MSC03,semantic,0.75,484,salience
MSC03,glass,0.9,484,salience
MSC03,motor,0.95,484,salience
MSC03,mem,1.0,484,salience
MSC04,semantic,0.9,484,salience
MSC04,glass,0.95,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,1.0,484,salience
MSC05,semantic,0.95,484,salience
MSC05,glass,0.9,484,salience
MSC05,motor,1.0,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.9,484,salience
MSC06,glass,0.8333333333333334,484,salience
MSC06,motor,0.95,484,salience
MSC06,mem,1.0,484,salience
MSC07,semantic,0.95,484,salience
MSC07,glass,1.0,484,salience
MSC07,motor,1.0,484,salience
MSC07,mem,0.95,484,salience
MSC10,semantic,0.9,484,salience
MSC10,glass,0.95,484,salience
MSC10,motor,1.0,484,salience
MSC10,mem,1.0,484,salience
MSC01,semantic,0.95,484,salience
MSC01,glass,0.9,484,salience
MSC01,motor,1.0,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.85,484,salience
MSC02,glass,0.85,484,salience
MSC02,motor,0.9,484,salience
MSC02,mem,0.9,484,salience
MSC03,semantic,0.85,484,salience
MSC03,glass,0.9,484,salience
MSC03,motor,0.95,484,salience
MSC03,mem,0.95,484,salience
MSC04,semantic,0.95,484,salience
MSC04,glass,0.95,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,1.0,484,salience
MSC05,semantic,0.95,484,salience
MSC05,glass,0.95,484,salience
MSC05,motor,1.0,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.9,484,salience
MSC06,glass,0.7222222222222222,484,salience
MSC06,motor,1.0,484,salience
MSC06,mem,0.95,484,salience
MSC07,semantic,1.0,484,salience
MSC07,glass,0.9,484,salience
MSC07,motor,0.9,484,salience
MSC07,mem,0.95,484,salience
MSC10,semantic,0.85,484,salience
MSC10,glass,0.9,484,salience
MSC10,motor,1.0,484,salience
MSC10,mem,0.9,484,salience
MSC01,semantic,0.95,484,salience
MSC01,glass,0.9,484,salience
MSC01,motor,1.0,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.9,484,salience
MSC02,glass,0.7,484,salience
MSC02,motor,0.95,484,salience
MSC02,mem,1.0,484,salience
MSC03,semantic,0.9,484,salience
MSC03,glass,0.85,484,salience
MSC03,motor,1.0,484,salience
MSC03,mem,0.9,484,salience
MSC04,semantic,0.85,484,salience
MSC04,glass,0.9,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,1.0,484,salience
MSC05,semantic,1.0,484,salience
MSC05,glass,0.95,484,salience
MSC05,motor,1.0,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.9,484,salience
MSC06,glass,0.8333333333333334,484,salience
MSC06,motor,1.0,484,salience
MSC06,mem,0.95,484,salience
MSC07,semantic,1.0,484,salience
MSC07,glass,0.95,484,salience
MSC07,motor,1.0,484,salience
MSC07,mem,0.95,484,salience
MSC10,semantic,0.7,484,salience
MSC10,glass,0.85,484,salience
MSC10,motor,1.0,484,salience
MSC10,mem,0.95,484,salience
MSC01,semantic,0.95,484,salience
MSC01,glass,0.9,484,salience
MSC01,motor,1.0,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.95,484,salience
MSC02,glass,0.85,484,salience
MSC02,motor,0.95,484,salience
MSC02,mem,0.95,484,salience
MSC03,semantic,0.85,484,salience
MSC03,glass,0.8,484,salience
MSC03,motor,0.95,484,salience
MSC03,mem,1.0,484,salience
MSC04,semantic,0.95,484,salience
MSC04,glass,0.95,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,0.95,484,salience
MSC05,semantic,1.0,484,salience
MSC05,glass,0.85,484,salience
MSC05,motor,1.0,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.9,484,salience
MSC06,glass,0.8333333333333334,484,salience
MSC06,motor,1.0,484,salience
MSC06,mem,0.9,484,salience
MSC07,semantic,1.0,484,salience
MSC07,glass,0.9,484,salience
MSC07,motor,1.0,484,salience
MSC07,mem,1.0,484,salience
MSC10,semantic,0.85,484,salience
MSC10,glass,0.9,484,salience
MSC10,motor,0.95,484,salience
MSC10,mem,0.95,484,salience
MSC01,semantic,0.95,484,salience
MSC01,glass,0.85,484,salience
MSC01,motor,1.0,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.9,484,salience
MSC02,glass,0.85,484,salience
MSC02,motor,0.95,484,salience
MSC02,mem,1.0,484,salience
MSC03,semantic,0.95,484,salience
MSC03,glass,0.95,484,salience
MSC03,motor,0.95,484,salience
MSC03,mem,1.0,484,salience
MSC04,semantic,0.95,484,salience
MSC04,glass,0.95,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,0.95,484,salience
MSC05,semantic,0.95,484,salience
MSC05,glass,0.9,484,salience
MSC05,motor,1.0,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.95,484,salience
MSC06,glass,0.8333333333333334,484,salience
MSC06,motor,0.95,484,salience
MSC06,mem,1.0,484,salience
MSC07,semantic,1.0,484,salience
MSC07,glass,0.9,484,salience
MSC07,motor,1.0,484,salience
MSC07,mem,0.95,484,salience
MSC10,semantic,0.85,484,salience
MSC10,glass,0.85,484,salience
MSC10,motor,0.9,484,salience
MSC10,mem,0.95,484,salience
MSC01,semantic,0.95,484,salience
MSC01,glass,0.8,484,salience
MSC01,motor,0.95,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.95,484,salience
MSC02,glass,0.85,484,salience
MSC02,motor,0.9,484,salience
MSC02,mem,0.95,484,salience
MSC03,semantic,0.85,484,salience
MSC03,glass,0.9,484,salience
MSC03,motor,0.95,484,salience
MSC03,mem,0.95,484,salience
MSC04,semantic,0.85,484,salience
MSC04,glass,1.0,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,1.0,484,salience
MSC05,semantic,0.95,484,salience
MSC05,glass,1.0,484,salience
MSC05,motor,1.0,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.9,484,salience
MSC06,glass,0.8333333333333334,484,salience
MSC06,motor,1.0,484,salience
MSC06,mem,1.0,484,salience
MSC07,semantic,0.9,484,salience
MSC07,glass,0.9,484,salience
MSC07,motor,1.0,484,salience
MSC07,mem,0.9,484,salience
MSC10,semantic,0.75,484,salience
MSC10,glass,0.9,484,salience
MSC10,motor,1.0,484,salience
MSC10,mem,0.95,484,salience
MSC01,semantic,1.0,484,salience
MSC01,glass,0.9,484,salience
MSC01,motor,1.0,484,salience
MSC01,mem,1.0,484,salience
MSC02,semantic,0.9,484,salience
MSC02,glass,0.8,484,salience
MSC02,motor,0.95,484,salience
MSC02,mem,1.0,484,salience
MSC03,semantic,0.9,484,salience
MSC03,glass,0.95,484,salience
MSC03,motor,1.0,484,salience
MSC03,mem,1.0,484,salience
MSC04,semantic,0.95,484,salience
MSC04,glass,0.95,484,salience
MSC04,motor,1.0,484,salience
MSC04,mem,1.0,484,salience
MSC05,semantic,0.95,484,salience
MSC05,glass,0.95,484,salience
MSC05,motor,1.0,484,salience
MSC05,mem,1.0,484,salience
MSC06,semantic,0.85,484,salience
MSC06,glass,0.7777777777777778,484,salience
MSC06,motor,0.95,484,salience
MSC06,mem,1.0,484,salience
MSC07,semantic,1.0,484,salience
MSC07,glass,0.9,484,salience
MSC07,motor,1.0,484,salience
MSC07,mem,1.0,484,salience
MSC10,semantic,0.85,484,salience
MSC10,glass,0.9,484,salience
MSC10,motor,0.95,484,salience
MSC10,mem,0.95,484,salience
MSC01,semantic,0.95,4060,co
MSC01,glass,0.9,4060,co
MSC01,motor,1.0,4060,co
MSC01,mem,1.0,4060,co
MSC02,semantic,0.95,4060,co
MSC02,glass,0.85,4060,co
MSC02,motor,0.95,4060,co
MSC02,mem,1.0,4060,co
MSC03,semantic,0.9,4060,co
MSC03,glass,0.85,4060,co
MSC03,motor,1.0,4060,co
MSC03,mem,0.95,4060,co
MSC04,semantic,0.95,4060,co
MSC04,glass,0.95,4060,co
MSC04,motor,1.0,4060,co
MSC04,mem,1.0,4060,co
MSC05,semantic,0.95,4060,co
MSC05,glass,0.9,4060,co
MSC05,motor,1.0,4060,co
MSC05,mem,1.0,4060,co
MSC06,semantic,0.95,4060,co
MSC06,glass,0.7777777777777778,4060,co
MSC06,motor,0.95,4060,co
MSC06,mem,1.0,4060,co
MSC07,semantic,1.0,4060,co
MSC07,glass,0.9,4060,co
MSC07,motor,1.0,4060,co
MSC07,mem,1.0,4060,co
MSC10,semantic,0.9,4060,co
MSC10,glass,0.8,4060,co
MSC10,motor,0.95,4060,co
MSC10,mem,0.95,4060,co
MSC01,semantic,0.95,4060,co
MSC01,glass,0.85,4060,co
MSC01,motor,1.0,4060,co
MSC01,mem,1.0,4060,co
MSC02,semantic,0.95,4060,co
MSC02,glass,0.85,4060,co
MSC02,motor,0.95,4060,co
MSC02,mem,1.0,4060,co
MSC03,semantic,0.9,4060,co
MSC03,glass,0.9,4060,co
MSC03,motor,1.0,4060,co
MSC03,mem,0.95,4060,co
MSC04,semantic,0.95,4060,co
MSC04,glass,0.95,4060,co
MSC04,motor,1.0,4060,co
MSC04,mem,1.0,4060,co
MSC05,semantic,0.95,4060,co
MSC05,glass,0.9,4060,co
MSC05,motor,1.0,4060,co
MSC05,mem,1.0,4060,co
MSC06,semantic,1.0,4060,co
MSC06,glass,0.7777777777777778,4060,co
MSC06,motor,1.0,4060,co
MSC06,mem,1.0,4060,co
MSC07,semantic,1.0,4060,co
MSC07,glass,0.9,4060,co
MSC07,motor,1.0,4060,co
MSC07,mem,0.95,4060,co
MSC10,semantic,0.9,4060,co
MSC10,glass,0.85,4060,co
MSC10,motor,0.95,4060,co
MSC10,mem,1.0,4060,co
MSC01,semantic,0.95,4060,co
MSC01,glass,0.85,4060,co
MSC01,motor,1.0,4060,co
MSC01,mem,1.0,4060,co
MSC02,semantic,0.95,4060,co
MSC02,glass,0.8,4060,co
MSC02,motor,0.95,4060,co
MSC02,mem,1.0,4060,co
MSC03,semantic,0.85,4060,co
MSC03,glass,0.9,4060,co
