sub,semantic,glass,motor,mem
MSC01,1.0,0.9,0.95,1.0
MSC02,0.9,0.75,0.95,0.85
MSC03,0.95,0.95,0.9,0.9
MSC04,0.9,0.95,1.0,0.95
MSC05,0.9,0.85,1.0,0.9
MSC06,0.85,0.7407407407407407,0.9,1.0
MSC07,0.9,0.8,0.85,0.85
MSC10,0.55,0.55,0.85,0.8
