sub,semantic,glass,motor,mem
MSC01,0.9,0.7,0.9,0.9
MSC02,0.75,0.85,0.9,0.75
MSC03,0.9,0.95,1.0,0.9
MSC04,0.75,0.85,0.8,0.85
MSC05,0.9,0.9,0.9,0.9
MSC06,0.8,0.6851851851851851,0.8,0.95
MSC07,1.0,0.85,1.0,1.0
MSC10,0.65,0.85,0.85,0.9
