,test_task,train_task,Mean,Std
0,glass,mem,0.8347222222222221,0.14128317219070388
1,glass,motor,0.658125,0.1466029014524805
2,glass,semantic,0.8112500000000001,0.10815828348173005
3,mem,glass,0.7801388888888888,0.1494943711963777
4,mem,motor,0.631875,0.10656780202561858
5,mem,semantic,0.7193749999999999,0.13816236566342618
6,motor,glass,0.80875,0.12272937708633574
7,motor,mem,0.873125,0.11786607109039353
8,motor,semantic,0.6443749999999999,0.10475950348979596
9,semantic,glass,0.8906944444444445,0.08322307520702167
10,semantic,mem,0.891875,0.0797288933108408
11,semantic,motor,0.6543749999999999,0.1373586936247056
