,test_task,train_task,Mean,Std
0,glass,mem,0.704513888888889,0.12208630158733351
1,glass,motor,0.6111111111111112,0.11943133925891533
2,glass,semantic,0.7503472222222223,0.09317254550741637
3,mem,glass,0.6625,0.0883580378751297
4,mem,motor,0.651875,0.11634117008670167
5,mem,semantic,0.6268750000000001,0.08987839006123774
6,motor,glass,0.6247916666666665,0.12592652651195088
7,motor,mem,0.7437499999999999,0.11531788363352098
8,motor,semantic,0.6025,0.09528153771099321
9,semantic,glass,0.7952083333333334,0.09908084521686761
10,semantic,mem,0.68125,0.08122939299117214
11,semantic,motor,0.61625,0.12182393618895851
